,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/data/1,/hdd/0/data/2,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Host Writes to Controller","Host Reads","Temperature","Used Space"
05/02/2020 23:31:21,25,17.96875,9.375,38.04563,22.59735,84,65,63,58,84,3409.71948,3510.00537,3409.71948,3510.00537,28.1248169,15.9397211,0.0550235845,0.532506049,100.285873,46.5924644,3.67499161,4.212532,46,139,405.000031,278,0,0,0,0,4096,77.94922,4018.05078,1.9030571,38,77488,13071,37,18.2516556
05/02/2020 23:31:22,49.21875,29.6875,21.875,27.8846149,32.16647,81,75,67,62,80,3409.71948,3409.71948,3409.71948,3409.71948,30.9266644,18.592907,0.133301675,0.6533443,100.285866,46.49985,3.66768646,4.219837,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:23,63.7276764,64.84375,62.5,61.71875,63.19754,71,70,66,62,71,3409.719,3409.719,3409.719,3409.719,36.84957,24.4982529,0.0916149542,0.9261461,100.285858,46.32274,3.653717,4.23380661,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:24,31.8750019,39.0625,28.125,19.53125,29.6484356,72,67,72,62,72,3409.71777,3409.71777,3409.71777,3409.71777,28.8770981,16.6235943,0.0602767,0.7519893,100.28582,46.4031219,3.660057,4.22746658,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:25,7.03125,23.4375,14.0625,9.375,13.4765625,59,68,57,56,68,3510.00537,3510.00537,3610.29126,3610.29126,19.51104,7.377163,0.0240476578,0.4339142,100.285866,46.3606071,3.656704,4.2308197,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:26,10.9375,21.875,12.5,15.625,15.234375,60,60,57,58,60,3510.00659,3409.7207,3510.00659,3610.29248,20.61361,8.46904,0.05914839,0.45294413,100.285904,46.3106956,3.65276718,4.23475647,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:27,8.59375,22.65625,12.5,7.8125,12.890625,58,59,63,56,63,3409.71924,3510.00513,3610.291,3610.291,18.0977764,6.004837,0.0114952466,0.429277539,100.285858,46.3342,3.65462112,4.23290253,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:28,29.0674572,25.78125,21.2053528,31.25,26.8260174,63,63,69,59,69,3510.005,3510.005,3510.005,3510.005,16.44949,13.6279869,0.0392513275,0.626429141,100.285851,46.9982338,3.706997,4.18052673,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:29,27.2716351,16.40625,18.7019234,21.875,21.0636978,57,68,56,56,68,3510.00317,3510.00317,3610.289,3610.289,12.1163473,10.2462826,0.01597178,0.561446667,100.285805,47.1637878,3.72005463,4.167469,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:30,33.59375,28.125,31.25,26.5625,29.8828125,76,72,74,65,76,3409.7207,3409.7207,3409.7207,3409.7207,16.4035568,14.4448729,0.0544600561,0.727135658,100.285904,47.2877922,3.72983551,4.157688,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:31,18.03075,31.25,19.7296619,21.974205,22.746151,58,58,57,55,58,3008.57666,3008.57666,3008.57666,3008.57666,13.5379515,11.6302843,0.008529795,0.6116293,100.285889,47.76823,3.76773071,4.119793,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:32,7.8125,16.61706,15.6994047,10.15625,12.5713053,57,60,58,56,60,3510.00513,3510.00513,3510.00513,3510.00513,8.898451,7.06622458,0,0.48754108,100.285866,48.0278473,3.788208,4.09931564,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:33,16.55506,18.5576916,10.8052845,9.362984,13.8202553,54,55,53,52,55,802.2864,802.2864,802.2864,902.572144,8.557104,6.722715,0,0.4897125,100.2858,48.7029572,3.84145737,4.04606628,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:34,18.4895878,28.125,21.7788467,23.4375,22.95773,67,64,58,56,67,1203.43115,1203.43115,1203.43115,1203.43115,11.221633,9.30574,0.0296692923,0.6417584,100.285927,49.67033,3.917759,3.96976471,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:35,13.380456,17.96875,11.0863094,11.71875,13.5385628,60,61,60,56,61,3510.00513,3510.00513,3409.71948,3409.71948,10.6437654,8.514631,0.268470228,0.643849,100.285866,49.954464,3.94017029,3.94735336,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:36,30.2524033,35.9375,27.0793266,26.5625,29.9579315,64,66,64,62,66,3510.00513,3510.00513,3510.00513,3510.00513,13.98092,11.87691,0.142215222,0.829164445,100.285858,50.4307022,3.97773361,3.90979,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:37,18.0803528,22.02381,14.0625,17.96875,18.03385,57,59,56,55,59,1303.715,1303.715,1704.858,1704.858,11.2461586,9.318836,0.03675793,0.6279327,100.285767,50.6271553,3.993229,3.89429474,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:38,19.3990345,27.9927845,22.65625,20.3125,22.5901432,62,62,59,59,62,3610.294,3510.00781,3610.294,3610.294,14.8417759,12.908164,0.0354226269,0.694064,100.285942,50.9197578,4.016308,3.87121582,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:39,20.3125,20.4489117,17.96875,18.75,19.3700428,62,68,63,57,69,3610.29053,3510.00464,3409.71875,3510.00464,13.6910353,11.7750721,0.0378651246,0.644075334,100.285851,51.16336,4.03552246,3.85200119,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:40,16.40625,20.1923065,17.96875,19.53125,18.524641,60,63,64,56,64,3409.72021,3409.72021,3409.72021,3409.72021,9.857095,7.945632,0.03877442,0.5903145,100.285889,51.3998146,4.05417252,3.83335114,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:41,32.8125,40.625,32.03125,39.0625,36.1328125,66,66,65,61,66,902.572144,902.572144,902.572144,902.572144,15.6643648,13.5256844,0.165512443,0.903707564,100.285789,51.369442,4.051777,3.83574677,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:42,22.65625,32.8125,32.03125,32.8125,30.078125,58,60,58,57,60,2507.14771,2507.14771,2507.14771,2507.14771,14.1863356,12.1308622,0.123509049,0.7558631,100.285904,51.52222,4.06382751,3.82369614,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:43,9.400201,26.6121025,11.7683525,9.42460251,14.3013115,58,61,57,56,61,3510.00659,3510.00659,3409.7207,3409.7207,10.8345127,8.96748,0.02940016,0.4998027,100.285904,52.71874,4.158203,3.72932053,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:44,14.678031,10.96459,13.2211571,10.8533621,12.4292793,67,63,60,58,67,3510.00464,3610.29053,3610.29053,3510.00464,11.15915,9.339882,0,0.477732837,100.285843,52.19772,4.11710739,3.77041626,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:45,19.53125,27.82452,20.3125,18.75,21.6045685,69,66,61,58,69,3409.718,3510.004,3409.718,3510.004,13.967206,11.8361769,0.220683,0.7290107,100.285828,53.3293839,4.20636749,3.68115616,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:46,18.75,21.875,18.75,18.75,19.53125,57,57,55,54,57,3610.2915,3610.2915,3309.43384,3309.43384,10.5932913,8.612998,0.07668436,0.6597074,100.285873,54.935585,4.3330574,3.55446625,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2516556
05/02/2020 23:31:47,25,35.9375,25.17361,28.90625,28.7543411,73,67,66,67,68,3510.0022,3409.71655,3610.288,3610.288,15.9546576,13.75066,0.245700657,0.8780718,100.285782,56.2484665,4.436611,3.45091248,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:48,23.4375,35.15625,28.7620182,22.65625,27.5030022,74,68,67,63,72,3409.72,3510.00586,3409.72,3409.72,12.1121988,9.977799,0.195794836,0.797445357,100.285881,56.7317162,4.47472763,3.412796,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:49,23.4375,31.25,25.78125,24.21875,26.171875,57,60,57,55,59,2406.862,2406.862,3409.72119,3510.007,13.3918047,11.14655,0.2938714,0.861113,100.285919,58.203907,4.590847,3.29667664,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:50,26.5625,26.5625,28.125,37.90923,29.7898064,70,65,63,69,70,3409.72046,3409.72046,3409.72046,3409.72046,15.681716,13.3701067,0.335515141,0.903971434,100.2859,58.5454521,4.61778641,3.26973724,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:51,28.125,28.125,28.90625,20.1923065,26.337141,60,59,57,55,60,3409.71924,3510.00513,3409.71924,3409.71924,16.0136051,13.7676411,0.311400026,0.7664423,100.285858,58.5026474,4.6144104,3.27311325,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:52,32.30769,36.15384,19.23077,21.53846,27.3076954,60,59,58,55,59,902.57074,902.57074,1303.71326,1303.71326,13.7880878,11.42686,0.378566653,0.887435138,100.285637,58.86446,4.642948,3.2445755,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:53,28.5714264,38.88889,26.9841251,30.9523811,31.349205,68,72,74,64,74,3409.72559,3409.72559,3409.72559,3409.72559,15.84117,13.56412,0.292653024,0.927811265,100.286049,59.68727,4.7078476,3.179676,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:54,48.4375,52.34375,42.1875,38.28125,45.3125,75,71,74,61,75,3409.71851,3409.71851,3409.71851,3409.71851,23.5130043,21.1092415,0.337510467,1.16466355,100.285843,61.66133,4.863552,3.02397156,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:55,31.42361,50,31.25,30.46875,35.78559,63,70,67,59,70,3409.72021,3409.72021,3510.006,3510.006,19.3928852,17.0767155,0.275857747,0.9886341,100.285889,62.3992653,4.92175674,2.965767,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:56,5.46875,23.4871025,7.09325075,5.46875,10.3794632,58,62,63,56,63,3409.71362,3409.71362,3409.71362,3409.71362,8.54136848,6.60558271,0.07869049,0.528497458,100.2857,62.1343765,4.90086365,2.98666,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:57,7.043648,14.84375,12.4879837,8.680558,10.7639847,54,60,55,53,60,3309.43848,3309.43848,3309.43848,3510.01074,6.45184135,4.52895546,0.0866522,0.5244347,100.286018,60.2040825,4.74861145,3.1389122,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:58,6.2379837,23.4134617,7.862103,4.639423,10.5382442,56,67,56,55,67,3810.8645,3810.8645,3810.8645,3810.8645,8.743616,6.73735571,0.154549271,0.536878,100.285904,60.1225471,4.74218,3.14534378,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:31:59,3.13739777,23.79712,3.125,3.14980149,8.302331,52,54,52,51,54,802.286,802.286,802.286,802.286,5.348959,3.57549429,0,0.3222827,100.285751,60.0098534,4.73329163,3.154232,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:00,4.6875,17.7899837,7.78846169,5.46875,8.933676,57,68,56,55,68,3409.723,3610.295,3610.295,3610.295,7.3419466,5.507224,0.0428399369,0.40756,100.285965,59.3843231,4.68395233,3.20357132,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:01,3.90625,21.875,5.46875,4.6875,8.984375,55,68,56,54,68,3409.71948,3610.29126,3510.00537,3610.29126,7.852619,5.94261169,0.09078736,0.441933364,100.285873,59.0613976,4.6584816,3.229042,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:02,5.481148,24.1947117,5.46875,3.125,9.567404,57,57,55,53,57,3309.43335,3309.43335,3309.43335,3309.43335,7.490949,5.63785076,0.03875881,0.4339156,100.285858,58.915287,4.6469574,3.24056625,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:03,30.3725967,28.125,16.40625,16.40625,22.8275242,67,70,64,58,70,3409.71875,3409.71875,3409.71875,3409.71875,14.3344679,12.4074745,0.0828349739,0.5559864,100.285851,59.1699257,4.667042,3.22048187,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:04,25.1116028,15.625,13.3556547,14.84375,17.2340031,55,55,54,52,56,1303.7157,1303.7157,1303.7157,1303.7157,10.0159616,7.99652243,0.147537544,0.6093221,100.28582,59.3641,4.682358,3.20516586,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:05,17.1875,24.21875,18.6177845,25.1240082,21.2870121,65,64,63,59,64,902.572632,902.572632,902.572632,902.572632,11.1851673,8.877701,0.3497862,0.848600566,100.285843,60.44634,4.76771927,3.11980438,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:06,23.32933,37.5,23.4375,24.8557682,27.280653,66,65,64,59,65,3510.00635,3409.72046,3409.72046,3409.72046,14.0378151,11.6080647,0.4240474,1.01361334,100.2859,61.5470467,4.854538,3.03298569,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:07,12.5,9.375,19.53125,16.40625,14.453125,56,59,56,63,62,3409.71948,3510.00537,3409.71948,3409.71948,9.66288948,7.57707167,0.185581028,0.6768539,100.285866,61.4814644,4.849365,3.03815842,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:08,4.699898,9.461808,7.080853,18.75,9.998142,55,57,55,59,59,3610.29175,3610.29175,3610.29175,3610.29175,7.11951733,5.16076469,0.110492788,0.528690159,100.285881,62.0619278,4.895149,2.99237442,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:09,6.262398,6.959134,8.545673,11.71875,8.371485,64,56,54,53,64,3610.29077,3510.005,3510.005,3510.005,6.64807558,4.736725,0.08458546,0.499151856,100.285858,62.1332626,4.900776,2.98674774,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:10,8.545673,11.71875,5.46875,25,12.6832962,58,60,56,54,60,1303.714,1303.714,1303.714,1704.85669,10.1129313,8.217841,0.04455599,0.5565238,100.28569,62.02904,4.892555,2.99496841,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:11,7.824898,10.3050594,8.59375,20.3125,11.7590542,55,58,55,54,58,3610.29736,3610.29736,3309.43921,3309.43921,9.914879,7.97814941,0.07760573,0.594387949,100.286041,62.2310562,4.908489,2.97903442,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:12,6.93655,9.26682949,12.5,29.6875,14.59772,56,58,57,60,60,3610.291,3610.291,3610.291,3610.291,10.7835894,8.517933,0.339995235,0.7657848,100.285866,62.0406,4.893467,2.9940567,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:13,21.974205,34.7594261,21.9866028,27.49256,26.5532017,58,60,57,56,60,3209.14746,2908.28979,2908.28979,2908.28979,14.118289,11.7755928,0.351410449,0.946595967,100.285858,62.74163,4.948761,2.93876266,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:14,10.15625,15.4687519,7.00721169,25.7331734,14.5913486,67,57,55,54,67,3409.71924,3610.291,3610.291,3409.71924,11.082324,8.985508,0.197976708,0.720025659,100.285858,62.70792,4.946102,2.94142151,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:15,17.86058,28.125,21.875,27.34375,23.8010826,69,61,60,57,69,3409.71948,3409.71948,3409.71948,3409.71948,12.9128866,10.5492821,0.396050632,0.878552258,100.285866,63.15219,4.981144,2.9063797,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:16,21.09375,18.75,14.0625,17.96875,17.96875,63,60,67,56,67,3409.71973,3409.71973,3510.00537,3409.71973,10.2611971,8.006972,0.3187006,0.7791542,100.285873,63.40581,5.001148,2.88637543,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2510681
05/02/2020 23:32:17,35.15625,44.53125,43.75,39.0625,40.625,66,72,65,62,72,3409.71875,3409.71875,3409.71875,3409.71875,16.6610966,14.2734222,0.365100116,1.05482829,100.285843,63.5608177,5.01337433,2.87414932,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:18,12.5,17.3487072,12.5744047,20.3881035,15.7028084,55,58,57,56,58,3610.29175,3610.29175,3610.29175,3610.29175,7.324422,5.39632654,0.05877619,0.560802042,100.285881,63.3958473,5.0003624,2.88716125,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:19,8.59375,5.4086566,7.8125,23.4254837,11.3101006,57,58,56,55,58,3610.29053,3610.29053,3510.00464,3409.71875,9.068858,7.19810772,0.05266122,0.499430269,100.285851,63.54524,5.012146,2.87537766,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:20,6.25,12.5,9.362984,23.3052845,12.85457,54,56,54,53,56,2507.14648,2507.14648,2507.14648,2507.14648,7.09247,5.1137886,0.122189641,0.5505829,100.285866,63.5670547,5.01386642,2.87365723,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:21,10.9498978,7.03125,7.03125,16.40625,10.3546619,54,54,54,52,54,2607.432,2607.432,2306.57422,2306.57422,5.6455574,3.19906831,0.515287,0.765215158,100.285835,63.0970573,4.976795,2.91072845,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:22,8.581734,6.25,4.6875,9.375,7.22355843,55,62,54,54,62,3510.00635,3409.72046,3510.00635,3510.00635,7.56319571,4.981942,0.6217466,0.835676432,100.2859,62.8450356,4.956917,2.93060684,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:23,4.6875,7.03125,3.94345522,7.03125,5.673361,52,53,51,50,54,1504.285,1504.285,1504.285,1504.285,3.63429952,1.48154783,0.280306518,0.5870105,100.285667,62.8062,4.95385361,2.93367,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:24,4.6875,3.94345522,5.555558,5.46875,4.91381264,51,53,52,50,53,802.287842,802.287842,802.287842,902.5738,3.36934471,1.36588812,0.1684946,0.500924945,100.28598,62.7084045,4.94614029,2.94138336,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:25,6.226325,6.9711566,9.278846,9.375,7.962835,53,53,52,51,54,1704.85669,2105.99951,2507.142,2507.142,4.15947676,2.05198336,0.2574251,0.55096513,100.28569,62.6250267,4.93956375,2.94796,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:26,3.93105149,3.90625,3.90625,4.6875,4.10776138,51,52,51,50,52,902.5744,902.5744,902.5744,902.5744,2.9866488,1.08130658,0.09122097,0.442942679,100.286041,62.55485,4.93402863,2.953495,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:27,7.03125,12.5,7.8125,14.0625,10.3515625,54,55,54,52,55,2808.006,2808.006,2808.006,2808.006,6.86029768,4.44773054,0.493739545,0.725193262,100.285927,62.5076,4.93030167,2.957222,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:28,5.46875,4.6875,4.6875,8.59375,5.859375,56,56,56,54,57,3510.004,3510.004,3510.004,3510.004,6.429257,3.84623313,0.638024449,0.8194441,100.285828,62.4409065,4.925041,2.96248245,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:29,9.42460251,7.03125,5.46875,11.71875,8.410835,52,53,50,50,53,2908.28833,2908.28833,2908.28833,2908.28833,5.419394,2.952932,0.52746594,0.763573766,100.285805,62.3880424,4.92087173,2.966652,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:30,9.350962,9.375,4.6875,10.9375,8.587742,54,55,52,51,55,2808.00586,2808.00586,3510.00757,3409.72144,6.025365,3.40691924,0.655539632,0.853601456,100.285927,62.39046,4.92106247,2.96646118,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:31,7.03125,7.03125,4.6875,10.9375,7.421875,52,54,52,51,54,802.286438,802.286438,802.286438,802.286438,7.11081266,4.657527,0.5216936,0.7467105,100.285805,61.86765,4.87982559,3.007698,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:32,7.776439,5.46875,5.46875,7.03125,6.43630028,52,54,53,51,54,2507.14819,2206.29053,2206.29053,1905.43262,5.15297461,2.70487,0.520047843,0.745631337,100.285927,61.8336029,4.87714,3.01038361,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:33,6.262398,8.59375,25.78125,10.15625,12.6984119,59,58,69,55,69,3509.99658,3409.711,3509.99658,3509.99658,9.385082,7.422079,0.103114448,0.6215887,100.285622,61.7596054,4.87130356,3.01622,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:34,10.15625,2.34375,3.125,2.34375,4.4921875,51,53,52,51,53,902.5744,902.5744,902.5744,902.5744,4.50940275,2.70482445,0,0.4051169,100.286041,61.6665535,4.863964,3.02355957,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:35,7.8125,7.03125,3.125,3.90625,5.46875,54,54,52,51,55,2306.57617,2306.57617,2306.57617,2306.57617,3.47236562,1.599642,0.0601570643,0.448742479,100.285919,61.6984749,4.866482,3.02104187,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:36,3.90625,10.15625,7.03125,9.375,7.6171875,54,55,54,52,55,3409.71973,3510.00562,3510.00562,3510.00562,4.60811567,2.443504,0.2875283,0.6333772,100.285873,61.66133,4.863552,3.02397156,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:37,28.90625,35.9375,30.46875,31.25,31.640625,55,56,54,52,57,1303.71545,1303.71545,1303.71545,1303.71545,13.5444231,11.0882711,0.430950642,1.03198779,100.285805,62.48308,4.92836761,2.959156,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:38,14.0625,15.625,12.5,19.53125,15.4296875,55,56,54,53,56,3409.72144,3409.72144,3409.72144,3409.72144,7.532011,5.110817,0.476021,0.8101311,100.285927,62.99535,4.968773,2.91875076,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
05/02/2020 23:32:39,13.3184547,16.40625,12.5,17.1875,14.8530483,56,57,55,54,58,3510.001,3510.001,3510.001,3510.001,9.165931,6.512993,0.6806129,0.8771404,100.285744,64.29865,5.07157135,2.8159523,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,38,77488,13071,37,18.2526932
