,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Used Space"
02/02/2023 22:35:01,0,0.78125,0,0,0.1953125,51,53,50,50,53,3409.71265,3409.71265,3409.71265,3409.71265,18.829855,4.65154362,1.78283572,1.19713616,100.28566,46.816185,14.9267616,16.957,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:02,0,0.78125,0,0,0.1953125,51,53,51,52,53,3509.99731,3409.71167,3509.99731,3409.71167,17.9176846,3.79950523,1.74979162,1.14525759,100.285637,46.8159,14.92667,16.9570923,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:03,0,6.25,0,1.5625,1.953125,51,53,52,50,53,3409.712,3409.712,3409.712,3409.712,21.7375488,7.44189024,1.85313535,1.34133244,100.285645,46.8561,14.9394875,16.9442749,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:04,0,0,0,0,0,51,53,51,51,54,3409.71313,3409.71313,3409.71313,3409.71313,18.2993221,4.19647264,1.73304546,1.167698,100.285683,46.85994,14.940712,16.94305,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:05,0,0.78125,0,2.34375,0.78125,51,52,51,50,52,3409.71216,3409.71216,3409.71216,3409.71216,22.0642452,7.785876,1.8337636,1.34617507,100.285652,46.83296,14.93211,16.9516525,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:06,0,0,0,5.46875,1.3671875,52,53,51,52,53,3409.713,3409.713,3409.713,3409.713,19.31469,5.166116,1.76892638,1.17722869,100.285675,46.8036575,14.9227676,16.9609947,0,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,56.640625,0.9765625,28,1.3368988,60.7749252
02/02/2023 22:35:07,4.615384,13.8461533,7.69230747,3.076923,7.30769634,52,53,52,51,53,3409.71216,3409.71216,3509.9978,3509.9978,26.7673512,12.3400307,1.91279173,1.5284735,100.285652,46.8358421,14.9330292,16.9507332,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:08,0,0,0,1.5625,0.390625,53,55,53,63,63,3409.7124,3409.7124,3409.7124,3409.7124,19.9122276,5.79810429,1.73049736,1.18625891,100.28566,46.83649,14.9332352,16.9505272,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:09,6.92307949,5.384612,3.8461566,6.92307949,5.76923466,51,53,51,51,54,3409.71216,3409.71216,3409.71216,3409.71216,23.5756645,9.31908,1.78492689,1.40303171,100.285652,46.7899246,14.9183884,16.965374,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:10,0,0,0,0,0,51,53,52,49,52,3409.71265,3409.71265,3409.71265,3409.71265,18.9955769,4.851969,1.753237,1.19404566,100.28566,46.7864647,14.9172859,16.9664764,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:11,0,5.46875,0,0,1.3671875,51,52,51,50,52,3409.713,3409.713,3409.713,3409.713,18.91803,4.712398,1.8095274,1.18145454,100.285675,46.7753143,14.9137306,16.9700317,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:12,7.14285374,3.90625,1.5625,0,3.152901,63,58,53,54,63,3409.712,3409.712,3409.712,3409.712,21.1758938,6.91043758,1.85596108,1.31490171,100.285645,46.778717,14.914814,16.9689484,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:13,3.87018919,16.40625,16.40625,4.6875,10.34255,62,63,59,61,63,3409.7124,3409.7124,3409.7124,3409.7124,30.3150463,16.0048351,1.79051268,1.65110719,100.28566,46.7721672,14.9127274,16.971035,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:14,0,0.78125,7.03125,0,1.953125,53,53,52,51,53,3409.71216,3409.71216,3409.71216,3409.71216,22.3703747,7.982923,1.9081924,1.3685323,100.285652,46.77473,14.9135437,16.9702187,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:15,0,1.5625,1.5625,0,0.78125,52,53,51,50,53,3409.71265,3409.71265,3409.71265,3409.71265,19.36939,5.180862,1.79726827,1.216689,100.28566,46.77235,14.9127846,16.9709778,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:16,0,1.5625,0,0,0.390625,52,53,51,51,53,3409.7124,3409.7124,3509.998,3409.7124,18.9046783,4.75612736,1.75600314,1.18281829,100.28566,46.7710075,14.9123573,16.971405,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:17,1.5625,5.46875,3.90625,0,2.734375,52,55,53,52,55,3409.712,3509.99756,3409.712,3409.712,19.89745,5.732998,1.77607536,1.19293725,100.285645,46.75202,14.9063034,16.977459,0,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,65.42969,1.953125,28,1.3368988,60.7749252
02/02/2023 22:35:18,0,0,14.84375,0,3.7109375,51,53,52,51,53,3409.713,3409.713,3409.713,3409.713,20.8090954,6.68358469,1.74330866,1.17585969,100.285675,46.7530136,14.90662,16.9771423,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:19,0.78125,0.78125,0.78125,0,0.5859375,52,54,53,52,54,3409.71216,3409.71216,3409.71216,3409.71216,21.02198,6.875602,1.72021115,1.2748313,100.285652,46.7544861,14.9070892,16.9766731,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:20,22.2222214,26.8105145,46.09375,19.6924572,28.7047386,69,64,66,60,68,3409.70825,3409.70825,3409.70825,3409.70825,43.4711075,26.1187,4.15344763,3.211311,100.285538,48.74913,15.5430565,16.3407059,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:21,12.3076916,21.7548065,36.71875,23.4375,23.55469,60,64,59,59,64,3409.71533,3409.71533,3409.71533,3409.71533,39.5565529,21.61075,4.82056141,2.999255,100.285744,48.7411,15.5404968,16.3432655,44,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:22,14.84375,7.03125,14.84375,4.66346169,10.3455544,64,61,59,58,63,3409.70874,3409.70874,3409.70874,3409.70874,37.4640121,19.1931515,5.113179,3.035539,100.285553,48.7878952,15.5554161,16.3283463,45,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:23,11.71875,1.5625,2.34375,2.34375,4.4921875,56,58,55,55,58,3409.71631,3409.71631,3409.71631,3409.71631,29.29376,11.4313145,4.85719728,2.56080723,100.285774,48.7850227,15.5545006,16.3292618,45,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:24,3.125,0,0,0,0.78125,55,56,62,53,62,3409.70947,3409.70947,3409.70947,3409.70947,25.8485413,8.602871,4.335346,2.32287717,100.285576,48.79084,15.5563545,16.3274078,45,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:25,9.375,1.58730149,0,0,2.740574,56,61,56,55,61,3409.71484,3409.71484,3409.71484,3409.71484,26.71787,9.358472,4.44705772,2.37521744,100.285728,48.7838249,15.5541191,16.3296432,45,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
02/02/2023 22:35:26,3.90625,4.651439,2.34375,0.7692337,2.9176712,56,55,53,58,58,3409.712,3409.712,3409.712,3409.712,26.2307644,8.885996,4.45868254,2.30994987,100.285645,48.7735252,15.5508347,16.3329277,45,139,405.000031,278,0,0,0,0,4096,76,4020,1.85546875,0,0,28,1.3368988,60.7749252
