,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Used Space","Temperature","Used Space"
09/09/2022 14:12:04,53.90625,57.8125,60.15625,55.46875,56.8359375,70,68,69,64,71,3409.71118,3409.71118,3409.71118,3409.71118,33.28295,24.6318245,0.01855337,2.29313469,100.285629,12.028511,3.83890152,28.07611,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,116.210938,2.9296875,47.9815254,33,57.2651939
09/09/2022 14:12:05,63.28125,78.90625,71.09375,61.71875,68.75,68,70,67,64,70,3409.711,3409.711,3409.711,3409.711,37.07507,27.67446,0.2335207,2.358364,100.285614,12.3639908,3.94596863,27.9690437,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,127.929688,5.859375,47.9815254,33,57.2651939
09/09/2022 14:12:06,30.5927582,38.62847,29.6875,25.0744038,30.9957867,56,65,54,55,65,3409.71338,3409.71338,3409.71338,3409.71338,24.7935486,16.7429638,0.016087329,1.56763434,100.28569,12.50267,3.99023056,27.9247818,46,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,0,0,47.9815254,33,57.2651939
09/09/2022 14:12:07,10.8533621,21.6346149,19.53125,20.228363,18.0618935,62,62,60,57,62,3409.71143,3409.71143,3409.71143,3409.71143,20.4201832,13.1388092,0.0962967947,1.52126884,100.285629,12.4251633,3.96549225,27.94952,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,132.8125,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:08,23.4375,24.21875,34.6354141,17.1875,24.8697929,56,57,54,55,57,3509.9978,3509.9978,3509.9978,3509.9978,20.976326,11.5251188,0.339317769,1.59773052,100.285652,12.4388962,3.96987534,27.945137,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,97.65625,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:09,10.9375,22.65625,13.2211571,9.375,14.0474739,62,62,61,58,64,3409.70972,3409.70972,3409.70972,3409.70972,19.7161,10.1438007,0.2612097,1.52664256,100.285576,12.48288,3.98391342,27.9310989,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,118.164063,3.90625,47.9815254,33,57.2651939
09/09/2022 14:12:10,39.84375,35.9375,31.25,37.5,36.1328125,58,61,61,58,61,3409.70532,3409.70532,3409.70532,3409.70532,25.9018116,16.125597,0.660067141,2.05184484,100.285446,12.6469345,4.03627,27.8787422,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,99.609375,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:11,17.1875,21.09375,10.9375,5.46875,13.671875,59,59,58,57,60,3409.72021,3510.006,3510.006,3510.006,18.564024,9.29003048,0.236575812,1.43437409,100.285889,12.6484375,4.036751,27.8782616,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,141.601563,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:12,29.6875,38.28125,31.25,41.40625,35.15625,59,59,55,56,59,3409.71216,3509.9978,3409.71216,3409.71216,23.6064472,15.3876553,0.06896248,1.76033521,100.285652,12.6900635,4.05003357,27.8649788,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,53.7109375,2.9296875,47.9815254,33,57.2651939
09/09/2022 14:12:13,46.3665657,51.5625,54.2410736,47.9662666,50.0341072,57,59,55,56,59,3409.71167,3409.71167,3409.71167,3509.99731,26.4420357,16.8669968,0.23634924,2.149699,100.285637,12.3921127,3.95494461,27.9600677,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,75.19531,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:14,20.20433,39.0625,18.6298065,18.665863,24.1406269,57,65,55,57,64,3509.99756,3509.99756,3409.712,3409.712,24.6158581,15.30813,0.05999065,1.56382918,100.285645,12.2389679,3.906067,28.0089455,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,145.507813,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:15,18.0183525,26.5625,15.83581,23.4995,20.97904,54,55,59,53,59,3509.99756,3509.99756,3409.712,3509.99756,20.2526035,11.1428862,0.0140370131,1.40010059,100.285645,12.2028046,3.89452744,28.0204849,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,106.445313,5.859375,47.9815254,33,57.2651939
09/09/2022 14:12:16,10.0841341,17.1875,6.959134,5.44471169,9.918869,55,59,53,54,58,3409.71143,3810.85376,3409.71143,3409.71143,15.78146,6.74239635,0.0037038126,1.25340664,100.285629,12.1863937,3.88928986,28.0257225,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,144.53125,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:17,21.875,24.21875,12.5,25.78125,21.09375,63,56,54,55,63,3509.99756,3509.99756,3509.99756,3409.712,23.0057278,13.7029819,0,1.56722343,100.285645,12.2096558,3.89671326,28.0183,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,90.82031,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:18,14.8941517,28.2258034,25.8316517,21.9618073,22.7283535,55,73,53,54,73,3409.712,3509.99756,3409.712,3509.99756,23.583786,14.3459969,0.000368346635,1.49020779,100.285645,12.2481308,3.90899277,28.00602,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,111.328125,5.859375,47.9815254,33,57.2651939
09/09/2022 14:12:19,5.46875,31.73077,12.4278841,16.2139416,16.4603348,54,58,53,55,58,3409.712,3610.2832,3409.712,3409.712,22.8801117,13.7095289,0,1.23542309,100.285645,12.6292419,4.03062439,27.884388,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,110.351563,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:20,10.12019,36.5985565,7.8125,15.6373978,17.54216,55,76,53,55,76,3409.71216,3409.71216,3409.71216,3509.9978,23.5817814,14.46527,0,1.20127022,100.285652,12.6743393,4.04501724,27.8699951,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,114.257813,5.859375,47.9815254,33,57.2651939
09/09/2022 14:12:21,1.5625,33.73016,19.53125,9.375,16.04973,56,64,59,54,60,3409.711,3509.99658,3409.711,3409.711,21.988327,12.8906031,0.00673810253,1.366426,100.285614,12.6789169,4.04647827,27.8685341,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,101.5625,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:22,14.8317337,35.7812538,19.4711571,8.545673,19.6574574,61,67,54,60,60,3409.7124,3509.998,3509.998,3509.998,22.9839935,13.6541538,0.0103599764,1.321637,100.28566,12.6338654,4.03210068,27.8829117,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,76.171875,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:23,20.3125,39.36012,27.3809547,13.2936478,25.0868015,65,70,54,57,70,3409.709,3409.709,3409.709,3409.709,23.2765617,16.18099,0.187907711,1.51007354,100.285561,12.8133926,4.08939362,27.8256187,46,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,0,0,47.9815254,33,57.2651939
09/09/2022 14:12:24,20.46131,37.94471,34.0865364,35.79327,32.07146,60,65,66,64,67,3409.71484,3409.71484,3409.71484,3409.71484,28.3004913,19.3282642,0.0204363763,1.68115222,100.285728,12.7144852,4.057831,27.8571815,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,94.72656,4.8828125,47.9815254,33,57.2651939
09/09/2022 14:12:25,17.2743073,23.6235142,19.68246,23.0846767,20.916235,51,52,51,50,52,3409.71167,3509.99731,3509.99731,3409.71167,17.6694336,9.326769,0.0250408016,1.3152144,100.285637,12.642067,4.03471756,27.8802948,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,120.117188,5.859375,47.9815254,33,57.2651939
09/09/2022 14:12:27,8.5464,35.5048065,6.20265,0,12.563467,55,72,52,54,71,3409.7124,3409.7124,3409.7124,3409.7124,22.1865368,11.9488525,0,1.17995393,100.28566,12.5578537,4.007839,27.9071732,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,95.703125,2.9296875,47.9815254,33,57.2651939
09/09/2022 14:12:28,28.0701752,50.87719,20.17544,52.63158,37.9385948,67,67,65,64,67,3409.717,3409.717,3409.717,3409.717,30.9572754,20.6550941,0.00638081552,1.45529866,100.2858,12.7782211,4.078171,27.8368416,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,64.453125,2.9296875,47.9815254,33,57.2651939
09/09/2022 14:12:29,75.78125,81.25,81.25,72.65625,77.734375,70,69,70,66,70,3409.71021,3409.71021,3409.71021,3409.71021,38.18012,29.0253353,0.06691171,2.48086619,100.285591,13.3764954,4.269108,27.6459045,46,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,94.72656,2.9296875,47.9815254,33,57.2651939
09/09/2022 14:12:30,36.71875,39.84375,41.6666641,38.65327,39.2206078,55,56,54,54,56,3409.714,3409.714,3510,3510,28.0834045,18.6224766,0.296234429,1.83479,100.285713,13.371109,4.267391,27.6476212,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,4.8828125,47.8890839,33,57.2651939
09/09/2022 14:12:31,7.824898,14.0625,14.0625,10.15625,11.5265369,53,53,52,52,53,3509.99634,3409.71069,3509.99634,3509.99634,16.7872066,7.939908,0.0960275158,1.274074,100.285606,13.3953094,4.275116,27.6398964,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,4.8828125,47.8890839,33,57.2651939
09/09/2022 14:12:32,6.25,10.15625,4.6875,0.78125,5.46875,52,52,50,50,52,3409.71313,3409.71313,3509.99878,3409.71313,13.9497223,5.245985,0.0928193554,1.25026262,100.285675,13.4052048,4.27827072,27.6367416,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,114.257813,4.8828125,47.8890839,33,57.2651939
09/09/2022 14:12:33,10.15625,14.0625,7.03125,10.9375,10.546875,51,52,51,50,53,3509.99731,3409.71167,3409.71167,3610.283,15.95388,7.04766369,0.116656259,1.25676942,100.285637,13.4015274,4.27709961,27.6379128,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,106.445313,4.8828125,47.8890839,33,57.2651939
09/09/2022 14:12:34,5.46875,10.15625,5.4567337,7.03125,7.028246,51,52,50,49,52,3409.712,3409.712,3409.712,3409.712,13.6189222,4.95124626,0.07754655,1.23438954,100.285645,13.434761,4.28770447,27.6273079,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,47.8890839,33,57.2651939
09/09/2022 14:12:35,20.1322079,12.5,6.25,4.6875,10.8924274,58,55,52,53,58,3409.71216,3409.71216,3409.71216,3409.71216,17.2681427,8.080079,0.08414449,1.25713837,100.285652,13.328598,4.25382233,27.66119,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,90.82031,4.8828125,47.8890839,33,57.2651939
09/09/2022 14:12:36,25.2604122,11.71875,1.5625,0.78125,9.830725,51,52,51,50,53,3409.712,3409.712,3409.712,3409.712,16.9707985,7.63390255,0.0915944949,1.33201981,100.285645,13.3500824,4.260681,27.6543312,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,107.421875,5.859375,47.8890839,33,57.2651939
09/09/2022 14:12:37,7.03125,11.71875,2.34375,5.49355125,6.646824,51,52,50,49,52,3810.85449,3409.712,3610.2832,3610.2832,14.5098276,5.808814,0.1210298,1.273495,100.285645,13.3532028,4.261677,27.6533356,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,107.421875,5.859375,47.8890839,33,57.2651939
09/09/2022 14:12:38,9.362984,10.15625,3.90625,2.34375,6.44230843,51,52,50,50,52,3610.2832,3610.2832,3610.2832,3409.712,13.8345346,5.076108,0.09618632,1.24537563,100.285645,13.3386078,4.257019,27.6579933,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,144.53125,5.859375,47.8890839,33,57.2651939
09/09/2022 14:12:39,11.7311478,10.15625,3.90625,4.6875,7.620287,51,52,50,50,52,3509.99756,3509.99756,3810.85449,3409.712,14.7120037,5.831594,0.0817401558,1.2723912,100.285645,13.3505173,4.26081848,27.6541939,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,4.8828125,47.8890839,33,57.2651939
09/09/2022 14:12:40,10.15625,11.71875,3.90625,3.8942337,7.418871,51,52,50,49,52,3610.28247,3610.28247,3610.28247,3509.99683,13.8458281,5.129182,0.09160341,1.23460436,100.285622,13.3469238,4.259674,27.6553383,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,102.539063,5.859375,47.8890839,33,57.2651939
09/09/2022 14:12:41,5.46875,5.46875,3.13739777,3.90625,4.495287,52,52,50,49,53,3509.9978,3810.85474,3610.28345,3409.71216,13.79677,5.055384,0.09226446,1.22842312,100.285652,13.3454285,4.25919342,27.6558189,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,47.8890839,33,57.2651939
09/09/2022 14:12:42,22.65625,21.875,10.8774071,11.6466341,16.7638187,64,60,58,57,63,3409.71216,3409.71216,3409.71216,3409.71216,20.1241589,11.0239868,0.08503114,1.4696399,100.285652,13.4361649,4.2881546,27.6268578,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,91.796875,3.90625,47.8890839,33,57.2651939
09/09/2022 14:12:43,29.05506,35.15625,25.1240082,36.1979141,31.3833122,52,53,50,50,53,3409.71167,3610.283,3409.71167,3409.71167,23.5720711,14.29758,0.11435657,1.9076674,100.285637,13.7273865,4.381096,27.5339165,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,113.28125,4.8828125,47.8890839,33,57.2651939
