,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space"
05/06/2022 22:50:18,6.25,9.375,5.420673,16.4434547,9.372282,54,57,55,54,57,902.5733,902.5733,902.5733,902.5733,17.2446785,5.53111267,0.219425276,1.25100029,100.285919,14.3127594,4.563446,27.32032,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,111.328125,4.8828125,28,11.8032074
05/06/2022 22:50:19,9.375,6.177884,6.25,6.960225,7.190776,53,55,53,52,55,2306.57739,1404.00366,802.2878,802.2878,15.5155363,4.03768635,0.0222880244,1.198915,100.285973,14.3170319,4.564808,27.3189583,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,100.585938,5.859375,28,11.8032074
05/06/2022 22:50:20,3.90625,3.90625,7.03125,7.8125,5.6640625,52,54,53,52,54,802.2873,802.2873,802.2873,802.2873,15.4436,3.840606,0.0136619685,1.17272377,100.285912,14.2991867,4.55912,27.324646,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,94.72656,3.90625,28,11.8032074
05/06/2022 22:50:21,12.5123978,11.8427572,6.287205,8.668155,9.827625,53,56,54,53,56,2206.2915,2206.2915,2206.2915,2206.2915,16.9982738,5.2268734,0.22385332,1.28375793,100.285973,14.3004837,4.559532,27.324234,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,98.63281,4.8828125,28,11.8032074
05/06/2022 22:50:22,7.03125,11.71875,2.34375,9.314907,7.60216141,52,55,53,52,55,802.2871,802.2871,802.2871,802.2871,16.21422,4.57035732,0.05990245,1.27118921,100.285889,14.3000641,4.55939865,27.3243675,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,111.328125,5.859375,28,11.8032074
05/06/2022 22:50:23,6.22596169,7.716346,7.8004837,10.9375,8.170074,52,55,52,51,55,1203.4314,1203.4314,1203.4314,1203.4314,17.21318,5.44525957,0.2444995,1.28204954,100.28595,14.2987442,4.558979,27.3247871,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,143.554688,5.859375,28,11.8032074
05/06/2022 22:50:24,4.76310253,10.2926617,1.57489777,9.412205,6.51071072,52,54,53,52,54,2005.71948,1103.14575,802.2878,802.2878,15.5928507,4.11092329,0.06457364,1.19029725,100.285973,14.2987595,4.558983,27.3247833,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,112.304688,4.8828125,28,11.8032074
05/06/2022 22:50:25,8.59375,9.26682949,7.764423,6.22596169,7.96273947,60,60,55,55,60,3409.72217,3409.72217,3409.72217,3409.72217,16.82992,5.25302124,0.0183487553,1.1803956,100.28595,14.2969284,4.558399,27.325367,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,101.5625,4.8828125,28,11.8032074
05/06/2022 22:50:26,32.2172623,32.3412666,31.25,36.71875,33.13182,59,61,58,57,61,902.572937,902.572937,902.572937,802.2871,29.3346882,17.0906315,0.177565485,1.77540982,100.285889,14.3301163,4.568981,27.314785,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,148.4375,5.859375,28,11.8032074
05/06/2022 22:50:27,1.5625,13.1009579,3.90625,6.25,6.204927,54,56,53,55,56,3108.86475,2507.149,3409.72266,3409.72266,15.6299677,4.12472534,0.025074685,1.15813708,100.285957,14.3276215,4.568184,27.3155823,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,28,11.8032074
05/06/2022 22:50:28,8.59375,5.46875,14.0625,7.8125,8.984375,60,59,57,55,60,3610.29443,3409.72241,3209.15063,2908.29272,18.0472164,5.91885,0.3791574,1.32274926,100.285957,14.3274765,4.568138,27.3156281,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,111.328125,4.8828125,28,11.8032074
05/06/2022 22:50:29,12.5,16.4434547,6.25,6.25,10.3608608,55,57,54,53,57,3309.43628,3008.57837,2406.86279,2106.005,17.3215427,5.24581957,0.5243191,1.3567735,100.28595,14.3265762,4.567852,27.3159142,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,113.28125,5.859375,28,11.8032074
05/06/2022 22:50:30,18.7623978,25.2503033,14.0625,14.942956,18.2545357,56,59,56,55,59,1303.71655,1303.71655,1704.86011,1704.86011,23.00795,10.3492346,1.00453389,1.561502,100.285889,14.380722,4.58511734,27.2986488,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,145.507813,4.8828125,28,11.8019409
05/06/2022 22:50:31,7.03125,12.5,3.90625,2.33211517,6.442404,52,55,53,52,55,802.2875,802.2875,802.2875,802.2875,16.0125141,4.176963,0.242532536,1.31421041,100.285934,14.3482437,4.57476044,27.3090057,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,146.484375,5.859375,28,11.8019409
05/06/2022 22:50:32,4.6875,10.0600958,6.25,6.25,6.811899,53,56,53,52,56,802.287659,802.287659,802.287659,802.287659,16.52517,4.80943966,0.0546887927,1.26022267,100.285957,14.3355408,4.570709,27.3130569,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,127.929688,5.859375,28,11.8019409
05/06/2022 22:50:33,8.59375,9.375,3.90625,1.5625,5.859375,52,55,52,51,55,802.2873,802.2873,3409.721,2908.2915,15.5705194,4.097238,0.0335789025,1.215018,100.285912,14.3385239,4.571663,27.3121033,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,64.453125,5.859375,28,11.8019409
05/06/2022 22:50:34,7.8125,12.6612072,7.8125,3.14980149,7.85900354,52,54,52,52,54,802.287537,802.287537,802.287537,802.287537,16.1795425,4.63814354,0.0748681054,1.21996379,100.285942,14.3287277,4.56853867,27.3152275,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,11.8019409
05/06/2022 22:50:35,2.34375,14.67548,3.93145084,3.08893919,6.009907,52,54,51,50,54,802.2875,802.2875,802.2875,802.2875,14.7312756,3.34235716,0.0143746734,1.099601,100.285934,14.3409424,4.57243347,27.3113327,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,138.671875,5.859375,28,11.8019409
05/06/2022 22:50:36,2.34375,5.46875,1.5625,7.8125,4.296875,53,55,53,52,55,2908.2937,2908.2937,2005.71973,1404.00378,14.4996853,3.10018587,0.001088506,1.095944,100.285988,14.33062,4.56914139,27.3146248,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,126.953125,5.859375,28,11.8019409
05/06/2022 22:50:37,10.9375,5.46875,3.125,3.90625,5.859375,52,55,52,51,55,802.287048,802.287048,802.287048,802.287048,15.294754,3.80798554,0.0198546425,1.21039784,100.285881,14.3328094,4.56983948,27.3139267,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,11.8019409
05/06/2022 22:50:38,11.9455633,7.92410374,3.94345522,3.93105149,6.93603754,52,54,52,52,54,802.2873,802.2873,802.2873,802.2873,14.6255445,3.24474144,0.00342769455,1.09735191,100.285912,14.3289337,4.56860352,27.3151627,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,138.671875,5.859375,28,11.8019409
05/06/2022 22:50:39,3.90625,12.6612072,2.35614777,2.36855149,5.32304049,51,54,51,51,53,802.2877,3510.00879,2607.435,2005.71936,14.65071,3.28132057,0.01584972,1.07735264,100.285965,14.3260727,4.567692,27.3160744,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,116.210938,5.859375,28,11.8019409
05/06/2022 22:50:40,6.25,7.575756,3.90625,3.101325,5.208331,52,54,52,51,54,802.2875,802.2875,802.2875,802.2875,15.2401266,3.748905,0.0203402676,1.11907792,100.285934,14.3189926,4.5654335,27.3183327,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,109.375,5.859375,28,11.8019409
05/06/2022 22:50:41,6.25,7.03125,3.14980149,4.71230125,5.28583527,52,54,53,52,54,2406.86377,1805.14771,1203.43188,802.2879,15.1700087,3.774131,0.0234342068,1.131756,100.285988,14.3317947,4.569515,27.31425,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,127.929688,4.8828125,28,11.8019409
05/06/2022 22:50:42,11.71875,4.76190472,4.6875,0.78125,5.48735237,52,54,53,52,54,802.2871,802.2871,802.2871,802.2871,15.0840979,3.6425364,0.025602255,1.140162,100.285889,14.3284531,4.568451,27.3153152,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,112.304688,5.859375,28,11.8019409
05/06/2022 22:50:43,7.8125,10.15625,0.78125,0,4.6875,51,54,51,50,53,802.287537,802.287537,802.287537,802.287537,14.7720041,3.38661361,0.0123689324,1.10053325,100.285942,14.3239517,4.5670166,27.31675,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,125.976563,5.859375,28,11.8019409
05/06/2022 22:50:44,3.125,15.0669632,2.35614777,0,5.13702631,51,54,52,51,54,802.2873,802.2873,802.2873,802.2873,14.504879,3.157797,0.00282450533,1.063672,100.285912,14.3237915,4.566963,27.316803,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,102.539063,5.859375,28,11.8019409
05/06/2022 22:50:45,7.03125,5.46875,2.34375,5.46875,5.078125,51,54,52,51,54,802.2876,802.2876,802.2876,802.2876,14.8998051,3.53032875,0.0166499242,1.10240662,100.28595,14.3198776,4.565716,27.31805,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,28,11.8019409
05/06/2022 22:50:46,1.5625,6.841856,4.6754837,3.8942337,4.243517,52,54,52,51,53,2507.14917,1905.43347,1002.85968,902.5737,15.1398869,3.698159,0.0263161883,1.13471735,100.285973,14.3156967,4.56438446,27.3193817,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,129.882813,5.859375,28,11.8019409
05/06/2022 22:50:47,9.461808,7.03125,3.125,5.46875,6.271702,53,57,53,52,57,3409.72241,2908.29272,2005.71912,1404.00342,15.1774883,3.65697479,0.008874222,1.13014734,100.285957,14.3223267,4.566498,27.3172684,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,120.117188,4.8828125,28,11.8019409
05/06/2022 22:50:48,13.28125,15.0297642,11.7559547,13.3928537,13.364953,52,55,53,52,55,802.286865,3409.71924,3409.71924,3510.00513,19.50352,6.901462,0.929958165,1.502339,100.285858,14.37912,4.584606,27.29916,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,123.046875,5.859375,28,11.8019409
05/06/2022 22:50:49,10.15625,10.8052845,5.46875,7.740384,8.542663,53,55,53,51,55,1704.86194,1704.86194,1704.86194,1704.86194,17.0286312,5.256703,0.254092962,1.2951324,100.285995,14.2916794,4.55672455,27.3270416,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,91.796875,5.859375,28,11.8019409
05/06/2022 22:50:50,8.59375,15.625,2.3317337,3.125,7.418871,51,54,52,50,54,802.287231,802.287231,802.287231,802.287231,15.3589563,3.90881467,0.00520979147,1.15252852,100.285904,14.2879562,4.555538,27.328228,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,120.117188,5.859375,28,11.8019409
05/06/2022 22:50:51,3.125,5.46875,8.680558,2.34375,4.90451431,51,53,51,51,53,3309.4353,2707.72,1805.14661,1203.431,14.7147865,3.3505075,0,1.08853209,100.285919,14.2827148,4.55386734,27.3298988,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,125.976563,5.859375,28,11.8019409
05/06/2022 22:50:52,6.25,8.59375,13.28125,7.8125,8.984375,55,56,53,54,56,2908.29419,2908.29419,2908.29419,2908.29419,18.6194115,6.06596661,0.8517907,1.43939328,100.286,14.3003006,4.559475,27.3242912,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,108.398438,4.8828125,28,11.8019409
05/06/2022 22:50:53,13.28125,7.03125,1.5625,5.44471169,6.82992935,53,54,53,51,55,1404.00281,1404.00281,1404.00281,1404.00281,16.4232388,4.34483767,0.4917047,1.32446933,100.285912,14.26918,4.549553,27.3342133,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,145.507813,5.859375,28,11.8019409
05/06/2022 22:50:54,9.375,10.15625,1.5625,1.5625,5.6640625,55,55,52,51,55,2908.29248,2005.719,1704.86121,1704.86121,15.5601892,3.97783375,0.134877086,1.18262231,100.28595,14.2705383,4.549984,27.3337822,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,76.171875,5.859375,28,11.8019409
05/06/2022 22:50:55,10.15625,16.40625,2.34375,11.71875,10.15625,52,55,52,51,55,1203.4303,1203.4303,1203.4303,1203.4303,17.5885277,5.134959,0.840798438,1.46805882,100.285858,14.2675858,4.54904556,27.33472,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,142.578125,5.859375,28,11.8019409
05/06/2022 22:50:56,8.606148,15.05456,5.481148,7.88690472,9.257192,52,54,52,51,54,3409.72266,3510.00879,3409.72266,3510.00879,16.4414845,4.87377834,0.09489716,1.25928771,100.285965,14.270668,4.550026,27.33374,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,112.304688,5.859375,28,11.8019409
05/06/2022 22:50:57,9.375,7.03125,3.125,4.6875,6.0546875,51,53,51,51,53,802.2875,802.2875,3409.722,3209.15,15.3911848,3.804702,0.114130765,1.18641508,100.285934,14.2649918,4.548218,27.3355484,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,92.77344,5.859375,28,11.8019409
05/06/2022 22:50:58,16.4558525,6.9711566,7.824898,12.5,10.9379768,54,56,54,53,56,1504.28931,1504.28931,1504.28931,1504.28931,19.2699718,6.851866,0.7008099,1.4386692,100.285957,14.2652817,4.54830933,27.3354568,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,144.53125,4.8828125,28,11.8019409
05/06/2022 22:50:59,9.185606,10.9375,3.88221145,9.375,8.345079,53,55,52,51,55,3309.437,2406.86328,1805.14746,1504.28955,15.9549179,4.285888,0.245916158,1.23247027,100.285965,14.2555237,4.54519653,27.33857,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,144.53125,5.859375,28,11.8019409
05/06/2022 22:51:00,7.8125,13.28125,3.90625,3.88221145,7.22055435,55,55,53,53,56,2005.71875,1404.003,902.5734,802.2875,16.7329178,4.92496347,0.343449026,1.31702769,100.285934,14.2634277,4.547718,27.3360481,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,93.75,5.859375,28,11.8037567
05/06/2022 22:51:01,14.0625,28.125,12.5123978,11.71875,16.6046619,63,63,64,59,65,3409.72021,3409.72021,3409.72021,3409.72021,24.6225567,10.1999435,2.400714,1.91328907,100.285889,14.4262848,4.59964371,27.2841225,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,90.82031,4.8828125,28,11.8037567
05/06/2022 22:51:02,19.53125,12.5,3.125,7.8125,10.7421875,52,54,52,52,55,802.2869,902.5728,902.5728,902.5728,20.37333,6.6874485,1.87698627,1.68268228,100.285866,14.3178024,4.565056,27.31871,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,125.976563,5.859375,28,11.8037567
05/06/2022 22:51:03,16.4806538,17.1875,9.412205,8.59375,12.9185257,58,67,57,58,67,3409.72461,3510.01074,3409.72461,3510.01074,20.9279785,8.549659,0.788424551,1.40952885,100.286018,14.1479568,4.5109024,27.3728638,47,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,0,0,28,11.8037567
05/06/2022 22:51:04,7.03125,8.59375,8.59375,6.287205,7.626486,52,54,52,51,54,1604.575,902.5734,902.5734,902.5734,13.4774809,1.97737062,0.07106751,1.2067976,100.285934,14.0630341,4.48382568,27.39994,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,130.859375,4.8828125,28,11.8037567
05/06/2022 22:51:05,7.8125,7.03125,5.46875,2.33211517,5.661154,51,53,51,50,53,802.287354,3510.007,3209.14941,2306.57617,15.176939,3.76474357,0.011380502,1.14422989,100.285919,14.0692825,4.485817,27.39795,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,5.859375,28,11.8037567
05/06/2022 22:51:06,17.96875,14.2609119,7.76515,25,16.248703,68,63,57,57,62,3409.72314,3409.72314,3510.009,3610.295,23.4224358,11.4054813,0.198415771,1.41949594,100.285973,14.0528336,4.48057175,27.4031944,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,113.28125,4.8828125,28,11.8037567
05/06/2022 22:51:07,7.8125,10.0240345,8.59375,15.625,10.5138187,52,53,51,51,54,802.2872,802.2872,802.2872,3409.72046,17.9042358,6.250613,0.08108107,1.25313246,100.2859,14.0563354,4.48168945,27.4020767,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,85.9375,4.8828125,28,11.8037567
05/06/2022 22:51:08,24.21875,23.4375,16.37019,22.5600967,21.646637,54,57,54,53,57,1504.28943,1203.43152,1203.43152,1203.43152,24.676981,12.064333,0.527294,1.60247517,100.285957,14.0729675,4.486992,27.3967743,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,143.554688,5.859375,28,11.8037567
05/06/2022 22:51:09,12.5,11.7931547,6.25,10.15625,10.1748524,51,54,51,51,54,3510.007,3510.007,3510.007,2908.2915,16.2415524,4.34817028,0.34950152,1.2772423,100.285919,14.076004,4.487961,27.3958054,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,93.75,4.8828125,28,11.8037567
05/06/2022 22:51:10,5.49355125,14.9816875,3.93105149,3.94345522,7.08743334,51,54,51,50,54,802.287537,802.287537,802.287537,802.287537,16.1403065,4.19298124,0.3260101,1.32528758,100.285942,14.0235672,4.471241,27.4125252,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,103.515625,5.859375,28,11.8037567
05/06/2022 22:51:11,10.12019,11.5384579,7.8004837,6.959134,9.104568,52,54,52,51,53,802.2874,802.2874,802.2874,3510.00757,15.758831,4.2273035,0.130053908,1.22723818,100.285927,14.0348892,4.4748497,27.4089165,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,116.210938,5.859375,28,11.8037567
05/06/2022 22:51:12,6.262398,10.15625,7.10565472,4.6875,7.052952,51,54,51,51,54,802.2875,802.2875,802.2875,802.2875,15.490591,3.75203919,0.166065022,1.2048912,100.285934,14.03109,4.47364044,27.4101257,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,139.648438,5.859375,28,11.8037567
05/06/2022 22:51:13,16.505455,10.9375,10.1810513,7.03125,11.1638126,52,54,52,51,54,802.2872,802.2872,802.2872,802.2872,18.09055,6.07327461,0.4990585,1.33359492,100.2859,14.0340195,4.474575,27.4091911,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,144.53125,5.859375,28,11.8037567
05/06/2022 22:51:14,11.6477251,38.28125,20.2163467,17.96875,22.0285187,64,64,60,59,64,3409.72437,3510.0105,3409.72437,3510.0105,26.7162285,13.9860764,0.53318727,1.48913336,100.286011,14.1175232,4.501198,27.3825684,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,106.445313,4.8828125,28,11.8037567
05/06/2022 22:51:15,3.125,15.8606167,7.03125,6.336808,8.088416,53,56,53,52,56,2106.00464,2106.00464,2106.00464,1805.14673,17.0703068,5.22571754,0.376986653,1.34589934,100.285934,14.1161957,4.50077438,27.3829918,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,127.929688,5.859375,28,11.8037567
05/06/2022 22:51:16,2.34375,18.4975986,3.90625,6.153846,7.72536373,53,56,54,53,55,2406.86279,1504.28918,902.5735,902.5735,16.495657,4.730726,0.151782185,1.30180085,100.285942,14.1194992,4.50182724,27.3819389,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,116.210938,5.859375,28,11.8037567
05/06/2022 22:51:17,32.03125,34.375,19.53125,19.53125,26.3671875,74,65,62,59,74,3510.008,3409.72217,3409.72217,3510.008,25.9844112,13.41512,0.642981648,1.66996372,100.285942,14.195076,4.52592468,27.3578415,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,81.05469,3.90625,28,11.8037567
05/06/2022 22:51:18,39.1741028,23.6979122,20.4365082,20.4985142,25.9517612,55,58,56,54,58,1404.00269,1404.00269,1404.00269,1404.00269,25.674078,12.9325209,0.656665862,1.640731,100.285904,14.2748413,4.55135727,27.3324089,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,144.53125,5.859375,28,11.8037567
05/06/2022 22:51:19,8.59375,13.1370182,2.34375,7.84119368,7.978922,52,54,52,51,54,802.2872,802.2872,802.2872,802.2872,17.06658,5.183944,0.306986481,1.31856561,100.2859,14.2915573,4.5566864,27.32708,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,100.585938,4.8828125,28,11.8037567
05/06/2022 22:51:20,9.375,9.523809,0,3.13853025,5.50933456,52,54,52,51,53,802.2876,802.2876,802.2876,802.2876,15.3991127,3.842528,0.0975009948,1.20920765,100.28595,14.2733,4.550865,27.332901,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,5.859375,28,11.8037567
05/06/2022 22:51:21,3.8589,11.5384579,3.90625,2.30768919,5.40282726,52,54,51,51,54,802.2874,802.2874,802.2874,802.2874,15.90008,4.24906158,0.09478939,1.22785616,100.285927,14.2770844,4.55207062,27.3316956,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,121.09375,4.8828125,28,11.8037567
05/06/2022 22:51:22,14.0873013,11.71875,6.25,5.46875,9.381199,52,54,51,51,54,1905.43372,1905.43372,1905.43372,1303.71777,15.8433285,4.15935946,0.07270923,1.278287,100.285988,14.2498169,4.543377,27.34039,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,141.601563,5.859375,28,11.8037567
05/06/2022 22:51:23,11.7931547,15.0793667,5.594754,3.96825075,9.108883,53,55,53,52,55,1805.147,902.5735,902.5735,902.5735,15.675272,4.06687641,0.036352925,1.25686872,100.285942,14.256012,4.545353,27.3384132,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,146.484375,5.859375,28,11.8037567
05/06/2022 22:51:24,9.375,11.5985575,2.34375,3.16220522,6.619877,52,54,52,52,54,802.2872,3409.72046,3610.29224,3409.72046,15.8979635,4.41208839,0.01827028,1.20467353,100.2859,14.2507553,4.54367828,27.3400879,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,84.96094,3.90625,28,11.8037567
05/06/2022 22:51:25,20.1467819,13.28125,15.5303,15.3645878,16.0807247,53,55,64,53,64,3510.00977,3510.00977,2707.722,1805.148,19.3130951,6.881794,0.6203512,1.49574161,100.285995,14.2621841,4.54732132,27.3364449,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,5.859375,28,11.8037567
05/06/2022 22:51:26,10.15625,4.6875,3.125,8.59375,6.640625,51,54,52,50,53,802.287048,802.287048,802.287048,802.287048,15.94518,4.39414454,0.138357759,1.26352465,100.285881,14.26915,4.54954147,27.3342247,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,104.492188,5.859375,28,11.8037567
05/06/2022 22:51:27,7.8125,12.5,3.90625,7.8125,8.0078125,51,54,52,51,54,802.2875,802.2875,3510.00757,2908.292,15.9997282,4.34351349,0.09438429,1.23838067,100.285934,14.2703247,4.54991531,27.33385,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,110.351563,4.8828125,28,11.8037567
05/06/2022 22:51:28,4.6875,10.2802572,7.043648,7.068455,7.2699604,51,53,52,51,53,802.2875,802.2875,802.2875,3510.00781,15.6938667,4.156848,0.0890122652,1.21030927,100.285934,14.27179,4.55038452,27.3333817,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,103.515625,4.8828125,28,11.8037567
05/06/2022 22:51:29,9.33894,15.4086533,11.71875,3.8942337,10.0901423,56,66,55,56,64,3510.00879,3409.723,3409.723,3409.723,17.9914112,6.36526537,0.09761851,1.25069141,100.285965,14.2773285,4.55215073,27.3316154,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,71.28906,1.953125,28,11.8037567
05/06/2022 22:51:30,38.5044632,29.1666622,26.5625,25.21081,29.86111,54,58,54,53,58,2005.719,2005.719,1704.86108,1704.86108,22.0030937,13.8654022,0.818148136,1.82206619,100.28595,14.3589325,4.578167,27.3056,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,28,11.8025742
05/06/2022 22:51:31,5.46875,6.92307949,0.78125,6.935096,5.027044,52,54,52,50,55,1504.289,1203.43115,802.2874,802.2874,5.93166733,1.84432733,0.08174438,1.31933737,100.285927,14.3496017,4.57519531,27.30857,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,28,11.8025742
05/06/2022 22:51:32,30.4935513,13.4176617,12.599206,16.5922642,18.2756653,54,57,54,53,57,1303.71692,1303.71692,1303.71692,1303.71692,13.4542046,8.497087,0.5713903,1.5049603,100.285919,14.3542786,4.576683,27.3070831,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,28,11.8025742
