,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space"
05/06/2022 23:38:44,2.34375,6.25,12.5,6.25,6.8359375,58,63,62,57,63,3409.64819,3409.64819,3409.64819,3409.64819,19.1727886,7.30418968,0.0280683953,1.1960187,100.283768,14.2897644,4.556114,27.327652,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,113.28125,4.8828125,36,17.5249252
05/06/2022 23:38:45,9.375,2.34375,12.5,4.6875,7.2265625,56,58,56,54,58,3409.783,3409.783,3409.783,3409.783,18.6706028,6.77085,0.0162393935,1.22015238,100.287727,14.2808838,4.55328369,27.3304825,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,111.328125,5.859375,37,17.5252686
05/06/2022 23:38:46,3.125,0,13.28125,9.375,6.4453125,55,56,55,54,56,3409.714,3510,3409.714,3610.28564,18.3632889,6.52938,0,1.18451381,100.285713,14.2802353,4.5530777,27.3306885,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,114.257813,5.859375,37,17.5252686
05/06/2022 23:38:47,4.6875,4.6875,10.15625,2.34375,5.46875,62,58,58,56,63,3409.71655,3409.71655,3510.0022,3409.71655,17.9231586,6.07194376,0.00421243,1.18057942,100.285782,14.2767105,4.55195236,27.3318138,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,111.328125,5.859375,37,17.5252686
05/06/2022 23:38:48,7.8125,0.78125,13.28125,3.90625,6.4453125,61,57,54,53,61,3409.71558,3409.71558,3510.00146,3409.71558,17.8765316,5.967834,0.0364275537,1.22291625,100.285751,14.2781525,4.552414,27.3313522,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,106.445313,4.8828125,37,17.5252686
05/06/2022 23:38:49,10.9375,3.125,10.15625,4.6875,7.2265625,54,56,54,53,56,3510.00073,3409.715,3409.715,3409.715,17.987114,6.1639266,0.0140405577,1.2024821,100.285736,14.2779617,4.552353,27.3314133,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,95.703125,4.8828125,37,17.5252686
05/06/2022 23:38:50,7.03125,4.6875,6.25,7.03125,6.25,54,56,54,53,56,3409.71582,3409.71582,3409.71582,3409.71582,18.5572281,6.59528,0.0363726,1.211769,100.285759,14.2771988,4.552109,27.3316574,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,111.328125,3.90625,37,17.5252686
05/06/2022 23:38:51,8.59375,3.90625,10.15625,7.03125,7.421875,54,55,53,52,56,3610.287,3409.71558,3510.00122,3409.71558,17.9942265,6.148225,0,1.20355451,100.285751,14.2767944,4.551979,27.3317871,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,116.210938,5.859375,37,17.5252686
05/06/2022 23:38:52,9.375,4.6875,10.15625,7.03125,7.8125,54,56,54,52,56,3409.715,3409.715,3409.715,3409.715,19.0165768,7.04645252,0.07771105,1.2782675,100.285744,14.2760925,4.551758,27.3320084,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,112.304688,4.8828125,37,17.5252686
05/06/2022 23:38:53,13.28125,1.5625,14.0625,7.03125,8.984375,54,56,53,53,56,3409.71582,3409.71582,3409.71582,3409.71582,18.3161221,6.42019033,0.03571547,1.258635,100.285759,14.2758179,4.55167,27.3320961,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,125,4.8828125,37,17.5252686
05/06/2022 23:38:54,15.625,4.6875,13.28125,3.90625,9.375,54,56,54,54,56,3409.71484,3409.71484,3409.71484,3510.00073,19.8600483,7.508334,0.421662241,1.37940311,100.285736,14.3626022,4.579338,27.3044281,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,117.1875,4.8828125,37,17.5252686
05/06/2022 23:38:55,15.625,0.78125,10.9375,3.90625,7.8125,54,56,54,53,56,3409.71533,3510.001,3409.71533,3409.71533,18.1484985,6.200292,0.0116624152,1.22866607,100.285744,14.337265,4.57125854,27.3125076,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,37,17.5252686
05/06/2022 23:38:56,7.8125,1.5625,14.0625,5.46875,7.2265625,54,57,54,53,57,3409.71558,3409.71558,3409.71558,3409.71558,17.9750462,6.141294,0,1.19880438,100.285751,14.3366013,4.57104874,27.3127174,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,123.046875,5.859375,37,17.5252686
05/06/2022 23:38:57,7.03125,1.5625,10.9375,3.90625,5.859375,55,56,54,53,56,3409.71582,3409.71582,3510.00171,3510.00171,17.6288376,5.8018856,0,1.18530786,100.285759,14.3358765,4.570816,27.31295,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,37,17.5252686
05/06/2022 23:38:58,12.5,0,16.40625,1.5625,7.6171875,59,59,63,56,64,3409.715,3409.715,3409.715,3409.715,17.7677345,5.92296457,0,1.18561792,100.285744,14.3329773,4.569893,27.3138733,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,117.1875,5.859375,37,17.5252686
05/06/2022 23:38:59,6.25,2.34375,10.15625,0,4.6875,55,57,54,53,57,3409.71484,3510.00049,3510.00049,3409.71484,17.5844612,5.74716234,0,1.201754,100.285728,14.3234329,4.56684875,27.3169174,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,90.82031,4.8828125,37,17.5252686
05/06/2022 23:39:00,17.2495,20.3125,22.8174572,5.518353,16.47445,56,58,55,54,58,3409.71436,3610.28564,3510,3409.71436,23.1941338,10.3909225,0.5932198,1.57267094,100.285713,14.4919968,4.620594,27.2631721,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,127.929688,3.90625,37,17.5252686
05/06/2022 23:39:01,6.25,3.91864777,16.40625,5.46875,8.010912,54,56,54,53,56,3510.00269,3510.00269,3510.00269,3510.00269,21.6451225,7.43482065,2.08544159,1.727967,100.2858,14.4142151,4.59579468,27.2879715,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,119.140625,4.8828125,37,17.5252686
05/06/2022 23:39:02,7.8125,1.5625,8.59375,3.90625,5.46875,54,55,53,52,55,3409.71558,3409.71558,3510.00146,3409.71558,17.59981,5.74261236,0,1.21154225,100.285751,14.3821411,4.58556747,27.2981987,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,123.046875,5.859375,37,17.5252686
05/06/2022 23:39:03,3.125,0,11.71875,5.46875,5.078125,54,55,53,52,55,3409.71533,3409.71533,3610.28687,3810.85815,17.66363,5.8072114,0,1.20120418,100.285744,14.3735657,4.58283234,27.3009338,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,113.28125,5.859375,37,17.5252686
05/06/2022 23:39:04,5.46875,1.5625,15.625,4.6875,6.8359375,54,56,54,52,56,3510.00122,3409.71558,3409.71558,3510.00122,18.1950111,6.316207,0,1.22450793,100.285751,14.383934,4.58613968,27.2976265,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,121.09375,4.8828125,37,17.5252686
05/06/2022 23:39:05,8.59375,2.34375,9.350962,3.90625,6.04867935,55,56,54,53,56,3409.71533,3510.001,3510.001,3409.71533,18.27005,6.317538,0,1.23774946,100.285744,14.3694229,4.58151245,27.3022537,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,124.023438,5.859375,37,17.5252686
05/06/2022 23:39:06,7.03125,3.125,10.15625,5.46875,6.4453125,54,56,54,53,56,3409.71558,3409.71558,3409.71558,3409.71558,18.0288467,6.109723,0,1.22078586,100.285751,14.3576355,4.577755,27.3060112,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,124.023438,4.8828125,37,17.5252686
05/06/2022 23:39:07,8.606148,1.5625,9.375,3.94345522,5.871773,54,56,53,53,56,3510.00122,3510.00122,3409.71533,3409.71533,17.9499664,6.050186,0,1.20582783,100.285751,14.35434,4.576702,27.3070641,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,96.67969,5.859375,37,17.5252686
05/06/2022 23:39:08,4.6875,3.125,8.618551,8.59375,6.256199,54,55,54,52,55,3610.287,3409.71558,3409.71558,3610.287,17.9182949,6.12854671,0,1.19353783,100.285751,14.3429794,4.573082,27.3106842,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,122.070313,5.859375,37,17.5252686
05/06/2022 23:39:09,7.03125,1.5625,10.9375,5.46875,6.25,54,56,54,53,56,3409.71533,3510.001,3510.001,3409.71533,18.045496,6.20817566,0,1.2130245,100.285744,14.3526459,4.57616425,27.3076019,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,130.859375,5.859375,37,17.5252686
05/06/2022 23:39:10,8.59375,1.5625,9.375,2.34375,5.46875,55,57,55,53,57,3510.00122,3510.00122,3409.71533,3409.71533,18.3663235,6.48199463,0,1.22842276,100.285744,14.3418121,4.572708,27.311058,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,121.09375,5.859375,37,17.5252686
05/06/2022 23:39:11,8.581734,6.201923,18.75,1.5625,8.774042,56,58,59,54,59,3409.71558,3510.00122,3409.71558,3510.00122,18.0949478,6.271026,0,1.20119607,100.285751,14.3442459,4.57348633,27.31028,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,108.398438,4.8828125,37,17.5252686
05/06/2022 23:39:12,3.90625,5.46875,7.81440735,6.25,5.859852,56,58,68,55,68,3409.71533,3510.001,3409.71533,3510.001,17.89797,6.05654526,0,1.20164132,100.285744,14.333168,4.569954,27.3138123,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,123.046875,5.859375,37,17.5252686
05/06/2022 23:39:13,9.375,0,7.69230747,0.78125,4.462141,55,57,65,54,65,3409.71582,3409.71582,3409.71582,3409.71582,17.4725533,5.64367151,0,1.18729258,100.285759,14.3445206,4.573574,27.3101921,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,117.1875,5.859375,37,17.5252686
05/06/2022 23:39:14,6.25,0.78125,7.0192337,5.46875,4.87980843,55,56,54,53,56,3409.71533,3510.001,3510.001,3409.71533,17.8017387,5.94772863,0,1.21271288,100.285744,14.352623,4.57615662,27.30761,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,121.09375,5.859375,37,17.5252686
05/06/2022 23:39:15,4.6875,5.46875,10.9871025,7.862103,7.251358,54,56,54,53,56,3510.001,3810.8584,3409.71533,3610.28687,17.6671486,5.808268,0,1.21895492,100.285744,14.3421936,4.57283,27.310936,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,102.539063,4.8828125,37,17.52549
05/06/2022 23:39:16,3.90625,6.1899066,10.90144,8.521634,7.37981224,54,55,53,52,55,3409.71558,3409.71558,3510.00122,3409.71558,17.7715626,5.898824,0,1.21635854,100.285751,14.3450928,4.573757,27.310009,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,121.09375,3.90625,37,17.52549
05/06/2022 23:39:17,7.068455,0,13.3680582,2.34375,5.69506264,54,55,54,53,55,3409.71558,3610.287,3610.287,3409.71558,17.3559818,5.52006626,0,1.20231342,100.285751,14.3327713,4.569828,27.3139381,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,125.976563,4.8828125,37,17.52549
05/06/2022 23:39:18,6.25,6.25,10.9375,3.90625,6.8359375,53,56,54,53,56,3409.71533,3409.71533,3409.71533,3409.71533,17.67856,5.827742,0,1.19962442,100.285744,14.3415451,4.572624,27.311142,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,37,17.52549
05/06/2022 23:39:19,8.569712,3.125,10.8894234,0,5.646038,54,55,54,52,55,3510.00049,3409.71484,3510.00049,3510.00049,18.0177574,6.180788,0,1.21971929,100.285728,14.3320694,4.569603,27.3141632,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,112.304688,5.859375,37,17.52549
05/06/2022 23:39:20,14.0873013,3.94345522,12.5496025,11.0739117,10.4135571,55,56,54,53,56,3510.00171,3610.2876,3510.00171,3510.00171,18.2071323,6.30829859,0,1.21883655,100.285767,14.3402634,4.572216,27.31155,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,104.492188,4.8828125,37,17.52549
05/06/2022 23:39:21,3.125,7.8125,13.28125,3.125,6.8359375,54,56,54,53,56,3510.001,3510.001,3409.71533,3409.71533,17.8925419,6.0430007,0,1.19990754,100.285744,14.329422,4.56876,27.3150063,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,37,17.52549
05/06/2022 23:39:22,5.46875,4.6875,10.8894234,2.34375,5.8473587,54,56,54,52,56,3510.00146,3510.00146,3510.00146,3409.71558,17.9020729,6.05136061,0,1.20007586,100.285759,14.33902,4.57181931,27.3119469,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,102.539063,5.859375,37,17.52549
05/06/2022 23:39:23,3.125,2.34375,13.3556547,14.84375,8.41704,53,55,53,53,55,3610.28687,3409.71533,3510.00122,3409.71533,17.7143574,5.863101,0,1.19712579,100.285744,14.3042984,4.560749,27.3230171,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,113.28125,5.859375,37,17.52549
05/06/2022 23:39:24,5.46875,0.78125,10.1442337,4.651439,5.261421,54,56,55,53,56,3409.71484,3510.00049,3510.00049,3409.71484,18.1699772,6.292244,0.03004511,1.22731555,100.285728,14.2704544,4.54995728,27.3338089,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,122.070313,5.859375,37,17.52549
05/06/2022 23:39:25,10.9375,4.6875,10.15625,7.03125,8.203125,54,64,54,54,64,3409.71558,3510.00146,3510.00146,3610.287,18.18731,6.283219,0,1.22259319,100.285751,14.3014221,4.55983353,27.3239326,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,119.140625,5.859375,37,17.52549
05/06/2022 23:39:26,5.481148,5.481148,8.65575,7.130456,6.68712854,54,56,54,53,56,3409.71582,3409.71582,3409.71582,3409.71582,17.9745026,6.10604048,0,1.217875,100.285759,14.2897491,4.55611038,27.3276558,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,121.09375,5.859375,37,17.52549
05/06/2022 23:39:27,5.46875,6.25,17.15144,3.90625,8.194113,54,55,54,53,56,3409.71533,3510.001,3610.28687,3610.28687,17.8979664,6.07543564,0,1.19700015,100.285744,14.2977676,4.558666,27.3251,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,108.398438,4.8828125,37,17.52549
05/06/2022 23:39:28,3.90625,6.2379837,12.5,3.125,6.44230843,56,57,57,54,58,3810.85864,3409.71582,3510.00146,3810.85864,18.0883331,6.23202658,0,1.19356632,100.285759,14.2867661,4.55516052,27.3286057,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,116.210938,5.859375,37,17.52549
05/06/2022 23:39:29,2.34375,7.03125,10.2926617,6.31200075,6.49491549,54,56,58,53,59,3409.71533,3409.71533,3409.71533,3610.28687,18.2131863,6.308779,0,1.19201219,100.285751,14.2981491,4.5587883,27.3249779,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,104.492188,5.859375,37,17.52549
05/06/2022 23:39:30,5.46875,11.71875,8.559216,12.5,9.561682,58,63,57,56,63,3510.00122,3409.71558,3409.71558,3409.71558,19.8045845,7.972641,0,1.20637524,100.285751,14.3007813,4.55962753,27.3241386,47,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,11.71875,0,37,17.52549
05/06/2022 23:39:31,3.90625,0.78125,2.34375,3.125,2.5390625,54,55,54,53,55,3409.71533,3409.71533,3409.71533,3409.71533,15.8343191,3.90443563,0,1.23275673,100.285744,14.2918472,4.556778,27.3269882,0,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,118.164063,4.8828125,37,17.52549
05/06/2022 23:39:32,10.15625,3.125,12.5,3.125,7.2265625,56,57,61,55,61,3610.28638,3610.28638,3409.71484,3810.858,18.93933,7.105279,0,1.204802,100.285736,14.3012772,4.55978775,27.3239784,47,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,0,0,37,17.52549
05/06/2022 23:39:33,8.59375,3.93105149,5.46875,3.125,5.27963638,54,57,54,53,57,3409.716,3810.85913,3510.00171,3610.2876,16.153595,4.292691,0,1.20323288,100.285767,14.2920456,4.556843,27.3269234,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,109.375,5.859375,37,17.52549
05/06/2022 23:39:34,5.44471169,6.25,10.9623013,7.8125,7.617378,55,64,54,54,64,3409.71558,3510.00122,3409.71558,3409.71558,18.8775082,7.07971764,0,1.21067381,100.285751,14.297699,4.55864334,27.3251228,47,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,0,0,37,17.52549
05/06/2022 23:39:35,1.5625,0,11.68269,2.34375,3.89723778,55,56,54,52,56,3409.7146,3409.7146,3610.28613,3409.7146,16.8352146,4.91174364,0,1.22683752,100.285728,14.2885056,4.55571365,27.3280525,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,5.859375,37,17.52549
05/06/2022 23:39:36,5.46875,10.9623013,7.83730125,10.2430582,8.62785,53,55,53,51,55,3409.71582,3610.28735,3510.00171,3510.00171,17.6459751,5.729672,0,1.22396135,100.285759,14.2900009,4.55619049,27.3275757,47,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,92.77344,5.859375,37,17.52549
05/06/2022 23:39:37,5.46875,6.25,8.59375,6.25,6.640625,53,55,53,52,55,3409.71533,3409.71533,3510.00122,3409.71533,17.73898,5.893876,0,1.19665456,100.285744,14.2817535,4.553562,27.330204,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,128.90625,5.859375,37,17.52549
05/06/2022 23:39:38,0.78125,3.125,10.9375,6.25,5.2734375,54,56,53,52,56,3610.28564,3610.28564,3409.714,3610.28564,17.5624962,5.762481,0,1.19863558,100.285713,14.2887878,4.555805,27.327961,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,104.492188,5.859375,37,17.52549
05/06/2022 23:39:39,8.59375,3.125,8.48557949,6.25,6.61358261,53,55,53,53,55,3409.71631,3409.71631,3610.288,3409.71631,17.7218,5.881528,0,1.21891642,100.285774,14.2824631,4.553787,27.3299789,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,109.375,5.859375,37,17.52549
05/06/2022 23:39:40,13.28125,3.94345522,11.7683525,3.91864777,8.227921,54,56,54,52,56,3510.00146,3409.71582,3510.00146,3510.00146,18.1768761,6.27320242,0,1.21957231,100.285759,14.2897491,4.55611038,27.3276558,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,107.421875,4.8828125,37,17.52549
05/06/2022 23:39:41,3.90625,1.5625,16.40625,1.5625,5.859375,54,56,53,53,56,3409.71533,3409.71533,3409.71533,3409.71533,17.90488,6.04817629,0,1.20825922,100.285744,14.27639,4.55184937,27.3319168,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,120.117188,5.859375,37,17.52549
05/06/2022 23:39:42,1.5504837,5.44471169,11.6346121,3.10096145,5.43269539,54,55,53,53,55,3610.28638,3510.00073,3510.00073,3409.715,17.6984882,5.82045,0,1.19577765,100.285736,14.2836685,4.55417252,27.3295937,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,125.976563,5.859375,37,17.52549
05/06/2022 23:39:43,8.65575,0.78125,10.1686478,7.080853,6.67161942,54,55,53,52,56,3409.716,3510.002,3510.002,3510.002,17.9186211,6.063479,0,1.20241022,100.285767,14.2888718,4.555832,27.3279343,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,123.046875,5.859375,37,17.52549
05/06/2022 23:39:44,8.59375,3.90625,13.1971121,11.71875,9.353966,55,56,55,53,56,3510.00122,3510.00122,3610.287,3610.287,17.9357471,6.043629,0,1.22261441,100.285751,14.274971,4.551399,27.3323669,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,118.164063,4.8828125,37,17.52549
05/06/2022 23:39:45,13.2331734,19.4591351,18.7996025,13.24519,16.1842823,65,64,59,58,65,3409.71558,3409.71558,3409.71558,3610.287,23.569088,11.5490618,0,1.40306807,100.285751,14.3033371,4.560444,27.3233223,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,116.210938,5.859375,37,17.5246811
05/06/2022 23:39:46,12.5744047,4.74950075,9.314907,6.25,8.222204,54,57,62,53,62,3409.715,3409.715,3409.715,3409.715,18.8466587,6.9029665,0,1.23849881,100.285736,14.3289261,4.5685997,27.3151665,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,125,4.8828125,37,17.5246811
05/06/2022 23:39:47,5.46875,2.34375,14.8809547,3.125,6.454611,55,56,54,54,56,3409.71558,3409.71558,3510.00122,3409.71558,18.1384716,6.232275,0,1.202793,100.285751,14.3170853,4.564827,27.31894,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,114.257813,4.8828125,37,17.5246811
05/06/2022 23:39:48,8.581734,3.90625,9.362984,2.34375,6.04867935,55,65,55,54,65,3409.71582,3409.71582,3510.00146,3409.71582,18.42962,6.50574064,0,1.22017264,100.285759,14.3030014,4.560337,27.32343,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,114.257813,4.8828125,37,17.5246811
05/06/2022 23:39:49,6.262398,2.35614777,17.2619038,3.91864777,7.4497757,54,55,53,52,55,3610.28638,3409.71484,3409.71484,3409.71484,18.388422,6.60414076,0,1.225209,100.285736,14.2945557,4.557644,27.3261223,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,106.445313,5.859375,37,17.5246811
05/06/2022 23:39:50,7.8125,2.34375,7.8125,5.46875,5.859375,54,56,55,53,56,3610.28687,3510.00122,3409.71533,3409.71533,17.599062,5.676827,0,1.22294807,100.285751,14.3100357,4.56257629,27.32119,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,113.28125,4.8828125,37,17.5246811
05/06/2022 23:39:51,11.71875,2.34375,4.6875,4.6875,5.859375,54,55,53,52,56,3409.71558,3510.00146,3510.00146,3510.00146,17.81824,5.965907,0,1.21341419,100.285751,14.2975311,4.55859,27.3251762,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,117.1875,5.859375,37,17.5246811
05/06/2022 23:39:52,3.90625,8.59375,10.15625,4.6875,6.8359375,53,55,53,52,55,3510.001,3510.001,3409.71533,3510.001,17.4789715,5.63106155,0,1.20081818,100.285744,14.3074875,4.56176758,27.3219986,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,89.84375,4.8828125,37,17.5246811
05/06/2022 23:39:53,7.03125,1.5625,5.46875,10.15625,6.0546875,54,55,53,53,55,3409.71533,3810.8584,3409.71533,3810.8584,17.6245,5.8103404,0,1.19293439,100.285751,14.2984924,4.558899,27.3248672,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,122.070313,4.8828125,37,17.5246811
05/06/2022 23:39:54,6.25,6.983173,6.983173,3.125,5.83534241,53,54,52,52,55,3409.71558,3409.71558,3409.71558,3409.71558,17.76292,5.92042828,0,1.21503854,100.285759,14.3053513,4.56108475,27.3226814,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,123.046875,4.8828125,37,17.5246811
05/06/2022 23:39:55,4.6875,1.57489777,11.78075,7.862103,6.476319,54,56,55,54,56,3510.00122,3409.71533,3510.00122,3510.00122,18.24338,6.315824,0,1.22140849,100.285744,14.3102112,4.56263351,27.3211327,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,123.046875,5.859375,37,17.5246811
05/06/2022 23:39:56,9.375,0.78125,10.9375,3.125,6.0546875,54,56,53,52,56,3409.715,3510.001,3510.001,3409.715,17.897295,6.00429869,0,1.20425236,100.285744,14.2984619,4.55888748,27.3248787,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,112.304688,5.859375,37,17.5246811
05/06/2022 23:39:57,3.125,5.46875,10.15625,5.46875,6.0546875,54,55,54,53,55,3810.85864,3510.00122,3610.287,3409.71558,17.5014877,5.663504,0,1.21072459,100.285751,14.306015,4.56129456,27.3224716,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,115.234375,4.8828125,37,17.5246811
05/06/2022 23:39:58,10.9375,2.34375,9.375,3.125,6.4453125,54,55,53,53,55,3510,3510,3510,3510,17.7448711,5.893445,0,1.1985153,100.285713,14.2959595,4.55809,27.325676,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,122.070313,5.859375,37,17.5246811
05/06/2022 23:39:59,11.71875,1.5625,7.03125,8.59375,7.2265625,54,56,53,53,56,3409.71533,3610.28687,3409.71533,3409.71533,18.09097,6.26013327,0,1.19893026,100.285751,14.3037872,4.560585,27.3231812,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,125.976563,5.859375,37,17.5246811
05/06/2022 23:40:00,11.71875,10.9375,8.59375,3.10096145,8.587742,61,67,57,57,65,3510.00244,3409.71655,3409.71655,3510.00244,20.8387489,8.666728,0.23752135,1.35766065,100.285782,14.4330826,4.60181046,27.2819557,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,95.703125,4.8828125,37,17.5246811
05/06/2022 23:40:01,12.4759617,3.88221145,11.71875,10.9871025,9.766006,56,59,56,56,59,3510.00073,3510.00073,3409.71484,3510.00073,22.4944382,7.95072174,2.42230725,1.79627776,100.285736,14.3602142,4.578579,27.3051872,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,125.976563,5.859375,37,17.5246811
