,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/11,/intelcpu/0/load/12,/intelcpu/0/load/13,/intelcpu/0/load/14,/intelcpu/0/load/15,/intelcpu/0/load/16,/intelcpu/0/load/17,/intelcpu/0/load/18,/intelcpu/0/load/19,/intelcpu/0/load/20,/intelcpu/0/load/21,/intelcpu/0/load/0,/intelcpu/0/load/1,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/temperature/9,/intelcpu/0/temperature/10,/intelcpu/0/temperature/11,/intelcpu/0/temperature/12,/intelcpu/0/temperature/13,/intelcpu/0/temperature/14,/intelcpu/0/temperature/15,/intelcpu/0/temperature/16,/intelcpu/0/temperature/17,/intelcpu/0/temperature/18,/intelcpu/0/temperature/19,/intelcpu/0/temperature/20,/intelcpu/0/temperature/21,/intelcpu/0/temperature/22,/intelcpu/0/temperature/23,/intelcpu/0/temperature/24,/intelcpu/0/temperature/25,/intelcpu/0/temperature/26,/intelcpu/0/temperature/27,/intelcpu/0/temperature/28,/intelcpu/0/temperature/29,/intelcpu/0/temperature/30,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/clock/9,/intelcpu/0/clock/10,/intelcpu/0/clock/11,/intelcpu/0/clock/12,/intelcpu/0/clock/13,/intelcpu/0/clock/14,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/3,/intelcpu/0/voltage/0,/intelcpu/0/voltage/1,/intelcpu/0/voltage/2,/intelcpu/0/voltage/3,/intelcpu/0/voltage/4,/intelcpu/0/voltage/5,/intelcpu/0/voltage/6,/intelcpu/0/voltage/7,/intelcpu/0/voltage/8,/intelcpu/0/voltage/9,/intelcpu/0/voltage/10,/intelcpu/0/voltage/11,/intelcpu/0/voltage/12,/intelcpu/0/voltage/13,/intelcpu/0/voltage/14,/intelcpu/0/clock/0,/ram/data/0,/ram/data/1,/ram/load/0,/ram/data/2,/ram/data/3,/ram/load/1,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/smalldata/5,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/5,/gpu-nvidia/0/load/6,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/power/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/smalldata/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/10,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/12,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/11,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/3,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/4,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/5,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/6,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/9,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/2,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/7,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/8,/hdd/1/load/0,/hdd/1/load/31,/hdd/1/load/32,/hdd/1/load/33,/hdd/1/throughput/34,/hdd/1/throughput/35,/hdd/0/load/0,/hdd/0/load/31,/hdd/0/load/32,/hdd/0/load/33,/hdd/0/throughput/34,/hdd/0/throughput/35,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/data/2,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/data/3,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/throughput/7,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/throughput/8,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/load/1,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/data/2,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/data/3,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/throughput/7,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/throughput/8,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/load/1,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/data/2,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/data/3,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/throughput/7,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/throughput/8,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/load/1,/battery/level/0,/battery/voltage/1,/battery/current/2,/battery/energy/3,/battery/energy/4,/battery/energy/5,/battery/power/0,/battery/level/0,/battery/timespan/0
Time,"CPU Core #1 Thread #1","CPU Core #1 Thread #2","CPU Core #2 Thread #1","CPU Core #2 Thread #2","CPU Core #3 Thread #1","CPU Core #3 Thread #2","CPU Core #4 Thread #1","CPU Core #4 Thread #2","CPU Core #5 Thread #1","CPU Core #5 Thread #2","CPU Core #6 Thread #1","CPU Core #6 Thread #2","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Total","CPU Core Max","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Package","CPU Core #1 Distance to TjMax","CPU Core #2 Distance to TjMax","CPU Core #3 Distance to TjMax","CPU Core #4 Distance to TjMax","CPU Core #5 Distance to TjMax","CPU Core #6 Distance to TjMax","CPU Core #7 Distance to TjMax","CPU Core #8 Distance to TjMax","CPU Core #9 Distance to TjMax","CPU Core #10 Distance to TjMax","CPU Core #11 Distance to TjMax","CPU Core #12 Distance to TjMax","CPU Core #13 Distance to TjMax","CPU Core #14 Distance to TjMax","Core Max","Core Average","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Package","CPU Cores","CPU Memory","CPU Core","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","Bus Speed","Memory Used","Memory Available","Memory","Virtual Memory Used","Virtual Memory Available","Virtual Memory","GPU Core","GPU Core","GPU Memory","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Processing","D3D VR","GPU Hot Spot","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx","GPU Power","D3D Shared Memory Used","D3D 3D","D3D Video Decode","D3D Copy","D3D Video Processing","D3D Video Decode","D3D Other","D3D Other","D3D Other","D3D Other","D3D Overlay","D3D GDI Render","D3D Other","D3D Other","Used Space","Read Activity","Write Activity","Total Activity","Read Rate","Write Rate","Used Space","Read Activity","Write Activity","Total Activity","Read Rate","Write Rate","Data Uploaded","Data Downloaded","Upload Speed","Download Speed","Network Utilization","Data Uploaded","Data Downloaded","Upload Speed","Download Speed","Network Utilization","Data Uploaded","Data Downloaded","Upload Speed","Download Speed","Network Utilization","Charge Level","Voltage","Discharge Current","Designed Capacity","Full Charged Capacity","Remaining Capacity","Discharge Rate","Degradation Level","Remaining Time (Estimated)"
07/12/2024 02:33:06,43.47244,44.3131638,49.33656,40.30818,64.8257,49.94562,82.1442261,45.398777,46.8823547,41.9718,47.52922,40.6676064,71.75888,71.33277,73.67056,69.54121,74.66977,71.59987,72.56047,68.2688751,58.509903,82.1442261,37,36,41,37,41,33,36,36,36,36,34,34,34,34,42,63,64,59,63,59,67,64,64,64,64,66,66,66,66,41,36.07143,3484.44287,3783.10938,3783.10938,3683.554,3783.10938,3783.10938,3086.2207,3086.2207,3086.2207,3086.2207,3086.2207,3086.2207,3086.2207,3086.2207,2.5635922,2.67876363,0,1.1550293,1.15991211,1.13989258,1.09692383,1.11523438,1.137085,1.10998535,1.12231445,1.102417,1.10400391,1.10400391,1.10400391,1.10400391,1.10864258,1.12353516,99.55551,8.916191,22.7508926,28.1560211,9.61097,29.3061142,24.696022,34,2355,7000.978,0,0,0,0,0,2.90625,0,0,0,0,0,0,0,0,0,39.21875,6141,5921,220,3.58247828,17.637,0,0,2.750983,207.554688,0,0,0,0,0,0,0,0,0,0,0,0,0,64.92438,0,2.70348153E-07,99.9999,0,1.20404911,62.41759,0,0,99.9993744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00024,14.474,2.37446451,90005,82598,49559,34.368,8.229546,5191
07/12/2024 02:33:07,26.3611012,0.3430307,0,0,2.23944187,75.3634949,1.69235468,11.2506208,0,2.41978765,0,0,1.98242664,3.6377728,5.354828,4.74599,3.48430276,3.23674679,5.61087132,2.79142857,6.96028471,75.3634949,34,30,34,31,28,28,28,28,28,28,29,29,29,29,36,66,70,66,69,72,72,72,72,72,72,71,71,71,71,34,29.5,3783.11,3783.11,3783.11,3783.11,3783.11,3783.11,3086.22144,3086.22144,3086.22144,3086.22144,3086.22144,3086.22144,3086.22144,3086.22144,13.7650089,7.880508,0,1.12487793,1.11352539,1.11352539,1.13342285,1.13342285,1.13342285,1.12805176,1.118042,1.118042,1.118042,1.118042,1.118042,1.118042,1.118042,1.118042,99.55553,8.870712,22.7963715,28.0124054,9.567894,29.34919,24.5853348,34,2355,7000.978,0,0,0,0,0,2.90625,0,0,0,0,0,0,0,0,0,39.21875,6141,5921,220,3.58247828,17.637,0,0,0.0206385534,207.554688,0,0,0,0,0,0,0,0,0,0,0,0,0,64.92438,0,0,100,0,0,62.41759,0,0,0.0981135443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00024,14.474,2.37446451,90005,82598,49559,34.368,8.229546,5191
07/12/2024 02:33:09,93.99269,26.8594017,32.7627373,75.25649,42.7590141,48.98597,54.3993454,38.64213,40.6502838,26.2705326,39.9150848,27.7641773,45.69081,47.08577,45.390213,44.403965,46.26863,48.9791031,45.645977,43.3478,45.75351,93.99269,39,42,38,41,37,40,36,36,36,36,36,36,36,36,41,61,58,62,59,63,60,64,64,64,64,64,64,64,64,42,37.5,3484.442,3783.1084,3683.553,3982.21924,3882.66382,3583.99731,2986.66455,2986.66455,2986.66455,2986.66455,2986.66455,2986.66455,2986.66455,2986.66455,38.7832375,30.6204319,0,1.10693359,1.10046387,1.1204834,1.1204834,1.260498,1.23547363,1.260498,1.25048828,1.28552246,1.24060059,1.2355957,1.23352051,1.23352051,1.23352051,1.2635498,99.55548,8.634682,23.032402,27.26706,9.403679,29.5134048,24.1633682,33,2355,7000.978,1,0,0,0,19.6992188,2.96875,0,0,0,0.4579891,0,0,0,0,0,38.03125,6141,5904,236,3.85211849,18.299,27648,0,0.567872047,190.402344,0.0591192357,0,0,0,0,0,0,0,0,0,0,0,0,64.92438,100,100,99.12544,6.534381E+07,10686804,62.41759,0.11051584,3.34699965,3.559365,2542.58813,146516.641,0.005377643,0.235380381,3584329.25,156886736,100,0.0182719976,0.04576971,12178203,30505306,94.85224,0,0,0,0,0,60.00024,14.474,2.37446451,90005,82598,49559,34.368,8.229546,5191
07/12/2024 02:33:10,42.1081352,25.6277142,23.7663441,20.3211784,55.8939171,32.1140938,53.6639557,39.7525177,22.0560246,25.3076134,24.8431854,19.73843,67.40347,64.7150955,76.49116,63.00832,63.6210442,64.28224,65.44717,63.1704,45.6666,76.49116,39,41,47,48,33,41,37,37,37,37,41,41,43,43,49,61,59,53,52,67,59,63,63,63,63,59,59,57,57,48,40.3571434,3185.77661,3285.332,3285.332,3185.77661,3185.77661,3086.22119,2787.55444,2787.55444,2887.11,2887.11,2887.11,2986.66553,2986.66553,3086.22119,47.001812,39.139267,0,1.20532227,1.10949707,1.14953613,1.1295166,1.11914063,1.11962891,1.14904785,1.16906738,1.21398926,1.10791016,1.13293457,1.16296387,1.16296387,1.17297363,1.17297363,99.55552,8.764591,22.9024925,27.6772919,9.534016,29.3830681,24.4982758,34,2355,7000.978,0,0,0,0,11.3515625,0.7890625,0,0,0,0.380515516,0,0,0,0,0,39.03125,6141,5914,226,3.690678,18.347,0,0,0.09183738,279.472656,5.94608974,0,0,0,0,0,0,0,0,0,0,0,0,64.92438,100,7.77500439,96.33722,9.685578E+07,7597141.5,62.41759,0.9778531,0.0572815351,1.0626266,473380.5,5410.063,0.005377643,0.235380381,0,0,0,0.0182915367,0.0458495021,13855.457,56581.5156,0.15652661,0,0,0,0,0,,,,,,,,,
