,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/11,/intelcpu/0/load/12,/intelcpu/0/load/13,/intelcpu/0/load/14,/intelcpu/0/load/15,/intelcpu/0/load/16,/intelcpu/0/load/17,/intelcpu/0/load/18,/intelcpu/0/load/19,/intelcpu/0/load/20,/intelcpu/0/load/21,/intelcpu/0/load/0,/intelcpu/0/load/1,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/temperature/9,/intelcpu/0/temperature/10,/intelcpu/0/temperature/11,/intelcpu/0/temperature/12,/intelcpu/0/temperature/13,/intelcpu/0/temperature/14,/intelcpu/0/temperature/15,/intelcpu/0/temperature/16,/intelcpu/0/temperature/17,/intelcpu/0/temperature/18,/intelcpu/0/temperature/19,/intelcpu/0/temperature/20,/intelcpu/0/temperature/21,/intelcpu/0/temperature/22,/intelcpu/0/temperature/23,/intelcpu/0/temperature/24,/intelcpu/0/temperature/25,/intelcpu/0/temperature/26,/intelcpu/0/temperature/27,/intelcpu/0/temperature/28,/intelcpu/0/temperature/29,/intelcpu/0/temperature/30,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/clock/9,/intelcpu/0/clock/10,/intelcpu/0/clock/11,/intelcpu/0/clock/12,/intelcpu/0/clock/13,/intelcpu/0/clock/14,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/3,/intelcpu/0/voltage/0,/intelcpu/0/voltage/1,/intelcpu/0/voltage/2,/intelcpu/0/voltage/3,/intelcpu/0/voltage/4,/intelcpu/0/voltage/5,/intelcpu/0/voltage/6,/intelcpu/0/voltage/7,/intelcpu/0/voltage/8,/intelcpu/0/voltage/9,/intelcpu/0/voltage/10,/intelcpu/0/voltage/11,/intelcpu/0/voltage/12,/intelcpu/0/voltage/13,/intelcpu/0/voltage/14,/intelcpu/0/clock/0,/ram/data/0,/ram/data/1,/ram/load/0,/ram/data/2,/ram/data/3,/ram/load/1,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/smalldata/5,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/5,/gpu-nvidia/0/load/6,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/power/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/smalldata/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/10,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/12,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/11,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/3,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/4,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/5,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/6,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/9,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/2,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/7,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/8,/hdd/1/load/0,/hdd/1/load/31,/hdd/1/load/32,/hdd/1/load/33,/hdd/1/throughput/34,/hdd/1/throughput/35,/hdd/0/load/0,/hdd/0/load/31,/hdd/0/load/32,/hdd/0/load/33,/hdd/0/throughput/34,/hdd/0/throughput/35
07/04/2024 00:10:53,1.16907954,5.706167,0,0,0,35.81829,30.19274,0,0,0,8.33723,0,0,0,0,0,0.206148624,0.173264742,0.183242559,0.0137627125,3.69330645,35.81829,49,50,53,50,52,50,51,51,51,51,52,52,52,52,55,51,50,47,50,48,50,49,49,49,49,48,48,48,48,53,51.1428566,1493.3335,696.889,995.555664,1393.778,1294.22241,1095.11121,597.333435,1393.778,995.555664,696.889,696.889,796.4445,995.555664,995.555664,7.435575,2.21825218,0,0.6678467,0.6678467,0.66796875,0.66796875,0.66796875,0.66796875,0.6641846,0.6641846,0.6641846,0.674194336,0.6744385,0.6694336,0.6694336,0.6694336,0.6694336,99.5555649,13.1437645,18.52332,41.5060768,15.5649071,23.6021767,39.73976,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.4375,6141,5921,220,3.58247828,19.429,3072,0,0.18411094,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.009276752,0.185147673,0,16731.66,62.4124222,0,0.196075886,0.37189585,0,12025.8691
07/04/2024 00:10:54,0,3.37417126,0.859093666,0.670474768,0.8689821,31.9272881,18.6090164,0.677669048,0.8413553,0.671941042,6.426424,0.6677151,0.7825315,0.7350445,0.7314205,0.7321,0.7719159,0.7972717,1.00306869,1.28601789,3.59631777,31.9272881,50,51,53,52,52,51,51,51,51,51,50,50,50,51,54,50,49,47,48,48,49,49,49,49,49,50,50,50,49,53,51,895.999756,995.5553,597.3332,895.999756,1493.33289,1493.33289,1194.66638,696.8887,796.4442,796.4442,1095.11084,1493.33289,995.5553,1095.11084,6.91377544,1.6909157,0,0.6779785,0.6779785,0.6829834,0.6829834,0.6829834,0.6879883,0.6829834,0.692993164,0.692993164,0.692993164,0.692993164,0.7030029,0.6879883,0.7050781,0.7050781,99.55553,13.1435089,18.5235748,41.5052719,15.5645218,23.602562,39.7387848,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.3125,6141,5921,220,3.58247828,19.431,0,0,0.1675829,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.0243730824,0.248109281,0,8114.85449,62.4124222,0,0.173349351,0.39731288,0,12679.4883
07/04/2024 00:10:55,2.03246474,4.889393,0.266540051,0.09725094,0.3043115,31.918663,31.1880646,0.108939409,0.247168541,0.09388924,9.419823,0.09269118,0.18581748,0.165182352,0.16348958,0.166541338,0.191921,0.172829628,0.163859129,1.24124885,4.1555047,31.918663,50,52,52,50,52,51,51,51,51,51,51,51,51,51,54,50,48,48,50,48,49,49,49,49,49,49,49,49,49,52,51.07143,895.9995,796.444,597.333,995.555,1393.777,995.555,995.555,796.444,995.555,696.8885,1692.44348,1791.999,1891.55444,1692.44348,6.833694,1.6307416,0,0.7663574,0.7713623,0.751464844,0.7564697,0.746459961,0.751464844,0.6915283,0.7614746,0.746459961,0.689331055,0.7642822,0.7642822,0.689331055,0.689331055,0.7642822,99.5555,13.1423759,18.5247078,41.50169,15.5651093,23.6019745,39.74028,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.3125,6141,5921,220,3.58247828,19.405,0,0,0.170231625,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.008731875,0,0,8045.91064,62.4124222,0,0,0,0,0
07/04/2024 00:10:56,0,9.482389,5.70025444,0.6349683,0.828552246,22.8879929,26.9533043,0.6843686,0.8157313,0.6421685,4.020792,0.6365061,0.79742074,0.7012427,0.7335663,0.6934166,0.711047649,0.6837249,0.7129133,3.6622107,4.073775,26.9533043,51,50,53,51,52,51,52,52,52,51,52,52,52,52,54,49,50,47,49,48,49,48,48,48,49,48,48,48,48,53,51.6428566,1393.77832,1194.66711,896.000366,896.000366,1393.77832,696.88916,1393.77832,796.444763,1095.11157,597.333557,796.444763,995.555969,597.333557,1393.77832,6.665931,1.40907073,0,0.713623047,0.6936035,0.6936035,0.6936035,0.687255859,0.692260742,0.6972656,0.722290039,0.722290039,0.692260742,0.6972656,0.717285156,0.722290039,0.6972656,0.722290039,99.5555954,13.143486,18.5235977,41.5052,15.564415,23.6026688,39.73851,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.375,6141,5921,220,3.58247828,19.425,0,0,0.2110549,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0,0,0,0,62.4124222,0,0.170320615,0.112742618,0,10250.54
07/04/2024 00:10:57,1.26520991,2.526462,1.07766986,0.906300545,1.1048317,35.8915,19.57968,0.9019494,1.06685162,0.902289152,6.59703,0.9081483,0.973010063,0.9594321,1.96546912,0.963652134,0.9974599,0.969547033,2.4615407,1.96632147,4.19921875,35.8915,50,52,52,53,52,51,52,52,52,52,49,49,49,49,53,50,48,48,47,48,49,48,48,48,48,51,51,51,51,53,51,1294.22327,796.445068,1194.6676,796.445068,1393.77893,1194.6676,995.556335,1493.33447,1393.77893,1294.22327,1393.77893,1692.4458,1891.557,1991.11267,6.905621,1.6544342,0,0.8319092,0.8269043,0.816894531,0.8018799,0.811889648,0.8009033,0.689819336,0.784790039,0.7647705,0.7762451,0.7762451,0.78125,0.78125,0.7762451,0.78125,99.55563,13.1430206,18.5240631,41.50373,15.5658417,23.6012421,39.74215,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.375,6141,5921,220,3.58247828,19.408,0,0,0.179158047,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.0149090867,0,0,30253.7441,62.4124222,0,0.324798316,0.234202623,0,16747.7012
07/04/2024 00:10:58,0.0195801258,18.0888119,1.75156,0,0,37.2845,37.7986069,0,0,0,3.12520266,0,0,0,0,0,0,0,0,0,3.66209745,37.7986069,49,50,52,50,52,51,51,52,52,52,50,50,50,50,55,51,50,48,50,48,49,49,48,48,48,50,50,50,50,52,50.7857132,895.9992,696.888245,1393.77649,1194.66553,895.9992,597.332764,597.332764,1095.11011,597.332764,796.4437,1294.22107,1194.66553,696.888245,1493.332,7.488763,2.00452662,0,0.741210938,0.735351563,0.7203369,0.705322266,0.6894531,0.6899414,0.6899414,0.730957031,0.6859131,0.6859131,0.6859131,0.730957031,0.730957031,0.730957031,0.730957031,99.5554657,13.142437,18.5246468,41.5018845,15.56485,23.6022339,39.73962,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.375,6141,5921,220,3.58247828,19.378,0,0,0.106557615,824.84375,0.0685088858,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.023230277,0.580328643,0,88180.96,62.4124222,0,0.16798611,0.6947362,0,13122.1143
07/04/2024 00:10:59,1.47752166,5.119318,2.006662,4.10710573,4.273802,28.50641,26.1746712,4.085594,4.24582958,4.08842,10.5078516,4.09832573,4.169387,4.136282,4.144728,4.137552,4.17425632,4.134953,4.141837,5.090153,6.641036,28.50641,50,52,53,51,51,51,51,51,51,51,50,50,50,52,55,50,48,47,49,49,49,49,49,49,49,50,50,50,48,53,51,696.889343,696.889343,796.444946,1194.66748,995.5562,1095.11182,1493.33435,696.889343,995.5562,796.444946,896.0006,1294.223,1294.223,1095.11182,6.936777,1.47277749,0,0.6829834,0.6829834,0.6829834,0.6795654,0.674560547,0.6795654,0.6867676,0.696777344,0.7017822,0.696777344,0.7017822,0.696777344,0.7017822,0.7017822,0.7017822,99.55562,13.1435852,18.5234985,41.5055122,15.5684814,23.5986023,39.7488861,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.375,6141,5921,220,3.58247828,19.415,0,0,0.114971712,824.84375,0.08152259,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.0148439677,0,0,20432.6348,62.4124222,0,0,0,0,0
07/04/2024 00:11:00,0.353986025,7.110339,2.36412287,0,0,37.5470657,31.1741047,0,0,0,3.91489863,0,0,0,0,0,0,0,0,0,2.92908549,37.5470657,54,57,57,55,55,51,52,52,52,52,50,50,50,50,59,46,43,43,45,45,49,48,48,48,48,50,50,50,50,57,52.6428566,2389.33276,2289.77734,1393.77747,2389.33276,1393.77747,1393.77747,1095.11084,1692.44409,2289.77734,1294.22192,1493.333,1493.333,1393.77747,1393.77747,8.341585,2.76467228,0,0.9193115,0.914306641,0.912597656,0.9025879,0.9217529,0.9309082,0.9259033,0.9157715,0.9157715,0.9157715,0.920776367,0.920776367,0.920776367,0.9157715,0.920776367,99.5555344,13.1777153,18.4893684,41.61329,15.6036148,23.5634689,39.8385925,53,2355,7000.978,0,0,0,0,1.36328125,0.2734375,0,0,0,0.0124451891,0,0,0,0,0,60.3125,6141,5921,220,3.58247828,19.377,20480,0,0.153896257,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0,0.0266748648,0,0,62.4124222,0,0.169473574,0.196635276,0,9408.581
07/04/2024 00:11:01,0.5092144,32.4831467,31.7996254,0,1.22276545,75.36502,76.38306,2.71179676,5.03230667,0,2.97655463,0,0,0,0,0,3.054428,3.64846,3.07892561,3.276199,11.75046,76.38306,54,56,57,59,55,53,52,52,52,52,52,52,53,53,58,46,44,43,41,45,47,48,48,48,48,48,48,47,47,59,53.7142868,2090.66724,2488.88965,2488.88965,2488.88965,1393.7782,1393.7782,2289.77856,2289.77856,1393.7782,1294.22266,1294.22266,1294.22266,1294.22266,1194.66711,11.0101318,5.76497364,0,0.9213867,0.9213867,0.9213867,0.916381836,0.848510742,0.843505859,0.8300781,0.8300781,0.8300781,0.8300781,0.8300781,0.850097656,0.8300781,0.8300781,0.8508301,99.55559,13.2615967,18.4054871,41.8781738,15.6940613,23.4730225,40.0695152,53,2355,7000.978,0,0,0,0,4.53515625,0.2734375,0,0,0,0,0,0,0,0,0,60.21875,6141,5921,220,3.58247828,18.755,30720,0,0.1524205,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0.1356725,0.110354722,0.121055849,68561.98,694190,62.4124222,0,0.161720112,0,0,7057.85449
07/04/2024 00:11:02,0.167351961,51.8324356,46.48392,12.36611,20.4293079,94.7277756,93.4134,19.0147285,37.7595024,10.4319334,30.0703526,7.43010044,2.52335668,2.50619054,2.51618028,5.75580025,1.23190284,1.01801157,1.02581978,1.5304327,22.1117325,94.7277756,58,59,60,62,58,59,53,53,53,53,54,54,54,54,61,42,41,40,38,42,41,47,47,47,47,46,46,46,46,62,56,2488.889,1393.77783,2488.889,2389.33325,2488.889,2190.22217,1991.11108,1991.11108,796.444458,796.444458,1991.11108,1991.11108,1991.11108,1792,15.3929272,9.71212,0,0.936035156,0.9510498,0.891235352,0.918823242,0.918823242,0.9206543,0.9206543,0.930664063,0.9359131,0.9309082,0.9309082,0.9259033,0.9359131,0.9359131,0.9309082,99.55556,13.3221054,18.3449783,42.069252,15.7494278,23.4176559,40.2108765,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0.0113946106,0,0,0,0,0,60.625,6141,5921,220,3.58247828,19.189,1024,0,0.132534608,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0.0919192955,0.122281179,0.443201452,221062.141,172916.7,62.4124222,0,0.216066241,0.31614998,0,40686.2344
07/04/2024 00:11:03,28.7206879,64.13992,61.8921471,31.01902,36.02528,88.2807846,79.04612,42.82963,58.70456,28.5356884,61.9736671,26.2987366,10.30305,35.22507,20.39857,11.8860188,1.91870928,1.470691,6.724781,2.018422,34.87057,88.2807846,56,61,61,59,57,57,53,53,53,53,53,53,53,53,60,44,39,39,41,43,43,47,47,47,47,47,47,47,47,61,55.3571434,2488.88843,2488.88843,2488.88843,2488.88843,2488.88843,2389.333,1294.222,1294.222,1095.111,2389.333,1194.6665,895.9998,1095.111,1294.222,15.2707729,9.537815,0,0.9350586,0.9300537,0.9300537,0.9300537,0.9185791,0.923584,0.923584,0.928588867,0.906494141,0.901489258,0.8964844,0.9265137,0.9265137,0.9265137,0.9265137,99.55554,13.2241821,18.4429016,41.760025,15.6504593,23.5166245,39.9581947,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.78125,6141,5921,220,3.58247828,19.211,0,0,0.209115848,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.0515481122,0.122578859,0,72197.06,62.4124222,0,0,0.0331783481,0,0
07/04/2024 00:11:04,0,59.033638,56.5877724,8.005226,42.40731,46.42301,76.95829,23.5519581,54.92225,4.075986,45.2107239,2.45585442,10.4876337,50.9403572,33.90471,14.1118107,4.888022,5.13218,1.15696788,3.77634764,27.1740131,76.95829,58,61,54,62,53,59,52,52,52,52,52,52,52,52,55,42,39,46,38,47,41,48,48,48,48,48,48,48,48,62,54.5,2289.778,1393.778,1493.3335,1592.889,1592.889,1194.66675,1991.11133,1095.11121,1095.11121,1692.44458,1294.22229,1393.778,1095.11121,1991.11133,12.0327721,6.430058,0,0.832519531,0.8874512,0.772460938,0.897460938,0.772460938,0.7774658,0.7774658,0.767456055,0.8239746,0.848999,0.848999,0.8189697,0.8289795,0.8239746,0.7889404,99.5555649,13.2429733,18.42411,41.8193665,15.6703568,23.496727,40.009,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.84375,6141,5921,220,3.58247828,19.281,0,0,0.158911109,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.02692905,0.0263871122,0,112555.023,62.4124222,0,0.134034619,0.136293977,0,10942.8408
07/04/2024 00:11:05,4.436058,59.3298073,56.0268326,12.074357,71.7628555,15.92235,69.55639,17.45774,45.446373,10.7155266,39.07494,7.045603,7.877147,48.9442635,23.490942,15.5746346,7.397336,0,0.8920014,0,25.6153526,71.7628555,61,60,63,63,58,61,52,52,52,52,54,54,54,54,61,39,40,37,37,42,39,48,48,48,48,46,46,46,46,63,56.42857,2090.66626,1393.77747,1393.77747,1393.77747,1393.77747,1393.77747,1692.444,1692.444,1991.1106,1991.1106,2289.777,1791.99951,1791.99951,1991.1106,15.431325,9.607983,0,0.906860352,0.906860352,0.9139404,0.9139404,0.9086914,0.916381836,0.9071045,0.922119141,0.9020996,0.917114258,0.9259033,0.9108887,0.9058838,0.9108887,0.9108887,99.5555344,13.2307625,18.4363213,41.7808075,15.6600151,23.5070686,39.9825935,53,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.90625,6141,5921,220,3.58247828,19.23,0,0,0.196207255,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0,0,0,0,62.4124222,0,0.204102591,0.0172245372,0,14145.748
07/04/2024 00:11:06,8.075362,62.9030533,61.2145081,21.0761719,35.15787,73.80482,72.29083,46.5616646,66.47738,12.5300226,60.1122856,7.64456367,2.05450654,40.4836235,26.36376,15.789402,2.19738483,2.619481,5.09585142,3.49337459,31.2972965,73.80482,57,60,61,62,53,58,54,54,52,53,53,53,54,54,56,43,40,39,38,47,42,46,46,48,47,47,47,46,46,62,55.57143,1692.445,2389.334,2488.88965,2488.88965,2488.88965,1393.7782,1991.11169,1991.11169,1991.11169,1294.22266,1393.7782,1393.7782,1692.445,1891.55615,13.0722675,7.59924459,0,0.797119141,0.802124,0.7171631,0.7121582,0.702148438,0.7071533,0.702148438,0.6694336,0.8345947,0.8345947,0.829589844,0.829589844,0.829589844,0.704589844,0.924560547,99.55559,13.2357025,18.4313812,41.796402,15.6626625,23.5044212,39.98935,54,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,61.03125,6141,5921,220,3.58247828,19.237,0,0,0.183018,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.131877214,0.353191972,0,902497,62.4124222,0,0.212821633,0.458226234,0,10664.6592
07/04/2024 00:11:07,0.521373749,48.23883,45.20964,4.137903,6.5934,65.6775742,69.86755,13.7184858,40.5602455,1.454258,38.8263626,0.00962615,16.76997,59.70738,38.8179,23.9248447,5.31476736,5.52352667,5.846137,5.408865,24.8064213,69.86755,57,58,59,58,57,57,52,53,53,53,52,52,52,52,55,43,42,41,42,43,43,48,47,47,47,48,48,48,48,59,54.6428566,2488.88843,2090.66626,1891.5553,2488.88843,1393.77759,1393.77759,1294.222,1095.111,995.5554,1294.222,1294.222,1294.222,1294.222,1294.222,12.6840487,7.14776564,0,0.920898438,0.920898438,0.915893555,0.915893555,0.920166,0.920166,0.915161133,0.9251709,0.9251709,0.915161133,0.905151367,0.914306641,0.9293213,0.9243164,0.9293213,99.55554,13.2360611,18.4310226,41.7975349,15.6629524,23.5041313,39.9900932,54,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,61,6141,5921,220,3.58247828,19.274,0,0,0.133659363,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.0439077131,0.0320215151,0,236806.641,62.4124222,0,0.135758683,0.06623884,0,10409.09
07/04/2024 00:11:08,1.061207,52.4775,46.50306,6.170988,17.8494034,65.9930344,69.01378,25.0872841,44.42941,0,43.57972,0,0,8.427233,0,0,0,0,0,0.7714987,18.1971188,69.01378,53,53,59,55,56,53,54,54,54,54,52,52,52,52,60,47,47,41,45,44,47,46,46,46,46,48,48,48,48,59,53.7857132,2488.8894,2289.778,2488.8894,2488.8894,1592.88916,1393.778,1991.11145,1991.11145,1991.11145,1891.55591,1095.11133,1991.11145,1991.11145,1991.11145,12.4984789,7.313572,0,0.8914795,0.88671875,0.88671875,0.88671875,0.8856201,0.900634766,0.900634766,0.890625,0.8876953,0.8876953,0.8876953,0.902709961,0.8927002,0.8876953,0.8927002,99.55557,13.241291,18.4257927,41.8140526,15.6714783,23.4956055,40.01186,54,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,60.96875,6141,5921,220,3.58247828,19.315,3072,0,0.194353059,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.01504161,0.05234764,0,40671.8,62.4124222,0,0.252017915,0.238296,0,49387.1563
07/04/2024 00:11:09,0.5813122,10.5879192,6.874937,0.31375885,0.480437279,57.47409,68.05916,3.36880684,3.47403884,3.33369374,8.148861,3.33196521,3.38288546,3.3677876,0.347358,0.3453791,0.359499454,0.7667303,0.717151165,1.19069219,8.825332,68.05916,53,54,54,55,51,50,52,52,52,52,52,53,53,53,56,47,46,46,45,49,50,48,48,48,48,48,47,47,47,55,52.57143,1393.777,1891.55444,1991.11,1891.55444,1991.11,2389.332,1095.11047,1095.11047,1991.11,1991.11,1095.11047,1095.11047,1493.3324,1791.9989,10.8570261,5.62706852,0,0.876098633,0.8811035,0.8811035,0.8911133,0.880615234,0.8856201,0.8769531,0.8769531,0.8769531,0.8769531,0.8769531,0.881958,0.8919678,0.8869629,0.8769531,99.5555,13.244854,18.42223,41.8253021,15.6745033,23.49258,40.01958,54,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,61.03125,6141,5921,220,3.58247828,19.36,0,0,0.156848624,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.05035825,0,0,118196.633,62.4124222,0,0.17378886,0,0,10698.8291
07/04/2024 00:11:10,0,33.1221275,15.5574083,0.6822407,0.8078098,59.35068,57.3415,0,0.266331434,0,1.83667541,0,0,0,0.688040257,0.6836891,1.13884807,3.50065231,3.867191,3.73863578,8.477879,59.35068,53,54,55,57,53,53,52,52,52,52,52,52,52,52,57,47,46,45,43,47,47,48,48,48,48,48,48,48,48,57,52.92857,1393.77832,2190.223,1692.44507,1393.77832,1393.77832,1393.77832,1792.00061,1095.11145,1294.22266,1095.11145,1792.00061,1891.55627,1991.11182,1991.11182,10.6192636,4.66878271,0,0.8043213,0.7943115,0.7943115,0.797973633,0.880249,0.907226563,0.8956299,0.890625,0.8856201,0.880615234,0.880615234,0.880615234,0.880615234,0.880615234,0.880615234,99.5555954,13.2621231,18.40496,41.879837,15.7039986,23.4630852,40.0948868,54,2355,7000.978,0,0,0,0,4.63671875,0.2734375,0,0,0,0,0,0,0,0,0,61.03125,6141,5921,220,3.58247828,19.365,0,0,0.145196676,824.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5800972,0,0.07503219,0.210445881,0,306725.344,62.4124222,0,0,0.154736176,0,0
