,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Used Space"
05/24/2022 11:41:10,42.1875,38.28125,32.03125,50,40.625,61,55,50,53,61,3409.71313,3409.71313,3409.71313,3409.71313,32.0113,19.3728123,0.2479946,1.56819642,100.285683,54.2942276,17.3110428,14.57272,34,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,0,0,19,11.23735,86.45188
05/24/2022 11:41:11,36.71875,25,13.28125,46.09375,30.2734375,57,60,53,51,55,3409.71362,3409.71362,3409.71362,3409.71362,30.7727413,18.2202854,0.164246082,1.50986171,100.28569,52.9967766,16.8973656,14.9863968,35,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,20.5078125,0,19,11.23735,86.45188
05/24/2022 11:41:12,32.03125,39.0625,23.4375,49.21875,35.9375,52,62,48,52,61,3409.713,3409.713,3409.713,3409.713,31.5997982,19.1468887,0.06143059,1.54295444,100.285675,51.7070732,16.48616,15.3976021,35,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,0,0,19,11.23735,86.45188
05/24/2022 11:41:14,39.4117661,35.8823547,25.88235,44.11765,36.3235359,62,55,57,53,66,3409.68042,3409.68042,3409.68042,3409.68042,32.03913,19.5771084,0.0596599355,1.53508317,100.284721,47.78031,15.2341614,16.649601,35,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,62.5,4.8828125,19,11.23735,86.45188
05/24/2022 11:41:15,81.8181839,78.1818161,80.90909,87.27273,82.0454559,68,66,68,58,67,3409.70825,3409.70825,3409.70825,3409.70825,43.1650047,28.1634426,2.371015,2.83005285,100.285538,48.08021,15.3297806,16.5539818,35,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,78.74219,4017.25781,1.92241669,0,0,19,11.23735,86.45188
05/24/2022 11:41:16,85.15625,84.375,87.5,88.28125,86.328125,71,67,64,58,71,3409.71655,3409.71655,3409.71655,3409.71655,34.0018272,27.852869,1.023177,2.232206,100.285782,48.0908241,15.3331642,16.5505981,36,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,19,11.23735,86.45188
05/24/2022 11:41:17,58.59375,60.9375,57.03125,75,62.890625,58,67,61,55,61,3409.71362,3409.71362,3409.71362,3409.71362,29.2228546,24.0533085,0.184036031,1.85710013,100.2857,48.38565,15.427166,16.4565964,37,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,19,11.23735,86.45188
05/24/2022 11:41:19,72.65625,74.21875,62.5,78.125,71.875,69,67,65,60,69,3409.71338,3409.71338,3409.71338,3409.71338,38.758873,27.6230278,0.2759227,2.10568953,100.28569,48.58298,15.4900818,16.39368,36,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,79.10156,2.9296875,20,11.2373657,87.90754
05/24/2022 11:41:20,79.3333359,84,77.33333,87.3333359,82,72,67,67,60,70,3409.71313,3409.71313,3409.71313,3409.71313,41.7788467,28.4461231,0.6828019,2.20645952,100.285683,48.5763626,15.4879723,16.39579,37,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,12.6953125,2.9296875,20,11.2373657,87.90754
05/24/2022 11:41:21,78.30188,82.07547,71.69811,76.4151,77.12264,72,68,66,60,68,3409.71069,3409.71069,3409.71069,3409.71069,38.97095,26.4431114,0.08129077,1.84442043,100.285614,48.6458664,15.5101318,16.37363,37,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,18.5546875,0,20,11.2373657,87.90754
05/24/2022 11:41:22,46.09375,51.5625,39.84375,57.03125,48.6328125,63,61,53,56,63,3409.71631,3409.71631,3409.71631,3409.71631,35.47091,22.9901733,0.07148202,1.61838067,100.285774,48.6808128,15.5212746,16.3624878,37,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,69.33594,3.90625,20,11.2373657,87.90754
05/24/2022 11:41:23,54.6875,66.40625,42.1875,65.625,57.2265625,68,64,62,56,64,3409.7124,3409.7124,3409.7124,3409.7124,37.3322,24.798151,0.10319943,1.722046,100.28566,48.77521,15.5513725,16.33239,37,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,70.3125,3.90625,20,11.2373657,87.90754
05/24/2022 11:41:24,42.1875,54.6875,45.3125,47.65625,47.4609375,61,65,54,56,64,3409.714,3409.714,3409.714,3409.714,35.65422,23.22026,0.07893361,1.54050756,100.285713,48.797657,15.5585289,16.3252335,37,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,39.0625,1.953125,20,11.2373657,87.90754
05/24/2022 11:41:25,53.125,61.71875,43.75,57.8125,54.1015625,70,66,63,59,70,3409.71313,3409.71313,3409.71313,3409.71313,38.42383,25.5924835,0.0561164245,2.33000612,100.285683,48.8007774,15.5595245,16.3242378,37,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,77.14844,4.8828125,20,11.2373657,87.90754
05/24/2022 11:41:26,64.84375,60.15625,46.09375,63.28125,58.59375,68,66,62,58,69,3409.71338,3409.71338,3409.71338,3409.71338,38.5645,25.7240944,0.0601865165,2.28093815,100.28569,48.80285,15.5601845,16.3235779,37,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,0,0,20,11.2373657,87.90754
05/24/2022 11:41:27,42.59259,56.17284,29.0123463,47.5308647,43.8271637,68,66,61,58,68,3409.71313,3409.71313,3409.71313,3409.71313,34.32805,21.78127,0.055582203,1.70140517,100.285675,48.31172,15.403595,16.4801674,37,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,0,0,20,11.2373657,87.90754
05/24/2022 11:41:28,38.2978745,38.2978745,10.7308025,48.93617,34.0656738,66,56,52,54,66,3409.71265,3409.71265,3409.71265,3409.71265,30.2543335,17.8514462,0.06918014,1.33971846,100.285667,48.0567169,15.3222885,16.5614738,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,113.28125,4.8828125,20,11.2373657,87.90754
05/24/2022 11:41:29,33.59375,53.90625,17.0673065,39.84375,36.1027641,56,65,51,55,65,3409.714,3409.714,3409.714,3409.714,31.5463219,19.1626358,0.08867353,1.30088854,100.285706,48.0114021,15.3078423,16.57592,37,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,128.90625,2.9296875,20,11.2373657,87.90754
05/24/2022 11:41:30,60.9375,59.375,39.0625,55.46875,53.7109375,71,67,66,61,73,3409.71338,3409.71338,3409.71338,3409.71338,38.3135757,25.6628017,0.133358672,1.92913711,100.28569,48.60997,15.4986877,16.3850746,38,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2373657,87.90754
05/24/2022 11:41:31,56.25,60.15625,42.96875,66.40625,56.4453125,63,67,58,59,67,3409.71362,3409.71362,3409.71362,3409.71362,35.3881073,22.8132515,0.09560924,1.75973833,100.2857,48.5790062,15.4888153,16.3949471,38,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,6.8359375,0,20,11.2373657,87.90754
05/24/2022 11:41:33,53.125,41.40625,35.9375,55.46875,46.484375,66,65,61,58,66,3409.71313,3409.71313,3409.71313,3409.71313,35.3132248,22.1786652,0.6006492,1.8921051,100.285683,48.60735,15.4978523,16.38591,38,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,73.24219,2.9296875,20,11.2373657,87.90754
05/24/2022 11:41:34,43.75,51.5625,35.9375,58.59375,47.4609375,57,64,52,56,66,3409.71362,3409.71362,3409.71362,3409.71362,32.7455139,20.1535435,0.178475291,1.57617176,100.2857,48.1898537,15.3647385,16.5190239,38,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,142.578125,2.9296875,20,11.2373657,87.90754
05/24/2022 11:41:36,47.65625,49.21875,22.65625,49.21875,42.1875,67,69,67,59,70,3409.71362,3409.71362,3409.71362,3409.71362,34.7215271,22.1879559,0.0865469947,1.63734663,100.2857,47.64861,15.1921692,16.6915932,38,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2373657,87.90754
05/24/2022 11:41:36,57.03125,59.375,46.875,59.375,55.6640625,67,61,68,59,72,3409.713,3409.713,3409.713,3409.713,37.9646721,25.4390354,0.09264053,1.70572758,100.285675,47.6414757,15.1898956,16.6938667,0,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,95.703125,3.90625,20,11.2373657,87.90754
05/24/2022 11:41:37,71.09375,58.59375,56.25,63.28125,62.3046875,72,69,68,61,72,3409.7124,3409.7124,3409.7124,3409.7124,39.80432,27.321455,0.06295911,1.71126354,100.28566,47.78072,15.2342911,16.6494713,38,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,93.75,1.953125,20,11.2373657,87.90754
05/24/2022 11:41:38,75.78125,88.28125,75,80.46875,79.88281,72,69,69,64,72,3409.71387,3409.71387,3409.71387,3409.71387,42.10689,28.2057762,1.22122478,2.39538169,100.285706,48.222084,15.3750153,16.5087471,38,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,14.6484375,0,20,11.2373657,87.90754
05/24/2022 11:41:39,80.46875,77.34375,66.40625,71.09375,73.828125,73,68,70,63,72,3409.71362,3409.71362,3409.71362,3409.71362,42.3696,27.9313755,1.62834466,2.60271955,100.2857,48.8779259,15.5841217,16.29964,39,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,14.6484375,2.9296875,20,11.2373657,87.90754
05/24/2022 11:41:40,70.3125,76.5625,61.71875,74.21875,70.703125,72,70,68,61,72,3409.712,3409.712,3409.712,3409.712,40.36207,27.6063862,0.182330146,2.02552462,100.285645,49.1682777,15.6766968,16.2070656,39,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,52.734375,1.953125,20,11.2373657,87.90754
05/24/2022 11:41:41,65.625,61.71875,64.0625,63.28125,63.671875,74,66,61,62,73,3409.71362,3409.71362,3409.71362,3409.71362,40.064888,27.4240551,0.188744813,1.85504532,100.2857,49.2082748,15.6894493,16.194313,39,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,70.3125,2.9296875,20,11.2373657,87.90754
05/24/2022 11:41:42,57.03125,71.09375,50.78125,71.09375,62.5,74,69,73,63,74,3409.71484,3409.71484,3409.71484,3409.71484,40.54181,28.01441,0.09717625,1.6911732,100.285728,49.0307579,15.6328506,16.2509117,39,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2373657,87.90754
05/24/2022 11:41:43,44.53125,54.6875,45.3125,63.28125,51.953125,67,63,66,60,67,3409.7124,3409.7124,3409.7124,3409.7124,36.99353,24.54637,0.0711611658,1.57836318,100.28566,48.9719429,15.6140976,16.2696648,39,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,24.4140625,0,20,11.2373657,87.90754
05/24/2022 11:41:44,39.84375,50.78125,39.0625,49.21875,44.7265625,74,65,68,60,72,3409.71338,3409.71338,3409.71338,3409.71338,35.9589539,23.4491463,0.113311157,1.57417846,100.285683,48.85328,15.5762634,16.3074989,39,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,94.72656,3.90625,20,11.2373657,87.90754
05/24/2022 11:41:45,60.9375,65.625,46.875,77.34375,62.6953125,73,72,66,61,73,3409.71313,3409.71313,3409.71313,3409.71313,38.81147,26.3320541,0.100309476,1.56907547,100.285683,48.71034,15.5306892,16.3530731,39,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,92.77344,3.90625,20,11.2373657,87.90754
05/24/2022 11:41:46,50,50.78125,47.65625,58.59375,51.7578125,68,69,69,61,75,3409.709,3409.709,3409.709,3409.709,38.3436928,25.902874,0.07199438,1.50501287,100.285561,48.6565132,15.5135269,16.3702354,39,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,2.9296875,0,20,11.2373657,87.90754
05/24/2022 11:41:47,53.90625,64.0625,38.28125,64.84375,55.2734375,72,69,68,62,72,3409.7168,3409.7168,3409.7168,3409.7168,39.429,26.75453,0.194894269,1.77913165,100.285789,48.6738739,15.519062,16.3647,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,75.19531,1.953125,20,11.2373657,87.90754
05/24/2022 11:41:48,60.1265831,58.2278481,46.20253,65.18987,57.4367065,74,69,60,61,74,3409.71436,3409.71436,3409.71436,3409.71436,39.3638229,26.448822,0.466205329,1.75877631,100.285713,49.0260239,15.63134,16.2524223,40,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,32.2265625,0.9765625,20,11.2373657,87.90754
05/24/2022 11:41:50,95.3125,92.96875,88.28125,96.875,93.359375,74,72,69,65,76,3409.712,3409.712,3409.712,3409.712,43.3503342,29.8248177,0.810430348,2.477864,100.285645,49.49391,15.7805214,16.103241,40,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,81.05469,3.90625,20,11.2997665,84.96275
05/24/2022 11:41:51,78.9855042,90.57971,85.50725,84.7826157,84.96377,77,72,72,66,77,3409.714,3409.714,3409.714,3409.714,44.2176476,29.56167,1.77331281,2.86599755,100.285713,49.345768,15.7332878,16.1504745,40,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2997665,84.96275
05/24/2022 11:41:52,36.4406776,43.22034,46.6101723,37.2881355,40.8898277,61,66,56,55,65,3409.714,3409.714,3409.714,3409.714,32.2574348,19.5616245,0.131337926,1.95599914,100.285706,49.03666,15.6347313,16.2490311,40,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2997665,84.96275
05/24/2022 11:41:53,29.6875,30.46875,29.6875,22.65625,28.125,65,63,57,58,65,3409.71265,3409.71265,3409.71265,3409.71265,30.1891174,17.29332,0.3642327,1.98180008,100.28566,48.6888428,15.5238342,16.3599281,40,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,105.46875,4.8828125,20,11.2997665,84.96275
05/24/2022 11:41:54,49.21875,55.46875,55.46875,53.90625,53.515625,67,63,67,59,68,3409.714,3409.714,3409.714,3409.714,37.6853447,23.07989,1.9070394,2.39770555,100.285713,48.6046944,15.4970055,16.3867569,40,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,0,0,20,11.2997665,84.96275
05/24/2022 11:41:55,28.125,31.25,34.375,32.03125,31.4453125,69,63,67,58,69,3409.71313,3409.71313,3409.71313,3409.71313,30.9414043,17.8852787,0.6483384,1.6216439,100.285675,48.32889,15.4090691,16.4746933,40,139,405.000031,278,1,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2997665,84.96275
05/24/2022 11:41:56,16.40625,11.71875,37.5,11.71875,19.3359375,56,61,67,53,67,3409.71338,3409.71338,3409.71338,3409.71338,27.5869713,15.036005,0.155973688,1.60375464,100.285683,47.8712654,15.2631607,16.6206017,41,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2997665,84.96275
05/24/2022 11:41:57,18.75,28.125,29.6875,21.09375,24.4140625,67,55,56,53,64,3409.71313,3409.71313,3810.856,3509.99878,27.4885139,14.9931278,0.1390657,1.53654158,100.285683,47.6110153,15.1801834,16.7035789,41,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,83.00781,4.8828125,20,11.2997665,84.96275
05/24/2022 11:41:58,7.8125,22.65625,42.96875,25.78125,24.8046875,56,57,60,58,64,3409.71338,3409.71338,3409.71338,3509.999,28.3117275,15.8412361,0.106328979,1.5499891,100.28569,47.24937,15.0648766,16.8188858,40,139,405.000031,278,0,0,0,1,4096,75,4021,1.83105469,0,0,20,11.2997665,84.96275
