,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/data/1,/hdd/0/data/2,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Host Writes to Controller","Host Reads","Used Space","Temperature","Used Space"
05/08/2020 23:45:10,7.8125,7.936507,3.125,2.38095522,5.313736,55,55,55,53,57,3409.713,3409.713,3409.713,3409.713,18.9330235,5.82995,1.04504287,0.3692623,100.285667,59.65414,4.70523453,3.18228912,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,107.421875,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:11,9.375,7.70432949,3.125,2.3317337,5.634016,56,56,55,53,57,3409.71118,3409.71118,3409.71118,3509.99683,19.1222668,6.28525639,0.76772666,0.393935382,100.285629,59.74366,4.71229553,3.175228,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,122.070313,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:12,6.201923,5.46875,3.90625,7.03125,5.652046,56,57,55,53,57,3409.713,3409.713,3409.713,3409.713,19.6975288,7.03536367,0.5847748,0.4227273,100.285675,59.8073578,4.71731949,3.17020416,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,127.929688,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:13,9.387398,9.375,0.793647766,0.78125,5.084324,57,57,55,53,57,3509.99878,3509.99878,3409.71313,3409.71313,18.9926586,6.48065472,0.45162484,0.375082374,100.285675,59.9549141,4.728958,3.15856552,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,101.5625,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:14,8.55769,7.8125,3.90625,4.6875,6.240988,55,55,53,52,55,3409.7124,3810.85522,3509.998,3509.998,18.5808582,6.073446,0.439620048,0.395066023,100.28566,59.89717,4.72440338,3.16312027,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:15,9.375,22.65625,4.6875,7.03125,10.9375,57,57,55,54,58,3409.712,3409.712,3409.712,3509.99756,20.7533264,8.238706,0.413772523,0.5000794,100.285645,59.14081,4.66474533,3.22277832,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,111.328125,9.765625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:16,3.90625,9.375,0.78125,3.125,4.296875,55,56,54,53,56,3409.71313,3409.71313,3509.999,3409.71313,18.1929016,5.824246,0.3121458,0.349216163,100.285683,59.1662,4.666748,3.2207756,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,118.164063,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:17,2.34375,8.59375,3.90625,7.8125,5.6640625,56,56,54,53,57,3409.71216,3409.71216,3409.71216,3509.9978,19.0289612,6.65225363,0.3087173,0.3983784,100.285652,59.20755,4.67000961,3.217514,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,113.28125,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:18,10.15625,7.8125,0.78125,1.5625,5.078125,55,55,53,52,55,3409.7124,3509.998,3409.7124,3409.7124,17.86058,5.513255,0.3085504,0.352193028,100.285652,59.1687622,4.66695,3.22057343,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,107.421875,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:19,5.44471169,6.92307949,4.615384,3.8461566,5.207336,54,54,54,52,55,3409.71338,3509.999,3509.999,3509.999,18.5159683,6.13765669,0.308634549,0.392763883,100.285683,59.203537,4.669693,3.21783066,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,112.304688,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:20,6.153846,6.153846,3.076923,6.153846,5.384618,56,55,53,53,56,3409.713,3409.713,3409.713,3409.713,18.323967,5.94080162,0.3192306,0.365985364,100.285675,59.3962173,4.68489075,3.202633,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,112.304688,8.7890625,42,78108,13234,56.8662376,41,38.6769447
05/08/2020 23:45:21,10.15625,7.03125,6.25,4.6875,7.03125,57,57,56,53,58,3409.70313,3409.70313,3409.70313,3409.70313,19.2799873,6.840777,0.35625118,0.439638168,100.285385,59.471714,4.69084549,3.19667816,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,83.984375,7.8125,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:22,12.5,5.46875,3.90625,2.34375,6.0546875,56,56,54,52,56,3409.72119,3409.72119,3409.72119,3510.007,19.7346535,7.27135229,0.372030646,0.463039279,100.285919,59.4404259,4.68837738,3.19914627,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,102.539063,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:23,8.59375,8.59375,7.8125,3.125,7.03125,56,56,55,53,57,3409.713,3409.713,3409.713,3610.28418,18.8142223,6.413884,0.3280642,0.413086236,100.285675,59.507988,4.69370651,3.19381714,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,97.65625,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:24,10.15625,9.375,7.05605125,7.03125,8.404636,57,57,55,53,57,3409.712,3509.99756,3409.712,3509.99756,19.69158,7.2505846,0.364051968,0.436191022,100.285645,59.7064247,4.709358,3.17816544,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,83.984375,7.8125,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:25,7.03125,14.84375,1.5625,3.90625,6.8359375,55,55,53,52,56,3409.713,3409.713,3409.713,3509.99854,19.3028278,6.87026834,0.3511336,0.43816936,100.285675,59.7506256,4.712845,3.1746788,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,104.492188,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:26,3.90625,11.78075,8.606148,3.125,6.854534,56,56,54,53,56,3409.7124,3409.7124,3409.7124,3409.7124,18.5205154,6.16035748,0.302197129,0.3831251,100.28566,59.7590446,4.71350861,3.174015,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:27,7.8125,7.8125,0,3.90625,4.8828125,56,56,55,53,56,3409.71118,3409.71118,3409.71118,3409.71118,18.3879166,6.034192,0.299378037,0.360474378,100.285622,59.0530777,4.65782547,3.22969818,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,125.976563,9.765625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:28,7.8125,14.0625,0.78125,4.6875,6.8359375,58,58,55,55,58,3509.99951,3409.71387,3409.71387,3409.71387,19.2170277,6.84021235,0.31288588,0.390771627,100.2857,59.291172,4.676605,3.21091843,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,118.164063,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:29,10.15625,5.46875,1.5625,0.78125,4.4921875,56,55,54,52,57,3610.28369,3409.7124,3509.998,3409.7124,18.1717167,5.810245,0.3093679,0.357582659,100.28566,59.2667,4.674675,3.21284866,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,116.210938,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:30,5.46875,10.9375,4.6875,0,5.2734375,56,56,52,51,56,3409.7124,3409.7124,3409.7124,3509.998,17.7474537,5.397922,0.303302735,0.339743018,100.28566,59.2602158,4.674164,3.21335983,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,109.375,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:31,8.59375,7.8125,3.125,2.34375,5.46875,54,55,54,52,56,3409.7124,3610.28369,3409.7124,3409.7124,18.1591129,5.796581,0.3050095,0.3519996,100.28566,59.3833542,4.683876,3.20364761,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,118.164063,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:32,3.125,6.25,5.46875,0,3.7109375,55,55,54,53,56,3409.71167,3409.71167,3409.71167,3409.71167,18.230154,5.8867445,0.3055275,0.356672525,100.285637,59.5106468,4.69391632,3.19360733,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,111.328125,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:33,3.125,10.15625,5.46875,0,4.6875,55,56,55,53,56,3610.28467,3509.999,3409.71338,3409.71338,18.4533539,6.077302,0.302262843,0.370870143,100.28569,59.5617676,4.69794846,3.1895752,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,103.515625,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:34,7.03125,13.28125,7.03125,3.125,7.6171875,55,55,54,53,56,3509.99829,3409.71265,3409.71265,3610.284,18.8579731,6.48932,0.30468753,0.390319884,100.28566,59.5570259,4.69757462,3.189949,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,114.257813,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:35,3.90625,10.15625,3.125,0,4.296875,55,55,54,52,56,3409.71265,3409.71265,3509.99829,3409.71265,17.9221611,5.56136,0.311992258,0.3400667,100.285667,59.72248,4.71062469,3.176899,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,120.117188,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:36,9.375,3.90625,2.34375,3.8461566,4.86778641,56,55,54,52,56,3409.71216,3409.71216,3409.71216,3509.9978,17.9114475,5.56343174,0.305836231,0.348753154,100.285652,58.9916573,4.652981,3.23454285,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,118.164063,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:37,7.03125,11.71875,0.78125,0,4.8828125,55,55,53,51,56,3610.28369,3409.7124,3509.998,3409.7124,18.3701324,6.00958633,0.3013338,0.363041,100.28566,59.02237,4.655403,3.23212051,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,114.257813,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:38,4.6875,3.90625,7.8125,3.125,4.8828125,53,55,53,51,56,3409.71265,3409.71265,3409.71265,3409.71265,18.05265,5.699886,0.3016323,0.354244,100.28566,59.0243034,4.65555573,3.231968,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,110.351563,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:39,7.8125,4.699898,9.375,0,5.47184944,55,55,53,51,56,3409.71216,3409.71216,3409.71216,3509.9978,18.2370052,5.86594534,0.311093062,0.3564621,100.285652,59.25461,4.67372131,3.21380234,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,108.398438,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:40,6.31200075,4.6875,6.25,2.34375,4.89830971,55,54,53,52,56,3409.71313,3409.71313,3409.71313,3409.71313,17.5858765,5.247455,0.305421,0.341676,100.285675,59.2934456,4.67678452,3.21073914,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,124.023438,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:41,4.6754837,13.28125,0,0,4.48918343,56,55,54,52,56,3409.71167,3409.71167,3409.71167,3509.99731,17.882515,5.518479,0.301055163,0.350087136,100.285637,59.3182068,4.67873764,3.208786,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,125.976563,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:42,4.6875,6.25,4.6875,6.25,5.46875,55,56,55,53,56,3509.99854,3409.713,3409.713,3409.713,18.4608936,6.10291052,0.30139187,0.3621219,100.285675,59.3426781,4.680668,3.20685577,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,129.882813,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:43,7.8125,11.71875,5.46875,6.25,7.8125,56,56,54,53,57,3409.712,3409.712,3409.712,3509.99756,18.9715557,6.597247,0.313558757,0.385402,100.285645,59.5334244,4.695713,3.19181061,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,112.304688,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:44,3.90625,13.4424572,1.57489777,0,4.730904,56,55,54,52,56,3409.71338,3409.71338,3409.71338,3509.999,18.0457287,5.685673,0.309814662,0.350586176,100.285683,59.53942,4.696186,3.19133759,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,112.304688,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:45,3.90625,11.5384579,3.125,0.78125,4.83773947,55,56,54,52,56,3409.7124,3409.7124,3409.7124,3610.284,17.96413,5.611563,0.301005274,0.355383962,100.28566,59.60781,4.70158,3.1859436,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,111.328125,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:46,10.15625,10.15625,0,0,5.078125,55,55,54,52,56,3509.99829,3409.71265,3409.71265,3409.71265,17.8608112,5.52025461,0.298578054,0.3463627,100.285667,58.8935738,4.6452446,3.242279,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,103.515625,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:47,3.1129837,4.6875,10.15625,5.46875,5.856371,55,56,54,53,57,3409.711,3409.711,3409.711,3509.99658,18.94845,6.58321047,0.3032123,0.395372272,100.285622,58.9301834,4.64813232,3.23939133,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,94.72656,7.8125,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:48,7.8125,12.5,1.5625,4.6875,6.640625,56,55,53,52,56,3409.71362,3409.71362,3509.99927,3409.71362,18.87321,6.436015,0.358658463,0.427142948,100.28569,59.0288963,4.655918,3.23160553,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,97.65625,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:49,6.25,6.25,7.8125,1.5625,5.46875,56,57,55,57,57,3409.713,3409.713,3409.713,3409.713,18.3510857,5.969023,0.31798172,0.3810898,100.285667,59.0697136,4.65913773,3.228386,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,116.210938,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:50,2.34375,10.15625,1.5625,3.90625,4.4921875,55,55,54,52,56,3409.7124,3810.855,3509.998,3409.7124,18.27245,5.912802,0.306754321,0.35387218,100.28566,59.2194,4.670944,3.21657944,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,122.070313,8.7890625,42,78108,13234,56.8668976,42,39.68284
05/08/2020 23:45:51,3.125,7.8125,0,4.6875,3.90625,55,56,53,53,56,3409.7124,3409.7124,3409.7124,3409.7124,17.8737659,5.516185,0.30773288,0.340478182,100.285652,59.2724037,4.675125,3.21239853,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,113.28125,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:52,2.34375,8.59375,4.6875,0.78125,4.1015625,55,56,54,52,56,3409.7124,3509.998,3409.7124,3409.7124,18.4350452,6.075552,0.303548723,0.3667855,100.28566,59.2857552,4.676178,3.21134567,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:53,1.5625,3.90625,8.59375,1.5625,3.90625,53,54,53,51,55,3409.7124,3409.7124,3610.28369,3409.7124,17.75503,5.409792,0.294963032,0.345313668,100.28566,59.3593674,4.681984,3.2055397,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,109.375,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:54,7.03125,5.46875,11.71875,3.90625,7.03125,56,56,55,53,56,3409.71265,3409.71265,3409.71265,3409.71265,19.56229,7.115691,0.368553936,0.449308634,100.28566,59.4868546,4.69203949,3.19548416,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,79.10156,6.8359375,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:55,29.6875,30.46875,30.46875,19.53125,27.5390625,59,58,56,54,59,3509.997,3509.997,3409.71143,3409.71143,26.2600536,13.4167862,0.5804914,0.9063282,100.285629,61.064476,4.816475,3.07104874,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,103.515625,7.8125,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:56,11.71875,14.0625,14.84375,2.34375,10.7421875,58,58,55,54,59,3409.70679,3409.70679,3409.70679,3610.27759,21.29706,8.532568,0.5538389,0.7714512,100.285492,60.42177,4.7657814,3.12174225,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,107.421875,10.7421875,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:57,12.5,7.03125,6.25,0,6.4453125,56,57,55,53,58,3409.716,3510.002,3409.716,3409.716,19.13356,6.808569,0.202457055,0.5564982,100.285767,60.45988,4.76878738,3.11873627,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,83.00781,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:58,10.15625,9.375,2.34375,0,5.46875,58,58,56,54,58,3409.71558,3409.71558,3409.71558,3409.71558,20.3209362,7.729622,0.421263963,0.6891475,100.285751,60.6270752,4.781975,3.10554886,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,127.929688,10.7421875,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:45:59,2.34375,10.9375,3.90625,0.793647766,4.495287,57,56,54,53,57,3409.7124,3409.7124,3409.7124,3409.7124,18.0037022,5.89394426,0.0215816125,0.461994916,100.285652,60.7047958,4.788105,3.09941864,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,140.625,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:00,3.90625,15.625,10.15625,6.1899066,8.969349,55,56,55,53,58,3409.71167,3409.71167,3409.71167,3409.71167,18.8199921,6.591358,0.126724109,0.5059835,100.285637,60.6941032,4.787262,3.10026169,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,124.023438,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:01,10.9375,3.90625,10.2306547,2.34375,6.85454,55,56,54,51,56,3409.712,3409.712,3409.712,3409.712,17.5576878,5.43206,0.0316763036,0.459306419,100.285645,60.78808,4.794674,3.09284973,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,141.601563,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:02,9.375,7.8125,7.8125,1.5625,6.640625,56,56,55,53,57,3409.71313,3409.71313,3409.71313,3409.71313,19.4959755,7.31987858,0.07938259,0.5151346,100.285683,60.9291534,4.80580139,3.08172226,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,142.578125,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:03,10.9375,2.34375,6.25,0,4.8828125,56,56,54,53,57,3409.71265,3409.71265,3409.71265,3409.71265,18.5401287,6.448836,0.01010942,0.457847118,100.285667,60.9488831,4.807358,3.08016586,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,79.10156,6.8359375,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:04,18.75,18.75,7.8125,5.46875,12.6953125,57,57,55,53,58,3409.71338,3509.99927,3409.71338,3409.71338,20.8096085,8.216744,0.4095415,0.7125985,100.28569,60.9751472,4.809429,3.07809448,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,142.578125,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:05,16.40625,14.84375,14.0625,10.9375,14.0625,58,59,56,55,60,3409.7124,3409.7124,3409.7124,3509.998,21.54608,9.259475,0.147207215,0.6031005,100.28566,60.3411,4.75941849,3.12810516,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,110.351563,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:06,6.287205,12.599206,2.34375,7.03125,7.065356,58,59,56,54,59,3409.7124,3509.998,3409.7124,3610.28369,19.3354568,7.135952,0.08962255,0.5096065,100.285652,60.552494,4.77609253,3.11143112,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,96.67969,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:07,25.6009579,38.6778831,27.2115345,34.375,31.4663467,65,69,63,61,69,3409.70654,3409.70654,3409.70654,3409.70654,27.5896358,14.9040546,0.394719243,0.9862183,100.285492,60.6397438,4.78297424,3.10454941,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,112.304688,6.8359375,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:08,13.3184547,17.96875,10.9375,7.849705,12.5185966,57,57,55,54,58,3409.71826,3409.71826,3409.71826,3610.29,21.0846481,8.541867,0.3764647,0.686279058,100.285835,60.70576,4.7881813,3.09934235,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,71.28906,6.8359375,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:09,10.15625,17.96875,18.17956,11.6586571,14.4908009,58,58,56,54,58,3409.7124,3409.7124,3409.7124,3509.998,21.4814854,9.059746,0.2539956,0.6779522,100.28566,61.0340538,4.81407547,3.07344818,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,82.03125,6.8359375,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:10,25.6610565,36.71875,26.2740364,27.34375,28.9994011,62,61,59,57,62,3509.992,3409.70654,3409.70654,3409.70654,27.21224,14.4048071,0.5155082,1.00611091,100.285484,61.6637,4.863739,3.02378464,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,118.164063,7.8125,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:11,15.6746025,28.125,26.6989117,17.96875,22.1168156,61,61,62,57,62,3409.71851,3510.00439,3409.71851,3409.71851,24.8284321,12.040453,0.543572366,0.8833127,100.285843,62.0796776,4.896549,2.99097443,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,69.33594,7.8125,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:12,19.447113,23.4375,14.7956734,10.15625,16.9591312,60,63,59,57,63,3610.284,3409.71265,3409.71265,3509.99829,23.7284966,10.9409943,0.555813849,0.8406478,100.28566,62.156723,4.902626,2.98489761,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,99.609375,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:13,8.606148,8.59375,2.34375,5.46875,6.25309944,57,57,55,54,57,3409.71265,3409.71265,3409.71265,3409.71265,18.2531376,6.13753843,0.0125726713,0.462808579,100.285667,62.3225136,4.915703,2.97182083,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,117.1875,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:14,9.314907,7.8125,16.40625,3.8942337,9.356976,58,70,57,56,70,3509.99756,3509.99756,3409.712,3409.712,19.9318943,7.81531572,0.0215481259,0.483581454,100.285645,62.5014572,4.929817,2.95770645,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,115.234375,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:15,14.0625,22.65625,14.0625,10.15625,15.234375,59,60,56,55,59,3610.284,3509.99829,3409.71265,3509.99829,21.79455,9.251725,0.367671579,0.701346934,100.285667,62.6303444,4.93998337,2.94754028,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,114.257813,8.7890625,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:16,9.375,7.87450075,10.1686478,4.71230125,8.032608,55,56,55,52,57,3409.713,3409.713,3409.713,3409.713,18.52525,6.417967,0.01698358,0.470487744,100.285675,61.8530464,4.87867355,3.00885,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,124.023438,7.8125,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:17,14.7716341,16.2500019,10.8774071,12.4278841,13.5817289,61,61,68,57,68,3409.71069,3409.71069,3409.71069,3409.71069,21.5233936,9.238962,0.151083127,0.616907537,100.285614,62.2261734,4.908104,2.97941971,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,124.023438,7.8125,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:18,17.1875,20.3125,7.83730125,13.34325,14.6701393,57,57,54,53,58,3409.71362,3610.28516,3409.71362,3409.71362,20.6145763,8.180654,0.261378139,0.640538156,100.2857,62.1242676,4.90006638,2.98745728,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,109.375,7.8125,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:19,13.28125,17.96875,6.22596169,7.764423,11.3101006,58,58,55,54,58,3509.998,3409.7124,3409.7124,3409.7124,21.2509,8.633983,0.440608382,0.7229323,100.28566,62.31898,4.91542435,2.9720993,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,105.46875,7.8125,41,78108,13234,56.8670044,42,40.0790939
05/08/2020 23:46:20,19.53125,9.375,10.9375,3.90625,10.9375,58,59,59,55,60,3409.713,3610.28418,3409.713,3409.713,20.4972019,7.788225,0.497187763,0.731085837,100.285675,62.4446754,4.92533875,2.962185,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,74.21875,4.8828125,41,78108,13234,56.8670044,42,40.0790939
