,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/data/1,/hdd/0/data/2,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Host Writes to Controller","Host Reads","Used Space","Temperature","Used Space"
05/08/2020 23:47:57,27.2235565,34.375,23.353363,22.5600967,26.878006,67,66,63,60,68,3409.77368,3409.77368,3510.06128,3610.34863,26.6177444,13.4139242,0.8839313,1.0245105,100.28746,59.113,4.662552,3.22497177,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,82.03125,4.8828125,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:47:58,23.4375,24.21875,25,21.09375,23.4375,65,66,63,60,66,3610.287,3610.287,3610.287,3610.287,24.6765079,11.8237486,0.60445,0.871106565,100.285751,58.9090958,4.646469,3.24105453,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,68.359375,3.90625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:47:59,25,15.625,17.1875,11.71875,17.3828125,72,68,70,62,70,3409.71167,3409.71167,3409.71167,3409.71167,23.2776051,10.6879988,0.3879039,0.7949442,100.285637,58.8705063,4.643425,3.24409866,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,61.5234375,4.8828125,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:00,22.65625,25,15.687,14.84375,19.5467529,60,61,58,57,62,3810.855,3610.28369,3610.28369,3509.998,23.5854263,10.7529669,0.5792475,0.8182312,100.28566,58.877758,4.643997,3.24352646,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,85.9375,5.859375,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:01,17.1875,18.75,17.1153851,14.0625,16.7788448,61,63,60,58,63,3409.71118,3509.99683,3409.71118,3509.99683,22.9079075,10.6431084,0.121061414,0.642730236,100.285622,58.040535,4.577961,3.30956268,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,92.77344,7.8125,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:02,10.0000019,13.8461533,2.30768919,4.615384,7.692313,62,61,58,57,62,3409.71313,3409.71313,3409.71313,3509.99878,19.7988262,7.658676,0.03521811,0.5247859,100.285683,58.0125351,4.57575226,3.31177139,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,109.375,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:03,35.15625,31.25,24.21875,24.21875,28.7109375,74,70,71,66,74,3509.99243,3409.707,3409.707,3409.707,28.9248047,16.4517212,0.2600708,0.7711792,100.2855,58.33028,4.600815,3.28670883,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,128.90625,7.8125,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:04,28.125,21.09375,14.0625,24.21875,21.875,66,64,61,66,66,3510.00513,3409.71924,3409.71924,3510.00513,25.38614,13.0211267,0.2087126,0.677417934,100.285858,58.26296,4.59550476,3.292019,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,133.789063,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:05,21.09375,21.09375,24.21875,19.53125,21.484375,75,64,64,59,75,3409.713,3409.713,3409.713,3509.99854,26.3730545,14.0834208,0.133625254,0.575233042,100.285667,58.293045,4.5978775,3.28964615,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,137.695313,7.8125,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:06,23.4375,15.625,17.1875,18.75,18.75,65,65,64,71,71,3509.998,3610.28369,3409.7124,3409.7124,24.9785786,12.7772436,0.07871555,0.5164909,100.28566,58.33038,4.60082245,3.2867012,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,106.445313,7.8125,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:07,17.1875,19.53125,23.4375,10.9375,17.7734375,66,65,79,60,79,3409.71216,3409.71216,3409.71216,3409.71216,24.55437,12.3946142,0.02856366,0.5681605,100.285652,58.1898842,4.58974075,3.297783,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,98.63281,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:08,22.65625,14.0625,16.40625,8.59375,15.4296875,76,64,62,72,76,3409.71313,3409.71313,3409.71313,3409.71313,23.7881241,11.6642342,0.0275878645,0.466613322,100.285683,58.11342,4.58370972,3.303814,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,107.421875,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:09,21.09375,13.28125,10.9375,14.0625,14.84375,70,65,62,69,70,3409.71216,3409.71216,3509.9978,3509.9978,22.981823,10.8561172,0.0270995516,0.49151507,100.285652,58.058,4.579338,3.30818558,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,109.375,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:10,22.65625,16.40625,10.9375,12.5,15.625,64,64,60,58,64,3409.7124,3610.28369,3409.7124,3409.7124,24.0048923,11.8932848,0.0275267959,0.464232415,100.28566,58.00286,4.57498932,3.31253433,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:11,17.96875,13.28125,12.5,10.15625,13.4765625,62,65,61,58,65,3409.713,3409.713,3509.99854,3509.99854,22.2615414,10.1706676,0.04407129,0.4585484,100.285675,58.04905,4.57863235,3.3088913,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,87.890625,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:12,17.96875,13.28125,7.8125,7.03125,11.5234375,70,63,60,58,70,3409.71069,3409.71069,3409.71069,3409.71069,21.5827351,9.415183,0.0337523,0.6432468,100.285614,57.96112,4.571697,3.31582642,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,105.46875,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:13,15.625,14.84375,9.375,4.6875,11.1328125,60,62,59,56,62,3409.71265,3409.71265,3409.71265,3409.71265,21.3110237,9.17164,0.02190849,0.5276397,100.285667,58.10452,4.583008,3.30451584,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,113.28125,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:14,13.8461533,16.1538486,3.8461566,6.153846,9.999996,61,61,58,56,61,3409.71313,3409.71313,3509.99878,3409.71313,19.68481,7.54826641,0.0252964851,0.540299237,100.285675,58.16222,4.58755875,3.299965,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,101.5625,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:15,18.4615364,13.0769253,3.076923,3.076923,9.423083,59,61,57,55,61,3409.712,3409.712,3409.712,3409.712,18.99955,6.887453,0.0257851239,0.5080691,100.285645,58.1277351,4.584839,3.30268478,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,100.585938,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:16,14.6153812,8.4615345,5.384612,5.384612,8.461541,60,61,58,57,61,3409.71338,3409.71338,3409.71338,3509.999,19.0200119,6.898193,0.0338605,0.518814743,100.28569,58.05877,4.579399,3.30812454,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,115.234375,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:17,11.71875,15.625,5.46875,1.5625,8.59375,58,60,57,55,60,3409.71021,3509.99585,3409.71021,3409.71021,19.0741386,6.969842,0.0241699,0.49688673,100.2856,58.08508,4.5814743,3.30604935,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,101.5625,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:18,10.9375,12.599206,9.375,3.16220522,9.018475,58,60,57,55,60,3409.715,3810.85815,3409.715,3409.715,18.2414322,6.162233,0.0350293331,0.479608923,100.285736,58.0710526,4.580368,3.30715561,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,114.257813,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:19,10.1081734,13.1009579,3.90625,1.53846145,7.163465,59,60,57,56,60,3409.71143,3509.997,3409.71143,3509.997,18.1068554,6.048354,0.0206909664,0.451356053,100.285629,58.0848351,4.581455,3.30606842,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,110.351563,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:20,10.15625,7.03125,7.8125,3.125,7.03125,58,59,59,55,60,3409.71338,3610.28467,3409.71338,3610.28467,18.51475,6.43012238,0.03265571,0.478787631,100.28569,57.99609,4.57445526,3.31306839,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,120.117188,8.7890625,44,78110,13234,57.20954,42,43.67958
05/08/2020 23:48:21,16.40625,11.71875,5.46875,0.78125,8.59375,63,60,57,55,62,3610.28369,3509.998,3409.7124,3610.28369,20.09803,7.989553,0.0290356539,0.527754962,100.28566,58.0356026,4.577572,3.30995178,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,114.257813,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:22,15.625,6.25,10.9375,0,8.203125,63,60,61,56,63,3409.71021,3409.71021,3509.99585,3409.71021,20.3423119,8.254626,0.02616672,0.484814554,100.2856,57.97089,4.572468,3.31505585,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,115.234375,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:23,21.875,23.4375,17.96875,9.375,18.1640625,61,60,57,56,61,3509.99951,3509.99951,3409.71387,3409.71387,24.2039528,11.6324549,0.3887759,0.774256,100.2857,58.448143,4.610111,3.27741241,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,104.492188,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:24,7.8125,11.71875,11.71875,3.90625,8.7890625,59,61,58,56,61,3610.28516,3409.71387,3509.99951,3509.99951,19.66048,7.514574,0.0547380373,0.50309515,100.2857,58.42367,4.608181,3.27934265,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,92.77344,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:25,17.1875,13.28125,14.0625,6.25,12.6953125,60,60,57,55,60,3509.9978,3610.28345,3409.71216,3409.71216,19.9023933,7.78820324,0.0225235466,0.519384444,100.285652,58.3978958,4.606148,3.281376,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,91.796875,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:26,23.4375,2.34375,8.59375,3.08893919,9.365988,60,59,56,55,59,3409.71265,3409.71265,3409.71265,3409.71265,19.42106,7.306843,0.0363890827,0.5040314,100.285667,58.49443,4.613762,3.27376175,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,111.328125,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:27,16.40625,11.71875,4.74950075,2.35614777,8.807665,59,61,56,56,61,3509.99731,3509.99731,3409.71167,3610.283,20.2450352,8.10843849,0.0371683538,0.5442814,100.285637,58.58579,4.620968,3.26655579,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,97.65625,7.8125,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:28,17.96875,10.9375,12.4278841,1.53846145,10.7181492,60,60,58,56,61,3409.71045,3610.28149,3409.71045,3409.71045,20.22146,8.035813,0.0593260676,0.5836781,100.2856,58.6495819,4.62599945,3.2615242,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,106.445313,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:29,14.84375,16.40625,4.6875,5.46875,10.3515625,67,62,58,57,67,3510.00073,3610.28662,3510.00073,3510.00073,19.8819084,7.74677,0.0231323373,0.5507206,100.285736,58.59754,4.621895,3.26562881,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,109.375,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:30,11.71875,16.40625,3.90625,1.5625,8.3984375,59,61,57,56,62,3409.71167,3610.283,3509.99731,3409.71167,20.1504517,7.98623276,0.0410821363,0.575638235,100.285637,58.5913963,4.62141037,3.26611328,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,98.63281,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:31,10.9375,21.875,7.03125,4.6875,11.1328125,57,58,56,55,58,3409.71362,3409.71362,3509.99951,3409.71362,19.8018856,7.67836142,0.0469135158,0.520125449,100.2857,58.62119,4.62376,3.26376343,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,128.90625,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:32,4.6875,9.375,7.03125,3.14980149,6.06088638,56,58,55,55,58,3409.71143,3409.71143,3409.71143,3509.997,17.7197914,5.67816257,0.06713869,0.43396005,100.285629,58.61969,4.623642,3.26388168,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,119.140625,9.765625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:33,2.34375,9.375,5.49355125,3.10096145,5.07831573,55,57,56,55,57,3409.71362,3610.28516,3409.71362,3810.85645,16.88564,4.93004131,0.0264281556,0.363463432,100.2857,58.6047478,4.622463,3.26506042,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,123.046875,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:34,14.84375,14.84375,8.545673,13.28125,12.8786087,62,64,66,58,66,3509.998,3409.7124,3409.7124,3509.998,20.8821468,8.654735,0.174525574,0.5685663,100.28566,58.9017944,4.645893,3.24163055,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,91.796875,7.8125,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:35,8.618551,12.5,6.287205,7.03125,8.609247,57,57,54,53,58,3409.71143,3409.71143,3610.28271,3509.997,19.57377,7.1887517,0.31310904,0.5867285,100.285629,58.91118,4.646633,3.2408905,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,71.28906,6.8359375,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:36,30.3365345,39.0625,27.1995182,27.34375,30.9855766,68,68,65,61,68,3409.71338,3409.71338,3409.71338,3409.71338,27.713295,15.056036,0.385462284,0.9617993,100.28569,59.9657478,4.72981262,3.157711,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,113.28125,6.8359375,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:37,28.90625,40.625,29.6875,22.65625,30.46875,61,62,61,58,62,3409.71021,3409.71021,3409.71021,3409.71021,26.39862,13.670166,0.454772949,0.9628906,100.285591,60.6721954,4.785534,3.10198975,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,92.77344,7.8125,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:38,14.0625,10.15625,9.375,4.6875,9.5703125,70,63,59,58,70,3510,3510,3510,3610.28564,20.41396,8.187968,0.107285149,0.59006834,100.285713,60.68748,4.78673935,3.1007843,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,94.72656,6.8359375,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:39,20.3125,30.46875,22.65625,18.75,23.046875,69,70,67,65,70,3409.71216,3409.71216,3409.71216,3409.71216,26.9829254,14.3678722,0.331946164,0.992237,100.285652,61.1671524,4.82457352,3.06295013,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,89.84375,7.8125,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:40,26.6865082,44.53125,31.25,25.78125,32.062252,65,64,61,60,65,3509.99878,3409.713,3610.28442,3610.28442,28.335268,15.6291409,0.4184281,1.01075685,100.285675,61.2311859,4.829624,3.05789948,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,54.6875,2.9296875,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:41,40.3605766,60.15625,48.4375,51.5625,50.1292038,64,78,63,62,78,3509.9978,3409.712,3409.712,3409.712,33.6153069,20.7898445,0.427993476,1.31471992,100.285645,62.15174,4.902233,2.98529053,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,55.6640625,1.953125,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:42,23.4375,33.59375,15.625,19.53125,23.046875,62,66,59,58,66,3509.99878,3509.99878,3509.99878,3509.99878,25.2125244,12.5272312,0.449496835,0.855644941,100.285683,62.68224,4.94407654,2.943447,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,78.125,2.9296875,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:43,19.53125,21.875,20.3125,10.9871025,18.17646,60,61,58,57,61,3509.998,3509.998,3610.28369,3610.28369,22.8220024,10.5320969,0.107498258,0.7031722,100.28566,62.73554,4.94828033,2.93924332,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,76.171875,5.859375,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:44,20.3125,21.09375,16.40625,13.9903841,17.95072,62,62,61,58,63,3810.848,3610.27686,3509.99146,3610.27686,23.183588,10.7020445,0.2723668,0.7533824,100.285469,62.573616,4.93550873,2.952015,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,73.24219,2.9296875,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:45,40.14137,50,37.67361,32.8125,40.15687,63,66,62,59,66,3409.71948,3409.71948,3409.71948,3409.71948,30.94148,18.0426483,0.55777514,1.20560551,100.285866,63.9359245,5.042961,2.84456253,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,83.984375,7.8125,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:46,21.790863,37.5,27.9807682,28.125,28.8491611,65,74,64,60,74,3409.712,3509.99756,3409.712,3409.712,28.60641,15.7954426,0.5095716,1.01269913,100.285645,64.2085953,5.06446838,2.82305527,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,85.9375,7.8125,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:47,25.78125,25,10.15625,10.15625,17.7734375,68,66,65,62,68,3409.71045,3409.71045,3409.71045,3409.71045,26.023,13.6477671,0.13598755,0.8089062,100.2856,64.284,5.0704155,2.81710815,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,77.14844,6.8359375,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:48,53.90625,60.15625,46.875,46.875,51.953125,68,67,63,62,68,3409.6958,3509.981,3409.6958,3409.6958,31.9459343,18.9032154,0.649844,1.31824279,100.285172,62.9458237,4.96486664,2.922657,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,88.86719,5.859375,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:49,21.09375,19.53125,17.96875,16.40625,18.75,65,64,63,60,66,3409.723,3409.723,3409.723,3409.723,24.2402687,11.6168137,0.3601034,0.856924,100.285965,62.99617,4.96883774,2.918686,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,37.109375,3.90625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:50,30.46875,19.53125,16.40625,13.380456,19.9466763,63,61,58,57,63,3409.72119,3510.007,3409.72119,3510.007,23.7935848,11.2043056,0.353338957,0.8427277,100.285912,63.2743568,4.99078,2.89674377,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,103.515625,8.7890625,44,78110,13234,57.20995,41,43.67965
05/08/2020 23:48:51,16.40625,25.78125,7.043648,6.983173,14.0535831,61,61,60,57,62,3409.713,3409.713,3409.713,3409.713,22.4312477,10.1649141,0.104608484,0.669822931,100.285667,63.46796,5.00605,2.88147354,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,62.5,3.90625,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:52,22.65625,23.4375,21.76683,13.28125,20.2854576,66,66,64,61,66,3409.71021,3409.71021,3509.99585,3610.28149,25.3617859,12.4448261,0.630771458,0.975638747,100.2856,63.52198,5.010311,2.87721252,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,99.609375,6.8359375,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:53,25,28.90625,15.625,15.625,21.2890625,65,65,65,61,65,3409.714,3409.714,3510,3610.28564,24.9044132,11.804225,0.796351433,0.999162257,100.285713,63.4048424,5.001072,2.88645172,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,96.67969,7.8125,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:54,24.2683525,18.75,17.96875,16.40625,19.3483353,62,63,61,59,63,3409.7124,3409.7124,3509.998,3509.998,23.71221,10.8943872,0.5593265,0.886378467,100.28566,63.39116,4.99999237,2.88753128,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,98.63281,8.7890625,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:55,11.6947117,24.21875,9.375,6.25,12.8846169,64,64,62,59,65,3409.71265,3409.71265,3409.71265,3610.284,22.15672,9.653187,0.327115953,0.729800045,100.285667,63.4642334,5.00575638,2.88176727,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,83.984375,7.8125,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:56,21.09375,15.625,18.75,10.9375,16.6015625,65,64,62,59,65,3610.2832,3409.712,3409.712,3509.99756,24.6762428,11.6239748,0.752662063,0.9849712,100.285645,63.3545456,4.99710464,2.890419,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,89.84375,6.8359375,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:57,16.9230766,16.1538486,16.1538486,8.4615345,14.4230785,62,61,59,57,62,3409.71265,3409.71265,3409.71265,3509.99829,22.8289433,10.2334757,0.394286335,0.7576235,100.28566,63.30226,4.992981,2.89454269,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,111.328125,6.8359375,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:58,15.625,21.875,14.0625,14.84375,16.6015625,64,63,62,59,64,3409.71313,3509.99878,3610.28467,3509.99878,25.1684666,12.58881,0.360374272,0.812291563,100.285683,63.04797,4.97292328,2.91460037,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,127.929688,7.8125,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:48:59,20.3125,22.65625,10.9375,7.8125,15.4296875,74,63,60,58,74,3509.998,3610.28369,3509.998,3409.7124,22.2053013,9.724295,0.285155982,0.731017351,100.28566,63.2288933,4.987194,2.90032959,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,130.859375,5.859375,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:00,29.9999962,25.3846169,26.22596,21.53846,25.7872581,66,65,65,60,66,3409.71265,3409.71265,3409.71265,3409.71265,27.2050457,14.4305792,0.475528,1.01578593,100.285667,63.7963448,5.031952,2.85557175,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,70.3125,6.8359375,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:01,22.65625,27.34375,14.7596121,17.1875,20.4867783,60,63,67,58,67,3409.7124,3610.28369,3409.7124,3409.7124,24.73508,12.0642672,0.4154824,0.8766155,100.28566,63.73304,5.02695847,2.86056519,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,63.4765625,4.8828125,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:02,27.34375,22.65625,20.3125,20.3125,22.65625,63,62,61,58,63,3409.71167,3509.99731,3409.71167,3409.71167,25.9071884,13.4129763,0.263366938,0.8331306,100.285637,63.9728775,5.04587555,2.841648,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,103.515625,8.7890625,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:03,19.53125,10.9375,7.8125,8.59375,11.71875,61,61,59,57,62,3509.999,3509.999,3409.71338,3509.999,21.019556,8.876064,0.0185524467,0.5532169,100.285683,63.9412422,5.04338074,2.844143,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,111.328125,8.7890625,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:04,13.28125,14.0625,7.8125,14.84375,12.5,62,63,58,58,64,3409.71118,3509.99658,3409.71118,3509.99658,22.49099,10.2655516,0.0673297048,0.6239748,100.285622,64.0149,5.04919052,2.83833313,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,106.445313,8.7890625,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:05,9.375,14.0625,13.28125,14.84375,12.890625,61,61,60,57,62,3409.71387,3610.28516,3610.28516,3610.28516,22.5572739,10.3971071,0.02898659,0.5685133,100.2857,64.0428543,5.05139542,2.83612823,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,85.9375,5.859375,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:06,17.1875,20.3125,7.8125,6.25,12.890625,63,63,58,58,64,3509.99756,3509.99756,3509.99756,3509.99756,20.56946,8.425288,0.0174068958,0.5701634,100.285645,64.01045,5.04883957,2.838684,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,115.234375,8.7890625,44,78110,13234,57.21027,41,43.6800842
05/08/2020 23:49:07,17.1875,12.5,5.46875,11.71875,11.71875,63,63,64,59,64,3409.71118,3409.71118,3409.71118,3409.71118,21.6143379,9.396275,0.07379178,0.600099862,100.285629,64.0224457,5.04978561,2.837738,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,105.46875,8.7890625,44,78110,13234,57.21027,41,43.6800842
