,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/data/1,/hdd/0/data/2,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Host Writes to Controller","Host Reads","Temperature","Used Space"
05/04/2020 19:19:36,9.375,28.125,21.09375,20.3125,19.7265625,58,58,66,65,66,3409.72119,3510.007,3510.007,3409.72119,16.2923832,14.3850508,0.05885919,0.5771641,100.285919,59.6788063,4.70718,3.18034363,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:37,17.1875,25.78125,19.53125,32.03125,23.6328125,61,61,58,64,64,3409.724,3409.724,3409.724,3510.01,17.53849,15.62429,0.03860676,0.5973087,100.286,59.74961,4.71276474,3.174759,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:38,42.96875,39.0625,44.53125,37.5,41.015625,65,62,65,58,65,3409.72266,3409.72266,3510.00854,3510.00854,22.1676235,20.0897312,0.123482876,0.857035637,100.285965,59.4455452,4.68878174,3.198742,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:39,13.28125,7.03125,10.15625,8.59375,9.765625,52,53,52,50,54,2106.005,2106.005,2106.005,2106.005,6.53397846,4.693068,0.0216006488,0.462764353,100.28595,59.4110641,4.686062,3.20146179,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:40,10.15625,7.03125,10.15625,6.25,8.3984375,52,53,50,50,53,2808.00732,3510.009,3510.009,3409.72314,4.56730652,2.75786185,0.008334501,0.464525849,100.285973,59.3810349,4.683693,3.20383072,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:41,10.9375,11.71875,3.17540169,8.668155,8.624953,51,53,51,49,53,3510.00854,3610.29468,3610.29468,3610.29468,5.373187,3.528406,0.018442316,0.465210468,100.285957,59.4055519,4.685627,3.20189667,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:42,13.3556547,12.5,6.9839,17.96875,12.7020779,58,59,59,56,59,3510.00879,3510.00879,3510.00879,3510.00879,8.969549,7.13691854,0.00219864328,0.5366522,100.285965,59.3906555,4.684452,3.20307159,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:43,18.6177845,15.625,12.5,24.0144253,17.6893,55,56,55,61,61,3510.008,3510.008,3409.72217,3610.29419,11.4268246,9.579826,0.0255588125,0.5111164,100.28595,59.3963165,4.68489838,3.20262527,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:44,15.625,17.96875,12.5,16.40625,15.625,70,59,58,54,67,3409.721,3510.00684,3510.00684,3409.721,11.1694126,9.370202,0.007081564,0.420152277,100.285912,59.41648,4.686489,3.20103455,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,34,23.3301315
05/04/2020 19:19:45,17.1875,14.0625,22.65625,16.40625,17.578125,60,58,57,54,60,3510.01074,3610.29663,3610.29663,3610.29663,12.2033777,10.3322811,0.0274384934,0.5673078,100.286018,59.5821266,4.69955444,3.18796921,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,35,77516,13076,35,23.32428
