,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/11,/intelcpu/0/load/12,/intelcpu/0/load/13,/intelcpu/0/load/14,/intelcpu/0/load/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Total","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Used Space"
12/04/2023 21:10:24,2.38095522,0,5.46875,18.75,0.78125,0,0,0,0,0,0,0,0,0,2.73809433,70.21498,10.9801331,4.65774536,69,2490,8000.98242,0,84,46,0,2,6141,3616.01172,2524.98828,58.88311,69.563,356.4453,68.359375,23.0167389
12/04/2023 21:10:25,2.30768919,0,36.1538467,2.34375,0,0,3.076923,1.53846145,1.53846145,1.53846145,1.53846145,1.53846145,1.53846145,6.153846,5.00360727,70.27577,10.9896393,4.648239,69,2520,8000.98242,0,76,43,0,2,6141,3616.01172,2524.98828,58.88311,67.677,348.6328,51.7578125,23.0167389
12/04/2023 21:10:26,2.34375,0,30.9399776,0,0,0.793647766,0,1.58730149,0,0,0,1.58730149,0,0,3.56646776,70.20761,10.978981,4.6588974,69,2535,8000.98242,0,63,34,0,1,6141,3617.01172,2523.98828,58.899395,65.703,292.96875,52.734375,23.0167389
12/04/2023 21:10:27,2.34375,0,28.125,0,0,0,0,0,0,0,0,0,0,0,3.04687619,70.28519,10.9911118,4.64676666,68,2550,8000.98242,0,75,40,0,2,6141,3621.01172,2519.98828,58.96453,67.29401,295.898438,51.7578125,23.0167389
12/04/2023 21:10:28,2.34375,0,22.65625,0,0,0,0,1.5625,0,0,0,0,0,0,2.57812738,70.3670959,11.0039215,4.633957,67,2550,8000.98242,0,84,44,0,2,6141,3621.51172,2519.48828,58.9726753,68.709,118.164063,23.4375,23.0167389
12/04/2023 21:10:29,3.90625,3.16220522,36.6706734,4.6274066,0.793647766,0.793647766,1.5625,1.5625,0,0,0,1.5625,3.125,1.5625,5.4641366,70.29924,10.993309,4.6445694,68,2550,8000.98242,0,42,22,0,1,6141,3622.01172,2518.98828,58.9808159,54.2490044,355.46875,59.5703125,23.0167389
12/04/2023 21:10:30,3.125,1.53846145,4.6875,0.78125,1.5504837,0.7692337,0,0,1.5625,0,1.5625,35.9375,0,0,3.19831967,70.28874,10.9916687,4.64620972,69,2535,8000.98242,0,71,37,0,2,6141,3622.57422,2518.42578,58.989975,64.747,666.0156,66.40625,23.0167389
12/04/2023 21:10:31,2.34375,0,0,0.7692337,0.7692337,0,0,0,0,0,1.53846145,21.53846,0,0,1.54207349,70.2818,10.9905815,4.647297,69,2340,8000.98242,0,88,44,0,2,6141,3627.07422,2513.92578,59.06325,69.47401,552.7344,69.33594,23.0167389
12/04/2023 21:10:32,3.90625,0,0,22.2606239,0,0.78125,0,0,0,0,0,0,0,0,2.6948154,70.33893,10.9995155,4.638363,68,2520,8000.98242,0,69,37,0,2,6141,3641.32422,2499.67578,59.2953,66.590004,167.96875,56.640625,23.0167389
12/04/2023 21:10:33,1.5625,0.793647766,0.78125,25.78125,0,0,0,1.5625,0,0,0,0,0,0,2.96999216,70.33763,10.9993134,4.638565,69,2550,8000.98242,0,70,37,0,2,6141,3690.88672,2450.11328,60.102375,60.462,375.976563,61.5234375,23.0167389
12/04/2023 21:10:34,3.125,0.78125,0.78125,28.125,0,0,0,3.125,0,0,0,0,0,0,3.43750119,70.38288,11.00639,4.631489,69,2535,8000.98242,0,77,39,0,2,6141,3693.19922,2447.80078,60.1400337,66.496,383.789063,54.6875,23.0167389
12/04/2023 21:10:35,3.90625,31.2379837,0.78125,0.78125,0,0.78125,0,0,0,0,1.5625,0,0,1.5625,3.905046,70.3614655,11.00304,4.634838,69,2535,8000.98242,0,74,37,0,2,6141,3695.19922,2445.80078,60.1726,64.79,379.8828,67.38281,23.0167389
12/04/2023 21:10:36,3.90625,1.5625,11.71875,0.78125,0,0,0,14.0625,0,0,0,0,0,0,2.49999762,70.40191,11.0093651,4.62851334,68,2550,8000.98242,0,77,41,0,2,6141,3721.94922,2419.05078,60.6081963,65.7980042,468.75,87.890625,23.0167389
12/04/2023 21:10:37,3.90625,0,25.78125,4.6875,0,0,0,0,0,0,0,0,0,0,3.43750119,70.36305,11.0032883,4.63459,69,2535,8000.98242,0,72,36,0,2,6141,3780.57422,2360.42578,61.5628471,63.1740036,480.46875,99.609375,23.0167389
12/04/2023 21:10:38,3.96825075,0,1.5625,34.3873978,2.34375,0,0,0,0,0,1.5625,0,0,1.58730149,4.38367748,70.15651,10.9709892,4.666889,68,2550,8000.98242,0,75,37,0,3,6141,3780.57422,2360.42578,61.5628471,65.47,610.351563,78.125,23.0167389
12/04/2023 21:10:39,2.30768919,2.30768919,0,11.7067337,0.78125,0,0,0,1.5625,1.5625,0,12.5,0,7.69230747,2.87620425,70.32495,10.99733,4.64054871,68,2520,8000.98242,0,74,39,0,2,6141,3782.07422,2358.92578,61.5872726,66.44701,336.914063,65.42969,23.0167389
12/04/2023 21:10:40,3.125,0,0,0,0.793647766,15.625,1.5625,0,0,0,0,0,1.5625,17.1875,2.96999216,70.41189,11.0109253,4.626953,69,2475,8000.98242,0,80,41,0,2,6141,3784.32422,2356.67578,61.6239128,68.7420044,426.7578,80.078125,23.0167389
12/04/2023 21:10:41,1.58730149,1.5625,25.78125,7.14285374,0,9.523809,4.6875,6.349206,0,0,0,1.5625,0,3.125,5.34597635,70.74035,11.06229,4.575588,66,2550,8000.98242,0,45,24,0,1,6141,3785.32422,2355.67578,61.6401939,63.8340034,189.453125,20.5078125,23.0167389
12/04/2023 21:10:42,3.08893919,0.78125,22.65625,6.2379837,0.78125,1.53846145,1.5625,1.53846145,4.6875,1.5625,0,4.6875,1.5625,3.125,4.44471264,70.44389,11.01593,4.62194824,69,2505,8000.98242,0,60,31,0,2,6141,3785.32422,2355.67578,61.6401939,60.2580032,394.53125,73.24219,23.0172424
12/04/2023 21:10:43,1.57489777,0.78125,5.46875,18.75,0.78125,0.78125,0,4.6875,6.25,0,0,1.5625,0,1.5625,3.51686478,70.49322,11.0236435,4.614235,69,2460,8000.98242,0,80,43,0,3,6141,3785.32422,2355.67578,61.6401939,66.2840042,506.835938,84.96094,23.0172424
12/04/2023 21:10:44,7.8125,0,21.875,0.78125,0,0,0,0,0,0,0,0,0,0,3.04687619,70.47631,11.021,4.61687851,69,2505,8000.98242,0,79,38,0,3,6141,3793.01172,2347.98828,61.765377,69.221,446.289063,98.63281,23.0172424
12/04/2023 21:10:45,1.5625,0.78125,18.75,3.125,0.78125,0,3.125,3.125,4.6875,4.6875,3.125,3.125,4.6875,3.125,3.98437381,70.32202,10.9968719,4.64100647,69,2535,8000.98242,0,71,36,0,2,6141,3803.38672,2337.61328,61.9343262,68.612,551.7578,83.00781,23.0172424
12/04/2023 21:10:46,0,1.5625,9.375,21.875,0,0,0,3.125,0,0,1.5625,1.5625,0,0,3.59374881,70.3815155,11.006176,4.63170242,68,2535,8000.98242,0,72,36,0,3,6141,3804.76172,2336.23828,61.9567146,67.888,443.359375,81.05469,23.0172424
12/04/2023 21:10:47,0,1.5625,25.78125,0.78125,0,0,0,0,0,0,1.5625,1.5625,0,1.5625,3.04687619,70.37681,11.00544,4.63243866,69,2550,8000.98242,0,76,38,0,3,6141,3805.76172,2335.23828,61.973,66.25,484.375,76.171875,23.0172424
12/04/2023 21:10:48,0,0,25,0.78125,0,0,0,1.5625,0,0,0,1.5625,0,0,2.734375,70.40211,11.0093956,4.628483,69,2535,8000.98242,0,82,41,0,3,6141,3805.76172,2335.23828,61.973,68.845,464.84375,84.96094,23.0172424
12/04/2023 21:10:49,0.78125,0,19.53125,14.84375,0.78125,0,0,0,0,1.5625,0,0,0,1.5625,3.75000238,70.38588,11.0068588,4.63101959,68,2445,8000.98242,0,87,43,0,3,6141,3805.76172,2335.23828,61.973,69.7410049,382.8125,64.453125,23.0172424
12/04/2023 21:10:50,0,0,0,29.2307682,0,0,0,1.53846145,0,0,0,0,0,0,3.000003,70.38057,11.0060272,4.631851,69,2460,8000.98242,0,81,43,0,2,6141,3809.01172,2331.98828,62.02592,68.7280045,476.5625,72.265625,23.0172424
12/04/2023 21:10:51,0,0,31.25,4.6875,0,0.78125,0,0,0,0,0,0,1.5625,0,3.75000238,70.3576355,11.0024414,4.635437,69,2520,8000.98242,0,82,43,0,3,6141,3812.76172,2328.23828,62.0869865,68.00201,546.875,97.65625,23.0172424
12/04/2023 21:10:52,0.78125,1.5625,28.125,0.78125,0.78125,0,1.5625,1.5625,0,1.5625,1.5625,1.5625,1.5625,3.125,3.82812619,70.44807,11.0165825,4.621296,69,2550,8000.98242,0,78,42,0,3,6141,3813.76172,2327.23828,62.10327,66.5320053,563.476563,84.96094,23.0172424
12/04/2023 21:10:53,21.875,0,6.25,0.78125,0.793647766,0,1.5625,0,0,0,1.5625,0,0,0,3.12623978,70.3920059,11.0078163,4.630062,69,2520,8000.98242,0,77,42,0,3,6141,3813.76172,2327.23828,62.10327,68.33501,567.3828,90.82031,23.0172424
12/04/2023 21:10:54,7.8125,0,0,12.5,0.78125,0,0,0,0,0,0,0,0,0,2.10937262,70.40386,11.00967,4.628208,69,2505,8000.98242,0,79,43,0,3,6141,3813.76172,2327.23828,62.10327,68.9090042,538.085938,86.91406,23.0172424
12/04/2023 21:10:55,0.78125,0,0.78125,32.03125,0,0,0,0,0,0,0,0,0,0,3.35937738,70.41955,11.0121231,4.62575531,69,2505,8000.98242,0,81,43,0,3,6141,3813.76172,2327.23828,62.10327,69.787,625,90.82031,23.0172424
12/04/2023 21:10:56,1.5625,1.5625,0,33.59375,0,0,1.5625,3.125,3.125,1.53846145,1.5625,6.25,1.5625,1.5625,4.686296,70.40669,11.0101128,4.62776566,69,2475,8000.98242,0,82,43,0,3,6141,3813.76172,2327.23828,62.10327,69.694,451.171875,88.86719,23.0172424
12/04/2023 21:10:57,0,0,0.78125,25.78125,0,0,0,1.5625,1.5625,1.5625,0,0,1.5625,1.5625,3.04687619,70.4024,11.0094414,4.628437,70,2490,8000.98242,0,82,44,0,3,6141,3813.76172,2327.23828,62.10327,69.51501,557.6172,79.10156,23.0172424
12/04/2023 21:10:58,0,0,3.125,3.90625,1.5625,0.78125,0,1.5625,21.875,0,0,0,1.5625,1.5625,2.26562619,70.43772,11.0149651,4.62291336,69,2460,8000.98242,0,80,42,0,2,6141,3817.44922,2323.55078,62.16332,68.18,608.398438,67.38281,23.0172424
12/04/2023 21:10:59,0,1.5625,0.78125,0,0.78125,0,0,23.4375,12.5,0,1.5625,1.5625,0,0,2.26562619,70.42462,11.0129166,4.624962,69,2385,8000.98242,0,64,33,0,2,6141,3819.57422,2321.42578,62.19792,67.453,581.0547,83.984375,23.0172424
12/04/2023 21:11:00,0,0,0.78125,0.78125,0,0,0,31.25,0,0,0,0,1.5625,0,1.79687738,70.42399,11.0128174,4.625061,69,2370,8000.98242,0,95,46,0,3,6141,3819.57422,2321.42578,62.19792,70.174,588.8672,85.9375,23.0172424
12/04/2023 21:11:01,0.78125,0,5.46875,0,0,0,0,6.25,0,0,0,0,20.3125,0,1.953125,70.46802,11.0197029,4.61817551,69,2430,8000.98242,0,94,46,0,3,6141,3850.32422,2290.67578,62.6986542,69.139,649.414063,65.42969,23.0172424
12/04/2023 21:11:02,0.78125,0.78125,0,0.78125,0.78125,0,1.5625,1.5625,1.5625,1.5625,0,1.5625,15.625,1.5625,1.5625,70.4605255,11.0185318,4.61934662,70,2415,8000.98242,0,91,46,0,3,6141,3830.57422,2310.42578,62.3770447,69.628006,613.28125,84.96094,23.0172424
12/04/2023 21:11:03,3.125,0,17.96875,0,0.78125,0.78125,0,0,0,0,0,0,3.125,0,2.42187381,70.42703,11.0132942,4.624584,69,2415,8000.98242,0,91,47,0,3,6141,3833.32422,2307.67578,62.4218254,69.757,667.96875,94.72656,23.0172424
12/04/2023 21:11:04,1.5625,0.78125,36.71875,0,0,0,0,0,0,0,0,0,0,0,3.90625,70.54525,11.03178,4.606098,67,2385,8000.98242,0,97,49,0,3,6141,3907.57422,2233.42578,63.6309128,69.61301,465.8203,82.03125,23.0172424
12/04/2023 21:11:05,2.34375,0.78125,38.28125,1.5625,1.5625,0,3.125,0,0,0,0,0,0,0,4.609376,70.60626,11.0413208,4.59655762,70,2385,8000.98242,0,94,47,0,3,6141,3914.69922,2226.30078,63.7469368,69.122,490.234375,85.9375,23.0172424
12/04/2023 21:11:06,0,0,35.15625,0,0,0,0,0,0,0,1.5625,0,0,0,3.59374881,70.555954,11.0334549,4.60442352,68,2400,8000.98242,0,96,48,0,3,6141,3914.69922,2226.30078,63.7469368,69.706,142.578125,76.171875,23.0172424
12/04/2023 21:11:07,4.6875,0.78125,10.9623013,5.46875,0.78125,0,0,0,0,0,4.6875,0,0,0,2.50247717,70.36764,11.0040054,4.633873,68,2550,8000.98242,0,53,27,0,1,6141,3914.23047,2226.76953,63.7393036,58.8710022,281.25,45.8984375,23.0172424
12/04/2023 21:11:08,8.59375,3.125,0.78125,10.9375,0.78125,0,1.5625,0,1.5625,0,0,0,1.5625,0,2.65625119,70.35629,11.0022316,4.635647,68,2550,8000.98242,0,57,29,0,2,6141,3883.61328,2257.38672,63.2407265,60.156002,325.1953,46.875,23.0172424
12/04/2023 21:11:09,12.5,0.78125,5.46875,12.5,0,0,0,0,0,1.5625,1.5625,0,0,0,3.28124762,70.37227,11.00473,4.633148,69,2355,8000.98242,0,95,48,0,3,6141,3888.17578,2252.82422,63.3150253,71.21001,587.8906,85.9375,23.0172424
12/04/2023 21:11:10,0.7692337,0.78125,0.78125,25,0,0.78125,0,0,0,0,0,0,0,0,2.81130075,70.36029,11.0028572,4.635021,70,2400,8000.98242,0,93,46,0,3,6141,3885.92578,2255.07422,63.2783852,69.61,545.898438,78.125,23.0172424
12/04/2023 21:11:11,0.78125,3.125,1.5625,23.4375,1.5625,1.5625,4.6875,3.125,1.5625,1.5625,1.5625,1.5625,1.5625,3.125,4.14062738,70.28821,10.9915848,4.64629364,69,2355,8000.98242,0,70,34,0,2,6141,3890.61328,2250.38672,63.3547173,68.833,269.53125,3.90625,23.0172424
12/04/2023 21:11:12,3.8942337,12.5,20.3125,7.03125,0,2.34375,0,1.5625,1.5625,0,0,0,0,1.5625,4.84254932,70.5244446,11.0285263,4.609352,69,2445,8000.98242,0,67,36,0,2,6141,3894.73828,2246.26172,63.4218864,61.08,652.34375,107.421875,23.3560867
12/04/2023 21:11:13,2.34375,25.78125,0.78125,0,0,0.78125,0,0,0,0,0,0,0,0,2.96875238,70.5569839,11.0336151,4.60426331,70,2385,8000.98242,0,85,42,0,2,6141,3965.55078,2175.44922,64.575,69.4900055,476.5625,95.703125,23.3560867
12/04/2023 21:11:14,4.6875,25.78125,0,0,1.5625,0,1.5625,0,3.125,1.5625,1.5625,1.5625,0,0,3.67187262,70.5816956,11.0374794,4.600399,69,2325,8000.98242,0,97,48,0,2,6141,3984.30078,2156.69922,64.8803253,69.8650055,541.0156,82.03125,23.3560867
12/04/2023 21:11:15,2.34375,24.21875,0,2.34375,0,0,0,0,0,0,0,0,0,0,2.89062262,70.54462,11.0316811,4.60619736,69,2400,8000.98242,0,96,47,0,2,6141,3995.05078,2145.94922,65.0553741,69.901,483.398438,81.05469,23.3560867
12/04/2023 21:11:16,2.3317337,0,0.78125,25.78125,0,0,1.5625,0,1.5625,1.5625,1.5625,1.5625,1.5625,1.5625,3.43629718,70.57738,11.0368042,4.601074,69,2385,8000.98242,0,98,49,0,2,6141,4011.80078,2129.19922,65.32813,70.764,466.796875,78.125,23.3560867
12/04/2023 21:11:17,5.46875,8.59375,0.78125,14.0625,1.5625,0,0,1.5625,0,0,0,1.5625,0,0,3.20312381,70.23264,10.9828949,4.65498352,69,2550,8000.98242,0,93,46,0,2,6141,4024.30078,2116.69922,65.5316849,72.7830048,467.773438,122.070313,23.3560867
12/04/2023 21:11:18,3.125,26.5625,0.78125,0,0.78125,0.78125,0,0,0,0,0,0,0,0,3.20312381,70.2233,10.9814339,4.65644455,69,2325,8000.98242,0,89,47,0,3,6141,4024.17578,2116.82422,65.52965,71.1730042,578.125,93.75,23.3560867
12/04/2023 21:11:19,3.125,18.75,10.9375,0,1.5625,0,0,0,0,0,0,0,1.5625,1.5625,3.59374881,70.29155,10.9921074,4.645771,69,2550,8000.98242,0,94,48,0,3,6141,4036.23828,2104.76172,65.7260742,69.859,485.351563,126.953125,23.3560867
12/04/2023 21:11:20,1.5625,0,25.78125,0,0.78125,0,0,0,0,0,0,0,0,0,2.81249881,70.28494,10.9910736,4.646805,69,2370,8000.98242,0,93,48,0,3,6141,4030.61328,2110.38672,65.6344757,69.6980057,589.84375,90.82031,23.3560867
12/04/2023 21:11:21,3.90625,0,9.375,0,0,12.5,1.5625,0,0,0,0,0,0,0,2.65625119,70.23311,10.9829674,4.654911,69,2385,8000.98242,0,90,46,0,3,6141,4030.61328,2110.38672,65.6344757,69.578,621.09375,87.890625,23.3560867
12/04/2023 21:11:22,4.6875,0,20.3125,0,0,0.78125,0,0,0,0,0,0,0,0,2.57812738,70.43923,11.0152016,4.622677,69,2550,8000.98242,0,91,47,0,3,6141,4042.30078,2098.69922,65.82479,69.563,1563.47656,179.6875,23.3560867
12/04/2023 21:11:23,4.6875,0,32.03125,1.5625,0.793647766,0,3.125,1.5625,1.5625,0,1.5625,1.5625,0,1.5625,4.45436239,70.24308,10.9845276,4.653351,69,2415,8000.98242,0,92,48,0,3,6141,4120.801,2020.19922,67.10309,68.276,595.7031,82.03125,23.3560867
12/04/2023 21:11:24,3.1129837,0,28.90625,0,0,0,0,0,0,0,0,0,1.5625,0,3.28004956,70.2343,10.9831543,4.654724,69,2400,8000.98242,0,90,48,0,3,6141,4120.801,2020.19922,67.10309,69.803,661.1328,79.10156,23.3560867
12/04/2023 21:11:25,3.90625,25,3.125,1.5625,1.5625,1.5625,3.125,1.5625,1.5625,1.5625,0,0,0,0,4.06249762,70.2200546,10.9809265,4.656952,69,2415,8000.98242,0,91,49,0,3,6141,4120.801,2020.19922,67.10309,69.83501,637.6953,86.91406,23.3560867
12/04/2023 21:11:26,1.5625,26.5625,0,0,0.78125,0,1.5625,0,1.5625,0,0,0,1.5625,6.25,3.43750119,70.2938461,10.992466,4.64541245,69,2550,8000.98242,0,82,44,0,3,6141,4120.879,2020.12109,67.10436,69.721,480.46875,72.265625,23.3560867
12/04/2023 21:11:27,7.86290169,28.1502,0,3.1129837,4.724705,0.806450844,1.5625,3.125,0,1.5625,0,0,0,0,4.778224,69.30374,10.837635,4.80024338,69,2535,8000.98242,0,67,37,0,2,6141,4195.31641,1945.68359,68.3165,61.5290031,482.421875,75.19531,23.3560867
12/04/2023 21:11:28,4.6875,18.75,0,0,0,0,0,0,0,1.5625,0,0,3.125,0,2.57812738,69.4392548,10.8588257,4.77905273,69,2370,8000.98242,0,86,46,0,3,6141,4196.004,1944.99609,68.3277,69.2560043,535.15625,79.10156,23.3560867
12/04/2023 21:11:29,1.5625,25,0.78125,0,0.78125,0,1.5625,0,0,0,0,0,0,1.5625,2.96875238,69.39705,10.8522263,4.785652,69,2445,8000.98242,0,83,45,0,3,6141,4198.254,1942.74609,68.3643341,69.739006,590.8203,88.86719,23.3560867
12/04/2023 21:11:30,3.125,21.875,3.125,0,2.34375,0,0,1.5625,0,0,0,0,0,0,3.125,69.4012,10.8528748,4.78500366,70,2475,8000.98242,0,81,42,0,2,6141,4198.254,1942.74609,68.3643341,69.542,333.984375,52.734375,23.3560867
12/04/2023 21:11:31,5.46875,0,14.84375,0.78125,2.34375,0.78125,0,1.5625,0,0,0,0,0,0,2.49999762,69.46294,10.86253,4.77534866,70,2535,8000.98242,0,71,38,0,2,6141,4199.504,1941.49609,68.38469,65.441,406.25,55.6640625,23.3560867
12/04/2023 21:11:32,3.90625,6.25,0,0,0,0,0,0,1.5625,0,0,0,0,0,1.09375119,69.56,10.8777084,4.76017,70,2460,8000.98242,0,72,39,0,2,6141,4200.254,1940.74609,68.396904,67.4620056,457.03125,63.4765625,23.3560867
12/04/2023 21:11:33,3.90625,10.15625,7.8125,0,0,0,0,0,0,0,0,0,0,0,2.18750238,69.52695,10.8725395,4.765339,69,2550,8000.98242,0,72,39,0,2,6141,4200.254,1940.74609,68.396904,66.966,460.9375,65.42969,23.3560867
12/04/2023 21:11:34,4.6875,0,21.875,0,0,0,0,3.125,0,0,0,0,0,0,2.81249881,69.5124054,10.870266,4.76761246,69,2460,8000.98242,0,80,45,0,2,6141,4200.254,1940.74609,68.396904,69.9620056,413.085938,60.546875,23.3560867
12/04/2023 21:11:35,2.34375,0,17.96875,0,0,0,0,1.5625,0,0,0,0,0,0,2.10937262,69.4644241,10.8627625,4.775116,70,2475,8000.98242,0,81,46,0,2,6141,4200.254,1940.74609,68.396904,69.864006,406.25,57.6171875,23.3560867
12/04/2023 21:11:36,3.125,0.78125,1.5625,1.5625,0,0.78125,0,0,1.5625,1.5625,1.5625,0,17.1875,1.5625,1.953125,69.47389,10.8642426,4.773636,70,2385,8000.98242,0,83,46,0,2,6141,4200.254,1940.74609,68.396904,70.1450043,426.7578,65.42969,23.3560867
12/04/2023 21:11:37,3.125,0,0,0.78125,0,0.78125,0,0,0,0,0,35.9375,1.5625,0,2.34375,69.61145,10.8857536,4.752125,70,2490,8000.98242,0,83,46,0,2,6141,4201.56641,1939.43359,68.4182739,68.758,368.164063,68.359375,23.3560867
12/04/2023 21:11:38,0,0,0,0,2.34375,0,0,0,0,0,0,32.8125,0,0,1.87500119,69.67834,10.8962135,4.741665,70,2505,8000.98242,0,81,43,0,2,6141,4203.44141,1937.55859,68.44881,68.285,534.1797,53.7109375,23.3560867
12/04/2023 21:11:39,3.90625,0,2.34375,0.78125,0,0,0,0,0,0,0,34.375,0,0,2.42187381,69.55956,10.87764,4.76023865,70,2475,8000.98242,0,81,44,0,2,6141,4203.44141,1937.55859,68.44881,69.346,462.890625,71.28906,23.3560867
12/04/2023 21:11:40,2.34375,0,17.1875,0,0,0,1.5625,0,0,0,0,0,0,0,2.03124881,69.63443,10.8893471,4.74853134,70,2490,8000.98242,0,84,45,0,2,6141,4203.44141,1937.55859,68.44881,69.7700043,459.960938,71.28906,23.3560867
12/04/2023 21:11:41,2.34375,0,4.724705,0,0,0,0,33.3333321,0,0,0,0,1.58730149,0,2.45286822,69.63177,10.8889313,4.748947,70,2550,8000.98242,0,84,44,0,2,6141,4203.44141,1937.55859,68.44881,69.7430038,472.65625,71.28906,23.3560867
12/04/2023 21:11:42,3.125,0,5.46875,0,14.84375,1.5625,0,0,0,0,0,0,0,0,2.49999762,69.6240845,10.88773,4.750149,70,2550,8000.98242,0,76,39,0,2,6141,4207.44141,1933.55859,68.51395,67.456,427.734375,54.6875,23.3562469
12/04/2023 21:11:43,3.125,0,0,25.78125,3.125,0,0,0,0,0,1.5625,0,0,0,3.28124762,69.61135,10.8857384,4.75214,69,2535,8000.98242,0,75,39,0,2,6141,4207.44141,1933.55859,68.51395,68.133,342.773438,55.6640625,23.3562469
12/04/2023 21:11:44,4.6875,0.7692337,11.71875,11.71875,0.7692337,0,0,0,1.5625,0,0,0,0,0,3.04447412,69.69753,10.8992157,4.73866272,69,2550,8000.98242,0,86,48,0,2,6141,4210.06641,1930.93359,68.55669,69.569,239.257813,50.78125,23.3562469
12/04/2023 21:11:45,3.125,2.34375,24.21875,3.90625,0,0.78125,0,1.5625,0,1.5625,1.5625,1.5625,3.125,0,3.90625,69.50916,10.8697586,4.76812,70,2505,8000.98242,0,70,39,0,1,6141,4209.69141,1931.30859,68.55058,67.465004,300.78125,41.015625,23.3562469
12/04/2023 21:11:46,0.78125,0.793647766,10.9375,2.34375,0,0,0,0,0,0,0,0,0,0,1.485616,69.56961,10.8792114,4.758667,69,2550,8000.98242,0,60,34,0,1,6141,4210.44141,1930.55859,68.5628,67.4640045,285.15625,42.96875,23.3562469
12/04/2023 21:11:47,4.6875,0.78125,14.0625,1.5625,1.5625,0,1.5625,1.5625,1.5625,0,1.5625,0,0,1.5625,2.65625119,69.54666,10.8756218,4.76225662,69,2520,8000.98242,0,76,43,0,1,6141,4210.44141,1930.55859,68.5628,69.3930054,247.070313,44.921875,23.3562469
12/04/2023 21:11:48,10.15625,0,0.793647766,7.8125,0.78125,0.793647766,0,1.5625,0,0,0,1.5625,1.5625,1.5625,2.34622955,69.48787,10.8664284,4.77145,70,2535,8000.98242,0,80,45,0,1,6141,4210.81641,1930.18359,68.5689,72.8090057,309.5703,43.9453125,23.3562469
12/04/2023 21:11:49,4.6875,0,0,14.0625,1.5625,0,12.5,0,0,0,0,0,0,0,2.65625119,69.3870239,10.8506584,4.78722,70,2550,8000.98242,0,72,40,0,1,6141,4210.81641,1930.18359,68.5689,69.816,205.078125,42.96875,23.3562469
12/04/2023 21:11:50,3.90625,0.78125,1.5625,18.75,0,0,0,0,0,0,0,0,0,0,2.49999762,69.47277,10.8640671,4.77381134,69,2550,8000.98242,0,77,38,0,1,6141,4211.81641,1929.18359,68.58518,67.6840057,221.679688,41.9921875,23.3562469
12/04/2023 21:11:51,2.34375,0,7.8125,4.6875,0,1.5625,0,0,0,1.5625,0,0,0,1.5625,1.79687738,69.3913651,10.8513374,4.786541,69,2550,8000.98242,0,70,38,0,1,6141,4216.379,1924.62109,68.6594849,66.555,231.445313,41.015625,23.3562469
12/04/2023 21:11:52,2.34375,0.78125,5.46875,10.9375,0,0,0,9.375,0,0,0,0,0,0,2.42187381,69.5984,10.8837128,4.75416565,68,2550,8000.98242,0,71,39,0,2,6141,4240.31641,1900.68359,69.04928,50.2220039,248.046875,37.109375,23.3562469
12/04/2023 21:11:53,3.90625,0.78125,0.78125,22.65625,0.78125,0,0,1.5625,0,1.5625,1.5625,1.5625,1.5625,1.5625,3.35937738,69.57356,10.8798294,4.758049,68,2550,8000.98242,0,58,30,0,1,6141,4263.48047,1877.51953,69.42649,67.995,249.023438,50.78125,23.3562469
12/04/2023 21:11:54,12.5,0,0,15.625,0,0,0,1.5625,0,0,0,0,0,0,2.89062262,69.58908,10.8822556,4.755623,69,2550,8000.98242,0,79,40,0,2,6141,4262.48047,1878.51953,69.4102,69.07,256.835938,49.8046875,23.3562469
12/04/2023 21:11:55,11.71875,0,0.78125,15.625,0,0,0,0,0,0,1.53846145,1.5625,0,0,2.96754837,69.60596,10.8848953,4.752983,67,2550,8000.98242,0,72,35,0,2,6141,4272.043,1868.957,69.56592,71.090004,643.5547,42.96875,23.3562469
