,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/11,/intelcpu/0/load/12,/intelcpu/0/load/13,/intelcpu/0/load/14,/intelcpu/0/load/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Total","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Used Space"
12/04/2023 21:03:12,0.78125,0.78125,3.94383669,2.34375,0.78125,0.78125,0,0,0,0,0,0,0,0,0.941258669,63.3573723,9.907749,5.73012924,48,1020.00006,8000.98242,0,47,13,0,0,6141,1876.40625,4264.59375,30.5553856,17.142,73.24219,10.7421875,22.9555588
12/04/2023 21:03:13,0.78125,0.78125,4.6875,1.5625,0,0,0,0,3.125,0,0,0,0,0,0.9374976,63.3609619,9.90831,5.72956848,49,1065,8000.98242,0,38,10,0,0,6141,1876.40625,4264.59375,30.5553856,19.8960018,67.38281,10.7421875,22.9555588
12/04/2023 21:03:14,0.78125,1.5625,2.34375,3.174603,2.34375,0,0,0,3.125,0,0,0,4.615384,0,1.40760541,63.47039,9.925423,5.71245575,49,1080,8000.98242,0,36,10,0,0,6141,1876.40625,4264.59375,30.5553856,19.315,74.21875,10.7421875,22.9555588
12/04/2023 21:03:15,0,0,2.34375,2.30768919,0,0.78125,0,0,0,0,0,0,0,0,0.5432725,63.37899,9.911129,5.72674942,48,1125,8000.98242,0,28,8,0,0,6141,1876.40625,4264.59375,30.5553856,18.415,52.734375,10.7421875,22.9555588
12/04/2023 21:03:16,0,3.125,2.34375,4.6875,2.34375,0,0,0,0,0,0,0,0,0,1.24999881,63.3864746,9.9123,5.72557831,49,1215,8000.98242,0,40,10,0,0,6141,1874.90625,4266.09375,30.53096,20.458,397.460938,14.6484375,22.9555588
12/04/2023 21:03:17,0,0,3.125,2.34375,0,0.78125,0,0,1.5625,0,0,0,0,0,0.7031262,63.5951424,9.944931,5.69294739,49,1260,8000.98242,0,31,9,0,0,6141,1911.40625,4229.59375,31.1253262,20.613,83.00781,0,22.9555588
12/04/2023 21:03:18,0.78125,0.78125,6.25,5.46875,0.78125,0.78125,0,0,1.5625,1.5625,1.5625,0,0,0,1.71874762,63.5654068,9.940281,5.6975975,48,1095,8000.98242,0,34,10,0,0,6141,1908.15625,4232.84375,31.072403,20.8000011,52.734375,16.6015625,22.9555588
12/04/2023 21:03:19,0,0,2.34375,6.25,1.5625,0,0,0,0,0,0,0,0,0,1.01562738,63.5275459,9.9343605,5.703518,49,1245,8000.98242,0,38,11,0,0,6141,1910.40625,4230.59375,31.1090412,21.013,70.3125,17.578125,22.9555588
12/04/2023 21:03:20,0,0,0.78125,1.5625,0,0,0,0,0,0,0,0,0,0,0.234377384,63.5253029,9.93401,5.703869,49,1245,8000.98242,0,31,9,0,0,6141,1906.34375,4234.65625,31.0428886,20.9980011,127.929688,18.5546875,22.9555588
12/04/2023 21:03:21,1.5625,0,3.125,3.125,1.5625,0.78125,0,0,0,0,1.53846145,0,0,0,1.09254718,63.55372,9.938454,5.69942474,48,1035,8000.98242,0,29,8,0,0,6141,1906.34375,4234.65625,31.0428886,19.2650013,40.0390625,18.5546875,22.9555588
12/04/2023 21:03:22,1.5625,0,2.38095522,4.6875,0,0.78125,0,0,1.5625,0,1.5625,0,0,0,1.09747052,63.4886856,9.928284,5.70959473,48,1125,8000.98242,0,42,11,0,0,6141,1906.34375,4234.65625,31.0428886,20.1530018,54.6875,10.7421875,22.9555588
12/04/2023 21:03:23,0.78125,1.5625,0,3.90625,3.125,1.5625,0,0,0,0,1.5625,0,0,0,1.171875,63.48603,9.927868,5.71001053,49,1125,8000.98242,0,35,9,0,1,6141,1906.34375,4234.65625,31.0428886,19.8620014,67.38281,11.71875,22.9555588
12/04/2023 21:03:24,0.7692337,0.78125,0.78125,1.5625,0.78125,0,0,0,1.5625,0,0,0,0,0,0.545674562,63.4843941,9.927612,5.710266,48,1080,8000.98242,0,37,9,0,0,6141,1906.34375,4234.65625,31.0428886,19.8860016,63.4765625,1.953125,22.9555588
12/04/2023 21:03:25,0.78125,1.5625,2.34375,5.46875,0.78125,0.78125,0,0,3.125,0,0,1.53846145,0,0,1.40504837,63.4818344,9.927212,5.71066666,49,1125,8000.98242,0,46,15,0,0,6141,1893.53125,4247.46875,30.83425,16.889,69.33594,11.71875,22.9555588
12/04/2023 21:03:26,0.78125,0.78125,1.5625,3.90625,1.5625,0,0,0,0,0,0,0,0,0,0.8593738,63.50164,9.930309,5.707569,49,1125,8000.98242,0,36,9,0,0,6141,1897.40625,4243.59375,30.89735,20.1920013,65.42969,11.71875,22.9555588
12/04/2023 21:03:27,0,0,3.90625,2.34375,0,0,0,0,0,0,1.58730149,0,0,0,0.704365969,63.6759338,9.957565,5.680313,49,1185,8000.98242,0,34,9,0,0,6141,1902.34375,4238.65625,30.9777527,20.1910019,64.453125,14.6484375,22.9555588
12/04/2023 21:03:28,0.78125,0.78125,5.445075,7.007575,2.320075,0,0,0,1.5625,0,1.53846145,7.575756,0,1.51515007,2.24311948,62.3840561,9.755543,5.88233566,49,1185,8000.98242,0,26,7,0,0,6141,1898.15625,4242.84375,30.9095631,16.43,103.515625,17.578125,22.9555588
12/04/2023 21:03:29,4.699898,3.125,6.275201,6.349206,2.36895084,0,1.5625,3.076923,1.5625,0,1.5625,3.125,1.53846145,0,2.903223,59.2311363,9.262493,6.37538528,49,1215,8000.98242,0,39,11,0,0,6141,1875.96875,4265.03125,30.5482616,21.617,194.335938,50.78125,22.9555588
12/04/2023 21:03:30,10.21825,1.5625,35.108902,10.0961571,4.66346169,0,6.25,1.5625,3.125,1.5625,3.125,0,3.125,3.125,7.25867176,59.8756981,9.363289,6.27458954,56,2550,8000.98242,0,69,33,0,1,6141,1875.98828,4265.01172,30.54858,68.098,194.335938,36.1328125,22.9555588
12/04/2023 21:03:31,7.03125,0,12.0463734,3.91864777,0,3.90625,0,1.61290169,0,0,3.125,0,0,0,2.92714238,60.4188766,9.448231,6.18964767,56,2550,8000.98242,0,69,33,0,1,6141,1876.17578,4264.824,30.5516338,68.042,174.804688,37.109375,22.9555588
12/04/2023 21:03:32,7.8125,2.34375,1.5625,13.28125,0.78125,1.5625,0,0,1.5625,0,3.125,0,0,0,2.96875238,60.22436,9.417812,6.220066,58,2550,8000.98242,0,69,33,0,1,6141,1876.17578,4264.824,30.5516338,69.989006,179.6875,39.0625,22.9555588
12/04/2023 21:03:33,5.46875,0.78125,10.9375,0,0,1.5625,0,0,0,0,0,0,0,0,1.87500119,60.18836,9.412182,6.22569656,58,2550,8000.98242,0,69,33,0,1,6141,1876.17578,4264.824,30.5516338,69.7960052,154.296875,35.15625,22.9555588
12/04/2023 21:03:34,1.5625,0,15.625,3.90625,0,2.34375,0,0,0,0,0,0,0,0,2.34375,60.00755,9.383907,6.253971,58,2550,8000.98242,0,69,33,0,1,6141,1876.17578,4264.824,30.5516338,69.3120041,204.101563,43.9453125,22.9555588
12/04/2023 21:03:35,0.78125,0,7.0192337,2.34375,0.78125,1.5625,0,1.53846145,3.125,3.125,1.5625,0,0,1.5625,1.79446936,60.0005226,9.382809,6.25506973,58,2550,8000.98242,0,69,33,0,1,6141,1876.17578,4264.824,30.5516338,70.332,189.453125,43.9453125,22.9555588
12/04/2023 21:03:36,9.375,0.78125,10.8913307,0,0,0.78125,0,0,0,0,0,0,0,0,2.182883,60.1942863,9.413109,6.22476959,58,2550,8000.98242,0,73,34,0,1,6141,1893.55469,4247.44531,30.834631,71.207,203.125,44.921875,22.9555588
12/04/2023 21:03:37,3.125,0.78125,9.375,1.5504837,0,0,0,0,3.125,1.5625,1.5625,0,0,0,1.79567337,60.3832626,9.442661,6.195217,59,2550,8000.98242,0,72,34,0,1,6141,1893.55469,4247.44531,30.834631,70.413,202.148438,44.921875,22.9555588
12/04/2023 21:03:38,3.125,3.125,10.9375,1.5625,0,0,0,0,3.125,3.125,0,0,0,0,2.18750238,60.3698959,9.440571,6.19730759,60,2535,8000.98242,0,72,34,0,1,6141,1893.55469,4247.44531,30.834631,69.93201,222.65625,47.8515625,22.9555588
12/04/2023 21:03:39,2.34375,1.5625,9.375,5.46875,0.793647766,1.5625,0,0,0,0,0,1.5625,0,0,2.18874216,60.2181168,9.416836,6.22104263,60,2550,8000.98242,0,69,33,0,1,6141,1893.36719,4247.633,30.8315773,69.43,191.40625,41.015625,22.9555588
12/04/2023 21:03:40,0.78125,0.78125,3.90625,9.375,0,2.34375,0,0,0,1.58730149,1.5625,3.174603,0,0,2.03496814,60.1234436,9.402031,6.23584747,59,2550,8000.98242,0,69,33,0,1,6141,1893.36719,4247.633,30.8315773,70.051,185.546875,38.0859375,22.9555588
12/04/2023 21:03:41,1.5625,0,2.34375,11.71875,0.78125,0.78125,0,0,1.5625,0,9.375,0,0,0,2.26562619,60.0815125,9.39547348,6.242405,60,2550,8000.98242,0,69,33,0,1,6141,1893.36719,4247.633,30.8315773,70.051,190.429688,36.1328125,22.9554062
12/04/2023 21:03:42,3.125,0.7692337,2.34375,10.2930431,0.78125,3.125,0,0,1.5625,0,0,1.5625,0,0,2.19997168,59.9976425,9.382359,6.25552,61,2550,8000.98242,0,70,33,0,1,6141,1893.74219,4247.258,30.8376846,70.79401,203.125,38.0859375,22.9554062
12/04/2023 21:03:43,2.34375,3.90625,0.78125,19.53125,0,0.78125,1.5625,0,0,0,1.5625,0,0,0,2.89062262,59.99374,9.381748,6.25613,60,2550,8000.98242,0,70,33,0,1,6141,1893.74219,4247.258,30.8376846,70.834,209.960938,34.1796875,22.9554062
12/04/2023 21:03:44,4.6875,0.78125,1.5625,14.0625,0,0.78125,3.125,0,0,0,0,1.5625,0,0,2.42187381,59.98291,9.380054,6.257824,61,2550,8000.98242,0,70,33,0,1,6141,1893.74219,4247.258,30.8376846,70.9780045,187.5,36.1328125,22.9554062
12/04/2023 21:03:45,4.6875,1.5625,1.5625,7.03125,1.5625,0.793647766,0,0,0,3.125,0,0,0,0,1.876241,59.9785423,9.379372,6.258507,60,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,71.3540039,204.101563,32.2265625,22.9554062
12/04/2023 21:03:46,2.34375,0.78125,1.5625,16.40625,0,1.5625,0,0,0,1.5625,1.5625,1.5625,0,0,2.49999762,60.0523071,9.390907,6.246971,60,2550,8000.98242,0,70,34,0,1,6141,1893.74219,4247.258,30.8376846,71.056,199.21875,34.1796875,22.9554062
12/04/2023 21:03:47,2.34375,0,9.375,2.3317337,0.78125,0.78125,6.25,1.5625,0,3.125,1.5625,1.5625,1.5625,0,2.342546,59.81886,9.354401,6.283478,62,2550,8000.98242,0,70,34,0,1,6141,1893.74219,4247.258,30.8376846,71.135,176.757813,36.1328125,22.9554062
12/04/2023 21:03:48,2.34375,0,13.2936478,5.481148,0,0.78125,1.5625,0,1.58730149,3.125,0,0,1.5625,1.5625,2.65997052,59.7166023,9.338409,6.299469,61,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,71.042,204.101563,35.15625,22.9554062
12/04/2023 21:03:49,6.25,0.78125,9.350962,3.90625,0,1.5504837,0,0,0,1.5625,1.5625,0,0,0,2.340144,59.77251,9.347153,6.29072571,61,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,70.473,199.21875,33.203125,22.9554062
12/04/2023 21:03:50,3.90625,0,7.8125,0,1.5625,0.78125,0,0,0,0,1.5625,0,0,0,1.48437619,59.77012,9.346779,6.29109955,62,2505,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,71.27901,230.46875,37.109375,22.9554062
12/04/2023 21:03:51,2.34375,0.78125,6.25,1.5625,0,3.90625,1.5625,0,0,3.125,1.5625,0,1.5625,0,1.87500119,59.7646828,9.345928,6.29195,61,2550,8000.98242,0,68,33,0,1,6141,1893.74219,4247.258,30.8376846,70.565,198.242188,34.1796875,22.9554062
12/04/2023 21:03:52,3.125,0,7.03125,0,0,0.78125,0,0,0,1.5625,0,0,0,0,1.171875,59.7553139,9.344463,6.293415,62,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,71.639,186.523438,41.015625,22.9554062
12/04/2023 21:03:53,1.5625,0.78125,13.28125,3.90625,0,2.34375,0,0,0,1.5625,1.5625,0,0,0,2.34375,59.6969376,9.335335,6.30254364,62,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,70.931,190.429688,37.109375,22.9554062
12/04/2023 21:03:54,3.125,0,7.8125,6.25,0,1.5625,0,0,0,3.125,1.5625,0,0,0,2.10937262,59.69289,9.334702,6.303177,63,2550,8000.98242,0,68,33,0,1,6141,1893.74219,4247.258,30.8376846,70.938,201.171875,39.0625,22.9554062
12/04/2023 21:03:55,3.125,0.78125,3.90625,11.71875,0.78125,0,1.5625,0,0,3.125,1.5625,1.5625,0,0,2.42187381,59.69138,9.334465,6.30341339,62,2550,8000.98242,0,68,33,0,1,6141,1893.74219,4247.258,30.8376846,70.777,192.382813,35.15625,22.9554062
12/04/2023 21:03:56,2.34375,1.5625,3.90625,8.59375,0.78125,1.5625,0,0,0,1.5625,0,0,0,0,1.953125,59.6863976,9.333687,6.30419159,63,2550,8000.98242,0,68,33,0,1,6141,1893.74219,4247.258,30.8376846,70.875,219.726563,36.1328125,22.9554062
12/04/2023 21:03:57,2.34375,0.78125,3.90625,10.15625,0.78125,0,0,0,0,0,0,0,0,0,1.79687738,59.6907921,9.334373,6.303505,63,2550,8000.98242,0,68,33,0,1,6141,1893.74219,4247.258,30.8376846,70.9360046,187.5,64.453125,22.9554062
12/04/2023 21:03:58,2.34375,0.78125,1.5625,7.03125,1.5625,0.78125,0,0,0,6.25,1.5625,0,0,0,1.79687738,59.7548027,9.344383,6.293495,64,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,70.29401,193.359375,34.1796875,22.9554062
12/04/2023 21:03:59,3.90625,0,0,15.625,2.34375,0,0,0,0,1.5625,3.125,0,0,0,2.42187381,59.74695,9.343155,6.29472351,63,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,72.19601,190.429688,35.15625,22.9554062
12/04/2023 21:04:00,2.34375,0,0,7.03125,0,0,0,0,0,3.125,4.6875,0,0,0,1.32812262,59.83874,9.35751,6.280369,63,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,71.1000061,167.96875,37.109375,22.9554062
12/04/2023 21:04:01,7.03125,0.78125,1.5625,3.125,0,0.78125,0,0,0,0,1.5625,0,0,0,1.40625238,59.779438,9.348236,6.28964233,64,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,71.069,216.796875,28.3203125,22.9554062
12/04/2023 21:04:02,3.90625,0,9.375,0,0.78125,0.78125,0,0,0,3.125,1.5625,0,0,0,1.71874762,59.81647,9.354027,6.28385162,64,2550,8000.98242,0,69,33,0,1,6141,1893.74219,4247.258,30.8376846,70.957,177.734375,42.96875,22.9554062
12/04/2023 21:04:03,5.445075,1.5625,3.90625,7.03125,1.5625,0,3.125,0,0,1.5625,7.8125,3.125,20.3125,0,3.747636,61.73254,9.65366,5.9842186,63,2550,8000.98242,0,70,33,0,1,6141,1935.48438,4205.51563,31.5174141,65.272,251.953125,41.015625,22.9554062
12/04/2023 21:04:04,3.93145084,1.58770084,18.7623978,2.35614777,2.35614777,0,0,0,1.5625,0,0,3.125,10.9375,0,3.68062854,61.7771835,9.660641,5.9772377,64,2490,8000.98242,0,72,35,7,1,6141,1941.48438,4199.51563,31.615118,70.9920044,221.679688,51.7578125,22.9554062
12/04/2023 21:04:05,3.90625,0,20.3125,0,0,2.34375,0,0,0,0,0,0,0,0,2.65625119,61.824337,9.668015,5.969864,65,2550,8000.98242,0,71,35,7,1,6141,1941.48438,4199.51563,31.615118,71.26501,183.59375,84.96094,22.9554062
12/04/2023 21:04:06,3.90625,0,16.40625,0,0.78125,0.78125,0,0,0,1.5625,0,0,0,0,2.26562619,61.7434921,9.655373,5.982506,65,2550,8000.98242,0,68,33,7,1,6141,1941.48438,4199.51563,31.615118,51.2320023,182.617188,102.539063,22.9554062
12/04/2023 21:04:07,1.5625,0.78125,10.9375,1.5625,0,0,0,0,0,3.125,4.6875,0,0,0,1.87500119,61.7052956,9.649399,5.98847961,64,2550,8000.98242,0,72,35,7,1,6141,1941.48438,4199.51563,31.615118,73.1030045,175.78125,47.8515625,22.9554062
12/04/2023 21:04:08,2.34375,0,5.46875,3.125,0.78125,0.78125,3.125,0,0,1.5625,4.6875,6.25,0,0,2.03124881,61.7,9.648571,5.9893074,65,2550,8000.98242,0,72,35,7,1,6141,1941.48438,4199.51563,31.615118,73.369,203.125,90.82031,22.9554062
12/04/2023 21:04:09,1.5625,0,2.34375,3.90625,0.78125,0.78125,3.125,1.5625,0,0,0,3.125,0,0,1.32812262,61.53549,9.622845,6.01503372,65,2550,8000.98242,0,74,35,7,1,6141,1940.54688,4200.453,31.5998516,73.98801,171.875,57.6171875,22.9554062
12/04/2023 21:04:10,6.25,0,2.34375,10.15625,0,2.34375,0,0,1.53846145,0,1.5625,0,0,0,2.26442218,61.49675,9.616787,6.02109146,65,2550,8000.98242,0,71,35,7,1,6141,1940.54688,4200.453,31.5998516,73.667,218.75,81.05469,22.9554062
12/04/2023 21:04:11,1.5625,0,7.03125,10.9375,0,0.78125,1.5625,0,0,0,1.5625,0,0,0,2.18750238,61.46465,9.611767,6.0261116,65,2550,8000.98242,0,72,35,7,1,6141,1940.54688,4200.453,31.5998516,73.332,170.898438,68.359375,22.9698715
12/04/2023 21:04:12,3.125,0,1.5625,14.0504837,0.78125,0.78125,0,0,1.53846145,6.25,6.25,1.5625,0,0,2.81009674,59.8795776,9.363895,6.273983,65,2550,8000.98242,0,71,34,5,1,6141,1903.668,4237.332,30.9993153,72.2980042,221.679688,30.2734375,22.9698715
12/04/2023 21:04:13,3.125,0.78125,0.78125,18.75,0,0.78125,1.5625,1.5625,1.5625,1.5625,3.125,0,0,1.5625,2.96875238,59.5295258,9.30915451,6.328724,66,2550,8000.98242,0,70,33,0,1,6141,1893.49219,4247.508,30.8336124,69.6310043,214.84375,37.109375,22.9698715
12/04/2023 21:04:14,5.46875,0.78125,2.34375,11.71875,1.5625,0.78125,1.5625,0,0,0,1.5625,1.5625,0,0,2.49999762,59.52052,9.307747,6.33013153,66,2550,8000.98242,0,69,33,0,1,6141,1893.49219,4247.508,30.8336124,71.083,168.945313,36.1328125,22.9698715
12/04/2023 21:04:15,2.34375,0,0,26.5625,0.78125,0,1.5625,0,0,0,1.5625,0,0,0,3.125,59.6222229,9.32365,6.314228,66,2550,8000.98242,0,69,33,0,1,6141,1893.49219,4247.508,30.8336124,72.924,220.703125,32.2265625,22.9698715
12/04/2023 21:04:16,5.46875,1.5625,5.46875,6.25,0.78125,3.125,1.5625,0,0,0,1.5625,0,0,1.5625,2.49999762,59.5057144,9.305431,6.332447,66,2520,8000.98242,0,69,33,0,1,6141,1893.49219,4247.508,30.8336124,70.665,207.03125,34.1796875,22.9698715
12/04/2023 21:04:17,8.59375,0.78125,4.6875,2.34375,0.78125,0,4.6875,0,0,0,0,0,0,0,1.953125,58.8672523,9.205589,6.432289,61,2550,8000.98242,0,18,8,0,0,6141,1894.39844,4246.60156,30.8483715,55.0070038,64.453125,16.6015625,22.9698715
12/04/2023 21:04:18,1.5625,0,1.5625,1.61290169,0,0,0,1.61290169,0,0,0,0,0,0,0.554436445,58.8597374,9.204414,6.433464,60,2550,8000.98242,0,18,9,0,0,6141,1890.96094,4250.039,30.7923946,27.329,63.4765625,13.671875,22.9698715
12/04/2023 21:04:19,1.5625,1.53846145,8.59375,3.125,1.5625,0.78125,1.53846145,3.03030014,0,0,1.5625,0,0,0,2.022916,58.8343658,9.200447,6.43743134,66,2550,8000.98242,0,69,34,0,1,6141,1878.39844,4262.60156,30.5878258,72.778,201.171875,38.0859375,22.9698715
12/04/2023 21:04:20,4.6875,0.78125,3.125,1.5625,4.6875,1.5625,4.6875,0,0,0,6.25,1.5625,0,0,2.26562619,58.82015,9.198223,6.4396553,66,2550,8000.98242,0,68,34,0,1,6141,1877.52344,4263.47656,30.5735779,71.443,219.726563,39.0625,22.9698715
12/04/2023 21:04:21,3.90625,0,9.375,2.34375,0.78125,0.78125,0,0,0,0,0,1.5625,0,0,1.79687738,58.6343651,9.16917,6.468708,66,2550,8000.98242,0,68,34,0,1,6141,1877.52344,4263.47656,30.5735779,71.819,213.867188,38.0859375,22.9698715
12/04/2023 21:04:22,3.125,0.78125,8.59375,0,0.78125,2.34375,1.5625,0,0,0,0,1.58730149,0,0,1.71998739,58.63622,9.16946,6.468418,65,2550,8000.98242,0,69,33,0,1,6141,1877.52344,4263.47656,30.5735779,72.0590057,186.523438,46.875,22.9698715
12/04/2023 21:04:23,2.34375,0.78125,2.34375,1.5625,0,1.5625,3.125,0,0,0,3.125,0,0,0,1.171875,58.62924,9.168369,6.469509,66,2550,8000.98242,0,69,34,0,1,6141,1877.52344,4263.47656,30.5735779,72.0590057,192.382813,34.1796875,22.9698715
12/04/2023 21:04:24,2.38095522,0.78125,11.71875,0.78125,0.78125,1.5625,0,1.5625,0,0,1.5625,0,0,0,1.95684433,58.62824,9.168213,6.46966553,66,2550,8000.98242,0,69,33,0,1,6141,1877.52344,4263.47656,30.5735779,72.303,179.6875,39.0625,22.9698715
12/04/2023 21:04:25,5.384612,0,1.5625,7.8125,0.793647766,0.78125,1.5625,0,0,0,3.125,1.58730149,0,0,1.94719434,58.6190453,9.166775,6.47110367,65,2550,8000.98242,0,68,33,0,1,6141,1877.80469,4263.19531,30.5781574,72.023,157.226563,32.2265625,22.9698715
12/04/2023 21:04:26,6.25,0,4.6875,5.46875,0,1.5625,9.375,1.5625,0,0,0,0,0,0,2.34375,58.60604,9.16474152,6.473137,65,2550,8000.98242,0,70,34,0,1,6141,1877.80469,4263.19531,30.5781574,71.51,216.796875,33.203125,22.9698715
12/04/2023 21:04:27,2.34375,0.78125,1.5625,3.90625,0.78125,2.34375,0,0,0,0,3.174603,0,0,0,1.33060217,58.6149445,9.166134,6.47174454,66,2550,8000.98242,0,69,33,0,1,6141,1886.24219,4254.758,30.7155552,72.262,170.898438,37.109375,22.9698715
12/04/2023 21:04:28,4.6875,0,1.5625,6.25,2.34375,2.34375,0,0,0,0,0,0,0,0,1.71874762,58.6883469,9.177612,6.460266,65,2550,8000.98242,0,68,33,0,1,6141,1886.24219,4254.758,30.7155552,71.967,242.1875,36.1328125,22.9698715
12/04/2023 21:04:29,3.90625,0,0.78125,12.5,0.78125,2.34375,0,0,0,0,1.5625,3.076923,0,0,2.26322412,58.6884956,9.177635,6.460243,66,2550,8000.98242,0,68,33,0,1,6141,1886.24219,4254.758,30.7155552,71.6990051,209.960938,32.2265625,22.9698715
12/04/2023 21:04:30,3.125,0,3.90625,14.84375,0,0.78125,1.5625,0,0,0,3.125,0,0,0,2.49999762,58.6866646,9.177349,6.46052933,66,2535,8000.98242,0,68,33,0,1,6141,1886.24219,4254.758,30.7155552,71.7980042,236.328125,33.203125,22.9698715
12/04/2023 21:04:31,3.125,0,2.34375,10.9375,0,1.5625,0,0,0,0,0,0,0,0,1.79687738,58.705864,9.180351,6.457527,66,2550,8000.98242,0,68,33,0,1,6141,1886.24219,4254.758,30.7155552,72.0060043,215.820313,35.15625,22.9698715
12/04/2023 21:04:32,4.6875,0.78125,7.03125,3.90625,0,0.78125,4.6875,0,0,0,0,0,0,0,1.953125,58.7080574,9.180695,6.457184,66,2550,8000.98242,0,69,33,0,1,6141,1886.24219,4254.758,30.7155552,72.2830048,195.3125,41.015625,22.9698715
12/04/2023 21:04:33,4.6875,0.78125,6.25,4.032254,0.78125,1.5625,1.5625,0,0,0,1.5625,0,0,0,1.96572542,58.1449471,9.092636,6.54524231,64,2550,8000.98242,0,28,13,0,0,6141,1944.793,4196.207,31.6689949,65.4900055,277.34375,50.78125,22.9698715
12/04/2023 21:04:34,14.7355795,10.0721121,27.1153812,23.9543266,25.78125,10.15625,17.1875,17.1875,14.0625,7.8125,7.8125,12.5,12.5,12.5,16.2596111,58.3289261,9.121407,6.516472,66,2505,8000.98242,0,71,36,0,1,6141,1980.10938,4160.89063,32.2440872,67.9760056,182.617188,44.921875,22.9698715
12/04/2023 21:04:35,6.25,0,7.03125,3.8461566,0,0,0,0,0,0,3.174603,1.58730149,0,0,1.95083618,58.2915573,9.115562,6.522316,67,2550,8000.98242,0,72,33,0,1,6141,1980.17188,4160.828,32.2451057,72.514,247.070313,39.0625,22.9698715
12/04/2023 21:04:36,1.5625,0.78125,7.03125,3.90625,0,1.5625,1.5625,1.5625,0,0,0,0,0,0,1.64062381,58.2826729,9.114174,6.52370453,66,2550,8000.98242,0,71,33,0,1,6141,1984.85938,4156.14063,32.321434,72.07,192.382813,44.921875,22.9698715
12/04/2023 21:04:37,4.6875,1.58730149,11.71875,2.34375,0,0.793647766,3.125,0,0,0,0,4.6875,0,0,2.503717,58.28292,9.114212,6.52366638,67,2490,8000.98242,0,71,33,0,1,6141,1985.79688,4155.203,32.3367,73.123,223.632813,38.0859375,22.9698715
12/04/2023 21:04:38,2.34375,0,13.49206,0.78125,0,0,0,1.58730149,0,0,0,0,0,0,1.74106359,58.2781372,9.113464,6.524414,66,2550,8000.98242,0,71,33,0,1,6141,1985.79688,4155.203,32.3367,73.12601,180.664063,38.0859375,22.9698715
12/04/2023 21:04:39,2.34375,0,6.92307949,4.6875,0,1.5625,1.5625,0,0,0,0,0,0,0,1.62981153,58.27599,9.113129,6.52474976,66,2550,8000.98242,0,71,33,0,1,6141,1983.10938,4157.89063,32.29294,74.1300049,263.671875,36.1328125,22.9698715
12/04/2023 21:04:40,3.125,1.5625,2.34375,6.25,0,0.78125,0,0,0,0,1.5625,0,0,0,1.48437619,58.34473,9.12387848,6.514,66,2550,8000.98242,0,71,33,0,1,6141,1983.10938,4157.89063,32.29294,73.15401,222.65625,38.0859375,22.9698715
12/04/2023 21:04:41,6.25,1.5625,3.90625,7.03125,0,0,0,3.125,0,0,3.076923,1.5625,1.53846145,0,2.340144,58.3397064,9.123093,6.514786,66,2550,8000.98242,0,71,33,0,1,6141,1983.10938,4157.89063,32.29294,72.846,227.539063,42.96875,22.9697189
12/04/2023 21:04:42,3.90625,1.5625,2.36855149,16.40625,0.78125,1.5625,0,0,0,0,0,0,0,0,2.65873075,58.33712,9.122688,6.51519,66,2550,8000.98242,0,71,33,0,1,6141,1983.10938,4157.89063,32.29294,72.9210052,191.40625,41.9921875,22.9697189
