,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/11,/intelcpu/0/load/12,/intelcpu/0/load/13,/intelcpu/0/load/14,/intelcpu/0/load/15,/intelcpu/0/load/16,/intelcpu/0/load/17,/intelcpu/0/load/18,/intelcpu/0/load/19,/intelcpu/0/load/20,/intelcpu/0/load/21,/intelcpu/0/load/0,/intelcpu/0/load/1,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/temperature/9,/intelcpu/0/temperature/10,/intelcpu/0/temperature/11,/intelcpu/0/temperature/12,/intelcpu/0/temperature/13,/intelcpu/0/temperature/14,/intelcpu/0/temperature/15,/intelcpu/0/temperature/16,/intelcpu/0/temperature/17,/intelcpu/0/temperature/18,/intelcpu/0/temperature/19,/intelcpu/0/temperature/20,/intelcpu/0/temperature/21,/intelcpu/0/temperature/22,/intelcpu/0/temperature/23,/intelcpu/0/temperature/24,/intelcpu/0/temperature/25,/intelcpu/0/temperature/26,/intelcpu/0/temperature/27,/intelcpu/0/temperature/28,/intelcpu/0/temperature/29,/intelcpu/0/temperature/30,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/clock/9,/intelcpu/0/clock/10,/intelcpu/0/clock/11,/intelcpu/0/clock/12,/intelcpu/0/clock/13,/intelcpu/0/clock/14,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/3,/intelcpu/0/voltage/0,/intelcpu/0/voltage/1,/intelcpu/0/voltage/2,/intelcpu/0/voltage/3,/intelcpu/0/voltage/4,/intelcpu/0/voltage/5,/intelcpu/0/voltage/6,/intelcpu/0/voltage/7,/intelcpu/0/voltage/8,/intelcpu/0/voltage/9,/intelcpu/0/voltage/10,/intelcpu/0/voltage/11,/intelcpu/0/voltage/12,/intelcpu/0/voltage/13,/intelcpu/0/voltage/14,/intelcpu/0/clock/0,/ram/data/0,/ram/data/1,/ram/load/0,/ram/data/2,/ram/data/3,/ram/load/1,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/smalldata/5,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/5,/gpu-nvidia/0/load/6,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/power/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/smalldata/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/10,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/12,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/11,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/3,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/4,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/5,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/6,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/9,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/2,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/7,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/8,/hdd/1/load/0,/hdd/1/load/31,/hdd/1/load/32,/hdd/1/load/33,/hdd/1/throughput/34,/hdd/1/throughput/35,/hdd/0/load/0,/hdd/0/load/31,/hdd/0/load/32,/hdd/0/load/33,/hdd/0/throughput/34,/hdd/0/throughput/35,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/data/2,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/data/3,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/throughput/7,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/throughput/8,/nic/{6B9C28EA-F1B2-4518-875F-2744DB97822F}/load/1,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/data/2,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/data/3,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/throughput/7,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/throughput/8,/nic/{F90C6E0E-D34F-4188-A599-3ED020FABA30}/load/1,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/data/2,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/data/3,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/throughput/7,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/throughput/8,/nic/{C9A9F541-7D11-4C0E-A058-314FC0EE2D5D}/load/1,/battery/level/0,/battery/voltage/1,/battery/current/2,/battery/energy/3,/battery/energy/4,/battery/energy/5,/battery/power/0,/battery/level/0
Time,"CPU Core #1 Thread #1","CPU Core #1 Thread #2","CPU Core #2 Thread #1","CPU Core #2 Thread #2","CPU Core #3 Thread #1","CPU Core #3 Thread #2","CPU Core #4 Thread #1","CPU Core #4 Thread #2","CPU Core #5 Thread #1","CPU Core #5 Thread #2","CPU Core #6 Thread #1","CPU Core #6 Thread #2","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Total","CPU Core Max","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Package","CPU Core #1 Distance to TjMax","CPU Core #2 Distance to TjMax","CPU Core #3 Distance to TjMax","CPU Core #4 Distance to TjMax","CPU Core #5 Distance to TjMax","CPU Core #6 Distance to TjMax","CPU Core #7 Distance to TjMax","CPU Core #8 Distance to TjMax","CPU Core #9 Distance to TjMax","CPU Core #10 Distance to TjMax","CPU Core #11 Distance to TjMax","CPU Core #12 Distance to TjMax","CPU Core #13 Distance to TjMax","CPU Core #14 Distance to TjMax","Core Max","Core Average","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Package","CPU Cores","CPU Memory","CPU Core","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","Bus Speed","Memory Used","Memory Available","Memory","Virtual Memory Used","Virtual Memory Available","Virtual Memory","GPU Core","GPU Core","GPU Memory","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Processing","D3D VR","GPU Hot Spot","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx","GPU Power","D3D Shared Memory Used","D3D 3D","D3D Video Decode","D3D Copy","D3D Video Processing","D3D Video Decode","D3D Other","D3D Other","D3D Other","D3D Other","D3D Overlay","D3D GDI Render","D3D Other","D3D Other","Used Space","Read Activity","Write Activity","Total Activity","Read Rate","Write Rate","Used Space","Read Activity","Write Activity","Total Activity","Read Rate","Write Rate","Data Uploaded","Data Downloaded","Upload Speed","Download Speed","Network Utilization","Data Uploaded","Data Downloaded","Upload Speed","Download Speed","Network Utilization","Data Uploaded","Data Downloaded","Upload Speed","Download Speed","Network Utilization","Charge Level","Voltage","Discharge Current","Designed Capacity","Full Charged Capacity","Remaining Capacity","Discharge Rate","Degradation Level"
07/17/2024 00:42:03,0.22802949,0.0990212,0.1961112,0.08547902,1.66693926,0.6903231,1.4552772,0.6364703,0.193566084,0.06097555,0.181466341,0.0728368759,0.1802504,0.15360713,0.110405684,0.11279583,0.1840055,0.144213438,0.129765272,0.147461891,0.336444378,1.66693926,53,56,57,58,55,57,47,47,47,47,47,47,47,47,63,47,44,43,42,45,43,53,53,53,53,53,53,53,53,58,50.8571434,4081.78076,4081.78076,4081.78076,4081.78076,4081.78076,4081.78076,1692.44568,3285.336,3285.336,3285.336,3285.336,3285.336,3285.336,3285.336,1.40222371,0.506082237,0,1.17126465,1.1862793,1.17126465,1.20898438,1.20898438,1.18908691,1.17102051,1.16101074,1.16601563,1.15600586,1.15515137,1.17468262,1.19836426,1.13439941,1.145752,99.55563,8.770344,22.89674,27.6954575,8.833969,30.0831146,22.6994629,42,2355,8000.982,0,0,0,0,4.58203125,0.25,0,0,0,0.0007114688,0,0,0,0,0,48.28125,6141,5921,220,3.58247828,20.968,0,2048,0.00350538874,182.0664,1.47368983E-05,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,0.00863072649,0.6161933,0.5447766,3043.72388,58065.13,62.4163322,0,0.001526001,0.00153891579,0,8.503114,0,0,0,0,0,0,0,0,0,0,0.0117552886,1.45572674,11.4472485,26.1845284,0.000100351404,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:04,74.129776,42.8547249,76.95135,40.77178,76.64619,60.1090546,82.85524,49.8210373,78.47866,35.3217545,77.88192,35.9786034,80.88054,82.2902,73.58587,69.46696,78.7868347,80.7255249,80.71993,66.9329453,67.25945,82.85524,66,71,74,73,63,64,54,54,52,52,53,53,54,55,73,34,29,26,27,37,36,46,46,48,48,47,47,46,45,74,59.8571434,4081.78125,4081.78125,2190.224,4081.78125,4081.78125,4081.78125,3285.33618,3285.33618,3285.33618,3285.33618,3285.33618,3285.33618,1692.4458,3285.33618,79.86771,71.59439,0,1.19372559,1.19372559,1.19372559,1.20593262,1.20593262,1.19592285,1.16589355,1.19909668,1.18188477,1.18188477,1.16186523,1.22180176,1.20471191,1.21472168,1.19335938,99.55564,8.800018,22.8670654,27.78917,8.874939,30.0421448,22.80474,43,2355,7000.978,0,0,0,0,0,0.25,0,0,0,0.009575393,0,0,0,0,0,49.3125,6141,5921,220,3.58247828,18.34,1024,0,0.011824429,182.0664,0.09762958,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,0.0977402851,1.15450656,1.94292712,22668.4531,3994181.5,62.4163322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117810164,1.45585418,30594.0762,151584.922,0.485810667,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:05,9.908372,75.50631,64.86281,32.7836571,38.85894,72.33005,68.10639,46.7504158,67.8387756,26.667511,68.38533,22.18187,75.64657,84.57692,75.73033,77.82022,78.345665,81.8356247,72.5079,77.6305542,60.91371,84.57692,61,64,65,74,62,64,58,58,58,58,57,55,55,55,69,39,36,35,26,38,36,42,42,42,42,43,45,45,45,74,60.2857132,4081.77881,4081.77881,4081.77881,4081.77881,4081.77881,4081.77881,3185.77856,3185.77856,3285.33423,1692.445,3285.33423,3285.33423,3285.33423,3285.33423,72.5426559,63.5499878,0,1.1920166,1.18701172,1.25708008,1.262085,1.25561523,1.2355957,1.24890137,1.19384766,1.20043945,1.18041992,1.18823242,1.1895752,1.17895508,1.1685791,1.18701172,99.55558,8.828312,22.8387718,27.87851,8.899376,30.0177078,22.86753,44,2355,7000.978,0,0,0,0,0,0.25,0,0,0,0.0104991617,0,0,0,0,0,50.28125,6141,5921,220,3.58247828,18.369,1024,0,0.00101487036,198.980469,0.139690608,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,4.94809771,2.48739266,7.10337162,563382.4,8067105.5,62.4163322,0,3.09185338,3.21641278,0,47776.33,0,0,0,0,0,0,0,0,0,0,0.0117905308,1.45607829,9438.612,222345.109,0.6180899,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:06,2.11114883,66.536644,61.15883,8.537001,17.1876068,75.13614,73.39667,14.1802549,58.68324,5.359137,59.1218719,6.03013039,41.6161423,83.81482,62.8425369,63.02405,75.07223,65.3719254,48.26441,49.12229,46.8283539,83.81482,58,61,60,64,57,55,49,48,48,48,47,47,47,47,67,42,39,40,36,43,45,51,52,52,52,53,53,53,53,64,52.57143,4081.78027,4081.78027,2190.22363,4081.78027,2190.22363,2289.7793,3185.77979,1692.44543,3285.33545,1692.44543,3185.77979,1692.44543,1692.44543,1692.44543,58.76585,50.9970055,0,1.21679688,1.20678711,1.19189453,1.18188477,1.16687012,1.18188477,1.19030762,1.19519043,1.19519043,1.16687012,1.15686035,1.16687012,1.19665527,1.206665,1.20166016,99.55562,8.852638,22.8144455,27.95533,8.920303,29.99678,22.9213028,44,2355,7000.978,0,0,0,0,0,0.25,0,0,0,0.0156317856,0,0,0,0,0,50.84375,6141,5921,220,3.58247828,18.503,0,0,0.174796119,198.980469,0.0531412773,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,2.59552336,0.1955928,2.81083417,1067655.25,820315.1,62.4163322,0,0.1835442,0.180242434,0,14235.4131,0,0,0,0,0,0,0,0,0,0,0.0117919482,1.45608366,1763.21143,6636.95,0.02240043,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:07,0,48.30357,43.9502,0,0.5608201,68.51061,59.93789,0.0859797,36.434536,0,34.5778275,0,3.7157,62.58784,15.6302567,1.44013762,37.0446,11.0122681,0,0.184327364,20.9930363,68.51061,47,62,51,73,47,51,44,44,44,44,44,44,44,44,69,53,38,49,27,53,49,56,56,56,56,56,56,56,56,73,48.7857132,4380.44531,4380.44531,4081.77856,4380.44531,4380.44531,4081.77856,1692.44482,3285.334,3484.445,3484.445,3484.445,1692.44482,3484.445,1692.44482,28.9414673,21.646944,0,1.22192383,1.22827148,1.23828125,1.2532959,1.31335449,1.34326172,1.32836914,1.30834961,1.31335449,1.23327637,1.09326172,1.22827148,1.29833984,1.23327637,1.23474121,99.55557,8.840572,22.8265114,27.9172287,8.900711,30.0163727,22.8709641,44,1260,7000.978,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,50.84375,6141,5921,220,3.58247828,22.984,179200,5120,0.00127278536,198.980469,0.06677231,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,1.19111359,0.378390342,1.63574791,321732.969,2761778.5,62.4163322,0,0.339881241,0.253214866,0,20998.09,0,0,0,0,0,0,0,0,0,0,0.0119221117,1.45615673,97154.7,54531.2578,0.4044959,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:08,1.618278,33.09039,37.23415,0,2.18814015,77.39954,59.66484,18.4681473,28.9791889,0,18.4068451,0.138425827,10.1852655,30.73721,13.6089983,4.641938,17.6887932,3.410399,4.853016,8.978921,18.4158154,77.39954,54,59,70,63,61,62,49,49,49,49,47,47,47,47,61,46,41,30,37,39,38,51,51,51,51,53,53,53,53,70,53.7857132,4081.781,4081.781,4081.781,4081.781,2190.22388,4081.781,3484.447,3484.447,2887.11328,3484.447,3484.447,1692.44568,3086.22461,1692.44568,38.4773064,31.3107014,0,1.18139648,1.18139648,1.158081,1.158081,1.1595459,1.1595459,1.17456055,1.23449707,1.2244873,1.20947266,1.14453125,1.20947266,1.14453125,1.14953613,1.14611816,99.55563,8.845119,22.8219643,27.9315872,8.879471,30.0376129,22.8163834,44,1260,8000.982,0,0,0,0,0,0.25,0,0,0,0.0202340856,0,0,0,0,0,51.1875,6141,5921,220,3.58247828,590.006,186368,6144,0.000812218932,198.980469,0.101335816,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,0.00708143553,0.5988233,0.454960823,486.661,4968809,62.4163322,0,0.152350664,0.150345057,0,10219.8691,0,0,0,0,0,0,0,0,0,0,0.0119236512,1.45616293,1571.182,6305.63867,0.0210048556,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:09,0,47.9963,32.6462,1.14827752,0.270700455,64.84572,66.92259,0,31.194025,1.17682219,11.37672,1.17618442,0,30.47639,13.7335777,4.050684,11.7619219,4.98517132,6.41515827,0.0668048859,16.3122482,66.92259,44,54,48,44,47,45,43,43,43,43,44,44,44,44,52,56,46,52,56,53,55,57,57,57,57,56,56,56,56,54,45,2190.22266,3185.77832,2190.22266,4679.112,4081.77856,4380.44531,3484.445,2190.22266,3185.77832,3185.77832,1692.44482,1692.44482,3086.223,1692.44482,27.6681938,21.0204525,0,1.21191406,1.2019043,1.22192383,1.3269043,1.1081543,1.123169,1.123169,1.11584473,1.11584473,1.12084961,1.11584473,1.11132813,1.116333,1.11132813,1.11132813,99.55557,8.837574,22.82951,27.90776,8.880432,30.0366516,22.8188553,44,1305,8000.982,0,0,0,0,0,0.25,0,0,0,0.0116953123,0,0,0,0,0,51.53125,6141,5921,220,3.58247828,20.965,185344,6144,0.099627085,198.980469,0.09304353,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,1.23056388,0.0426822528,1.22052741,4296277,289236.125,62.4163322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011929119,1.45617163,5838.776,9343.434,0.0404858924,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:10,0,45.3474579,24.0503311,0,0.3790915,64.1180649,35.1162033,20.4906464,17.61757,0,3.57542634,0,7.29063749,11.58452,7.677621,1.46132112,15.9677505,5.82252741,2.17280984,2.31354833,13.1839752,64.1180649,52,47,56,55,48,45,43,43,43,43,43,43,43,43,61,48,53,44,45,52,55,57,57,57,57,57,57,57,57,56,46.2142868,3882.669,3783.11328,4081.78,2190.22339,2190.22339,2190.22339,1692.44543,3484.44653,1692.44543,1891.55664,3285.33521,3484.44653,3484.44653,1692.44543,27.5341434,20.9299011,0,1.34155273,1.25146484,1.32653809,1.34155273,1.31152344,1.34155273,1.34155273,1.23291016,1.23291016,1.22790527,1.22790527,1.22290039,1.21789551,1.21789551,1.21789551,99.55561,8.840984,22.8261,27.9185333,8.902275,30.0148087,22.8749771,45,1320,8000.982,0,0,0,0,0.0703125,0.25,0,0,0,0.0137974005,0,0,0,0,0,51.59375,6141,5921,220,3.58247828,20.883,178176,5120,0,198.980469,0.0473493561,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,0.08805936,0.251943529,0.472086251,4649.8667,1158398,62.4163322,0,0.200292766,0.225964919,0,14530.8672,0,0,0,0,0,0,0,0,0,0,0.0119292587,1.45617282,170.290512,1458.822,0.0043443,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
07/17/2024 00:42:11,0.8511007,51.7486343,28.2888412,0.6475091,1.26838088,63.7800941,0.7826805,49.9548378,17.1508675,0.644272566,8.768749,0.6451905,10.3569984,21.5711174,2.016592,5.02017736,10.1989985,1.23252869,0.8715272,2.24615932,13.9022532,63.7800941,47,46,64,46,53,43,45,45,45,45,43,43,43,43,66,53,54,36,54,47,57,55,55,55,55,57,57,57,57,64,46.5,2190.22339,2190.22339,2190.22339,4081.77979,2887.11255,2190.22339,1692.44531,1692.44531,1991.11218,3285.335,1692.44531,1692.44531,1692.44531,1792.001,26.8409958,19.9452419,0,1.12133789,0.8364258,0.826416,0.8305664,0.8305664,0.8355713,0.8355713,1.286377,1.26635742,1.3614502,1.11413574,1.29919434,1.29418945,1.29418945,1.34423828,99.5556,8.845108,22.8219757,27.9315567,8.900291,30.0167923,22.86988,46,2355,8000.982,0,0,0,0,4.58203125,0.25,0,0,0,0.919385254,0,0,0,0,0,52.125,6141,5921,220,3.58247828,20.624,0,3072,0.00010466831,198.980469,0.146571264,0,0,0,0,0,0,0,0,0,0,0,0,62.76094,0,0.190969646,0.07608947,0,948779.25,62.4163322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01193246,1.456177,5854.105,7557.36475,0.03576392,100.001213,16.619,1.93056142,90005,82535,82536,32.084,8.299538
