,/lpc/nct6791d/control/0,/lpc/nct6791d/control/1,/lpc/nct6791d/control/2,/lpc/nct6791d/control/3,/lpc/nct6791d/control/4,/lpc/nct6791d/control/5,/lpc/nct6791d/voltage/0,/lpc/nct6791d/voltage/1,/lpc/nct6791d/voltage/2,/lpc/nct6791d/voltage/3,/lpc/nct6791d/voltage/4,/lpc/nct6791d/voltage/5,/lpc/nct6791d/voltage/6,/lpc/nct6791d/voltage/7,/lpc/nct6791d/voltage/8,/lpc/nct6791d/voltage/9,/lpc/nct6791d/voltage/11,/lpc/nct6791d/voltage/12,/lpc/nct6791d/voltage/13,/lpc/nct6791d/voltage/14,/lpc/nct6791d/temperature/0,/lpc/nct6791d/temperature/1,/lpc/nct6791d/temperature/2,/lpc/nct6791d/temperature/3,/lpc/nct6791d/temperature/5,/lpc/nct6791d/temperature/6,/lpc/nct6791d/fan/0,/lpc/nct6791d/fan/1,/lpc/nct6791d/fan/2,/lpc/nct6791d/fan/3,/lpc/nct6791d/fan/4,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/fan/0,/atigpu/0/control/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/hdd/0/temperature/0,/hdd/0/data/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #5","Temperature #6","Fan #1","Fan #2","Fan #3","Fan #4","Fan #5","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Fan","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","Temperature","Total LBA Written","Used Space","Temperature","Used Space","Used Space"
05/16/2019 14:50:08,60,24.3137264,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.064,3.47200012,3.36000013,1.016,0.824000061,0.064,0.032,0.416,23.5,26.5,28,53,35,55,940,2356,508,240,1146,4.615384,4.615384,8.4615345,6.92307949,6.153846,33,31,31,31,33,3699.99561,3699.99561,3699.99561,3699.99561,23.161871,10.7739458,0,4.59795141,99.99988,18.7504044,2.98862839,12.9503784,26.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:09,60,24.705883,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.272,3.47200012,3.36000013,1.016,0.832,0.008,0.544,0.0720000044,29,26.5,28,54,35,54,941,2351,505,240,1128,37.30159,24.6031761,12.6984119,38.88889,28.37302,36,36,34,33,36,3699.99756,3699.99756,3699.99756,3699.99756,41.28502,30.3491573,0,4.78974152,99.99994,18.834671,3.00206,12.9369469,26.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:10,61.17647,29.8039227,61.17647,61.17647,61.17647,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.456,3.36000013,1.016,0.832,0.528,0.528,0.528,33,26.5,28,55,35,55,948,2356,507,243,1145,62.5,66.40625,64.84375,67.1875,65.234375,39,40,40,39,41,3699.99561,3699.99561,3699.99561,3699.99561,53.2309036,42.4697151,0,5.377782,99.9998856,19.31034,3.077877,12.86113,26.0000019,1043,0,302.889984,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:11,65.09804,34.11765,65.4902,65.4902,64.70589,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.528,0.528,34.5,26.5,28,55,35,55,964,2351,512,257,1168,63.28125,71.09375,71.875,78.125,71.09375,40,42,40,40,42,3699.99854,3699.99854,3699.99854,3699.99854,57.19695,46.4052162,0,5.536663,99.9999542,19.632843,3.12928,12.8097267,27.0000019,1043,0,307.77,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:12,62.3529434,32.9411774,62.3529434,62.7451,62.3529434,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.536,0.528,33,27,28,54,35,67,995,2360,521,263,1175,51.5625,63.28125,65.625,62.5,60.7421875,40,41,43,41,42,3699.99585,3699.99585,3699.99585,3699.99585,53.781826,42.78848,0,5.556773,99.9998856,21.2304688,3.38392639,12.55508,27.0000019,1043,0,315.699982,1500,1.087,5,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:13,63.1372566,32.9411774,62.7451,62.7451,62.3529434,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.528,0.528,33,26.5,29,55,35,55,997,2351,524,257,1184,64.84375,64.0625,68.75,73.4375,67.77344,40,42,41,42,43,3699.99683,3699.99683,3699.99683,3699.99683,56.1225243,45.2177773,0,5.7554493,99.9999161,22.4506531,3.578411,12.3605957,28.0000019,1043,0,446.66,1500,1.087,1,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:14,62.7451,32.9411774,63.1372566,63.92157,63.52941,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.528,0.528,34,27,29,55,35,55,989,2351,523,256,1188,86.71875,85.15625,88.28125,92.96875,88.28125,45,43,43,42,42,3699.99731,3699.99731,3699.99731,3699.99731,60.6370659,49.9778976,0,5.80316162,99.99993,21.9401855,3.49704742,12.4419594,26.0000019,1043,0,321.63,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:15,63.52941,34.11765,63.52941,63.52941,63.1372566,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.968,0.528,3.456,3.36000013,1.016,0.832,0.528,0.528,0.528,33.5,27,29,55,35,55,1011,2351,527,264,1214,68.75,69.53125,64.0625,78.125,70.11719,41,42,42,41,43,3699.99561,3699.99561,3699.99561,3699.99561,57.9817162,46.9298019,0,6.21074533,99.9998856,22.7243042,3.62202835,12.3169785,28.0000019,1043,0,362.37,150,1.087,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:16,60.7843132,32.9411774,61.17647,61.17647,60.7843132,100,0.864,1.03200006,3.36000013,3.36000013,1.03200006,1.97600007,0.528,3.456,3.36000013,1.016,0.824000061,0.528,0.528,0.528,31,27,29,55,35,55,1007,2356,531,266,1197,59.375,51.5625,53.90625,62.5,56.8359375,39,40,40,42,42,3699.9978,3699.9978,3699.9978,3699.9978,54.0630722,42.9426041,0,5.519732,99.99995,23.5565338,3.75467682,12.18433,28.0000019,1043,0,308.02,1500,1.087,1,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:17,62.3529434,32.9411774,62.7451,62.7451,62.3529434,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.456,3.36000013,1.016,0.832,0.528,0.528,0.528,33.5,27,29,55,35,55,975,2356,524,252,1197,77.34375,77.34375,79.6875,82.03125,79.10156,42,45,43,42,45,3699.994,3699.994,3699.994,3699.994,61.19624,50.407547,0,6.357084,99.99983,24.9207153,3.97211456,11.9668922,28.0000019,1043,0,341.96,1500,1.087,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:18,63.52941,32.9411774,63.92157,63.92157,63.52941,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.528,0.528,34.5,27,29,55,35,55,983,2356,524,258,1163,91.04478,90.29851,93.2835846,93.2835846,91.9776154,42,48,44,43,47,3699.9978,3699.9978,3699.9978,3699.9978,63.22093,52.3909,0,6.407131,99.99994,26.0616531,4.153969,11.785038,28.0000019,1043,0,308.18,1500,1.087,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:19,64.31373,35.294117,64.70589,64.31373,63.92157,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.528,0.528,34.5,27.5,29,55,35,55,1007,2356,528,268,1201,87.09677,91.9354858,87.09677,91.9354858,89.51613,45,45,43,43,45,3699.99756,3699.99756,3699.99756,3699.99756,63.1132774,52.27813,0,6.280488,99.99993,26.4199753,4.21108246,11.7279243,29.0000019,1043,0,312.31,1500,1.087,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:20,62.3529434,35.294117,62.7451,62.7451,62.3529434,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.37600017,1.016,0.832,0.528,0.528,0.528,33,27.5,29,55,35,55,1014,2356,532,269,1206,66.40625,68.75,61.71875,64.0625,65.234375,42,44,40,41,43,3699.99634,3699.99634,3699.99634,3699.99634,56.6552467,45.5647621,0,5.70536661,99.9999,26.6194611,4.242878,11.6961288,28.0000019,1043,0,306.1,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:21,60.7843132,32.9411774,60.7843132,60.39216,60.39216,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.0720000044,3.47200012,3.37600017,1.016,0.832,0.536,0.536,0.144000009,30.5,27.5,29,55,35,82,1008,2351,528,262,1209,39.0625,42.1875,40.625,49.21875,42.7734375,38,39,40,39,40,3699.99854,3699.99854,3699.99854,3699.99854,48.3964577,37.22311,0,5.31198835,99.99996,27.2422256,4.34214,11.5968666,28.0000019,1043,0,301.639984,1500,1.087,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:22,60,32.1568642,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.544,3.47200012,3.37600017,1.016,0.824000061,0.232000008,0.472000033,0.0720000044,27.5,27.5,29,55,35,62,983,2356,524,257,1189,24.21875,19.53125,19.53125,21.09375,21.09375,36,37,36,37,37,3699.997,3699.997,3699.997,3799.99683,36.30245,25.5640984,0,5.15092373,99.9999161,27.2282257,4.3399086,11.5990982,27.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:23,60,28.62745,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.384,3.47200012,3.37600017,1.016,0.824000061,0.2,0.064,0.0720000044,25,28,29,97,35,59,969,2356,517,247,1148,14.6153812,13.8461533,13.8461533,18.4615364,15.1923065,35,32,31,34,35,3799.99634,3699.99634,3699.99634,3699.99634,27.975256,17.7809868,0,4.90172052,99.9999,26.4455643,4.21516037,11.7238464,28.0000019,1043,0,311.58,1500,1.087,60,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:24,60,24.3137264,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.408000022,3.47200012,3.37600017,1.016,0.824000061,0.008,0.56,0.256,24,28,29,97,35,59,961,2356,511,245,1146,6.153846,14.0144234,10.0600958,5.384612,8.903241,33,32,39,33,39,3799.99731,3699.99756,3899.99731,3799.99731,24.6419888,14.0325232,0,4.82233,99.99993,26.48735,4.221821,11.717186,27.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:25,60,23.1372547,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.408000022,3.47200012,3.37600017,1.016,0.824000061,0.008,0.56,0.256,22,28,29,97,35,99,971,2356,510,248,1131,4.6875,4.6875,3.90625,5.46875,4.6875,34,34,32,31,34,3699.99536,3699.99536,3899.995,3799.99536,21.6245384,8.0061655,0,4.609934,99.99988,26.4506683,4.215973,11.7230339,27.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:26,60,25.09804,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.272,3.47200012,3.37600017,1.016,0.832,0.544,0.480000019,0.336000025,27,28,29,59,35,54,976,2360,511,250,1149,13.28125,32.03125,27.34375,31.25,25.9765625,36,35,35,36,36,3699.99731,3699.99731,3699.99731,3699.99731,37.75713,26.8113136,0,5.07080746,99.99993,26.305481,4.192833,11.7461739,27.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:27,60,27.4509811,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.544,3.47200012,3.37600017,1.016,0.832,0.552000046,0.552000046,0.536,29.5,28,29,56,35,54,976,2356,509,246,1164,23.1850986,29.2788448,34.615387,38.4615364,31.38522,36,39,39,38,38,3699.9978,3699.9978,3799.99756,3699.9978,43.01962,31.9507256,0,5.70686245,99.99994,26.3450241,4.199135,11.739872,28.0000019,1043,0,300.29,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:28,60,30.9803925,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.536,3.47200012,3.36000013,1.016,0.832,0.536,0.480000019,0.544,29.5,28,29,60,35,54,973,2356,508,251,1164,19.1491852,17.6340332,32.30769,29.2307682,24.5804138,34,34,42,41,42,3699.995,3699.995,3699.995,3699.995,38.646286,27.6270275,0,4.94366646,99.99987,26.8427353,4.27846527,11.6605415,27.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:29,60,30.9803925,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.552000046,3.47200012,3.37600017,1.016,0.832,0.536,0.0720000044,0.544,28.5,28,29,53,35,53,972,2356,510,252,1150,6.153846,14.6153812,14.6153812,27.6923065,15.7692251,32,38,37,33,35,3699.96118,3699.96118,3699.96118,3899.95923,23.1834755,13.59601,0,5.27868032,99.9989548,27.7123413,4.4170723,11.5219345,27.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:30,60,28.2352943,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.008,3.47200012,3.36000013,1.016,0.824000061,0.160000011,0.56,0.136,26.5,28,30,53,35,53,984,2351,510,248,1137,4.6875,3.125,37.5,9.375,13.671875,32,31,38,34,38,3700.034,3900.03564,3700.034,3800.035,23.38123,13.7529154,0,5.1047287,100.000916,27.713295,4.417225,11.5217819,28.0000019,1043,0,300,1500,1.087,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:31,60,27.4509811,60,60,60,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.456,3.36000013,1.016,0.824000061,0.0720000044,0.4,0.528,30,28,30,55,35,55,974,2351,507,250,1151,53.8461571,36.9230728,42.3076935,32.30769,41.3461571,40,41,40,38,41,3699.99658,3699.99658,3699.99658,3699.99658,43.2290344,32.7352562,0,5.44677162,99.99991,27.9694748,4.4580574,11.4809494,28.0000019,1043,0,303.53,1500,1.087,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:32,62.3529434,28.62745,62.7451,62.7451,62.3529434,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.528,0.528,33,28,30,55,35,55,994,2356,514,251,1156,86.15385,79.23077,83.84615,78.46154,81.92307,40,42,40,41,43,3699.99683,3699.99683,3699.99683,3699.99683,61.41329,50.6383476,0,5.712921,99.9999161,27.99147,4.461563,11.4774437,28.0000019,1043,0,301.12,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:33,63.52941,34.11765,63.92157,63.92157,63.52941,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.528,0.528,0.528,34,28,30,55,35,55,1011,2356,517,259,1180,75,71.09375,68.75,71.875,71.67969,41,43,41,39,43,3699.99658,3699.99658,3699.99658,3699.99658,58.4542236,47.622467,0,5.61582041,99.99991,28.2686462,4.505741,11.4332657,27.0000019,1043,0,300,150,0.900000036,0,24,-150.960327,83.6608658,21,35.16826,38.8637123
05/16/2019 14:50:34,61.9607849,32.9411774,62.3529434,62.3529434,61.9607849,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.416,3.47200012,3.36000013,1.016,0.824000061,0.144000009,0.544,0.336000025,29.5,28,30,60,35,71,1031,2356,524,274,1205,20.3125,28.90625,37.5,33.59375,30.078125,35,35,39,38,39,3699.99731,3699.99731,3699.99731,3699.99731,40.63733,29.9500523,0,5.12690353,99.99993,27.3490143,4.35916138,11.5798454,28.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:35,60,30.9803925,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.536,3.47200012,3.36000013,1.016,0.824000061,0.368000031,0.56,0.416,26.5,28,30,61,35,70,1018,2351,525,261,1192,4.6875,5.46875,41.40625,26.5625,19.53125,34,35,37,37,37,3699.99585,3799.99585,3699.99585,3699.99585,33.4662971,22.99095,0,4.694954,99.99989,27.0297012,4.30826569,11.6307411,28.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:36,60,27.4509811,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.47200012,3.36000013,1.016,0.832,0.488000035,0.544,0.344,27.5,28,30,54,35,70,995,2356,517,253,1178,17.1875,15.625,43.75,34.375,27.734375,36,38,39,39,39,3699.99731,3699.99731,3699.99731,3699.99731,42.02356,31.2259521,0,4.92971,99.99992,26.8044357,4.27236176,11.6666451,29.0000019,1043,0,341.5,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:37,60,28.62745,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.336000025,3.456,3.36000013,1.016,0.824000061,0.320000023,0.504,0.328,27,28,30,54,35,90,989,2351,517,254,1175,14.84375,10.9375,30.46875,30.46875,21.6796875,35,35,36,36,36,3699.99731,3699.99731,3799.997,3699.99731,33.72128,23.41756,0,4.916996,99.99992,26.8231583,4.275345,11.663662,29.0000019,1043,0,303.52,1500,1.087,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:38,60,26.27451,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.464000016,3.47200012,3.36000013,1.016,0.824000061,0.544,0.544,0.008,27.5,28,30,61,35,62,992,2356,514,256,1182,8.59375,6.25,26.5625,25,16.6015625,35,34,33,33,35,3699.99658,3699.99658,3699.99658,3699.99658,31.3208332,20.9461155,0,4.90898848,99.99991,26.8541489,4.280285,11.6587219,29.0000019,1043,0,301.199982,1500,1.087,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:39,60,27.4509811,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.536,3.47200012,3.36000013,1.016,0.832,0.544,0.544,0.320000023,29,28,30,57,35,65,999,2351,510,253,1162,15.625,8.59375,32.8125,35.15625,23.046875,35,35,38,38,38,3699.997,3699.997,3699.997,3699.997,38.15404,26.9224567,0,5.05707026,99.9999161,27.1991959,4.33528137,11.6037254,28.0000019,1043,0,300,1500,1.087,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:40,60.7843132,28.2352943,60.7843132,60.7843132,60.7843132,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.536,3.456,3.36000013,1.016,0.824000061,0.544,0.144000009,0.336000025,31,28,30,60,35,64,990,2356,512,258,1165,21.09375,18.75,32.03125,35.15625,26.7578125,37,38,37,41,40,3699.99634,3699.99634,3699.99634,3699.99634,43.5628433,32.29196,0,5.012708,99.9999,27.2822189,4.34851456,11.5904922,28.0000019,1043,0,302.449982,1500,1.087,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:41,61.56863,32.9411774,61.56863,61.56863,61.56863,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.456,3.36000013,1.016,0.832,0.528,0.528,0.528,34,28,30,55,35,55,1002,2351,516,255,1153,53.90625,49.21875,46.09375,62.5,52.9296875,41,43,41,41,42,3699.99658,3699.99658,3699.99658,3699.99658,52.0833168,41.465,0,5.140311,99.99991,27.1764069,4.33165,11.607357,28.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:42,61.56863,34.11765,61.9607849,61.9607849,61.56863,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.456,3.36000013,1.016,0.832,0.528,0.528,0.528,32.5,28,30,54,35,54,1019,2356,515,266,1187,50,42.96875,34.375,44.53125,42.96875,44,43,43,42,44,3699.99585,3699.99585,3699.99585,3699.99585,52.7703972,41.80749,0,4.900031,99.9998856,27.3151016,4.353756,11.5852509,28.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:43,60,32.1568642,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.544,3.47200012,3.36000013,1.016,0.824000061,0.544,0.184000015,0.536,28.5,28.5,30,54,35,79,1032,2351,524,271,1208,29.6875,22.65625,17.1875,46.875,29.1015625,39,38,34,38,38,3799.998,3699.998,3699.998,3699.998,40.6247749,29.4418449,0,4.754919,99.99995,27.2394028,4.34169,11.5973167,28.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:44,60,30.19608,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.144000009,3.47200012,3.36000013,1.016,0.824000061,0.336000025,0.448,0.232000008,25.5,28.5,30,66,35,79,1013,2356,518,264,1160,18.4615364,18.4615364,6.92307949,24.6153831,17.1153851,33,35,34,37,37,3699.997,3799.997,3699.997,3699.997,28.7497768,17.7415924,0,4.67255,99.99992,27.2438049,4.342392,11.5966148,28.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:45,60,25.4901962,60,60,60,100,0.872000039,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.552000046,3.47200012,3.37600017,1.016,0.824000061,0.552000046,0.024,0.008,26,28.5,30,57,35,56,998,2351,515,258,1163,13.0769253,18.4615364,15.3846149,46.1538429,23.26923,35,34,32,34,35,3699.99731,3899.997,3699.99731,3699.99731,32.34124,21.86723,0,4.85158968,99.99992,27.2067032,4.336479,11.6025276,29.0000019,1043,0,304.08,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:46,60,27.4509811,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.184000015,3.47200012,3.36000013,1.016,0.824000061,0.528,0.408000022,0.544,26.5,28.5,30,113,35,94,1004,2356,515,260,1175,9.375,10.15625,8.59375,19.53125,11.9140625,36,34,34,32,36,3699.99634,3699.99634,3699.99634,3799.996,28.0841885,17.3881435,0,4.72910166,99.9999,27.4096832,4.36883163,11.5701752,29.0000019,1043,0,302.72998,1500,1.087,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:47,60,24.3137264,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.064,3.47200012,3.36000013,1.016,0.824000061,0.064,0.408000022,0.544,22,28.5,30,113,35,94,1007,2351,512,258,1158,0.7692337,1.53846145,0,1.53846145,0.9615421,31,29,29,28,31,3699.99731,3699.99731,3899.99731,3699.99731,17.7129517,3.04445243,0,4.56501,99.99993,27.4378357,4.37331772,11.5656891,29.0000019,1043,0,301.46,1500,1.087,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:48,60,23.1372547,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.064,3.47200012,3.36000013,1.016,0.824000061,0.064,0.064,0.544,22.5,28.5,30,113,35,94,1003,2351,516,256,1140,2.34375,2.34375,2.34375,3.125,2.5390625,30,28,28,28,30,3699.996,3699.996,3699.996,3699.996,18.1990948,3.601294,0,4.545688,99.99989,27.370697,4.36261749,11.5763893,29.0000019,1043,0,304.18,1500,1.087,4,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:49,60,23.92157,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.064,3.47200012,3.36000013,1.016,0.824000061,0.064,0.064,0.544,22.5,28.5,30,113,35,94,1009,2351,513,259,1155,5.46875,1.5625,1.5625,4.6875,3.3203125,30,28,28,28,30,3699.99683,3699.99683,3699.99683,3699.99683,19.8597813,5.636669,0,4.61823463,99.9999161,27.3375778,4.357338,11.5816689,29.0000019,1043,0,300.28,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:50,60,24.3137264,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.064,3.47200012,3.37600017,1.016,0.824000061,0.064,0.064,0.544,22.5,28.5,31,113,35,94,1013,2356,513,259,1171,0,0,0,1.5504837,0.387620926,29,27,27,28,29,3699.99683,3699.99683,3699.99683,3699.99683,17.3522587,2.386303,0,4.53095865,99.9999161,27.3339386,4.356758,11.5822487,29.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
05/16/2019 14:50:51,60,23.1372547,60,60,60,100,0.880000055,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.136,3.456,3.36000013,1.016,0.824000061,0.136,0.208,0.544,23.5,28.5,31,113,35,94,1007,2356,511,260,1156,0,0,0.7692337,1.5625,0.5829334,30,28,26,28,31,3699.99731,3699.99731,3699.99731,3699.99731,17.5335026,2.48095369,0,4.5410533,99.99993,27.3242874,4.355221,11.583786,29.0000019,1043,0,300,150,0.900000036,0,26,-150.789,83.70751,21,35.16826,38.8637123
