,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Used Space"
05/13/2022 00:15:19,51.53846,46.1538429,41.53846,44.6153831,45.9615364,60,60,59,56,61,3409.71484,3409.71484,3409.71484,3409.71484,26.8460121,24.7649879,0.00442345534,1.63607252,100.285736,39.0639839,12.4550705,19.4286957,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:20,19.53125,12.5,23.4375,21.09375,19.140625,56,54,56,50,56,3409.71655,3409.71655,3409.71655,3409.71655,17.6202946,15.6355362,0.002013992,1.18843842,100.285782,39.0608025,12.4540558,19.42971,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:21,19.9999981,6.153846,23.0769215,32.30769,20.3846149,65,53,55,61,65,3409.71582,3409.71582,3409.71582,3409.71582,18.3083515,16.3492928,0.00355370971,1.1723628,100.285759,39.0321159,12.4449081,19.438858,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:22,9.375,7.8125,25.78125,25.78125,17.1875,50,51,55,50,55,3409.71436,3409.71436,3409.71436,3409.71436,14.6652927,12.709012,0.004258604,1.15085721,100.285721,39.0060654,12.4366035,19.4471626,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:23,5.46875,10.15625,28.125,21.875,16.40625,53,58,61,51,61,3409.7168,3409.7168,3409.7168,3409.7168,16.75707,14.8056679,0.002991451,1.13644612,100.285782,39.01119,12.4382362,19.44553,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:24,10.15625,10.9375,19.53125,23.4375,16.015625,59,58,59,56,60,3409.71558,3409.71558,3409.71558,3409.71558,16.80379,14.7968063,0.004901869,1.20144212,100.285751,39.0182228,12.4404793,19.4432869,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:25,26.5625,20.3125,32.03125,43.75,30.6640625,54,54,68,60,68,3510.001,3409.71533,3409.71533,3409.71533,21.5278378,19.5658245,0.00456756027,1.21386,100.285744,38.95463,12.4202042,19.463562,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:26,16.1538486,8.4615345,26.1538448,20.7692261,17.884613,49,50,48,46,50,3409.71484,3409.71484,3409.71484,3409.71484,15.9366379,13.9720688,0.00511543872,1.19725347,100.285728,38.9451065,12.4171677,19.4665985,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:27,6.25,7.03125,13.28125,10.15625,9.1796875,46,48,46,45,48,3409.71558,3409.71558,3510.00146,3409.71558,9.17694,7.357544,0.00561635336,1.15980721,100.285751,38.7678947,12.3606644,19.5231018,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
05/13/2022 00:15:28,12.3076916,13.0769253,19.9999981,7.69230747,13.2692337,54,54,54,51,54,3409.671,3409.671,3409.671,3409.671,13.7681227,11.8648386,0.00352460053,1.16323972,100.284439,38.7800255,12.3645325,19.5192337,0,607.5,405.000031,1215,0,0,0,0,4096,75,4021,1.83105469,0,0,27,7.98132324,70.88525
