,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/11,/intelcpu/0/load/12,/intelcpu/0/load/13,/intelcpu/0/load/14,/intelcpu/0/load/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Core #13","CPU Core #14","CPU Total","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Used Space","Used Space"
12/15/2023 20:49:42,0,0,3.076923,3.8461566,0,2.30768919,0,0,0,0,0,0,0,1.53846145,1.000005,66.0392,10.3258324,5.31008148,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,5.386,0,0,41.8377876,49.8164864
12/15/2023 20:49:43,1.58730149,1.53846145,3.96825075,4.76190472,0,2.38095522,0,0,0,0,3.125,1.5625,6.25,1.5625,2.04868317,65.92612,10.3081512,5.3277626,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.9150002,0,0,41.8377876,49.8164864
12/15/2023 20:49:44,1.57489777,3.125,4.6754837,3.90625,0.78125,1.5625,9.230768,7.575756,6.060606,6.153846,16.9230766,7.69230747,12.3076916,13.8461533,5.55206537,65.59952,10.2570839,5.37883,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.9150002,0.9765625,0,41.8377876,49.8164864
12/15/2023 20:49:45,1.5625,3.07765,6.287205,0,1.5625,0,28.125,20.3125,15.625,18.4615364,29.6875,20.3125,26.5625,23.4375,10.3751841,64.824295,10.1358719,5.500042,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.904,0.9765625,0,41.8377876,49.8164864
12/15/2023 20:49:46,0.78125,1.61290169,3.125,7.8125,0,0.78125,9.523809,6.349206,4.76190472,4.838711,8.064514,8.064514,21.875,14.5161266,5.31097651,64.806366,10.1330681,5.502846,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.9,0.9765625,0,41.8377876,49.8164864
12/15/2023 20:49:47,2.38095522,6.060606,10.9375,3.90625,0,1.5625,0,1.5625,0,0,0,4.6875,11.2903233,14.0625,4.06492329,64.79188,10.1308022,5.50511169,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,3.19500017,0,1.953125,41.8377876,49.8164864
12/15/2023 20:49:48,11.5384579,1.58730149,3.101325,0.78125,0,0,1.51515007,0,0,0,1.51515007,0,0,1.51515007,1.92810893,64.6363,10.1064758,5.529438,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,5.17400026,2.9296875,3.90625,41.8377876,49.8164864
12/15/2023 20:49:49,6.25,1.53846145,5.46875,3.125,0,2.34375,0,0,0,0,0,0,1.61290169,0,1.95323825,64.33804,10.0598412,5.57607269,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,5.122,0,1.953125,41.8377876,49.8164864
12/15/2023 20:49:50,0.78125,0,10.9375,0.78125,0,3.90625,0,0,0,0,0,0,16.6666679,19.6969681,3.458804,64.43053,10.0743027,5.561611,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,3.19800019,0,1.953125,41.8377876,49.8164864
12/15/2023 20:49:51,1.5625,1.5625,7.03125,5.46875,3.125,0.78125,0,0,0,0,0,1.61290169,0,0,2.03377,64.1214,10.0259666,5.609947,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.94200015,0,0,41.8377876,49.8164864
12/15/2023 20:49:52,2.34375,0,4.6875,3.125,0,1.5625,0,0,0,0,0,0,0,0,1.171875,64.10701,10.023716,5.612198,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.917,0,0,41.8377876,49.8164864
12/15/2023 20:49:53,0.78125,0,5.46875,5.46875,0,0.78125,0,0,0,0,0,0,0,0,1.24999881,64.24831,10.0458107,5.590103,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,4.479,0,0,41.8377876,49.8164864
12/15/2023 20:49:54,4.6875,0,7.03125,3.125,0,2.3317337,0,0,0,0,0,0,3.076923,0,1.87139511,64.16295,10.0324631,5.603451,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,5.32300043,0,0,41.8377876,49.8164864
12/15/2023 20:49:55,0,0,0.78125,2.34375,0,0,0,0,0,0,0,0,0,0,0.3125012,64.08002,10.0194969,5.616417,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,3.29600024,1.953125,0,41.8377876,49.8164864
12/15/2023 20:49:56,0,0,3.125,7.8125,0,2.34375,0,0,0,0,0,0,3.125,0,1.48437619,64.12779,10.0269661,5.60894775,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,3.01400018,0.9765625,0,41.8377876,49.8164864
12/15/2023 20:49:57,2.34375,1.5625,5.46875,5.46875,0,2.34375,0,0,0,0,0,0,1.5625,0,1.79687738,64.14121,10.0290642,5.60684967,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.91200018,0.9765625,0,41.8378143,49.8164864
12/15/2023 20:49:58,2.34375,0,3.125,3.90625,0,0.78125,0,0,0,0,0,0,3.125,1.5625,1.24999881,63.94857,9.998943,5.63697052,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.907,0.9765625,0,41.8378143,49.8164864
12/15/2023 20:49:59,5.46875,1.58730149,5.46875,4.6875,0.806450844,3.125,0,0,0,0,1.58730149,0,0,1.58730149,2.27310061,64.10015,10.022644,5.61327,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.907,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:00,3.90625,0,3.90625,15.625,0,3.125,0,0,0,0,0,1.53846145,0,0,2.733171,64.4144058,10.0717812,5.56413269,42,210.000015,405.000031,0,0,2,0,0,6141,248.148438,5892.85156,4.0408473,2.891,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:01,1.5625,0,9.375,5.46875,0,0.78125,0,0,0,0,0,0,0,1.5625,1.79687738,64.60844,10.1021194,5.5337944,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.88,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:02,0,0,1.5625,6.25,0,0,1.58730149,0,0,0,3.174603,0,0,1.61290169,1.09998584,64.4218,10.072937,5.562977,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.86300015,0,0,41.8378143,49.8164864
12/15/2023 20:50:03,0.78125,0,1.5625,0.78125,0,0,0,0,0,0,0,0,0,3.125,0.4687488,64.35505,10.0625,5.573414,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.884,0,0,41.8378143,49.8164864
12/15/2023 20:50:04,2.34375,0,3.125,2.34375,0,7.03125,0,0,0,0,0,0,0,0,1.48437619,64.1458,10.0297813,5.60613251,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.91800022,0,0,41.8378143,49.8164864
12/15/2023 20:50:05,2.34375,0.806450844,3.90625,2.34375,0,3.125,0,0,0,1.58730149,0,0,1.58730149,1.53846145,1.488173,64.19525,10.0375137,5.5984,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.89,1.953125,0,41.8378143,49.8164864
12/15/2023 20:50:06,4.6875,0.757575035,3.90625,10.15625,0,3.174603,0,0,0,0,0,0,0,4.615384,2.4989903,64.27439,10.0498886,5.586025,42,210.000015,405.000031,0,0,12,0,0,6141,248.148438,5892.85156,4.0408473,2.8690002,0.9765625,0,41.8378143,49.8164864
12/15/2023 20:50:07,3.125,1.5625,7.03125,1.5625,0,0.7692337,0,0,0,0,0,0,0,4.76190472,1.64314508,64.31894,10.0568542,5.5790596,42,210.000015,405.000031,0,0,1,0,0,6141,248.148438,5892.85156,4.0408473,2.877,0.9765625,0,41.8378143,49.8164864
12/15/2023 20:50:08,4.6875,1.5625,5.46875,6.25,0,0,0,0,0,0,0,0,0,1.5625,1.87500119,64.27347,10.0497437,5.58617,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.87300014,0.9765625,0,41.8378143,49.8164864
12/15/2023 20:50:09,3.125,2.34375,7.8125,8.59375,0,1.5625,0,0,0,0,0,0,0,1.53846145,2.42067575,64.34787,10.0613785,5.57453537,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.88,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:10,7.8125,0.78125,9.375,3.90625,0,1.5625,0,0,0,0,0,0,0,0,2.34375,64.27901,10.05061,5.58530426,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.87200022,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:11,6.25,3.90625,4.6875,1.5625,1.5625,1.5625,0,0,0,0,0,0,0,4.6875,2.18750238,64.37694,10.0659218,5.569992,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.845,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:12,3.125,0,8.59375,9.375,0,0,0,0,0,0,0,0,1.51515007,0,2.185136,64.2876,10.0519524,5.58396149,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.8360002,0,0,41.8378143,49.8164864
12/15/2023 20:50:13,1.5625,0.78125,10.9375,12.5,3.90625,2.34375,1.58730149,1.58730149,0,0,9.375,1.5625,0,17.1875,4.7681036,65.23605,10.2002525,5.43566132,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.87300014,0,0,41.8378143,49.8164864
12/15/2023 20:50:14,5.4567337,3.125,15.0305271,3.125,1.5625,0.78125,3.125,0,0,1.5625,11.1111107,3.174603,1.58730149,1.58730149,4.01549339,64.73128,10.1213264,5.5145874,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.89600015,0,0,41.8378143,49.8164864
12/15/2023 20:50:15,2.34375,0.78125,4.6875,10.9375,0.78125,3.125,9.375,4.838711,0,0,7.69230747,3.076923,4.6875,16.9230766,4.59530926,64.56018,10.094574,5.54134,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.89300013,0,0,41.8378143,49.8164864
12/15/2023 20:50:16,12.5,0,7.8125,7.0192337,1.5625,1.5625,1.53846145,0,1.53846145,1.53846145,7.936507,4.6875,4.615384,6.25,4.45091152,65.2081146,10.1958847,5.440029,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.903,0,0,41.8378143,49.8164864
12/15/2023 20:50:17,3.90625,6.25,2.35614777,19.53125,0,0,0,0,0,0,16.9230766,0,4.76190472,10.9375,4.835492,65.6223,10.2606468,5.375267,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.96700025,0,0,41.8378143,49.8164864
12/15/2023 20:50:18,4.00705338,2.41935253,4.6875,5.46875,0,0,0,0,0,0,0,1.58730149,1.53846145,1.58730149,1.89391971,65.76878,10.28355,5.35236359,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.832,0.9765625,0,41.8378143,49.8164864
12/15/2023 20:50:19,1.5625,0,6.25,13.28125,0,1.5625,1.53846145,0,0,0,1.5625,0,0,3.076923,2.5745213,65.82968,10.2930717,5.342842,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.897,1.953125,0,41.8378143,49.8164864
12/15/2023 20:50:20,4.6754837,0.78125,3.90625,4.6875,0.78125,0.78125,0,0,0,0,1.51515007,0,0,1.5625,1.71518326,65.68805,10.2709274,5.36498642,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.94,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:21,2.34375,2.34375,15.625,3.125,0.78125,0.78125,0,0,0,0,3.174603,0,0,1.58730149,2.73809433,66.1705,10.3463631,5.289551,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.9380002,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:22,0,0.78125,10.9375,0,1.5625,1.5625,0,1.53846145,0,0,1.5625,0,0,12.3076916,2.254808,66.3531647,10.3749237,5.26099,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.923,0,1.953125,41.8378143,49.8164864
12/15/2023 20:50:23,1.5625,0.78125,1.5504837,3.125,0,1.5625,0,0,0,0,0,0,0,0,0.858175755,66.39708,10.38179,5.25412369,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.90900016,0,0,41.8378143,49.8164864
12/15/2023 20:50:24,0.78125,0,2.34375,4.712701,0,5.46875,0,0,0,0,0,0,0,4.838711,1.57257915,66.11946,10.3383827,5.297531,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.96200013,1.953125,0,41.8378143,49.8164864
12/15/2023 20:50:25,0.78125,0,5.46875,5.46875,0,0.78125,0,0,0,0,0,0,0,1.5625,1.32812262,65.72636,10.2769165,5.35899734,43,210.000015,405.000031,0,0,4,0,0,6141,248.148438,5892.85156,4.0408473,2.94900012,0,0,41.8378143,49.8164864
12/15/2023 20:50:26,0.793647766,1.58730149,8.59375,9.375,0,2.34375,0,0,0,0,0,0,0,4.545456,2.496612,65.5118561,10.2433777,5.392536,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.943,0,0,41.8378143,49.8164864
12/15/2023 20:50:27,7.69230747,7.03125,18.7379837,2.34375,1.58730149,1.58730149,23.8095226,0,0,1.5625,3.125,0,0,6.349206,5.640298,57.55333,8.998989,6.63692474,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.94,0,0,41.84408,49.8164864
12/15/2023 20:50:28,2.34375,1.53846145,10.15625,7.03125,2.30768919,1.53846145,1.53846145,0,1.5625,1.5625,1.53846145,3.076923,0,4.615384,3.18630338,57.4545975,8.983551,6.652363,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.95100021,1.953125,3.90625,41.84408,49.8164864
12/15/2023 20:50:29,17.1875,0.78125,4.713064,9.362984,1.5625,1.58730149,7.69230747,3.076923,4.615384,6.153846,4.6875,6.25,1.5625,17.1875,6.08075857,60.073246,9.393002,6.24291229,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,4.991,4.8828125,5.859375,41.84408,49.8164864
12/15/2023 20:50:30,0,1.5625,3.8461566,6.25,0,1.5625,4.6875,6.25,4.6875,1.5625,3.125,4.6875,3.125,3.174603,2.887094,60.7334366,9.496227,6.13968658,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,5.31700039,0,1.953125,41.84408,49.8164864
12/15/2023 20:50:31,1.5625,17.96875,4.6875,3.125,2.38095522,0,6.25,3.125,6.25,0,0,1.58730149,0,0,3.8330853,61.6981163,9.647064,5.98884964,44,2355,8000.98242,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,21.61,0,2.9296875,41.84408,49.8164864
12/15/2023 20:50:32,3.1129837,3.1129837,16.3942337,1.5625,3.076923,1.53846145,6.25,1.5625,3.125,4.615384,1.53846145,3.076923,1.53846145,0,3.96515131,62.44303,9.763538,5.87237549,44,2355,8000.98242,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,21.6330013,6.8359375,1.953125,41.84408,49.8164864
12/15/2023 20:50:33,2.34375,1.5625,4.6875,1.5625,21.875,5.46875,7.8125,7.8125,6.25,7.8125,6.25,6.25,9.375,1.5625,6.40624762,63.262722,9.891705,5.74420929,45,495.000031,810.000061,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,21.6180019,0,0,41.84408,49.8164864
12/15/2023 20:50:34,0.78125,0.78125,0,0,9.375,0,37.5,28.125,11.1111107,0,0,1.61290169,1.61290169,1.61290169,5.172479,63.1062851,9.867245,5.768669,44,330.000031,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,6.32900047,0,0,41.84408,49.8164864
12/15/2023 20:50:35,0.78125,1.5625,29.6875,0,1.5625,0.78125,21.875,15.625,18.4615364,6.060606,0,1.5625,0,0,6.61672354,63.4628029,9.922989,5.712925,44,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.97500014,0,0,41.84408,49.8164864
12/15/2023 20:50:36,1.5625,3.125,14.0625,3.1129837,0.78125,0,6.25,6.349206,3.174603,3.174603,3.076923,1.53846145,1.5625,0,3.520739,63.3483772,9.905098,5.730816,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.89800024,0,0,41.84408,49.8164864
12/15/2023 20:50:37,2.34375,3.125,3.90625,8.59375,0,0.78125,4.76190472,1.58730149,3.174603,0,0,0,0,0,2.35118866,63.48898,9.927082,5.708832,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.808,1.953125,0,41.84408,49.8164864
12/15/2023 20:50:38,3.90625,2.34375,6.25,2.34375,0,0,1.53846145,1.5625,0,0,0,0,0,0,1.63942575,63.5073738,9.929958,5.70595551,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.91800022,1.953125,0,41.84408,49.8164864
12/15/2023 20:50:39,3.125,5.46875,4.6875,8.59375,0.78125,0.793647766,4.76190472,3.03030014,1.53846145,1.5625,0,0,0,0,2.889651,63.5246964,9.932667,5.703247,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.913,1.953125,0,41.84408,49.8164864
12/15/2023 20:50:40,3.125,1.5625,7.03125,2.34375,0,0,3.174603,0,0,0,0,0,1.53846145,1.53846145,1.7188251,63.4274521,9.917461,5.71845245,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.90800023,0,1.953125,41.84408,49.8164864
12/15/2023 20:50:41,0.78125,0,3.90625,3.125,0,0,0,0,0,0,0,0,0,0,0.78125,63.350914,9.905495,5.730419,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.91200018,0,1.953125,41.84408,49.8164864
12/15/2023 20:50:42,0.78125,0,5.46875,5.46875,0,0,0,1.53846145,0,0,0,0,0,0,1.24880075,63.4185448,9.916069,5.719845,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.9150002,0,1.953125,41.84408,49.8164864
12/15/2023 20:50:43,1.5625,0.806450844,10.9375,7.8125,0,0,3.174603,0,0,0,0,0,0,0,2.270621,63.5184746,9.931694,5.70422,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.923,0,0,41.84408,49.8164864
12/15/2023 20:50:44,0.78125,0,10.15625,3.125,0,0,0,0,0,0,0,0,0,0,1.40625238,63.7208939,9.963345,5.67256927,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.92900014,0,0,41.84408,49.8164864
12/15/2023 20:50:45,0.78125,0,3.90625,3.90625,0,0,0,0,0,0,0,0,0,0,0.8593738,63.6544876,9.952961,5.682953,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.924,0,0,41.84408,49.8164864
12/15/2023 20:50:46,1.5625,0.7692337,10.15625,3.125,0,0,1.51515007,4.615384,0,0,0,0,0,0,1.86783075,63.39988,9.913151,5.722763,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.93,0,0,41.84408,49.8164864
12/15/2023 20:50:47,0.78125,0.78125,1.5625,18.75,0.78125,0.78125,35.9375,16.9230766,8.064514,4.76190472,4.838711,0,0,0,5.870038,62.4885063,9.770649,5.865265,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.92100024,0,0,41.84408,49.8164864
12/15/2023 20:50:48,1.5625,3.90625,0,1.5625,0,1.5625,7.8125,9.523809,9.230768,0,0,0,0,0,2.187729,61.8179054,9.665794,5.97011948,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.89800024,1.953125,0,41.84408,49.8164864
12/15/2023 20:50:49,0.78125,0,0.78125,0.78125,1.5625,0,14.0625,13.8461533,19.9999981,0,1.5625,0,0,0,2.864182,61.232254,9.574223,6.06169128,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.88200021,1.953125,0,41.84408,49.8164864
12/15/2023 20:50:50,3.8942337,1.5625,0.78125,4.6875,1.58730149,0,4.6875,7.936507,1.61290169,1.5625,0,0,0,0,2.04124451,61.1200066,9.556671,6.07924271,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.87000012,0,1.953125,41.84408,49.8164864
12/15/2023 20:50:51,7.03125,1.58730149,5.481148,3.90625,0,0,12.6984119,7.8125,0,0,0,0,0,1.5625,2.90426016,61.0405159,9.544243,6.091671,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.8690002,0,1.953125,41.84408,49.8164864
12/15/2023 20:50:52,2.34375,0,12.5,4.6875,0,0,1.5625,0,0,0,0,0,0,0,2.03124881,60.98121,9.534969,6.10094452,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.877,0,1.953125,41.84408,49.8164864
12/15/2023 20:50:53,3.125,0.78125,4.6875,6.25,0,0,4.6875,1.5625,0,0,0,0,0,0,1.79687738,60.8226547,9.510178,6.125736,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.891,0,0,41.84408,49.8164864
12/15/2023 20:50:54,0.78125,1.5625,3.90625,7.03125,0,0,1.5625,0,1.53846145,0,0,0,0,0,1.48317218,60.8093071,9.508091,6.127823,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.89500022,0,0,41.84408,49.8164864
12/15/2023 20:50:55,2.34375,0.78125,4.6875,4.6875,0,0,0,0,0,0,0,0,0,0,1.24999881,60.8227768,9.510197,6.125717,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.89,0,0,41.84408,49.8164864
12/15/2023 20:50:56,3.125,2.34375,4.6875,4.6875,0,0.7692337,9.523809,3.076923,0,0,0,0,0,0,2.191335,61.0331764,9.543095,6.092819,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.8920002,0,0,41.84408,49.8164864
12/15/2023 20:50:57,0.78125,0.78125,7.03125,1.5625,0,0,0,0,0,0,0,0,0,0,1.01562738,61.00285,9.538353,6.097561,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.904,1.953125,0,41.845,49.8164864
12/15/2023 20:50:58,1.5625,0,8.59375,11.71875,0,0,1.53846145,1.5625,0,0,0,0,0,0,2.342546,60.9999733,9.537903,6.098011,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.907,1.953125,0,41.845,49.8164864
12/15/2023 20:50:59,3.125,0,9.375,4.6875,0,0,0,3.125,3.174603,1.58730149,0,0,0,0,2.113092,60.906456,9.523281,6.11263275,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.8920002,1.953125,0,41.845,49.8164864
12/15/2023 20:51:00,0.78125,0,7.8125,3.125,0.757575035,0,1.53846145,1.53846145,0,3.03030014,0,3.03030014,0,0,1.70452,60.95869,9.531448,6.10446548,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.88800025,1.953125,0,41.845,49.8164864
12/15/2023 20:51:01,2.34375,1.5625,3.90625,3.90625,0,0,0,0,0,6.349206,0,0,1.61290169,1.61290169,1.65061951,61.2052231,9.569996,6.065918,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.87500024,0,2.9296875,41.845,49.8164864
12/15/2023 20:51:02,1.5625,0,7.8125,0.78125,0,0,0,0,0,0,0,0,0,0,1.01562738,61.1069,9.554623,6.081291,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.86300015,0,1.953125,41.845,49.8164864
12/15/2023 20:51:03,1.5625,0,3.90625,3.125,0,0,0,1.58730149,0,0,0,0,0,0,0.9387374,61.0579872,9.546974,6.08893967,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.88800025,0,2.9296875,41.845,49.8164864
12/15/2023 20:51:04,2.34375,0,3.90625,4.6875,0,0,0,0,0,0,0,0,0,0,1.09375119,61.03137,9.542812,6.0931015,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.90200019,0,0,41.845,49.8164864
12/15/2023 20:51:05,0,0,9.375,1.5625,0,0,0,0,0,0,0,0,0,0,1.09375119,61.0263672,9.54203,6.09388351,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.90500021,0,0,41.845,49.8164864
12/15/2023 20:51:06,0,0,5.46875,5.46875,0,0,0,0,0,0,0,0,0,0,1.09375119,60.94886,9.529911,6.106003,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.904,0,0,41.845,49.8164864
12/15/2023 20:51:07,0,0,7.03125,2.34375,0,0,0,0,0,0,0,0,0,0,0.9374976,60.7904968,9.50515,6.130764,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.9,1.953125,0,41.845,49.8164864
12/15/2023 20:51:08,3.90625,0.78125,9.375,3.125,0.78125,0,0,3.076923,1.53846145,0,0,0,0,0,2.02764273,60.5998077,9.475334,6.16057968,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.90900016,1.953125,0,41.845,49.8164864
12/15/2023 20:51:09,0.78125,0,5.46875,1.5625,0.757575035,0,0,0,0,0,0,0,0,0,0.8570075,60.6440163,9.482246,6.15366745,42,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.904,1.953125,0,41.845,49.8164864
12/15/2023 20:51:10,0.78125,0,3.90625,5.46875,0,0,0,0,1.53846145,0,0,0,0,0,1.09254718,60.62199,9.478802,6.157112,43,210.000015,405.000031,0,0,0,0,0,6141,248.148438,5892.85156,4.0408473,2.897,1.953125,0,41.845,49.8164864
