,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/data/1,/hdd/0/data/2,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Host Writes to Controller","Host Reads","Used Space","Temperature","Used Space"
04/12/2020 19:32:59,3.90625,7.03125,5.46875,6.25,5.6640625,39,41,40,39,41,3610.28247,3610.28247,3610.28247,3610.28247,6.830781,4.713505,0.9868076,0.483229578,100.285629,84.6033249,6.673107,1.2144165,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:00,11.71875,11.71875,8.59375,7.8125,9.9609375,43,47,44,43,47,3509.997,3610.28271,3610.28271,3409.71143,7.804191,5.63342,1.02756524,0.5592237,100.285629,84.67398,6.67868042,1.20884323,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:01,32.03125,36.71875,25.78125,28.90625,30.859375,46,48,49,44,49,3509.93848,3509.93848,3509.93848,3509.93848,15.6030922,13.0271778,1.21599245,0.984786034,100.283951,85.194664,6.71974945,1.1677742,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:02,38.28125,44.53125,35.9375,42.96875,40.4296875,50,50,50,46,50,3510.05444,3510.05444,3409.767,3409.767,18.377264,15.6828489,1.30131865,1.23472011,100.28727,86.2433853,6.80246735,1.0850563,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:03,32.03125,44.53125,39.84375,35.9375,38.0859375,47,48,51,49,49,3409.657,3409.657,3509.941,3509.941,18.5961952,15.8843508,1.31078327,1.18337548,100.284027,86.7336,6.841133,1.04639053,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:04,30.46875,47.65625,38.28125,29.6875,36.5234375,47,50,48,46,51,3510.05225,3409.76514,3409.76514,3510.05225,18.053854,15.0037212,1.60210431,1.27146864,100.287209,87.56009,6.90632248,0.9812012,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:05,38.28125,44.53125,32.8125,42.1875,39.453125,48,49,48,49,49,3409.7124,3409.7124,3409.7124,3409.7124,17.9196415,15.0537844,1.3943826,1.22740209,100.28566,88.48891,6.97958374,0.9079399,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:06,25,22.65625,21.875,32.8125,25.5859375,45,45,44,43,45,3509.995,3610.28076,3610.28076,3610.28076,14.1063566,12.3629551,0.409143269,0.9662316,100.285576,88.14693,6.95261,0.934913635,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:07,10.9375,14.0625,4.6875,7.8125,9.375,40,42,40,40,42,3610.284,3610.284,3509.998,3409.7124,7.69241571,6.0803504,0.154271051,0.679148,100.28566,86.4609756,6.81962967,1.067894,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,26,74197,12858,55.3242722,22,61.9857178
04/12/2020 19:33:08,8.59375,6.25,3.90625,6.25,6.25,41,42,41,41,43,3409.71143,3509.99683,3509.99683,3509.99683,5.4187026,4.16777658,0.0319747,0.521254838,100.285629,85.66863,6.75713348,1.13039017,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:09,18.75,30.46875,28.90625,21.875,25,47,46,45,43,47,3509.99683,3509.99683,3509.99683,3509.99683,13.2834349,11.86155,0.17262435,0.7893746,100.285629,86.43282,6.81740952,1.07011414,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:10,11.78075,15.625,10.9375,19.53125,14.4686222,44,49,50,44,50,3509.99683,3409.71118,3409.71118,3509.99683,10.47236,8.584242,0.596720934,0.8615266,100.285622,86.67967,6.83687973,1.05064392,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:11,17.9447117,23.4375,18.75,13.28125,18.3533669,45,51,45,44,48,3409.71167,3409.71167,3409.71167,3409.71167,11.8642712,9.796357,0.759349,0.9629228,100.285637,86.3050461,6.807331,1.08019257,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:12,14.0997047,21.09375,21.875,12.5,17.39211,43,46,43,43,46,3509.99658,3509.99658,3509.99658,3509.99658,10.895834,9.105479,0.551597655,0.89976,100.285622,86.2017441,6.799183,1.08834076,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:13,7.764423,25,19.53125,18.75,17.7614212,45,50,45,44,50,3509.99756,3409.712,3409.712,3409.712,11.155118,9.35903549,0.549012,0.911442339,100.285645,86.18574,6.79792,1.08960342,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:14,8.59375,14.84375,14.84375,16.40625,13.671875,42,44,41,41,44,3409.71021,3509.99585,3409.71021,3509.99585,9.955428,8.209529,0.465199441,0.811865747,100.2856,86.15425,6.795437,1.09208679,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:15,28.90625,27.34375,17.1875,20.3125,23.4375,51,52,48,50,52,3409.709,3409.709,3409.709,3409.709,13.89683,12.052021,0.5066553,0.936642051,100.285561,86.1764,6.797184,1.09033966,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:16,15.625,20.3125,16.40625,14.84375,16.796875,45,48,45,43,48,3509.99243,3509.99243,3409.707,3409.707,10.9087706,9.142093,0.4501237,0.83572197,100.2855,86.4108658,6.81567764,1.071846,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:17,11.71875,9.375,10.9375,10.15625,10.546875,48,44,43,42,48,3510.00464,3510.00464,3510.00464,3610.29053,9.007862,7.34239435,0.409609526,0.7487085,100.285843,86.4737854,6.82064056,1.06688309,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:18,10.15625,21.09375,14.0625,9.375,13.671875,48,47,45,44,48,3409.71118,3509.99683,3509.99683,3509.99683,9.595716,7.97213459,0.406943679,0.8027674,100.285622,86.4628143,6.81977463,1.067749,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:19,8.59375,13.28125,14.84375,12.5,12.3046875,42,43,42,44,44,3509.98853,3509.98853,3509.98853,3610.274,9.048112,7.51025152,0.413398772,0.776278555,100.285385,86.41261,6.815815,1.07170868,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:20,5.46875,14.84375,14.0625,7.03125,10.3515625,42,49,44,41,49,3510.00073,3510.00073,3610.28662,3610.28662,8.612101,7.050115,0.397942632,0.7462645,100.285736,86.46818,6.820198,1.06732559,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:21,7.03125,15.625,16.40625,12.5,12.890625,46,49,46,47,48,3509.99854,3509.99854,3409.713,3509.99854,9.156932,7.64656258,0.404317647,0.7864346,100.285675,86.44138,6.81808472,1.06943893,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:22,4.6875,12.5,8.59375,10.15625,8.984375,42,44,42,41,44,3610.2854,3610.2854,3610.2854,3509.99976,8.380188,6.822606,0.396229774,0.734762132,100.285706,86.43515,6.81759262,1.069931,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:23,10.9375,10.15625,9.375,8.59375,9.765625,44,45,43,42,45,3509.99683,3509.99683,3509.99683,3509.99683,8.686533,7.04239845,0.4025292,0.739832938,100.285622,86.4453049,6.81839371,1.06913,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:24,12.5123978,9.375,7.862103,13.4176617,10.7917843,41,43,42,41,43,3509.99658,3509.99658,3509.99658,3509.99658,8.918177,7.2873826,0.3983496,0.745020449,100.285614,86.43892,6.81789,1.06963348,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
04/12/2020 19:33:25,8.581734,17.96875,11.5985575,13.11298,12.815505,43,45,46,42,46,3610.283,3610.283,3610.283,3610.283,9.600239,8.103944,0.3998505,0.739671767,100.285637,86.3486252,6.810768,1.07675552,0,607.5,405.000031,1215,1,0,0,1,4096,75,4021,1.83105469,27,74198,12858,55.324585,22,61.98573
