,/lpc/nct6791d/control/0,/lpc/nct6791d/control/1,/lpc/nct6791d/control/2,/lpc/nct6791d/control/3,/lpc/nct6791d/control/4,/lpc/nct6791d/control/5,/lpc/nct6791d/voltage/0,/lpc/nct6791d/voltage/1,/lpc/nct6791d/voltage/2,/lpc/nct6791d/voltage/3,/lpc/nct6791d/voltage/4,/lpc/nct6791d/voltage/5,/lpc/nct6791d/voltage/6,/lpc/nct6791d/voltage/7,/lpc/nct6791d/voltage/8,/lpc/nct6791d/voltage/9,/lpc/nct6791d/voltage/11,/lpc/nct6791d/voltage/12,/lpc/nct6791d/voltage/13,/lpc/nct6791d/voltage/14,/lpc/nct6791d/temperature/0,/lpc/nct6791d/temperature/1,/lpc/nct6791d/temperature/2,/lpc/nct6791d/temperature/3,/lpc/nct6791d/temperature/5,/lpc/nct6791d/temperature/6,/lpc/nct6791d/fan/1,/lpc/nct6791d/fan/2,/lpc/nct6791d/fan/3,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/temperature/1,/atigpu/0/temperature/2,/atigpu/0/temperature/3,/atigpu/0/temperature/7,/atigpu/0/temperature/8,/atigpu/0/temperature/9,/atigpu/0/fan/0,/atigpu/0/control/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/hdd/0/temperature/0,/hdd/0/data/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #5","Temperature #6","Fan #2","Fan #3","Fan #4","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Memory","GPU VRM Core","GPU VRM Memory","GPU Liquid","GPU PLX","GPU Hot Spot","GPU Fan","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","Temperature","Total Bytes Written","Used Space","Temperature","Used Space"
04/02/2020 22:58:13,86.27451,63.92157,89.8039246,89.8039246,86.27451,100,0.856000066,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.552000046,0.568,59.5,46,34,53,36,53,2343,692,901,57.8125,89.84375,67.96875,90.625,76.5625,67,70,69,64,70,3700.00146,3700.00146,3700.00146,3700.00146,73.9454651,66.3429947,0,4.69850826,100.000038,26.4105759,4.20958328,11.7294235,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,300,150,0.900000036,29,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:14,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.864,1.024,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.480000019,59.5,46,34,52,36,53,2339,689,901,44.53125,86.71875,75,97.65625,75.97656,61,69,68,64,69,3700.0022,3700.0022,3700.0022,3700.0022,71.8775558,64.06098,0,4.67284155,100.000061,26.4121017,4.20982742,11.7291794,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,307.16,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:15,85.4902,63.92157,88.62745,88.62745,85.4902,100,0.864,1.03200006,3.36000013,3.344,1.04000008,1.968,0.552000046,3.456,3.37600017,1.016,0.816000044,0.56,0.544,0.56,59.5,46,34,53,36,53,2339,688,897,50.78125,88.28125,72.65625,94.53125,76.5625,63,70,68,66,70,3700.003,3700.003,3700.003,3700.003,72.78227,65.04125,0,4.70835,100.000076,26.4142075,4.210163,11.7288437,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,302.039978,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:16,85.4902,61.9607849,88.62745,88.62745,85.4902,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.544,0.56,0.4,59,46,34,53,36,53,2339,690,889,55.46875,95.3125,62.5,90.625,75.97656,63,69,68,65,69,3700.00171,3700.00171,3700.00171,3700.00171,72.34088,64.62737,0,4.686913,100.000046,26.4141159,4.210148,11.7288589,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,301.13,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:17,85.09804,61.9607849,88.2353,87.84314,84.70589,100,0.864,1.024,3.36000013,3.344,1.04000008,1.97600007,0.552000046,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.56,58.5,46,34,53,36,54,2339,687,889,60.15625,82.8125,70.3125,96.875,77.53906,65,71,67,65,71,3700.00146,3700.00146,3700.00146,3700.00146,73.54112,65.95888,0,4.65318155,100.000038,26.4129181,4.209957,11.72905,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:18,85.09804,61.9607849,88.2353,87.84314,84.70589,100,0.864,1.024,3.36000013,3.36000013,1.04000008,1.97600007,0.552000046,3.456,3.37600017,1.016,0.816000044,0.56,0.552000046,0.56,59,46,34,53,36,53,2343,685,889,50.78125,88.28125,70.3125,94.53125,75.97656,64,71,69,65,71,3700.00244,3700.00244,3700.00244,3700.00244,73.28712,65.65768,0,4.63797855,100.000069,26.41404,4.21013641,11.72887,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:19,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.864,1.024,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.552000046,59,46,34,53,36,53,2339,692,892,54.6875,87.5,73.4375,89.0625,76.171875,64,71,70,62,70,3700.00122,3700.00122,3700.00122,3700.00122,73.47763,65.85214,0,4.67731237,100.000038,26.4142075,4.210163,11.7288437,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,320.69,1500,1.087,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:20,85.09804,62.7451,88.62745,88.62745,85.09804,100,0.856000066,1.03200006,3.36000013,3.344,1.04000008,1.968,0.552000046,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.552000046,58.5,46,34,55,36,53,2335,688,894,70.3125,86.71875,70.3125,94.53125,80.46875,65,71,68,65,71,3700.00171,3700.00171,3700.00171,3700.00171,75.02005,67.41439,0,4.80924463,100.000046,26.4086151,4.20927048,11.7297363,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:21,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.824000061,0.56,0.56,0.56,59.5,46,34,53,36,53,2339,685,891,62.5,83.59375,70.3125,93.75,77.53906,61,71,70,66,71,3700.00269,3700.00269,3700.00269,3700.00269,74.72538,67.1088257,0,4.76632357,100.000076,26.4078445,4.20914841,11.7298584,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,642,4,314.5,1500,1.087,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:22,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.552000046,0.56,59.5,46,34,53,36,54,2339,685,886,60.9375,89.0625,60.9375,92.1875,75.78125,69,71,68,63,71,3700.001,3700.001,3700.001,3700.001,74.8978958,67.35461,0,4.64551067,100.000023,26.4065323,4.2089386,11.7300682,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,642,0,300.72998,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:23,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.864,1.024,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.824000061,0.56,0.528,0.528,59.5,46,34,53,36,53,2339,693,891,60.9375,88.28125,65.625,89.84375,76.171875,68,69,69,65,69,3700.00244,3700.00244,3700.00244,3700.00244,74.47461,66.9109955,0,4.676947,100.000061,26.4030151,4.208378,11.730629,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:24,86.27451,62.7451,88.62745,89.01961,85.8823547,100,0.864,1.024,3.36000013,3.36000013,1.04000008,1.97600007,0.528,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.56,59.5,46,34,53,36,53,2339,689,889,63.28125,78.125,61.71875,97.65625,75.19531,64,71,68,66,70,3700.0022,3700.0022,3700.0022,3700.0022,74.69908,67.18667,0,4.61329,100.000053,26.401886,4.20819855,11.7308083,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:25,84.70589,62.7451,87.84314,87.84314,84.70589,100,0.864,1.03200006,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.824000061,0.56,0.56,0.568,58.5,46,34,53,36,55,2339,687,888,65.625,79.6875,63.28125,94.53125,75.78125,65,70,65,65,70,3700.00146,3700.00146,3700.00146,3700.00146,74.08278,66.50551,0,4.626955,100.000038,26.4017181,4.208172,11.730835,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:26,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.856000066,1.03200006,3.36000013,3.36000013,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.528,0.552000046,0.552000046,59.5,46,34,53,36,53,2339,690,886,59.375,93.75,55.46875,95.3125,75.97656,65,72,67,66,72,3700.002,3700.002,3700.002,3700.002,74.5758362,67.02286,0,4.632685,100.000053,26.3979111,4.20756531,11.7314415,58.0000038,58.0000038,58.0000038,58.0000038,58.0000038,58.0000038,58.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:27,85.4902,62.7451,89.01961,89.01961,85.8823547,100,0.856000066,1.024,3.344,3.344,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.56,60,46,34,53,36,110,2335,693,898,61.71875,89.0625,62.5,96.09375,77.34375,64,72,70,66,72,3700.002,3700.002,3700.002,3700.002,74.13235,66.6482849,0,4.65762854,100.000053,26.38961,4.20624161,11.7327652,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,301.02,1500,1.087,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:28,85.4902,63.92157,88.62745,88.62745,85.4902,100,0.856000066,1.024,3.36000013,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.568,59,46,34,53,36,55,2339,690,900,56.25,90.625,71.875,94.53125,78.32031,64,70,68,66,70,3700.00244,3700.00244,3700.00244,3700.00244,73.64758,66.07858,0,4.804775,100.000061,26.38913,4.20616531,11.7328415,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,642,0,300,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:29,85.09804,62.7451,88.2353,88.62745,85.4902,100,0.864,1.024,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.536,0.528,0.568,59,46,34,53,36,53,2339,687,898,61.71875,92.96875,55.46875,96.09375,76.5625,65,71,64,66,71,3700.00171,3700.00171,3700.00171,3700.00171,73.65854,66.03505,0,4.67352438,100.000046,26.3884888,4.20606232,11.7329445,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,304.889984,1500,1.087,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:30,84.70589,62.3529434,87.84314,87.84314,84.70589,100,0.864,1.024,3.36000013,3.344,1.04000008,1.97600007,0.528,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.568,59,46,34,53,36,53,2339,689,895,66.40625,87.5,57.03125,95.3125,76.5625,64,68,71,67,71,3700.0022,3700.0022,3700.0022,3700.0022,74.4523849,66.895,0,4.672378,100.000061,26.3831711,4.20521545,11.7337914,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,642,0,300.47,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:31,85.8823547,61.9607849,89.4117661,89.8039246,86.27451,100,0.864,1.024,3.36000013,3.344,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.552000046,0.568,59.5,46,34,53,36,55,2339,689,897,64.0625,87.5,71.875,89.84375,78.32031,66,69,69,66,69,3700.00171,3700.00171,3700.00171,3700.00171,74.9743652,67.38622,0,4.84166956,100.000046,25.1159668,4.003235,11.9357719,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,642,0,300.419983,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:32,84.70589,62.7451,87.84314,87.84314,84.70589,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.536,0.528,59,46,34,53,36,53,2343,687,895,68.75,84.375,61.71875,91.40625,76.5625,64,69,72,64,72,3700.002,3700.002,3700.002,3700.002,73.72043,66.10628,0,4.64330435,100.000053,25.1157,4.003193,11.9358139,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,60.0000038,642,0,300.789978,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:33,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.856000066,1.024,3.36000013,3.36000013,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.536,0.56,0.536,59.5,46,34,53,36,54,2339,689,892,51.5625,88.28125,71.09375,95.3125,76.5625,60,71,71,65,71,3700.002,3700.002,3700.002,3700.002,73.44026,65.85435,0,4.73524046,100.000053,25.1171341,4.003422,11.935585,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,59.0000038,642,0,301.97,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:34,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.856000066,1.024,3.344,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.544,0.544,58.5,46,34,53,36,53,2339,691,892,60.15625,92.96875,66.40625,97.65625,79.296875,63,69,67,64,70,3700.00244,3700.00244,3700.00244,3700.00244,72.95288,65.27438,0,4.89697027,100.000069,25.1020813,4.00102234,11.9379845,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,4,312.71,1500,1.087,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:35,85.4902,62.7451,88.62745,88.62745,85.4902,100,0.856000066,1.024,3.344,3.344,1.04000008,1.968,0.528,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.568,58.5,46,34,53,36,53,2339,684,890,81.25,92.96875,40.625,92.96875,76.953125,66,68,65,60,68,3700.00122,3700.00122,3700.00122,3700.00122,72.40377,64.77099,0,4.76443958,100.000038,25.0811386,3.99768448,11.9413223,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,4,305.28,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:36,84.70589,61.9607849,87.84314,87.84314,84.70589,100,0.856000066,1.03200006,3.344,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.568,58.5,46,34,53,36,53,2339,686,889,78.90625,90.625,39.0625,98.4375,76.75781,64,69,66,65,69,3700.0022,3700.0022,3700.0022,3700.0022,72.8929,65.43775,0,4.760905,100.000061,25.07611,3.99688339,11.9421234,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,4,311.44,150,0.900000036,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:37,84.70589,61.9607849,87.84314,87.84314,84.70589,100,0.856000066,1.024,3.344,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.568,0.008,0.584000051,58.5,46,34,53,36,53,2339,687,889,81.25,94.53125,33.59375,96.09375,76.36719,67,68,61,64,68,3700.00269,3700.00269,3700.00269,3700.00269,71.08238,63.5170822,0,4.7029295,100.000069,25.075058,3.99671555,11.9422913,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,4,323.58,150,1.087,0,30,4862.143,47.6881332,28,41.2484055
04/02/2020 22:58:38,84.70589,61.9607849,87.84314,87.84314,84.70589,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.544,3.456,3.37600017,1.016,0.816000044,0.552000046,0.536,0.544,58,46,34,52,36,53,2339,683,889,76.5625,96.09375,37.5,92.1875,75.58594,65,69,64,63,69,3700.001,3700.001,3700.001,3700.001,70.71645,63.0540962,0,4.703246,100.000031,25.07463,3.996647,11.94236,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,8,309.8,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:39,83.92157,61.56863,86.66667,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.568,0.28,0.576000035,57.5,46,34,53,36,51,2343,682,882,86.71875,93.75,32.03125,92.96875,76.36719,65,70,63,64,70,3700.00171,3700.00171,3700.00171,3700.00171,70.82326,63.2511635,0,4.679415,100.000046,25.0734787,3.99646378,11.942543,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,8,306.78,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:40,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.576000035,3.456,3.37600017,1.016,0.816000044,0.576000035,0.488000035,0.552000046,57.5,46,34,53,36,53,2343,683,886,78.90625,96.09375,35.15625,94.53125,76.171875,66,69,63,61,69,3700.002,3700.002,3700.002,3700.002,70.82314,63.1763077,0,4.6789403,100.000053,25.0734558,3.99646,11.9425468,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,8,315.47998,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:41,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.568,3.456,3.37600017,1.016,0.816000044,0.56,0.552000046,0.56,57,46,34,53,36,52,2343,682,876,87.5,94.53125,28.125,96.875,76.75781,66,69,56,62,69,3700.0022,3700.0022,3700.0022,3700.0022,70.08532,62.4293861,0,4.67381144,100.000061,25.07331,3.996437,11.94257,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,642,8,304.94,150,0.900000036,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:42,83.13725,60.7843132,85.8823547,85.8823547,82.7451,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.528,0.544,0.56,56.5,46,34,53,36,53,2339,678,874,81.25,97.65625,33.59375,92.96875,76.36719,66,67,56,65,67,3700.0022,3700.0022,3700.0022,3700.0022,70.23581,62.47165,0,4.681878,100.000061,25.0730972,3.99640274,11.9426041,62.0000038,62.0000038,62.0000038,62.0000038,62.0000038,62.0000038,62.0000038,642,8,307.32,150,0.900000036,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:43,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.576000035,3.456,3.37600017,1.016,0.816000044,0.552000046,0.488000035,0.536,57.5,46,34,53,36,53,2339,674,873,85.15625,95.3125,28.90625,95.3125,76.171875,64,66,57,60,66,3700.00171,3700.00171,3700.00171,3700.00171,70.40561,62.7674026,0,4.68718338,100.000046,25.0726929,3.996338,11.9426689,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,1,8,311.81,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:44,83.92157,60.7843132,87.05882,87.05882,84.31373,100,0.864,1.03200006,3.344,3.344,1.04000008,1.968,0.576000035,3.456,3.37600017,1.016,0.816000044,0.568,0.488000035,0.552000046,58,46,34,53,36,54,2339,677,878,81.25,96.09375,35.15625,95.3125,76.953125,67,69,57,65,69,3700.002,3700.002,3700.002,3700.002,70.90258,63.2640953,0,4.6709013,100.000053,25.0726624,3.996334,11.9426727,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,884,4,304.72,150,0.900000036,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:45,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.568,57.5,46,34,53,36,53,2339,677,872,84.375,96.09375,28.125,94.53125,75.78125,68,70,62,62,70,3700.00146,3700.00146,3700.00146,3700.00146,71.0773,63.54269,0,4.683853,100.000046,25.072403,3.996292,11.9427147,62.0000038,62.0000038,62.0000038,62.0000038,62.0000038,62.0000038,62.0000038,68,8,303.25,150,0.900000036,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:46,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.576000035,3.456,3.37600017,1.016,0.816000044,0.568,0.008,0.568,57.5,46,34,52,36,52,2339,680,873,84.375,96.09375,32.03125,93.75,76.5625,65,68,64,64,68,3700.003,3700.003,3700.003,3700.003,71.2863846,63.7948761,0,4.687292,100.000076,25.0721436,3.99625015,11.9427567,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,68,8,308.56,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:47,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.97600007,0.56,3.456,3.37600017,1.016,0.816000044,0.56,0.56,0.56,57.5,46,34,53,36,52,2339,676,877,79.6875,98.4375,33.59375,94.53125,76.5625,64,69,66,63,69,3700.001,3700.001,3700.001,3700.001,70.8662338,63.2615852,0,4.689817,100.000023,25.0737,3.996498,11.9425087,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,68,4,321.8,150,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:48,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.856000066,1.03200006,3.344,3.344,1.04000008,1.97600007,0.568,3.456,3.37600017,1.016,0.824000061,0.56,0.216,0.576000035,57.5,46,34,52,36,55,2343,673,877,75,94.53125,46.875,95.3125,77.92969,64,70,63,63,70,3700.00342,3700.00342,3700.00342,3700.00342,71.55929,63.84107,0,4.776789,100.000092,25.0730972,3.99640274,11.9426041,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,68,8,310.12,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:49,83.92157,60.7843132,86.66667,86.66667,83.92157,100,0.864,1.03200006,3.344,3.344,1.04000008,1.97600007,0.576000035,3.456,3.37600017,1.016,0.824000061,0.568,0.56,0.56,57.5,46,34,52,36,53,2339,677,877,85.15625,95.3125,29.6875,94.53125,76.171875,66,67,63,63,67,3700.001,3700.001,3700.001,3700.001,71.41774,63.9177742,0,4.691788,100.000023,25.0728073,3.996357,11.94265,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,68,4,318.85,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:50,83.92157,61.9607849,86.66667,86.66667,83.92157,100,0.864,1.03200006,3.344,3.344,1.04000008,1.97600007,0.552000046,3.456,3.37600017,1.016,0.824000061,0.56,0.552000046,0.552000046,57,46,34,53,36,52,2335,680,882,84.375,96.875,28.90625,93.75,75.97656,68,69,56,64,69,3700.00171,3700.00171,3700.00171,3700.00171,71.29864,63.7130547,0,4.702547,100.000046,25.07286,3.99636459,11.9426422,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,68,8,305.65,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:51,83.92157,61.9607849,87.05882,86.66667,83.92157,100,0.864,1.03200006,3.344,3.344,1.04000008,1.97600007,0.536,3.456,3.37600017,1.016,0.816000044,0.56,0.552000046,0.576000035,57.5,46,34,52,36,52,2339,678,876,86.71875,97.65625,27.34375,94.53125,76.5625,67,70,61,64,70,3700.0022,3700.0022,3700.0022,3700.0022,71.18328,63.6377754,0,4.68023252,100.000053,25.0728073,3.996357,11.94265,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,68,8,303.05,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
04/02/2020 22:58:52,83.92157,61.17647,87.05882,86.66667,83.92157,100,0.864,1.024,3.344,3.344,1.04000008,1.968,0.56,3.456,3.37600017,1.016,0.816000044,0.568,0.144000009,0.568,57.5,46,34,53,36,55,2343,676,876,83.59375,96.875,25,96.875,75.58594,67,69,58,63,69,3700.00171,3700.00171,3700.00171,3700.00171,71.77573,64.31454,0,4.690233,100.000046,25.0726624,3.996334,11.9426727,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,61.0000038,68,8,304.68,1500,1.087,0,31,4862.14648,47.6881065,28,41.2484169
