,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space","Used Space"
08/12/2023 01:07:41,22.65625,26.5625,28.125,17.1875,23.6328125,60,61,58,58,61,3409.71216,3409.71216,3409.71216,3409.71216,14.16791,11.47662,0.30099386,1.865893,100.285652,44.13385,14.0853233,17.829689,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.26818,87.44679
08/12/2023 01:07:42,25,21.09375,16.4930573,20.3125,20.7248268,60,61,59,59,61,3409.66724,3409.66724,3409.66724,3409.66724,13.8781309,11.2500458,0.268363327,1.82691848,100.284325,44.1315651,14.0845947,17.8304176,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.26818,87.44679
08/12/2023 01:07:43,24.21875,18.75,17.1394234,17.96875,19.5192337,61,61,60,59,61,3409.75635,3409.75635,3409.75635,3409.75635,14.2402887,11.6237612,0.25664553,1.84098029,100.286949,44.1358681,14.085968,17.8290443,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:44,22.65625,18.75,20.3125,20.3125,20.5078125,60,61,59,59,61,3409.7124,3409.7124,3409.7124,3409.7124,14.9722881,12.1495953,0.415057,1.948172,100.28566,44.1466522,14.0894089,17.8256035,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:45,21.875,14.84375,15.625,14.84375,16.796875,60,59,59,58,60,3610.28271,3409.71143,3409.71143,3409.71143,13.7316971,11.1591816,0.2265836,1.78848767,100.285629,44.13636,14.0861244,17.8288879,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:46,25.78125,26.5625,16.40625,14.0625,20.703125,60,61,58,58,61,3409.71118,3509.99683,3409.71118,3409.71118,14.20619,11.6857939,0.147451729,1.8727839,100.285629,44.0899467,14.071312,17.8437,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:47,14.84375,19.53125,24.21875,15.625,18.5546875,59,61,58,57,61,3509.99854,3409.713,3409.713,3409.713,13.5001259,10.974391,0.188286275,1.78945553,100.285675,44.08323,14.0691681,17.8458443,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:48,24.21875,15.625,20.3125,17.1875,19.3359375,59,59,58,58,59,3409.7124,3409.7124,3409.7124,3409.7124,13.2900381,10.7016478,0.23415795,1.79160476,100.28566,44.0757332,14.0667763,17.8482361,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:49,16.40625,21.875,22.65625,17.96875,19.7265625,63,62,61,59,63,3509.99731,3409.71167,3409.71167,3509.99731,13.8318081,11.2244005,0.2432875,1.83649611,100.285637,44.1011353,14.0748825,17.84013,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:50,25.8680573,21.09375,21.9618073,20.4241028,22.33693,61,61,60,59,61,3409.71216,3409.71216,3409.71216,3409.71216,14.598979,11.9506874,0.2580543,1.89540493,100.285652,44.1002159,14.0745888,17.8404236,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:51,18.75,17.1875,25,20.3125,20.3125,59,61,58,58,61,3409.712,3409.712,3409.712,3409.712,14.3022852,11.6776962,0.250368774,1.85622871,100.285645,44.109478,14.0775452,17.8374672,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:52,30.3245182,23.4375,26.45433,24.8437519,26.2650185,60,60,58,61,62,3409.712,3409.712,3409.712,3409.712,15.2726393,12.4373245,0.4151461,1.99121845,100.285645,44.10779,14.0770073,17.8380051,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:53,21.2301617,20.3125,18.7996025,19.53125,19.9683781,59,60,57,57,60,3409.71216,3409.71216,3409.71216,3409.71216,13.4541788,10.8500319,0.244067982,1.81014538,100.285652,44.1034775,14.07563,17.8393822,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:54,21.09375,21.09375,21.7788467,17.33631,20.32566,61,62,59,60,62,3409.71167,3409.71167,3409.71167,3509.99731,14.2807617,11.72763,0.189724639,1.848467,100.285637,44.14059,14.0874748,17.8275375,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:55,24.1225967,19.6180573,21.09375,14.0625,19.724226,59,61,58,58,61,3409.71216,3409.71216,3409.71216,3409.71216,13.8063955,11.2223253,0.239124611,1.80709875,100.285652,44.12603,14.0828285,17.8321838,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:56,24.21875,21.790863,25,18.665863,22.418869,60,61,59,59,61,3409.71167,3409.71167,3409.71167,3409.71167,15.0208778,12.3074274,0.284946948,1.97062159,100.285637,44.13686,14.0862846,17.8287277,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:57,20.3125,16.40625,17.96875,10.15625,16.2109375,59,59,60,58,60,3509.9978,3409.71216,3409.71216,3409.71216,13.9109211,11.3270235,0.219864,1.83178687,100.285652,44.13601,14.0860138,17.8289986,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:58,28.125,28.125,21.09375,21.875,24.8046875,61,61,60,58,61,3409.712,3409.712,3409.712,3409.712,15.694479,12.8534679,0.402575672,2.01028466,100.285645,44.148468,14.0899887,17.8250237,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:07:59,30.46875,27.34375,20.3125,24.21875,25.5859375,61,62,58,60,63,3409.712,3509.99756,3509.99756,3409.712,15.6854925,12.6391087,0.603846669,2.02905178,100.285645,44.1977348,14.1057129,17.8093,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:00,18.75,25,14.0997047,20.46131,19.5777531,59,61,57,58,61,3409.71216,3409.71216,3409.71216,3409.71216,13.7643108,11.2057667,0.220975772,1.80817378,100.285652,44.20719,14.10873,17.806282,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:01,25.78125,23.4375,19.53125,19.3750019,22.0312481,59,60,58,57,60,3409.712,3409.712,3409.712,3509.99756,14.3289595,11.7132778,0.224257231,1.86285293,100.285645,44.1686554,14.0964317,17.81858,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:02,21.875,18.75,18.75,13.28125,18.1640625,59,60,58,58,60,3409.712,3409.712,3409.712,3409.712,14.6341143,11.9622946,0.280943274,1.91093743,100.285645,44.1592865,14.093441,17.8215714,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:03,27.34375,17.96875,21.7788467,15.6746025,20.69149,59,60,58,57,60,3509.997,3409.71143,3409.71143,3409.71143,13.3253174,10.8842287,0.112097643,1.76465166,100.285629,44.1668167,14.0958443,17.8191681,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:04,16.40625,14.84375,14.0625,13.9062519,14.8046856,59,60,57,58,60,3509.99829,3409.71265,3409.71265,3409.71265,12.9811344,10.5415831,0.130298436,1.71154666,100.285667,44.1486931,14.0900612,17.8249512,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:05,21.875,18.8244038,17.1875,17.96875,18.9639149,59,59,57,57,60,3409.712,3509.99756,3409.712,3409.712,13.9411783,11.4092321,0.179737091,1.7876631,100.285645,44.1541939,14.0918159,17.8231964,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:06,20.3125,17.884613,10.15625,18.75,16.77584,58,59,57,57,59,3409.71216,3509.9978,3409.71216,3409.71216,14.0906534,11.238369,0.463692546,1.88955939,100.285652,44.16807,14.0962448,17.8187675,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:07,38.28125,39.84375,32.03125,35.15625,36.328125,62,62,60,63,63,3409.71069,3409.71069,3409.71069,3509.99634,19.69356,16.1823826,0.9341729,2.365215,100.285606,44.3474579,14.1534958,17.7615166,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:08,22.65625,17.1875,17.2247047,25,20.51711,59,60,57,58,60,3509.99878,3409.71313,3409.71313,3409.71313,17.3047619,13.1938229,1.578426,2.207244,100.285683,44.39952,14.1701126,17.7449,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:09,28.125,35.9375,33.4014435,28.125,31.3972359,60,61,59,59,61,3409.712,3409.712,3409.712,3409.712,17.4071617,14.4060154,0.5237002,2.14433241,100.285645,44.7340164,14.2768669,17.6381454,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:10,21.875,22.65625,22.755455,22.82986,22.5291424,60,61,59,58,61,3509.99756,3409.712,3509.99756,3409.712,14.86828,12.2259464,0.245629713,1.90447724,100.285645,44.7313042,14.276001,17.6390114,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:11,28.125,25.78125,23.32933,23.2932682,25.1322155,60,61,58,59,61,3409.712,3509.99756,3409.712,3409.712,14.7086115,12.1078711,0.19412449,1.92633581,100.285645,44.70296,14.2669563,17.648056,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:12,18.75,22.0114117,23.4375,21.875,21.51848,63,62,60,60,62,3409.71143,3409.71143,3409.71143,3509.997,16.3115559,13.55188,0.32974416,2.015904,100.285629,44.622654,14.2413254,17.673687,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44681
08/12/2023 01:08:13,19.53125,29.5673065,21.9494038,21.9618073,23.2524452,59,61,58,58,61,3409.7124,3409.7124,3409.7124,3409.7124,15.6011276,12.8126373,0.338207364,2.06069827,100.28566,44.6322174,14.2443771,17.6706352,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:14,26.7237072,25.78125,21.0216351,21.875,23.850399,60,61,60,59,61,3409.71216,3409.71216,3409.71216,3409.71216,14.8515034,12.1452761,0.3025505,1.93772006,100.285652,44.6325836,14.2444954,17.670517,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:15,24.8677845,21.875,21.09375,18.64183,21.6195889,59,60,57,58,60,3409.71143,3409.71143,3409.71143,3409.71143,14.9682436,12.2355185,0.33133015,1.91884422,100.285629,44.51521,14.2070351,17.7079773,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:16,23.5491028,19.53125,22.7430573,21.2053528,21.75719,59,61,58,59,61,3409.7124,3409.7124,3409.7124,3409.7124,15.1709852,12.5078125,0.2507535,1.9638772,100.28566,44.5120659,14.2060318,17.70898,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:17,17.8966351,21.875,23.353363,15.5168295,19.6604557,59,61,59,59,61,3509.99487,3409.70923,3409.70923,3409.70923,13.9763956,11.3145037,0.2779414,1.89585948,100.285568,44.49226,14.1997108,17.7153015,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:18,21.875,12.5,13.28125,17.1875,16.2109375,60,61,59,58,61,3409.713,3509.99854,3409.713,3409.713,13.536088,10.8917274,0.263807356,1.84634626,100.285675,44.51275,14.2062492,17.7087631,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:19,18.8368073,12.5,17.1875,14.1493082,15.6684036,59,61,59,59,61,3509.99951,3409.71387,3409.71387,3409.71387,13.19809,10.671217,0.184306473,1.78018439,100.2857,44.49115,14.1993561,17.7156563,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:20,17.1153851,14.84375,13.28125,16.3100967,15.387619,62,62,60,59,62,3409.712,3409.712,3409.712,3409.712,13.61457,11.0852308,0.169388875,1.82328975,100.285645,44.4970779,14.2012482,17.7137642,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:21,22.65625,25,20.3125,21.09375,22.265625,58,60,58,57,60,3509.94727,3509.94727,3409.663,3409.663,13.7647924,11.2115908,0.184290215,1.84198225,100.28421,44.4941864,14.200325,17.7146873,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:22,21.2053528,19.53125,15.687,11.71875,17.0355911,59,61,58,58,61,3510.048,3409.761,3409.761,3510.048,13.5134172,10.861702,0.2647789,1.86013925,100.287086,44.49654,14.2010765,17.7139359,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:23,12.4399071,17.1875,12.4399071,13.28125,13.837141,58,60,57,58,60,3409.712,3409.712,3409.712,3409.712,13.63277,10.9717493,0.281798333,1.85962784,100.285645,44.52169,14.2091026,17.70591,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:24,17.286705,13.380456,11.7559547,21.2549572,15.9195185,59,60,57,57,60,3409.7124,3509.998,3409.7124,3409.7124,13.4892349,10.9539652,0.188397139,1.794695,100.28566,44.5074654,14.2045631,17.71045,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:25,19.4711571,10.8774071,22.572113,16.322113,17.3106976,58,61,57,58,61,3409.707,3409.707,3409.707,3409.707,13.17866,10.6488676,0.177730441,1.79011059,100.2855,44.50749,14.2045708,17.7104416,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:26,18.75,15.625,10.15625,10.15625,13.671875,59,60,58,58,60,3409.71582,3510.00146,3409.71582,3409.71582,13.8647232,11.3025866,0.19231157,1.85968471,100.285759,44.4953728,14.2007027,17.71431,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:27,14.0625,16.40625,16.46825,16.40625,15.8358154,59,60,58,58,60,3409.71313,3409.71313,3409.71313,3409.71313,13.7368488,11.0974493,0.258549422,1.85810947,100.285683,44.52865,14.2113228,17.70369,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:28,14.0625,17.1875,19.49519,15.625,16.59255,58,59,57,58,59,3509.99756,3409.712,3409.712,3409.712,13.5475187,10.9129019,0.261438578,1.84341669,100.285645,44.54636,14.2169762,17.6980362,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:29,13.28125,19.53125,19.6180573,13.28125,16.4279518,58,59,56,58,59,3409.71143,3610.28271,3409.71143,3409.71143,13.17431,10.6579971,0.184779063,1.78299153,100.285629,44.5017166,14.2027283,17.7122841,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:30,20.411705,18.0927582,15.625,15.7738094,17.4758186,59,59,57,58,60,3509.99683,3409.71118,3409.71118,3409.71118,13.6045723,11.046566,0.179316178,1.83977437,100.285622,44.5038338,14.2034035,17.7116089,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:31,13.2572117,11.6346121,16.3461571,15.5288458,14.1917048,59,60,61,57,61,3409.712,3409.712,3409.712,3409.712,12.9846239,10.4659033,0.17443274,1.76965725,100.285645,44.5056152,14.2039719,17.71104,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:32,15.625,14.0625,13.28125,13.28125,14.0625,60,60,59,58,60,3409.71338,3409.71338,3409.71338,3409.71338,13.8981657,11.2511263,0.261416346,1.88213646,100.285683,44.5135727,14.2065125,17.7085,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:33,22.7802582,16.46825,14.84375,18.1051617,18.0493526,58,59,57,58,59,3409.712,3409.712,3409.712,3409.712,13.27608,10.6728649,0.27088055,1.81043291,100.285645,44.5208626,14.2088394,17.7061729,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:34,17.884613,20.1923065,14.84375,22.48798,18.8521614,59,60,58,59,60,3509.998,3409.7124,3409.7124,3509.998,14.7979755,12.1700439,0.197645709,1.95973229,100.28566,44.54158,14.21545,17.6995621,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:35,18.0555573,15.625,14.1245,11.78075,14.8964586,59,60,59,59,60,3409.71143,3409.71143,3509.997,3409.71143,14.0001345,11.4318771,0.186281636,1.8504262,100.285629,44.5652924,14.2230186,17.6919937,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:36,16.322113,18.75,20.228363,19.42308,18.68089,58,59,58,58,59,3509.998,3409.7124,3409.7124,3409.7124,13.682888,11.12318,0.183455288,1.84960008,100.28566,44.57628,14.2265244,17.688488,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:37,17.96875,17.96875,14.0625,10.9375,15.234375,59,61,58,58,61,3409.71216,3509.9978,3509.9978,3409.71216,13.83556,11.1486988,0.303391784,1.87283492,100.285652,44.58058,14.2278976,17.6871147,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:38,13.3308525,14.84375,19.6180573,13.34325,15.2839775,58,60,57,58,60,3509.99756,3409.712,3409.712,3409.712,13.4248772,10.8144112,0.2612061,1.806604,100.285645,44.62122,14.2408676,17.6741447,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:39,14.7716341,12.5,10.8774071,19.4350967,14.3960295,58,60,57,58,60,3409.71216,3409.71216,3409.71216,3409.71216,13.4160681,10.8667488,0.18966122,1.81949914,100.285652,44.60482,14.2356339,17.6793785,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:40,17.96875,17.2619038,13.3308525,14.9553537,15.87922,59,60,58,58,60,3509.99585,3409.71021,3409.71021,3409.71021,13.1296206,10.5951748,0.183213666,1.797681,100.2856,44.6226273,14.2413177,17.6736946,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:41,17.1875,22.54808,21.790863,13.1850958,18.6778851,58,59,58,58,59,3409.71338,3409.71338,3509.999,3409.71338,13.0641546,10.5264292,0.176476568,1.79965067,100.285683,44.6135,14.2384033,17.676609,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:42,11.71875,19.53125,19.53125,16.40625,16.796875,58,59,57,57,60,3409.71216,3509.9978,3509.9978,3409.71216,13.7134609,11.0598688,0.2837116,1.86332667,100.285652,44.61996,14.2404671,17.6745453,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.4469757
08/12/2023 01:08:43,20.3993073,16.46825,14.8933525,14.161706,16.4806538,58,60,57,58,60,3409.7124,3509.998,3409.7124,3409.7124,13.4027729,10.7622681,0.264309376,1.834259,100.285652,44.6334343,14.2447662,17.6702461,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:45,12.8796158,14.6579981,11.1491089,11.703146,12.5974655,58,59,56,57,59,3409.71216,3409.71216,3409.71216,3409.71216,13.3940277,10.85785,0.179904118,1.81067586,100.285652,44.6755066,14.258194,17.6568184,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:45,13.9534893,12.7906981,12.8460646,17.4418564,14.2580271,58,63,58,57,63,3509.99561,3409.71,3409.71,3409.71,12.7629261,10.2937822,0.165136456,1.74243319,100.285583,44.6735725,14.257576,17.6574364,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:46,22.65625,11.71875,14.0024071,14.0625,15.6099739,58,60,57,58,59,3409.713,3409.713,3409.713,3409.713,13.7546139,11.2070665,0.162258282,1.85096669,100.285675,44.6756134,14.2582283,17.6567841,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:47,11.0119047,14.1865072,12.5248013,12.5868082,12.5775042,59,60,58,59,60,3409.71216,3409.71216,3509.9978,3409.71216,13.698905,11.07093,0.264488041,1.832269,100.285652,44.69119,14.2631989,17.6518135,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:49,17.48252,14.244091,15.5427933,12.9287357,15.0495415,58,59,57,57,59,3409.71265,3509.99829,3409.71265,3409.71265,13.389183,10.7598829,0.2425814,1.85601223,100.285667,44.705677,14.2678223,17.64719,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:50,20.3125,12.5,17.1875,14.84375,16.2109375,58,58,56,56,60,3509.99731,3409.71167,3509.99731,3409.71167,13.1820383,10.6541376,0.174088016,1.80538,100.285637,44.6940842,14.264122,17.65089,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:50,7.843137,17.6470585,10.7843161,11.7647057,12.0098114,58,60,58,57,60,3509.99634,3409.71069,3509.99634,3409.71069,12.7833986,10.2579136,0.184185982,1.77990067,100.285606,44.69925,14.26577,17.6492424,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:51,12.5,11.8421078,12.5,14.4736881,12.82894,58,59,56,57,60,3409.71313,3409.71313,3409.71313,3409.71313,13.2703056,10.7454224,0.16679278,1.81804657,100.285675,44.6563835,14.25209,17.6629219,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:52,10.6146336,22.1153851,7.69230747,14.4230785,13.7113514,59,61,57,58,61,3409.71069,3409.71069,3409.71069,3409.71069,13.7257366,11.0615005,0.2796215,1.85467529,100.285606,44.6675835,14.2556648,17.6593475,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:53,22.5240345,15.7490072,16.40625,12.5,16.7948246,59,60,59,58,60,3409.7124,3409.7124,3509.998,3409.7124,13.5370255,10.9059715,0.2613246,1.84889126,100.28566,44.64376,14.2480621,17.66695,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:55,19.48052,15.5344667,18.83117,13.6363621,16.870636,58,58,58,57,59,3409.7124,3409.7124,3409.7124,3409.7124,13.688283,11.125021,0.187481925,1.844615,100.28566,44.6393776,14.2466621,17.66835,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:56,20.2531643,24.0506287,12.02532,22.1519,19.62025,58,60,56,57,59,3409.71216,3409.71216,3409.71216,3409.71216,13.9166374,11.3500223,0.1803162,1.87906134,100.285652,44.666317,14.25526,17.6597519,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
08/12/2023 01:08:56,18.0555573,23.61111,19.4444427,16.6666622,19.4444485,58,59,57,57,59,3409.711,3409.711,3509.99658,3509.99658,13.7910166,11.2643738,0.179686815,1.84033024,100.285614,44.667717,14.2557068,17.6593056,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,50,32.94863,87.44699
