,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space","Used Space"
08/12/2023 00:20:17,16.40625,25.78125,32.8125,17.96875,23.2421875,60,61,65,59,65,3409.712,3409.712,3409.712,3409.712,16.6163254,14.3019562,0.113974221,1.42078459,100.285645,38.6622,12.3390465,19.5759659,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:18,10.21825,22.65625,35.9375,21.09375,22.4764347,59,60,65,58,65,3409.712,3409.712,3409.712,3409.712,16.124382,13.8362474,0.104317278,1.38796365,100.285645,38.63928,12.33173,19.5832825,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:19,17.1394234,27.3933525,34.375,17.2743073,24.04552,59,65,61,59,65,3409.71216,3409.71216,3409.71216,3409.71216,16.7382488,14.437974,0.100429989,1.4233501,100.285652,38.6435928,12.333107,19.5819054,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:20,30.46875,47.4519272,36.71875,48.9663467,40.90144,69,70,67,66,70,3409.712,3409.712,3409.712,3409.712,23.52618,20.2162876,0.8935793,2.05985785,100.285645,38.6642,12.3396835,19.5753288,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:21,71.09375,70.3125,68.75,75,71.28906,72,72,69,66,74,3409.71167,3409.71167,3409.71167,3409.71167,28.8959751,26.25375,0.226656988,2.11364532,100.285637,38.7494431,12.36689,19.5481224,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:22,46.09375,51.5625,50.78125,57.03125,51.3671875,70,64,68,68,68,3409.68823,3409.68823,3409.68823,3409.68823,26.1684952,23.0265312,0.611293435,2.33981848,100.28495,38.90601,12.4168587,19.4981537,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:23,59.0401764,60.9375,58.59375,67.96875,61.63504,61,62,59,60,62,3510.02246,3409.736,3409.736,3409.736,24.76769,22.2563648,0.122336574,2.04131031,100.286354,38.9194832,12.4211578,19.4938545,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:24,34.1706772,35.4166641,31.25,33.8417664,33.66977,58,60,58,58,60,3409.712,3409.712,3409.712,3409.712,16.5427036,14.1749058,0.120652109,1.73290265,100.285645,38.9505844,12.4310837,19.4839287,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:25,55.46875,58.9903831,53.90625,58.90625,56.8179054,72,74,71,68,73,3409.71143,3409.71143,3409.71143,3409.71143,24.0680161,21.5938683,0.101501063,2.01062727,100.285629,39.0022545,12.4475746,19.4674377,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:26,29.6875,24.21875,28.125,28.125,27.5390625,61,61,59,59,62,3409.71216,3409.71216,3409.71216,3409.71216,15.2250586,12.5579662,0.3612228,1.79871345,100.285652,39.0260658,12.4551735,19.4598389,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:27,18.03075,10.9747047,16.40625,14.0997047,14.87785,58,60,58,59,60,3409.71,3409.71,3409.71,3409.71,11.9778471,9.616736,0.157357782,1.57760632,100.285583,39.0274162,12.4556046,19.4594078,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:28,53.8602943,54.83977,58.42924,57.4849052,56.153553,76,76,75,71,75,3409.71436,3409.71436,3409.71436,3409.71436,25.1238613,22.33536,0.3531479,2.12632871,100.285713,38.8470955,12.398056,19.5169563,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:29,32.53074,25.4098358,26.8361568,28.4482727,28.3062572,60,62,58,58,62,3409.71167,3409.71167,3409.71167,3409.71167,11.1727991,8.818381,0.155572534,1.55558074,100.285637,38.793026,12.3807983,19.534214,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:30,14.1121025,12.5496025,13.28125,16.505455,14.1121025,58,59,57,58,59,3409.71265,3409.71265,3509.99829,3409.71265,10.1312246,7.82959032,0.155342966,1.484835,100.285667,38.7532463,12.368103,19.54691,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:31,14.0625,9.375,11.71875,14.84375,12.5,58,59,57,57,59,3409.71167,3409.71167,3409.71167,3409.71167,9.536514,7.28394842,0.150007755,1.41748154,100.285637,38.716526,12.3563843,19.5586281,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:32,11.68269,9.290862,9.375,10.90144,10.3124981,58,59,57,57,60,3509.99756,3509.99756,3409.712,3409.712,11.4857588,8.715612,0.5496889,1.58549047,100.285645,38.7319,12.36129,19.5537224,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:33,35.9375,28.125,33.59375,37.5,33.7890625,61,61,60,63,63,3409.71167,3409.71167,3610.283,3409.71167,18.4416142,15.63821,0.473718584,1.883939,100.285637,38.74855,12.3666039,19.5484085,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:34,24.21875,28.90625,25.78125,35.9375,28.7109375,60,62,68,60,65,3409.71265,3409.71265,3409.71265,3409.71265,19.1876831,16.7011242,0.182110742,1.79200161,100.285667,38.7539978,12.3683434,19.546669,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:35,47.65625,47.65625,45.3125,50,47.65625,69,68,64,73,73,3409.71167,3409.71167,3409.71167,3409.71167,21.7493343,19.3295841,0.113284476,1.83725035,100.285637,38.7318726,12.3612823,19.55373,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:36,20.3125,19.53125,23.4375,17.1875,20.1171875,58,59,57,57,59,3409.71143,3409.71143,3509.997,3509.997,13.6146345,11.113183,0.252595931,1.68254685,100.285629,38.7035332,12.3522377,19.5627747,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:37,10.9995,11.7559547,14.0625,7.068455,10.9716,58,58,57,58,58,3409.71265,3409.71265,3509.99854,3409.71265,10.9010992,8.592396,0.141112968,1.46753812,100.285667,38.72777,12.3599739,19.5550385,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:38,10.90144,7.776439,10.15625,13.2091341,10.5108147,58,58,56,57,58,3509.99731,3409.71167,3409.71167,3409.71167,10.604001,8.288024,0.17175512,1.490539,100.285637,38.72695,12.3597107,19.5553017,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:39,14.0625,14.0625,8.59375,14.84375,12.890625,58,59,56,58,59,3409.71045,3409.71045,3409.71045,3409.71045,10.63214,8.261637,0.193897,1.47340941,100.2856,38.73902,12.3635635,19.5514488,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:40,53.49702,54.27827,51.5625,58.2093239,54.3867836,61,62,60,61,62,3509.999,3409.71338,3409.71338,3409.71338,24.4181919,21.8608284,0.164370358,2.062045,100.285683,38.738903,12.3635254,19.551487,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:41,11.68269,10.8774071,12.5,14.7836571,12.4609356,59,59,57,58,60,3409.7124,3409.7124,3409.7124,3409.7124,11.2444162,8.907452,0.152374119,1.49277329,100.28566,38.7627335,12.3711319,19.54388,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6099854
08/12/2023 00:20:42,40.8358078,40.625,39.84375,41.40625,40.6777039,65,70,65,62,69,3509.99683,3509.99683,3409.71118,3409.71118,22.0701256,18.9082565,0.6860488,2.23661375,100.285622,38.96769,12.4365425,19.47847,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:43,40.625,38.28125,39.0625,34.375,38.0859375,64,63,62,61,64,3409.7124,3409.7124,3409.7124,3409.7124,17.85341,15.244194,0.285239875,1.84140491,100.28566,39.0350876,12.4580536,19.4569588,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:44,41.40625,39.0625,37.5,36.71875,38.671875,61,63,61,61,63,3409.71216,3509.9978,3610.28369,3409.71216,20.6405869,17.7328434,0.440769374,2.19680977,100.285652,39.0481873,12.4622345,19.4527779,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:45,33.36538,39.0625,34.375,40.625,36.85697,60,61,58,59,61,3409.71167,3409.71167,3509.99731,3409.71167,18.401516,15.736989,0.2531364,2.03555775,100.285637,39.0545273,12.4642563,19.4507561,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:46,32.03125,27.34375,21.875,22.65625,25.9765625,60,61,58,58,61,3509.94263,3409.65845,3409.65845,3409.65845,15.0551329,12.2363577,0.517584562,1.80268121,100.284073,39.13418,12.4896774,19.4253349,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:47,26.5625,27.34375,27.34375,21.09375,25.5859375,61,68,66,59,66,3409.76538,3409.76538,3409.76538,3409.76538,15.2549658,12.7225237,0.262430727,1.7932471,100.287216,39.115387,12.4836807,19.4313316,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:48,23.4375,24.3427582,23.4375,20.4489117,22.9166622,58,61,58,58,60,3509.998,3409.71216,3509.998,3409.71216,12.6426048,10.2900753,0.10909567,1.62242746,100.285652,39.1413231,12.4919586,19.4230537,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:49,14.84375,22.5600967,16.40625,15.5528841,17.340744,60,60,58,58,60,3509.99683,3409.71118,3409.71118,3409.71118,11.6670094,9.298481,0.180762246,1.55378616,100.285622,39.0986748,12.4783478,19.4366646,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:50,17.96875,15.625,19.53125,13.28125,16.6015625,59,64,58,58,64,3509.998,3409.7124,3409.7124,3409.7124,12.4256058,9.895379,0.280397832,1.7029947,100.28566,39.0740776,12.4704971,19.4445152,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:51,65.31498,69.28323,62.5,64.0625,65.29018,62,63,61,61,63,3509.9978,3409.71216,3610.28345,3409.71216,25.79001,23.06131,0.314499557,2.12729049,100.285652,39.11884,12.4847832,19.43023,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:52,22.5360565,22.5000019,23.4375,21.09375,22.3918324,59,60,58,58,60,3509.997,3409.71143,3409.71143,3509.997,13.8057137,11.4166489,0.177131057,1.62962985,100.285629,39.119,12.4848328,19.43018,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:53,13.28125,19.53125,19.53125,12.5,16.2109375,59,59,57,58,59,3409.64063,3509.92432,3409.64063,3409.64063,12.0362225,9.508825,0.307140946,1.62716508,100.283554,39.12219,12.4858513,19.4291611,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:54,25,35.15625,27.34375,29.6875,29.296875,59,60,58,58,60,3409.784,3409.784,3409.784,3409.784,14.61199,12.14854,0.193202272,1.76587117,100.287758,39.16017,12.4979744,19.417038,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:55,11.71875,17.1875,12.5,15.625,14.2578125,58,59,57,57,59,3509.99731,3409.71167,3409.71167,3409.71167,11.98687,9.532864,0.247898653,1.62673914,100.285637,39.16002,12.4979248,19.4170876,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:56,20.4365082,29.1046619,25,24.21875,24.6899776,59,60,58,58,60,3409.71216,3610.28345,3409.71216,3409.71216,14.2510939,11.8622313,0.133875027,1.72406852,100.285645,39.187294,12.50663,19.4083824,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:57,19.4110565,18.6538467,18.75,17.1875,18.5006027,61,62,59,60,62,3409.7124,3509.998,3409.7124,3409.7124,14.1197777,11.7664719,0.105782412,1.7431742,100.285652,39.21603,12.5158,19.3992119,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:58,26.8353157,21.9618073,19.630455,30.5927582,24.755085,62,64,63,62,64,3409.71045,3409.71045,3409.71045,3409.71045,16.2584553,13.5725994,0.394290626,1.783488,100.285606,39.215992,12.515789,19.3992233,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:20:59,18.6899071,24.8437519,19.447113,24.8677845,21.9621429,58,58,57,57,58,3409.71313,3610.28467,3509.99878,3409.71313,15.7965364,13.3913107,0.144779071,1.69562161,100.285683,38.7580376,12.3696327,19.54538,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:00,52.71577,48.01587,46.875,47.65625,48.8157272,59,61,58,59,61,3409.712,3409.712,3409.712,3409.712,21.0771065,18.7018623,0.109804451,1.81429422,100.285645,38.7212029,12.3578758,19.5571365,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:01,17.0913467,17.0913467,7.8125,12.5,13.6237984,58,59,57,57,59,3509.99756,3409.712,3409.712,3509.99756,10.513689,8.213132,0.1362184,1.45519626,100.285645,38.69343,12.3490143,19.5659981,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:02,10.9995,11.71875,10.15625,11.71875,11.14831,57,58,56,56,58,3409.71216,3409.71216,3409.71216,3409.71216,10.3043108,8.010235,0.140985608,1.44926357,100.285652,38.7097626,12.3542252,19.5607872,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:03,11.6706734,13.28125,11.71875,9.375,11.5114212,57,58,57,57,58,3409.71167,3409.71167,3409.71167,3409.71167,9.732992,7.462779,0.137619749,1.4266963,100.285637,38.7171249,12.356575,19.5584373,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:04,14.84375,11.71875,10.15625,7.03125,10.9375,58,58,56,56,58,3509.997,3509.997,3409.71143,3509.997,10.2381372,7.951718,0.146974072,1.45675623,100.285629,38.7031746,12.3521233,19.56289,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:05,10.9375,9.375,6.25,12.5,9.765625,58,58,56,56,58,3509.99829,3409.71265,3610.28418,3409.71265,10.6751575,8.376346,0.135410219,1.50855923,100.285667,38.7649345,12.3718338,19.5431786,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:06,21.875,13.28125,11.71875,16.40625,15.8203125,57,57,56,56,58,3409.71118,3409.71118,3409.71118,3409.71118,11.0685673,8.732285,0.147994831,1.53678918,100.285622,38.7802238,12.3767128,19.5383,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:07,28.90625,30.46875,37.5,25,30.46875,64,65,61,61,65,3409.71313,3409.71313,3409.71313,3409.71313,16.9349461,14.4151993,0.214493945,1.92941976,100.285675,38.8207054,12.3896332,19.52538,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:08,46.09375,55.46875,53.125,45.3125,50,71,65,69,69,74,3409.71216,3409.71216,3409.71216,3409.71216,23.3075333,20.0521736,0.775135338,2.174711,100.285652,38.9794846,12.4403076,19.4747047,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:09,34.615387,43.07692,45.3846169,37.6923065,40.1923065,71,70,69,67,71,3409.71118,3409.71118,3409.71118,3409.71118,19.3490963,16.5969162,0.325722158,2.10828161,100.285622,39.02499,12.45483,19.4601822,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:10,30.1587276,34.92063,33.3333321,34.92063,33.3333321,60,61,59,59,61,3509.99683,3409.71118,3409.71118,3409.71118,16.1551628,13.7625408,0.108907521,1.77085149,100.285629,39.0480461,12.4621887,19.4528236,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:11,53.125,55.46875,52.34375,53.90625,53.7109375,65,67,66,63,67,3409.7085,3409.7085,3409.7085,3409.7085,24.55003,22.0410862,0.136406839,2.015186,100.285545,39.1573753,12.4970818,19.41793,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.6100845
08/12/2023 00:21:12,28.125,35.9375,28.90625,28.125,30.2734375,60,60,58,58,60,3610.288,3409.71655,3409.71655,3409.71655,14.5638657,12.17205,0.146469966,1.69484937,100.285782,39.14245,12.4923172,19.4226952,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:13,52.34375,52.34375,47.65625,56.25,52.1484375,66,65,60,62,66,3409.712,3409.712,3409.712,3409.712,24.9490566,22.5018578,0.08894889,1.9948386,100.285645,39.1512222,12.4951172,19.4198952,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:14,25,22.7678528,21.09375,23.6731167,23.1336765,58,59,58,58,60,3409.713,3409.713,3409.713,3509.99854,11.7382,9.42076,0.129815549,1.55546522,100.285675,39.1867332,12.5064507,19.4085617,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:15,14.0625,20.98558,14.84375,17.8725967,16.9411068,59,60,57,58,60,3409.71118,3409.71118,3409.71118,3509.99683,13.3092718,10.626236,0.4329723,1.69191146,100.285622,38.8522263,12.3996925,19.51532,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:16,10.9871025,10.1810513,9.375,14.1245,11.1669178,58,59,57,57,59,3409.7124,3509.998,3409.7124,3409.7124,12.5261431,10.089323,0.210204571,1.6145699,100.28566,38.9157639,12.4199715,19.49504,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:17,14.80769,9.350962,17.96875,12.4278841,13.6388187,58,58,56,57,58,3810.855,3409.7124,3509.998,3409.7124,11.04985,8.659814,0.204848319,1.53110445,100.285652,38.8847961,12.4100876,19.5049248,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:18,14.0625,12.5,14.0625,14.0625,13.671875,57,59,57,58,58,3409.71069,3610.282,3409.71069,3509.99634,10.4587517,8.142988,0.1613336,1.46243882,100.285606,38.8552742,12.4006653,19.5143471,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:19,15.625,15.625,13.28125,14.0625,14.6484375,63,61,59,61,64,3409.71265,3409.71265,3509.99829,3409.71265,12.4034681,10.0291061,0.161886886,1.58624721,100.285667,38.87117,12.4057388,19.5092735,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:20,18.75,13.28125,13.28125,18.75,16.015625,59,59,56,57,59,3409.71143,3409.71143,3409.71143,3409.71143,11.3261929,8.914221,0.212073043,1.54888523,100.285629,38.8428535,12.3967018,19.51831,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:21,8.65575,10.2430582,5.46875,10.9375,8.826267,58,58,56,57,58,3409.71313,3509.99878,3409.71313,3409.71313,9.11640549,6.91142654,0.1324185,1.45715344,100.285683,38.8293228,12.3923836,19.5226288,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:22,15.5048075,20.9615345,14.84375,20.3125,17.905653,68,69,67,66,69,3409.71167,3409.71167,3409.71167,3409.71167,13.2491388,10.8513994,0.203757018,1.66290271,100.285645,38.9114151,12.4185829,19.49643,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:23,27.34375,38.28125,29.6875,34.375,32.421875,63,66,61,61,66,3409.71118,3409.71118,3409.71118,3409.71118,19.670908,16.5480289,0.696814,2.08302188,100.285629,39.0445938,12.4610863,19.4539261,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:24,64.0625,67.1875,61.71875,65.625,64.64844,74,75,73,71,75,3409.7124,3409.7124,3409.7124,3409.7124,27.165369,24.3934841,0.2893069,2.28128982,100.28566,39.23961,12.5233269,19.3916855,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:26,62.3579559,62.3847122,65.57539,66.48342,64.20036,77,77,74,72,77,3409.712,3409.712,3409.712,3409.712,28.066925,25.32975,0.219436,2.34747028,100.285645,39.17385,12.5023384,19.412674,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:26,78.50302,68.411705,69.24261,77.1836,73.33523,68,63,61,61,67,3409.7124,3409.7124,3409.7124,3409.7124,25.1632977,22.2484322,0.296873361,2.44362617,100.28566,39.1103668,12.4820786,19.4329338,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:27,25.78125,25.78125,24.21875,30.2283649,26.5024071,60,61,59,60,61,3409.712,3409.712,3409.712,3409.712,15.9829245,13.3644619,0.2844678,1.88994622,100.285645,39.1126137,12.4827957,19.4322166,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:29,50.8036728,49.6583824,52.4157753,54.3693657,51.8118019,76,77,75,73,76,3409.70923,3409.70923,3409.70923,3409.70923,23.8851585,21.2549648,0.238244742,2.07023644,100.285568,39.1851463,12.5059433,19.40907,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:29,37.717926,34.96493,26.54882,32.6869354,32.9796562,60,60,58,59,60,3409.71484,3409.71484,3610.28638,3409.71484,14.2695494,11.46025,0.5246947,1.76871693,100.285728,38.883194,12.4095764,19.5054359,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:30,27.34375,27.34375,21.09375,25.78125,25.390625,64,64,63,62,64,3409.712,3409.712,3409.712,3409.712,15.5895109,13.0808544,0.220629409,1.79456687,100.285645,38.9929924,12.4446182,19.4703941,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:31,40.0669632,34.375,31.25,36.71875,35.6026764,60,60,59,59,60,3409.712,3509.99756,3409.712,3509.99756,18.718998,15.6705961,0.6590177,2.00459886,100.285645,39.13242,12.4891167,19.4258957,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:32,26.0372944,19.9999981,13.8461533,17.6923027,19.3939381,68,62,60,63,63,3409.71118,3409.71118,3409.71118,3409.71118,14.3873825,11.9861536,0.138166189,1.76895308,100.285622,39.11785,12.4844666,19.4305458,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:33,32.69329,31.91244,27.9569855,30.376339,30.734766,62,62,68,59,67,3509.99878,3409.71313,3409.71313,3409.71313,16.2708836,13.8077164,0.1348204,1.85638285,100.285675,39.11136,12.4823952,19.4326172,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:34,24.9278851,24.0745182,27.1995182,18.6057682,23.7019176,60,60,58,58,60,3509.997,3409.71143,3409.71143,3409.71143,14.7994871,12.2499018,0.263938159,1.76644111,100.285629,39.117672,12.4844093,19.430603,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:35,55.46875,59.375,58.59375,55.46875,57.2265625,74,75,70,68,75,3409.71167,3409.71167,3409.71167,3509.99731,24.8228569,22.2227154,0.241949633,1.99132907,100.285637,39.13131,12.4887619,19.42625,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
08/12/2023 00:21:36,27.34375,28.90625,27.34375,28.125,27.9296875,60,61,61,59,61,3509.99829,3409.71265,3409.71265,3409.71265,14.666316,12.2672558,0.137727439,1.71300042,100.285667,39.1765747,12.5032082,19.4118042,0,139,405.000031,278,0,0,0,0,4096,75,4021,1.83105469,45,12.5446091,87.61008
