,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU PCIE Rx","GPU PCIE Tx","Used Space","Temperature","Used Space"
09/06/2022 13:15:27,80.43628,89.21325,83.78968,84.54054,84.4949341,74,75,74,70,76,3409.71387,3409.71387,3409.71387,3409.71387,40.48883,30.49831,0.09647893,2.49466944,100.285706,11.746521,3.74890518,28.1661072,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,17.578125,0,30.3082123,35,59.0283661
09/06/2022 13:15:27,100,100,100,100,100,76,77,76,70,77,3409.71338,3409.71338,3409.71338,3409.71338,40.1151924,32.1912766,0.109817244,2.790134,100.28569,11.9819107,3.824028,28.0909843,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,139.648438,3.90625,30.3082123,35,59.0283661
09/06/2022 13:15:28,100,100,100,100,100,74,75,72,69,75,3409.71216,3409.71216,3409.71216,3409.71216,40.180027,31.3835144,0.168922484,2.702509,100.285652,12.2564774,3.91165543,28.0033569,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,54.6875,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:29,99.21875,100,100,100,99.80469,74,73,73,70,75,3409.58032,3409.58032,3409.58032,3409.58032,40.6024666,31.5512028,0.2624245,2.69465613,100.281776,12.74736,4.068321,27.8466911,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,153.320313,6.8359375,30.3082123,35,59.0283661
09/06/2022 13:15:30,91.40625,95.3125,92.1875,93.75,93.16406,76,75,70,66,77,3409.8457,3409.8457,3409.8457,3409.8457,40.4395752,30.9163647,0.412520766,2.77508,100.289581,12.9758606,4.141247,27.7737656,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,79.10156,1.953125,30.3082123,35,59.0283661
09/06/2022 13:15:31,60.9375,64.0625,65.625,64.84375,63.8671875,75,71,69,68,70,3409.71338,3409.71338,3409.71338,3409.71338,33.7408829,25.5536842,0.238831475,2.064407,100.28569,13.0950165,4.17927551,27.7357368,48,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,13.671875,0,30.3082123,35,59.0283661
09/06/2022 13:15:32,45.3125,59.375,54.6875,50,52.34375,67,69,70,68,70,3409.71313,3409.71313,3409.71313,3409.71313,30.647068,23.43599,0.257432252,2.1388104,100.285675,13.1745911,4.204674,27.7103386,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,89.84375,3.90625,30.3082123,35,59.0283661
09/06/2022 13:15:33,28.90625,47.65625,39.0625,42.96875,39.6484375,60,67,60,58,67,3509.99878,3509.99878,3509.99878,3509.99878,27.8475418,18.7360268,0.102005869,1.63419843,100.285683,13.2135239,4.217098,27.6979141,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,95.703125,4.8828125,30.3082123,35,59.0283661
09/06/2022 13:15:34,25.78125,40.625,28.125,32.8125,31.8359375,62,71,71,61,71,3409.7124,3409.7124,3610.28369,3409.7124,27.3989658,18.1315231,0.25937,1.71279991,100.28566,13.0551682,4.16655731,27.748455,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,83.00781,3.90625,30.3082123,35,59.0283661
09/06/2022 13:15:35,17.2991028,19.53125,29.89831,31.25,24.4946651,60,63,61,66,66,3409.71265,3509.99829,3409.71265,3409.71265,24.712286,15.8414783,0.07657428,1.42870378,100.285667,12.9986649,4.148525,27.7664871,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,113.28125,3.90625,30.3082123,35,59.0283661
09/06/2022 13:15:36,55.8774,59.80903,55.8293266,66.40625,59.4805,63,62,71,58,70,3409.71143,3409.71143,3409.71143,3409.71143,30.0425987,20.6808414,0.220085189,2.01605082,100.285637,12.6226425,4.02851868,27.8864937,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,140.625,3.90625,30.3082123,35,59.0283661
09/06/2022 13:15:37,22.65625,28.90625,26.5625,13.28125,22.8515625,59,62,58,56,62,3409.71362,3409.71362,3409.71362,3610.285,21.6729774,12.4380293,0.422458231,1.47343767,100.2857,12.404892,3.95902252,27.95599,49,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,68.359375,4.8828125,30.3082123,35,59.0283661
09/06/2022 13:15:38,9.375,20.1682682,9.375,7.8125,11.68269,59,62,58,57,62,3409.71265,3409.71265,3409.71265,3409.71265,19.0194016,10.4393625,0.555329859,1.35300314,100.285667,12.3504333,3.94164276,27.97337,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,94.72656,4.8828125,30.3082123,35,59.0283661
09/06/2022 13:15:39,24.2559547,22.8794632,16.6666622,12.599206,19.1003265,54,57,54,53,57,3409.713,3409.713,3610.28418,3509.99854,19.8288212,10.62677,0.498390138,1.33686841,100.285667,12.3454285,3.9400444,27.974968,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,146.484375,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:40,9.375,9.375,3.90625,1.5625,6.0546875,55,57,54,54,57,3610.284,3610.284,3509.99829,3509.99829,14.7572308,5.82236862,0.352291077,1.14314854,100.285667,12.3518372,3.942089,27.9729233,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,110.351563,3.90625,30.3082123,35,59.0283661
09/06/2022 13:15:41,11.71875,10.15625,2.31971145,0.78125,6.243992,52,54,52,52,55,3409.71265,3509.99829,3509.99829,3610.284,14.2367659,5.26269865,0.2895433,1.13161182,100.285667,12.3528214,3.9424057,27.9726067,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,115.234375,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:42,5.46875,12.5,3.125,3.90625,6.25,53,54,53,52,55,3409.713,3409.713,3509.99854,3409.713,14.11948,5.110521,0.2789762,1.12766671,100.285675,12.3531342,3.942505,27.9725075,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,125.976563,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:43,6.25,17.1875,11.6003752,3.10096145,9.534711,55,57,54,54,58,3509.99829,3509.99829,3409.71265,3409.71265,14.033287,8.402165,0.305034518,1.16199577,100.285667,12.3318634,3.93571472,27.9792976,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,83.00781,1.953125,30.3082123,35,59.0283661
09/06/2022 13:15:44,7.0192337,5.44471169,7.8125,2.34375,5.65505028,53,54,52,51,55,3509.99854,3409.713,3610.28418,3409.713,14.046174,3.421351,0.2820615,1.11021352,100.285675,12.3480148,3.94086838,27.974144,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,134.765625,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:45,3.125,9.375,6.25,0.78125,4.8828125,51,53,51,51,54,3409.7124,3409.7124,3409.7124,3409.7124,13.8565187,4.869883,0.2720401,1.11524272,100.28566,12.3107452,3.92897415,27.9860382,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,131.835938,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:46,0.78125,11.71875,3.90625,0.78125,4.296875,53,55,53,53,56,3409.7124,3409.7124,3509.998,3610.284,14.3315744,5.378337,0.312718719,1.10433173,100.28566,12.3179321,3.9312706,27.9837418,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,92.77344,4.8828125,30.3082123,35,59.0283661
09/06/2022 13:15:47,12.5,28.90625,16.40625,11.71875,17.3828125,58,61,57,56,61,3409.71265,3409.71265,3409.71265,3409.71265,16.4917717,10.37271,0.490526885,1.25541735,100.285667,12.3384552,3.93782043,27.9771919,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,115.234375,4.8828125,30.3082123,35,59.0283661
09/06/2022 13:15:48,22.65625,14.84375,7.8125,32.8125,19.53125,57,59,56,62,66,3409.71118,3409.71118,3409.71118,3409.71118,23.06728,13.938426,0.4416943,1.44113755,100.285622,12.3374329,3.93749237,27.97752,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,98.63281,3.90625,30.3082123,35,59.0283661
09/06/2022 13:15:49,30.7291622,26.5625,30.9523811,14.2361107,25.6200371,56,59,55,56,59,3409.71436,3409.71436,3610.286,3409.71436,23.5349827,14.8844776,0.384580016,1.44583261,100.285721,12.318367,3.931408,27.9836044,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,99.609375,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:50,7.03125,8.59375,3.8461566,2.31971145,5.44772148,66,54,52,52,66,3810.85522,3509.99829,3409.71265,3409.71265,14.6570215,5.76412964,0.2933534,1.12486231,100.285667,12.3342514,3.93647766,27.9785347,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,117.1875,5.859375,30.3082123,35,59.0283661
09/06/2022 13:15:51,16.40625,6.25,4.76190472,7.130456,8.637148,52,54,52,52,54,3509.99829,3509.99829,3409.71265,3409.71265,15.8981295,7.05737734,0.291812539,1.13697529,100.285667,12.3315659,3.93561935,27.979393,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,4.8828125,30.3082123,35,59.0283661
09/06/2022 13:15:52,7.837701,10.1686478,9.412205,9.375,9.198385,53,55,53,53,55,3409.71265,3509.99829,3610.284,3409.71265,13.721632,6.685271,0.3304336,1.12925291,100.285667,12.3266449,3.93405151,27.98096,48,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,142.578125,3.90625,30.2692947,35,59.0283661
09/06/2022 13:15:53,6.9711566,13.28125,3.858173,1.5625,6.418276,54,59,53,53,59,3409.713,3409.713,3610.28418,3409.713,13.8152208,5.89739466,0.3042952,1.13306713,100.285675,12.3244019,3.93333435,27.981678,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,30.2692947,35,59.0283661
09/06/2022 13:15:54,7.824898,1.5504837,6.153846,6.935096,5.61608076,53,55,53,54,55,3409.7124,3509.998,3409.7124,3509.998,11.1682529,4.52123833,0.291912973,1.13727069,100.28566,12.2983551,3.92502213,27.98999,47,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,0,0,30.2692947,35,59.0283661
09/06/2022 13:15:55,2.34375,2.34375,0.793647766,0.78125,1.56559944,51,53,51,51,53,3509.99829,3409.71265,3610.284,3409.71265,9.329185,2.694738,0.269982368,1.08371282,100.285667,12.2952728,3.924038,27.9909744,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,130.859375,5.859375,30.2692947,35,59.0283661
09/06/2022 13:15:56,11.6947117,17.1875,5.396634,7.03125,10.3275242,55,64,53,55,64,3409.71265,3610.284,3509.99829,3409.71265,14.8789911,8.162043,0.343980938,1.1954608,100.285667,12.3138275,3.92995834,27.985054,47,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,30.2692947,35,59.0283661
09/06/2022 13:15:57,13.2572117,8.509612,12.3918295,6.947112,10.2764425,57,59,60,53,60,3509.99829,3509.99829,3610.284,3810.85522,14.9898758,6.6307044,0.340243042,1.195997,100.285667,12.3200684,3.93194962,27.9830627,47,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,30.2692947,35,59.0283661
09/06/2022 13:15:58,7.575756,3.03030014,4.54545,0,3.78787518,63,55,53,53,62,3409.7124,3409.7124,3409.7124,3409.7124,11.6124668,5.196165,0.287769258,1.15792739,100.28566,12.3195648,3.9317894,27.983223,47,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,0,0,30.2692947,35,59.0283661
09/06/2022 13:15:59,10.4838734,9.677422,5.64516163,0.806450844,6.65322542,59,58,55,54,58,3409.713,3409.713,3409.713,3409.713,12.5366049,6.033845,0.288708419,1.18792284,100.285675,12.2683487,3.91544342,27.9995689,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,98.63281,2.9296875,30.2692947,35,59.0283661
09/06/2022 13:16:00,43.75,55.46875,41.40625,35.15625,43.9453125,61,61,68,65,72,3409.70337,3409.70337,3409.70337,3409.70337,30.8531418,21.2531986,0.289365768,1.99162567,100.285393,12.5615234,4.00901031,27.906002,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,99.609375,2.9296875,30.2692947,35,59.0283661
09/06/2022 13:16:01,42.1875,35.15625,32.03125,38.51687,36.9729652,61,61,57,65,67,3409.72119,3510.007,3409.72119,3409.72119,28.7538223,19.4585648,0.102282964,1.61357224,100.285919,12.73494,4.06435776,27.8506546,47,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,138.671875,2.9296875,30.2692947,35,59.0283661
09/06/2022 13:16:02,41.40625,54.6875,42.96875,38.0048027,44.2668266,63,68,61,60,67,3409.71313,3509.99878,3409.71313,3409.71313,29.6978931,20.158947,0.183967456,1.98939407,100.285683,13.1878052,4.208889,27.7061234,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,114.257813,1.953125,30.2692947,35,59.0283661
09/06/2022 13:16:03,67.1875,77.34375,68.75,71.09375,71.09375,69,72,71,64,72,3409.71216,3409.71216,3409.71216,3409.71216,37.5224724,27.9001369,0.166074842,2.92375517,100.285652,14.0960846,4.498768,27.4162445,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,101.5625,1.953125,30.2692947,35,59.0283661
09/06/2022 13:16:04,60.9375,65.625,62.5,63.28125,63.0859375,76,69,70,63,76,3409.713,3409.713,3409.713,3409.713,36.4309044,26.9382133,0.1228686,2.13529634,100.285675,14.4834137,4.622383,27.29263,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,85.9375,2.9296875,30.2692947,35,59.0283661
09/06/2022 13:16:05,58.17212,58.17212,62.8968239,67.1875,61.60714,64,77,74,64,69,3409.71265,3409.71265,3409.71265,3409.71265,34.57579,24.8093586,0.247103423,1.91993034,100.285667,14.8204651,4.729954,27.1850586,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,101.5625,3.90625,30.2692947,35,59.0283661
09/06/2022 13:16:06,20.3125,24.0264416,36.71875,36.8303528,29.4720116,58,61,57,67,67,3409.71313,3409.71313,3610.28442,3409.71313,24.278059,15.9751968,0,1.3382591,100.285683,14.7833633,4.718113,27.1969,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,103.515625,3.90625,30.2692947,35,59.0283661
09/06/2022 13:16:07,25.78125,23.4375,29.6875,17.0913467,23.9994,63,62,67,57,67,3409.713,3509.99854,3409.713,3610.28418,24.208498,15.0751705,0.03794607,1.405464,100.285675,14.7638168,4.711876,27.2031364,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,92.77344,4.8828125,30.2692947,35,59.0283661
09/06/2022 13:16:08,28.90625,22.1478157,15.0173607,3.90625,17.4944229,56,58,58,56,58,3409.71167,3409.71167,3409.71167,3409.71167,21.4619064,12.3085518,0,1.35835552,100.285637,14.7592087,4.71040344,27.2046089,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,140.625,4.8828125,30.2692947,35,59.0283661
09/06/2022 13:16:09,13.2572117,13.1250019,13.0769253,9.375,12.2085333,59,62,60,56,62,3409.71338,3409.71338,3409.71338,3409.71338,18.05741,9.041867,0.0121684317,1.3829844,100.28569,14.7153549,4.69640732,27.218605,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,146.484375,5.859375,30.2692947,35,59.0283661
09/06/2022 13:16:10,14.0625,13.28125,8.59375,5.518353,10.36396,56,58,56,55,58,3610.28369,3409.7124,3409.7124,3509.998,17.7361374,8.685797,0.0328096375,1.30862343,100.28566,14.7881851,4.71965027,27.1953621,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,143.554688,5.859375,30.2692947,35,59.0283661
09/06/2022 13:16:11,14.84375,34.375,14.84375,16.9831753,20.26142,60,70,58,59,70,3409.712,3409.712,3409.712,3409.712,22.9852448,13.5247984,0.041390568,1.67700088,100.285645,14.9901352,4.78410339,27.130909,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,130.859375,3.90625,30.2692947,35,59.0283661
09/06/2022 13:16:12,37.6923065,44.6153831,36.9230728,39.9999962,39.80769,67,72,63,61,72,3409.71313,3409.71313,3409.71313,3409.71313,29.56953,20.26041,0.0336336941,2.16554427,100.285683,14.8069,4.725624,27.1893883,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,142.578125,4.8828125,30.2692947,35,59.0283661
09/06/2022 13:16:13,33.3333321,44.4444427,33.3333321,39.6825371,37.69841,72,68,65,61,72,3409.71338,3409.71338,3409.71338,3409.71338,26.8985214,18.4491119,0,1.61118841,100.28569,14.8345566,4.73445129,27.1805611,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,15.625,2.9296875,30.2692947,35,59.0283661
09/06/2022 13:16:14,33.8417664,55.46875,39.84375,50,44.7885628,64,71,63,68,69,3409.7124,3509.998,3509.998,3509.998,27.4102058,20.9610271,0.0163028147,1.77808964,100.28566,14.8271637,4.73209,27.1829224,48,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,0,0,30.2692947,35,59.0283661
09/06/2022 13:16:15,34.8918266,50.78125,33.59375,55.46875,43.68389,67,68,69,61,69,3409.713,3409.713,3409.713,3409.713,30.6078987,21.7216454,0.0227333717,1.72376263,100.285675,14.7763519,4.71587372,27.1991386,48,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,0,0,30.2692947,35,59.0283661
09/06/2022 13:16:16,43.8461533,56.92308,54.6153831,46.1538429,50.3846169,71,71,69,66,70,3409.71216,3409.71216,3409.71216,3409.71216,30.0625916,23.850914,0.02153645,2.10333467,100.285652,14.80764,4.7258606,27.1891518,0,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,93.75,3.90625,30.2692947,35,59.0283661
09/06/2022 13:16:17,50,46.8253975,38.0952377,43.650795,44.6428528,75,73,73,59,72,3409.713,3409.713,3509.99854,3409.713,29.26429,22.0225868,0,1.68388188,100.285675,14.9019775,4.755966,27.1590462,49,1354.00012,3504.00024,2708.00024,1,0,0,0,4096,75,4021,1.83105469,28.3203125,0,30.2692947,35,59.0283661
09/06/2022 13:16:18,5.46875,5.46875,18.75,8.59375,9.5703125,72,56,61,55,72,3409.71265,3610.284,3409.71265,3509.99829,16.0339451,8.410529,0.01747911,1.196642,100.28566,14.95253,4.77210236,27.14291,49,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,81.05469,4.8828125,30.2692947,35,59.0283661
09/06/2022 13:16:19,15.7738094,36.11111,12.562,19.53125,20.994545,57,72,56,56,72,3409.71313,3409.71313,3409.71313,3409.71313,22.9552021,14.0300913,0.0165537987,1.32212579,100.285683,14.8146362,4.728092,27.18692,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,91.796875,2.9296875,30.2692947,35,59.0283661
09/06/2022 13:16:20,33.2331734,31.1298065,17.96875,31.25,28.3954315,65,61,56,66,66,3509.998,3509.998,3409.7124,3409.7124,26.7342319,17.69757,0,1.314421,100.28566,14.9255447,4.763489,27.1515236,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,92.77344,4.8828125,30.2692947,35,59.0283661
09/06/2022 13:16:21,47.65625,27.34375,21.875,39.84375,34.1796875,73,67,59,68,73,3409.71265,3409.71265,3409.71265,3409.71265,30.3584461,21.02366,0,1.33682954,100.28566,15.4382019,4.927105,26.9879074,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,95.703125,2.9296875,30.2692947,35,59.0283661
09/06/2022 13:16:22,30.46875,30.46875,40.561657,36.71875,34.55448,66,60,59,57,67,3509.99854,3509.99854,3509.99854,3509.99854,28.4234486,19.47502,0,1.37881172,100.285675,15.3532257,4.89998245,27.01503,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,94.72656,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:23,41.40625,13.28125,4.71230125,2.36855149,15.4420853,68,61,57,56,67,3509.99854,3409.713,3409.713,3509.99854,21.5663662,12.2117558,0,1.19352341,100.285667,15.4541016,4.9321785,26.9828339,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,30.37893,35,59.0283661
09/06/2022 13:16:24,35.15625,14.0625,1.5625,5.46875,14.0625,68,60,56,57,68,3409.712,3409.712,3509.99756,3409.712,21.78788,12.3106813,0.000244629657,1.191163,100.285645,15.4822388,4.94115829,26.9738541,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,123.046875,5.859375,30.37893,35,59.0283661
09/06/2022 13:16:25,42.96875,18.75,11.71875,16.40625,22.4609375,70,61,56,57,70,3409.7124,3409.7124,3409.7124,3409.7124,23.830761,14.53097,0.00489501329,1.33695054,100.28566,15.6458054,4.99335861,26.9216537,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,108.398438,5.859375,30.37893,35,59.0283661
09/06/2022 13:16:26,8.680558,21.09375,4.615384,17.6923027,13.0204973,57,60,56,61,61,3409.71338,3409.71338,3409.71338,3409.71338,21.0801182,11.7221823,0,1.48481429,100.28569,16.58619,5.29348373,26.6215286,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,105.46875,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:27,17.96875,33.94097,7.83730125,9.377289,17.2810783,57,72,55,56,72,3409.71265,3509.99829,3409.71265,3409.71265,21.8419361,12.9409113,0,1.35904753,100.28566,16.79396,5.35979462,26.5552177,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,113.28125,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:28,25.4927864,32.4879761,5.46875,14.0625,19.378006,60,73,55,57,73,3409.713,3610.28418,3409.713,3409.713,22.9679661,14.2127409,0,1.50289071,100.285675,17.8317337,5.691002,26.22401,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,86.91406,3.90625,30.37893,35,59.0283661
09/06/2022 13:16:29,18.9112072,34.375,14.84375,5.46875,18.39968,57,78,56,57,78,3509.99854,3509.99854,3409.713,3509.99854,23.5967236,14.7144451,0,1.30378127,100.285675,17.8025284,5.681679,26.2333336,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,114.257813,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:30,16.40625,25,18.75,14.0625,18.5546875,57,74,56,56,74,3409.71265,3409.71265,3610.284,3409.71265,22.7062149,13.8894014,0,1.2040211,100.28566,17.86055,5.700199,26.2148132,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,3.90625,30.37893,35,59.0283661
09/06/2022 13:16:31,7.764423,23.4375,35.83127,8.59375,18.9067364,58,57,77,56,77,3409.71167,3610.283,3610.283,3610.283,22.5633049,13.6927557,0,1.32431161,100.285637,17.925827,5.721031,26.1939812,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,106.445313,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:32,14.84375,18.75,23.2649078,13.9682531,17.706728,61,60,70,56,70,3409.71362,3409.71362,3610.285,3509.99927,22.477663,13.764514,0,1.55365217,100.2857,17.95118,5.729122,26.18589,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,111.328125,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:33,8.680558,13.28125,24.4915657,25.84325,18.0741615,57,58,56,68,68,3509.99854,3409.713,3509.99854,3409.713,22.7719765,13.87664,0,1.46819723,100.285667,17.9568329,5.73092651,26.1840858,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,89.84375,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:34,15.7118082,19.53125,31.3852787,3.13853025,17.4417133,58,58,74,56,74,3509.998,3409.7124,3509.998,3509.998,22.3605633,13.54827,0,1.40159774,100.28566,17.9652786,5.73361969,26.1813927,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,106.445313,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:35,7.03125,27.34375,31.841856,3.90625,17.5307751,57,72,56,57,72,3610.28442,3509.99854,3509.99854,3409.713,22.6570053,13.7773161,0,1.33283675,100.285675,17.9540253,5.73003,26.1849823,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,124.023438,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:36,15.5288458,19.53125,30.9523811,5.46875,17.8703079,67,59,57,56,67,3409.71265,3409.71265,3409.71265,3610.284,21.8484459,12.8867188,0,1.34366548,100.285667,16.7305756,5.33956528,26.5754471,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,83.984375,4.8828125,30.37893,35,59.0283661
09/06/2022 13:16:37,26.5625,26.5625,19.23077,9.2427845,20.3996429,58,64,56,57,64,3409.71265,3810.85547,3409.71265,3509.99829,23.6790314,14.240921,0.0237382241,1.5345633,100.285667,15.25695,4.869259,27.0457535,0,1354.00012,3504.00024,2708.00024,0,0,0,0,4096,75,4021,1.83105469,118.164063,5.859375,30.37893,35,59.0283661
