,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/11,/intelcpu/0/load/12,/intelcpu/0/load/13,/intelcpu/0/load/14,/intelcpu/0/load/15,/intelcpu/0/load/16,/intelcpu/0/load/17,/intelcpu/0/load/18,/intelcpu/0/load/19,/intelcpu/0/load/20,/intelcpu/0/load/21,/intelcpu/0/load/0,/intelcpu/0/load/1,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/temperature/7,/intelcpu/0/temperature/8,/intelcpu/0/temperature/9,/intelcpu/0/temperature/10,/intelcpu/0/temperature/11,/intelcpu/0/temperature/12,/intelcpu/0/temperature/13,/intelcpu/0/temperature/14,/intelcpu/0/temperature/15,/intelcpu/0/temperature/16,/intelcpu/0/temperature/17,/intelcpu/0/temperature/18,/intelcpu/0/temperature/19,/intelcpu/0/temperature/20,/intelcpu/0/temperature/21,/intelcpu/0/temperature/22,/intelcpu/0/temperature/23,/intelcpu/0/temperature/24,/intelcpu/0/temperature/25,/intelcpu/0/temperature/26,/intelcpu/0/temperature/27,/intelcpu/0/temperature/28,/intelcpu/0/temperature/29,/intelcpu/0/temperature/30,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/clock/7,/intelcpu/0/clock/8,/intelcpu/0/clock/9,/intelcpu/0/clock/10,/intelcpu/0/clock/11,/intelcpu/0/clock/12,/intelcpu/0/clock/13,/intelcpu/0/clock/14,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/3,/intelcpu/0/voltage/0,/intelcpu/0/voltage/1,/intelcpu/0/voltage/2,/intelcpu/0/voltage/3,/intelcpu/0/voltage/4,/intelcpu/0/voltage/5,/intelcpu/0/voltage/6,/intelcpu/0/voltage/7,/intelcpu/0/voltage/8,/intelcpu/0/voltage/9,/intelcpu/0/voltage/10,/intelcpu/0/voltage/11,/intelcpu/0/voltage/12,/intelcpu/0/voltage/13,/intelcpu/0/voltage/14,/intelcpu/0/clock/0,/ram/data/0,/ram/data/1,/ram/load/0,/ram/data/2,/ram/data/3,/ram/load/1,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/smalldata/5,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/5,/gpu-nvidia/0/load/6,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/power/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/smalldata/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/0,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/10,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/1,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/12,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/11,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/3,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/4,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/5,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/6,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/9,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/2,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/7,/gpu-intel-integrated/\\?\PCI#VEN_8086&DEV_46A6&SUBSYS_278D1043&REV_0C#3&11583659&0&10#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}/load/8,/hdd/1/load/0,/hdd/1/load/31,/hdd/1/load/32,/hdd/1/load/33,/hdd/1/throughput/34,/hdd/1/throughput/35,/hdd/0/load/0,/hdd/0/load/31,/hdd/0/load/32,/hdd/0/load/33,/hdd/0/throughput/34,/hdd/0/throughput/35
07/06/2024 16:54:41,30.69691,0,31.3183,0,44.9403038,3.12934518,51.0491066,0.4921794,30.00896,0,31.1886,0.0753819942,59.88954,42.94064,8.770073,3.83864045,46.3562469,18.08235,8.33205,10.7599316,20.9550915,59.88954,45,49,50,50,49,49,45,47,47,47,45,45,45,45,51,55,51,50,50,51,51,55,53,53,53,55,55,55,55,50,47,3683.55542,4081.77759,4081.77759,3185.77759,1393.77771,2488.88867,3185.77759,2787.55542,3285.333,3185.77759,3185.77759,1095.11108,1393.77771,2986.6665,20.75182,15.0272007,0,1.230957,1.1809082,1.19592285,1.21594238,1.230957,1.29589844,1.22094727,1.12658691,1.154541,1.1895752,1.19458008,1.18457031,1.21948242,1.21459961,1.21948242,99.55555,14.0217934,17.64529,44.2787628,16.2546158,22.912468,41.5007057,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.3125,6141,5921,220,3.58247828,2.757,8192,0,0.05785153,1057.80859,5.990118,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,0.0229760446,4.805246,4.523339,33945.37,17027846,62.4128,0,0.164478645,0.168042108,0,13259.8828
07/06/2024 16:54:42,29.5559578,1.65805817,26.631218,0.460016727,31.6991634,0.690937042,37.64209,4.557407,29.3223686,0,33.38504,0,57.668602,21.07246,3.30973864,1.07947588,33.8727,5.400932,3.11242938,3.16482782,16.145546,57.668602,46,56,51,54,47,51,44,44,44,44,45,45,45,45,49,54,44,49,46,53,49,56,56,56,56,55,55,55,55,56,47.2142868,4081.77759,2887.111,2389.33325,3783.111,1393.77771,4081.77759,1095.11108,3185.77759,3185.77759,3285.33325,3285.33325,1493.33325,3484.44434,1891.55554,16.2212868,10.4335709,0,1.13623047,1.14624023,1.25097656,1.27099609,1.28100586,1.23596191,1.20605469,1.22668457,1.22668457,1.2166748,1.22167969,1.21166992,1.18664551,1.166748,1.15673828,99.55555,14.0122337,17.65485,44.2485771,16.2478714,22.9192123,41.4834862,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.21875,6141,5921,220,3.58247828,2.452,0,0,0.0458534472,1061.43359,3.34206128,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,0.136248365,3.23073936,3.19256735,75792.3359,19425862,62.4128,0,0,0.0188658778,0,0
07/06/2024 16:54:43,32.85356,3.670162,29.4697113,5.559331,42.0243073,6.75011873,43.6459846,5.94325066,35.35495,5.911517,34.74303,8.421683,63.2044449,20.6732388,10.00123,8.878099,34.9053574,14.4379978,11.3434792,12.1870937,21.49893,63.2044449,54,47,54,52,50,53,48,48,48,48,46,46,46,46,52,46,53,46,48,50,47,52,52,52,52,54,54,54,54,54,49,4081.77734,3484.444,1393.77759,3882.66626,4081.77734,1393.77759,3285.333,3285.333,3285.333,2588.444,3285.333,2588.444,3086.222,3484.444,34.814167,28.4757347,0,0.870239258,1.12731934,1.24230957,1.19238281,1.25732422,1.22729492,1.2322998,1.12719727,1.15722656,1.20214844,1.19714355,1.19714355,1.19714355,1.15222168,1.17724609,99.55554,13.9597282,17.7073555,44.08277,16.1715469,22.9955368,41.2886162,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.3125,6141,5921,220,3.58247828,2.188,8192,0,0.07891456,1055.48047,6.97690153,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,2.23372555,8.133939,8.885814,9511037,38237796,62.4128,0,0.258955956,0.240535811,0,15180.2246
07/06/2024 16:54:44,27.5740089,2.943778,26.79879,2.43976712,33.3430634,3.51567268,36.6694527,7.34866858,25.9218388,0,26.4847221,4.218668,68.94728,46.5225563,13.9865818,4.97220135,48.38006,20.05424,5.85082769,5.24143,20.496767,68.94728,49,50,52,49,51,46,45,45,45,45,45,45,45,45,49,51,50,48,51,49,54,55,55,55,55,55,55,55,55,52,46.92857,4081.71753,4081.71753,3982.16357,1393.7572,3783.05542,4081.71753,3086.17676,3285.285,3285.285,2090.63574,3185.73071,3185.73071,1095.095,3285.285,26.1277466,20.3510513,0,1.1953125,1.1953125,1.21521,1.2623291,1.2623291,1.29736328,1.24731445,1.23681641,1.21679688,1.20812988,1.269043,1.27404785,1.2590332,1.29052734,1.2454834,99.5540848,13.9332733,17.73381,43.99923,16.1588745,23.00821,41.2562637,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.1875,6141,5921,220,3.58247828,2.137,0,3072,0.04099356,1059.66406,3.99840379,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,0.501070261,3.8172853,9.826085,422215.063,15741669,62.4128,0,0.229770318,0.288482726,0,10752.541
07/06/2024 16:54:45,33.2034874,6.77627945,28.54492,2.32117772,35.25792,9.059781,33.0208473,16.4556389,34.82933,5.08441353,32.16775,1.09506249,64.95967,61.57446,24.6042786,13.5874271,65.00296,28.2118683,24.4578,24.6687832,27.2441978,65.00296,51,48,54,54,50,51,45,45,48,48,47,47,47,47,56,49,52,46,46,50,49,55,55,52,52,53,53,53,53,54,48.7142868,4081.83643,1393.79785,1393.79785,1393.79785,1393.79785,1393.79785,3484.49463,1095.12683,1095.12683,2289.81079,2289.81079,3484.49463,3285.38062,1095.12683,29.4883785,22.9568481,0,1.27270508,1.30273438,0.8927002,1.21801758,1.24804688,1.283081,1.21289063,1.28881836,0.6949463,1.119873,1.19995117,1.27099609,1.30603027,1.29101563,1.14099121,99.55699,13.0589294,18.6081543,41.2381821,15.238636,23.9284477,38.9067421,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.28125,6141,5921,220,3.58247828,2.584,0,3072,0.19966872,877.7461,13.2007256,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,9.54211,3.64166713,11.9624758,5276245.5,9365698,62.4128,0,0.18192099,0.128770351,0,193510.375
07/06/2024 16:54:46,21.010149,1.91388726,20.1389675,1.790297,26.968462,2.68440247,2.96000242,31.15158,38.65044,1.19529366,33.08267,0.7955015,68.2855759,25.4748287,4.905641,2.676481,34.0218468,8.841711,6.27753735,3.38675976,16.8105965,68.2855759,48,46,56,54,47,51,51,45,45,45,44,44,44,44,50,52,54,44,46,53,49,49,55,55,55,56,56,56,56,56,47.42857,4081.77832,1393.778,1393.778,4081.77832,4081.77832,4081.77832,3484.445,1095.11133,3285.33374,3285.33374,3285.33374,1095.11133,1095.11133,3285.33374,18.2672863,12.66971,0,1.19152832,1.18151855,1.2019043,1.20690918,1.27685547,1.17687988,1.251831,1.26184082,0.691894531,0.8968506,1.18688965,1.19689941,1.22753906,1.15246582,0.9725342,99.55557,13.0620232,18.60506,41.2479477,15.2430763,23.9240074,38.91808,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.1875,6141,5921,220,3.58247828,2.126,0,3072,0.0539034419,878.417969,5.945091,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,0.257243723,2.56655288,2.80916667,366606.719,3643521.75,62.4128,0,0,0.04467439,0,0
07/06/2024 16:54:47,24.5809612,2.61374712,16.3255577,1.26259923,25.7415466,3.03316116,1.87206268,30.88231,34.7374039,2.64467,43.3302879,2.75725722,64.2787552,43.72409,4.613781,1.27999783,37.67909,11.0427971,6.88310862,2.31359,18.0798416,64.2787552,45,50,52,51,46,51,47,47,47,47,46,46,46,46,52,55,50,48,49,54,49,53,53,53,53,54,54,54,54,52,47.6428566,1393.77783,4081.77783,4081.77783,4081.77783,4380.44434,3484.44458,3285.3335,3484.44458,3285.3335,3285.3335,3285.3335,3285.3335,3285.3335,3285.3335,20.7836437,15.0776005,0,1.26123047,1.24646,1.29150391,1.26013184,1.26013184,1.23010254,1.26013184,1.26513672,1.28515625,1.24511719,1.27514648,1.26574707,1.27575684,1.27575684,1.27575684,99.55556,13.0687408,18.5983429,41.269165,15.2365341,23.93055,38.9013748,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.15625,6141,5921,220,3.58247828,2.656,8192,3072,0.138785228,905.523438,10.357275,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,1.03037393,2.446167,3.297685,1373242,3771607.25,62.4128,0,0.161705911,0.149975032,0,37023.55
07/06/2024 16:54:48,29.2025337,0.5754888,27.4017563,0.673002,38.737072,3.27659249,2.62876749,34.28148,29.793602,0.346130133,26.2191181,0,63.181675,39.63831,7.34866238,6.884992,52.69099,14.7170124,3.79161835,9.029352,19.5066452,63.181675,53,52,56,50,53,48,47,45,45,45,44,44,44,44,50,47,48,44,50,47,52,53,55,55,55,56,56,56,56,56,47.8571434,4081.777,4081.777,2289.77734,1393.77759,4081.777,4081.777,1095.111,3185.77734,3285.33276,3285.33276,3285.33276,3285.33276,3285.33276,3285.33276,29.93091,23.647171,0,1.26477051,1.31982422,1.23474121,1.23474121,1.22473145,1.21972656,1.204834,1.28979492,1.15979,1.18896484,1.16394043,1.223877,1.12390137,1.2734375,1.22351074,99.55554,13.0950623,18.5720215,41.3522835,15.2759018,23.8911819,39.00189,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.25,6141,5921,220,3.58247828,2.153,7168,0,0.0475780666,907.347656,3.351334,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,100,2.92311931,15.5961914,6885525,5484046.5,62.4128,0,0.278895825,0.240129352,0,89708.52
07/06/2024 16:54:49,34.8253174,11.4747705,31.6792068,10.7954025,38.46143,19.1779366,28.8770084,22.87649,33.50364,12.6432781,38.93417,11.9965792,67.45916,67.51694,25.6532078,22.5380783,50.64962,34.14833,25.1555023,29.07061,30.8718319,67.51694,48,50,51,50,50,46,51,51,51,51,50,47,47,47,51,52,50,49,50,50,54,49,49,49,49,50,53,53,53,51,49.2857132,4380.443,1393.77734,1393.77734,4081.77637,4081.77637,1393.77734,3185.77661,3285.33228,3285.33228,3185.77661,3285.33228,3285.33228,1095.11072,3285.33228,30.9445629,24.7152824,0,1.27648926,1.30151367,1.26647949,1.206543,1.21154785,1.17980957,1.25488281,1.14990234,1.23986816,1.2598877,1.164917,1.23486328,1.29089355,1.28588867,1.25585938,99.55552,13.0591125,18.6079712,41.2387581,15.2343979,23.9326859,38.89592,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.3125,6141,5921,220,3.58247828,2.234,0,0,0.02335878,910.4414,1.36515319,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,51.8647041,2.41559839,8.808557,1134700.88,4240906,62.4128,0,0.1636566,0.196797892,0,12929.5908
07/06/2024 16:54:50,15.5507622,16.6827087,27.2907486,4.750967,37.05213,34.5241623,48.36797,5.906701,29.745739,3.51962447,26.8397636,2.82258987,34.2810555,66.97551,20.84055,14.706111,56.2001839,31.9624786,15.4007492,11.5637245,25.2492123,66.97551,54,53,69,53,60,50,48,48,48,48,49,49,49,49,69,46,47,31,47,40,50,52,52,52,52,51,51,51,51,69,51.92857,4081.77661,4081.77661,4081.77661,4081.77661,4081.77661,4081.77661,1095.11084,3285.33228,3285.33228,3285.33228,3285.33228,1095.11084,3285.33228,3285.33228,34.98368,29.0922718,0,1.2701416,1.28515625,1.24511719,1.24511719,1.22509766,1.24511719,1.26513672,1.26513672,1.28015137,1.26367188,1.258667,1.23364258,1.26867676,1.25366211,1.22473145,99.55553,13.04097,18.6261139,41.18147,15.2059822,23.9611015,38.82337,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.46875,6141,5921,220,3.58247828,2.762,0,0,0.0291955937,910.980469,1.77681637,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,3.18215251,3.06943083,5.823755,5340654.5,6855902,62.4128,0,0,0,0,0
07/06/2024 16:54:51,1.8330574,21.70238,21.75231,0.6972015,6.66030025,46.6679573,48.91783,5.568928,25.6922188,2.00904,24.89881,2.041161,11.435318,76.5877457,24.6234722,11.5753832,60.9596138,20.9705181,16.771883,15.7388391,22.3552055,76.5877457,48,48,51,49,50,45,47,47,47,47,49,49,49,49,52,52,52,49,51,50,55,53,53,53,53,51,51,51,51,51,48.2142868,3683.556,3285.33374,4081.77832,1393.778,4081.77832,1393.778,3285.33374,3285.33374,3285.33374,3285.33374,3285.33374,3285.33374,3285.33374,1095.11121,26.56628,21.0125484,0,1.27319336,1.28320313,1.288208,1.30822754,1.23815918,1.26818848,1.25817871,1.248169,1.19689941,1.19689941,1.19689941,1.2668457,1.2019043,1.20678711,1.20678711,99.5555649,13.0209122,18.6461716,41.1181259,15.1721306,23.9949532,38.7369423,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.5625,6141,5921,220,3.58247828,2.182,1024,3072,0.0269407611,906.28125,1.68700278,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,5.340946,2.67841434,7.74408245,3699906.75,5730630,62.4128,0,0.241330326,0.3554613,0,195703.953
07/06/2024 16:54:52,0,19.8564415,22.7855911,0.974547863,0,33.18068,33.53324,0.142294168,36.67437,0.191712379,33.9477425,0.120258331,1.22410655,72.14907,5.68289757,1.08456016,35.25381,3.77411246,3.22994,0.540334,15.1578312,72.14907,45,46,50,48,50,46,44,44,44,44,45,45,45,45,54,55,54,50,52,50,54,56,56,56,56,55,55,55,55,50,45.7857132,4081.77979,4081.77979,4081.77979,4081.77979,4081.77979,4081.77979,3285.335,3285.335,3285.335,3484.446,3285.335,3285.335,3285.335,3285.335,25.1073875,18.9872627,0,1.31384277,1.31884766,1.27502441,1.27502441,1.2800293,1.27502441,1.27502441,1.28503418,1.24462891,1.29956055,1.29455566,1.21875,1.21875,1.21875,1.21875,99.5556,13.09483,18.5722542,41.3515472,15.2377968,23.929287,38.9046,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.5625,6141,5921,220,3.58247828,2.825,1024,0,0.194808558,934.0508,12.6182556,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,11.7513828,2.32503414,10.7261543,21884854,9648414,62.4128,0,0.164096922,0.12907654,0,7659.892
07/06/2024 16:54:53,1.30494237,35.1868935,41.9838066,6.607461,10.4741936,65.86873,62.1051331,12.4697027,50.56374,5.665988,38.9529839,4.80774641,13.0516291,48.1716881,20.9240189,22.4663963,40.67641,33.33075,11.3359089,13.4650764,26.9706612,65.86873,51,56,58,59,55,53,51,51,51,51,51,51,51,51,59,49,44,42,41,45,47,49,49,49,49,49,49,49,49,59,52.8571434,4081.77686,4081.77686,4081.77686,4081.77686,4081.77686,4081.77686,3285.33252,3484.4436,3484.4436,3285.33252,3285.33252,3285.33252,3285.33252,3285.33252,50.02663,43.5481644,0,1.26538086,1.25537109,1.24035645,1.248169,1.203125,1.244751,1.25476074,1.27514648,1.28515625,1.26367188,1.26367188,1.29760742,1.28759766,1.31262207,1.29760742,99.5555344,13.2201691,18.4469147,41.7473526,15.2702675,23.8968163,38.9875031,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.78125,6141,5921,220,3.58247828,2.158,8192,0,0.284281075,913.144531,10.6047153,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,6.73901749,2.22276258,8.223904,8045734,7773435.5,62.4128,0,0.171661928,0.185436144,0,48408.4453
07/06/2024 16:54:54,0,24.2990074,33.9273567,0.21584034,0,40.44205,45.705368,1.15587711,25.0319118,0,15.0461969,0,15.781909,32.3122978,7.521069,6.47417927,9.493208,5.41350269,9.237451,9.8207,13.8922873,45.705368,48,51,75,76,61,55,45,45,45,45,46,46,46,46,68,52,49,25,24,39,45,55,55,55,55,54,54,54,54,76,52.1428566,1393.77771,1393.77771,4081.77759,4081.77759,4380.44434,2289.77759,3285.33325,1095.11108,3285.33325,1095.11108,3484.44434,3285.33325,3185.77759,2588.44434,31.8822613,26.0086823,0,1.208252,1.13317871,1.18994141,1.31494141,1.289917,1.26989746,1.244873,1.25488281,1.244873,1.237793,1.2277832,1.30773926,1.29272461,1.03833008,1.22338867,99.55555,13.3147507,18.3523331,42.04603,15.3650017,23.8020821,39.2293739,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.96875,6141,5921,220,3.58247828,2.576,1024,3072,0.149674952,912.625,10.0252247,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,1.856345,2.95383072,4.337657,404314.781,8185561.5,62.4128,0,0.152200356,0.15153639,0,12238.2715
07/06/2024 16:54:55,0.425702333,21.7967987,40.6292076,0.9082496,1.03554726,39.8207321,32.1905022,0,21.580101,0.5208075,18.6442966,1.73927546,1.31407976,59.8637581,13.4904022,10.10018,31.568491,9.552521,9.602987,4.13789749,15.9416971,59.8637581,44,50,46,48,46,48,43,43,43,43,44,44,44,44,48,56,50,54,52,54,52,57,57,57,57,56,56,56,56,50,45,1493.3335,1393.77783,1493.3335,1393.77783,1393.77783,1493.3335,3285.3335,3185.778,3285.3335,1095.11121,3285.3335,3285.3335,3285.3335,2090.66675,15.7571182,10.3482924,0,1.18164063,1.18164063,1.11157227,1.09155273,1.15161133,1.26171875,1.21777344,1.2277832,1.2277832,1.2277832,1.2277832,1.25769043,1.232666,1.2376709,1.2376709,99.5555649,13.296627,18.3704567,41.9887962,15.3450089,23.8220749,39.17833,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.71875,6141,5921,220,3.58247828,2.275,1024,0,0,912.5469,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,0.788865745,2.51461625,3.14670372,302863.9,3418338,62.4128,0,0.168360859,0.167088851,0,6883.266
07/06/2024 16:54:56,1.46120191,19.192028,24.4871922,3.42160463,2.678579,26.2887173,32.44492,5.419135,28.80081,0.469779968,28.112381,0,7.646048,55.4312,11.6731529,3.32183838,33.9694328,7.00509548,6.22277832,5.56650734,15.0437355,55.4312,44,46,46,51,46,46,44,44,44,44,49,49,49,49,50,56,54,54,49,54,54,56,56,56,56,51,51,51,51,51,46.5,4081.77734,1393.77759,4081.77734,4081.77734,3882.66626,1393.77759,3285.333,2787.55518,3285.333,3285.333,3285.333,3285.333,3285.333,3285.333,15.790143,10.3186779,0,1.25671387,1.27172852,1.251709,1.27172852,1.21679688,1.21679688,1.26171875,1.32678223,1.14770508,1.20275879,1.25769043,1.23278809,1.17773438,1.28271484,1.27270508,99.55554,13.2815514,18.3855324,41.94119,15.3323746,23.83471,39.1460724,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.5625,6141,5921,220,3.58247828,2.097,0,0,0.02057437,912.6797,2.09312177,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,0.525903165,3.881455,4.023033,161284.813,10744795,62.4128,0,0.172430709,0.163431123,0,12365.1748
07/06/2024 16:54:57,1.03701949,29.7900085,28.3856277,0,0,31.0026283,28.28055,0.5429685,27.69181,1.007837,26.2484188,0.8873224,1.65655613,56.70079,9.320861,4.46686745,19.65285,11.9049072,9.041458,5.58933,14.5218964,56.70079,46,46,48,49,47,44,45,44,45,45,45,45,45,45,50,54,54,52,51,53,56,55,56,55,55,55,55,55,55,49,45.6428566,3484.44434,4081.77783,1393.77771,1393.77771,1393.77771,1393.77771,3285.33325,3185.77783,1592.88892,3285.33325,3484.44434,1393.77771,3086.22217,1393.77771,14.663228,9.014765,0,1.26940918,1.29443359,1.28442383,1.25939941,1.22949219,1.28942871,0.6624756,0.647460938,0.647460938,1.16247559,1.12268066,1.15271,1.17773438,1.04772949,1.04272461,99.55556,13.1867561,18.4803276,41.64184,15.2284126,23.9386711,38.88064,45,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.46875,6141,5921,220,3.58247828,2.05,2048,0,0,912.6797,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,1.62173748,2.91586828,4.1383667,417936.531,1.097006E+07,62.4128,0,0,0,0,0
07/06/2024 16:54:58,0,21.53253,33.1185,5.72451973,2.37371922,29.57397,44.28628,2.14615464,14.7153969,1.42472982,26.00581,0,7.914281,58.28275,7.512683,4.794198,18.8088188,10.0711288,1.31062865,2.62181759,14.5558538,58.28275,46,49,46,50,48,48,47,45,45,45,43,43,43,43,48,54,51,54,50,52,52,53,55,55,55,57,57,57,57,50,45.7857132,4081.77539,1393.777,3285.33154,3683.55347,4081.77539,4081.77539,3185.776,3285.33154,1095.11047,3484.44238,3285.33154,3285.33154,3185.776,3185.776,16.2324524,10.4763374,0,1.243042,1.07800293,1.17297363,1.23303223,1.229248,1.2442627,1.2142334,1.2442627,0.682739258,1.10778809,0.817749,1.09277344,1.20275879,1.21191406,1.27185059,99.5555,13.2677689,18.3993149,41.8976631,15.2216187,23.9454651,38.8632965,44,210,405,0,0,0,0,4.68359375,0.2734375,0,0,0,0,0,0,0,0,0,51.40625,6141,5921,220,3.58247828,2.052,0,0,0.053123,912.78125,4.773127,0,0,0,0,0,0,0,0,0,0,0,0,63.6411133,0.913282633,4.400004,4.381216,399716.75,15677103,62.4128,0,0.264855057,0.27989012,0,17061.0918
